N	2gram	Potebnia_M_2	VrazhdaK
109	из них	5	2
110	его и	1	2
111	для него	10	2
112	от сознания	2	2
113	отношение к	1	2
114	к ним	1	2
115	начиная с	1	2
116	не может	12	2
117	вместе с	11	2
118	но это	3	2
119	что я	1	2
120	же в	5	2
121	а в	8	2
122	в свою	6	2
123	которых не	1	1
124	и удовольствия	2	1
125	а между	4	1
126	вряд ли	3	1
127	ко всем	2	1
128	человека и	3	1
129	того же	14	1
130	не имел	1	1
131	которого никто	1	1
132	и есть	2	1
133	что слово	2	1
134	а от	3	1
135	заметное влияние	2	1
136	уже по	1	1
137	в их	1	1
138	из всех	1	1
139	полагает что	3	1
140	той же	3	1
141	что уже	1	1
142	одном из	4	1
143	а еще	1	1
144	на них	1	1
145	содержания в	1	1
146	руку к	1	1
147	влияния на	2	1
148	одним словом	4	1
149	совсем не	2	1
150	но не	12	1
151	а тем	1	1
152	заметим что	1	1
153	первого раза	2	1
154	в сторону	1	1
155	не все	2	1
156	если в	3	1
157	при сильном	1	1
158	в оценке	1	1
159	что они	5	1
160	ли эта	1	1
161	и чувств	2	1
162	же с	1	1
163	независимо от	9	1
164	как в	10	1
165	с этим	7	1
166	для создания	1	1
167	дает нам	1	1
168	для всех	1	1
169	некоторое время	2	1
170	тот для	1	1
171	по которому	1	1
172	как к	1	1
173	что как	1	1
174	в мысли	5	1
175	сходство между	2	1
176	и наконец	1	1
177	себе на	1	1
178	знаю что	1	1
179	себе не	4	1
180	то в	1	1
181	в самом	4	1
182	что это	3	1
183	мы получаем	1	1
184	в целом	3	1
185	что же	1	1
186	и и	1	1
187	рассказ о	1	1
188	тому же	1	1
189	во многих	3	1
190	как он	4	1
191	их отношения	3	1
192	знали что	1	1
193	от которого	1	1
194	в первой	1	1
195	при виде	3	1
196	всех этих	2	1
197	же это	1	1
198	из него	1	1
199	что ни	2	1
200	никому не	1	1
201	одно и	2	1
202	не будет	1	1
203	это было	2	1
204	заключается в	1	1
205	было бы	13	1
206	вопрос и	1	1
207	в жизни	2	1
208	этого не	2	1
209	а за	1	1
210	ее тем	1	1
211	не всегда	1	1
212	во внимание	1	1
213	в развитии	1	1
214	такой же	4	1
215	одного и	6	1
216	в этих	3	1
217	или вообще	1	1
218	вы я	1	1
219	и их	5	1
220	при одной	2	1
221	можно найти	1	1
222	всяком случае	7	1
223	впечатлений и	1	1
224	человеком и	1	1
225	не будем	1	1
226	тем не	6	1
227	доказывает что	1	1
228	по крайней	5	1
229	о наших	2	1
230	нетрудно заметить	1	1
231	раз и	1	1
232	тем самым	4	1
233	другой не	1	1
234	от нас	1	1
235	это дает	1	1
236	не имеет	6	1
237	в процессе	1	1
238	также что	2	1
239	нем в	1	1
240	это опять	1	1
241	только не	1	1
242	нельзя не	1	1
243	все свои	2	1
244	ничего не	1	1
245	того как	7	1
246	вне его	1	1
247	мыслей и	1	1
248	по своей	1	1
249	это слово	1	1
250	потому что	49	1
251	до того	1	1
252	согласия или	1	1
253	в каком	3	1
254	не знали	2	1
255	следует рассматривать	1	1
256	только от	3	1
257	могут быть	8	1
258	во все	2	1
259	похож на	1	1
260	отличается от	1	1
261	сходство с	1	1
262	не есть	6	1
263	время сна	1	1
264	ничего общего	1	1
265	не совсем	3	1
266	и образ	2	1
267	свою очередь	6	1
268	но при	1	1
269	это будет	3	1
270	в ее	1	1
271	только при	1	1
272	не могло	1	1
273	но мы	3	1
274	то время	4	1
275	и сам	1	1
276	способности к	1	1
277	так и	5	1
278	на нее	1	1
279	не с	3	1
280	было в	2	1
281	так называемую	1	1
282	во второй	1	1
283	том как	3	1
284	быть может	7	1
285	и вообще	3	1
286	можно бы	2	1
287	может в	2	1
288	во всяком	7	1
289	можно объяснить	1	1
290	приближается к	1	1
291	это влияние	1	1
292	или а	1	1
293	его жизни	1	1
294	до сих	4	1
295	нас в	2	1
296	к нему	1	1
297	во всех	7	1
298	от них	3	1
299	я вижу	1	1
300	крайней мере	5	1
301	в другой	1	1
302	вслед за	3	1
303	все в	1	1
304	не знаю	1	1
305	если это	2	1
306	и самые	1	1
307	к которому	2	1
308	тех пор	1	1
309	этом смысле	2	1
310	один из	2	1
311	но с	1	1
312	что только	2	1
313	во всем	2	1
314	указания на	4	1
315	мы бы	2	1
316	и творческого	1	1
317	а это	2	1
318	в душе	23	1
319	что для	3	1
320	ни с	2	1
321	искать в	3	1
322	никто не	1	1
323	пока не	1	1
324	узнает в	1	1
325	в известной	1	1
326	мы находим	2	1
327	в одном	6	1
328	друг друга	2	1
329	каждый из	1	1
330	как при	3	1
331	от того	5	1
332	из мысли	1	1
333	в особенности	1	1
334	так не	1	1
335	с другой	6	1
336	именно в	1	1
337	такое же	2	1
338	души и	4	1
339	воспоминания о	2	1
340	прежде всего	7	1
341	только по	3	1
342	у человека	2	1
343	в ту	1	1
344	что из	1	1
345	в подобных	1	1
346	два человека	1	1
347	время с	1	1
348	с первого	2	1
349	человека к	1	1
350	или по	2	1
351	не знал	1	1
352	своей души	1	1
353	что за	2	1
354	не дают	2	1
355	того что	7	1
356	в условиях	1	1
357	сих пор	4	1
358	между прочим	4	1
359	об одном	3	1
360	но для	1	1
361	под влиянием	8	1
362	близкий к	1	1
363	общие черты	2	1
364	и от	3	1
365	но на	2	1
366	о котором	2	1
367	это как	1	1
368	человек и	1	1
369	тот кто	1	1
370	хотя и	3	1
371	скорее всего	2	1
372	бы в	2	1
373	только что	3	1
374	уже давно	1	1
375	отношении к	2	1
376	нем самом	1	1
377	нам не	2	1
378	и начинается	1	1
379	только как	6	1
380	другой стороны	2	1
381	они как	1	1
382	мы считаем	1	1
383	бы его	1	1
384	только о	1	1
385	души каждый	1	1
386	жизни и	1	1
387	который не	1	1
388	как на	3	1
389	в таком	4	1
390	точно так	9	1
391	все что	3	1
392	они не	4	1
