N	2gram	Vinokur_Vv_1	KulturaY
449	не даром	1	1
450	и то	5	1
451	значении этого	1	1
452	от места	1	1
453	письменным словом	1	1
454	мере в	4	1
455	наук о	1	1
456	на деле	1	1
457	вряд ли	2	1
458	в чисто	4	1
459	из самых	1	1
460	вопрос мы	1	1
461	на две	1	1
462	к фактам	1	1
463	был и	1	1
464	согласно которой	1	1
465	и литературы	2	1
466	этого уже	1	1
467	или с	1	1
468	и ничего	1	1
469	и новые	1	1
470	язык как	3	1
471	нам в	1	1
472	в возможности	1	1
473	так чтобы	3	1
474	в полной	1	1
475	литературного искусства	2	1
476	связана с	4	1
477	в составе	1	1
478	как не	1	1
479	так называемые	1	1
480	таковы например	1	1
481	большей частью	1	1
482	было до	1	1
483	литературы и	1	1
484	не нужно	2	1
485	и на	3	1
486	между собой	1	1
487	он сам	3	1
488	бы то	1	1
489	смысле может	1	1
490	дело что	2	1
491	традиции это	1	1
492	но тогда	1	1
493	в подробное	1	1
494	а только	8	1
495	в сторону	1	1
496	значение и	2	1
497	к слову	1	1
498	тогда как	2	1
499	и будет	1	1
500	в совершенстве	1	1
501	науки о	9	1
502	нет и	1	1
503	которые не	1	1
504	основная мысль	1	1
505	в одной	1	1
506	с этим	2	1
507	языковой формы	1	1
508	есть продукт	1	1
509	помнить что	1	1
510	то ясно	1	1
511	иным путем	1	1
512	знаний в	2	1
513	языке не	1	1
514	как уже	2	1
515	и понимания	1	1
516	говорит что	1	1
517	двух разных	1	1
518	это остается	1	1
519	разным типам	1	1
520	е с	1	1
521	знания в	3	1
522	упомянуть что	1	1
523	для которой	1	1
524	объект изучения	1	1
525	или иную	1	1
526	за собой	3	1
527	впечатление что	1	1
528	на той	1	1
529	в которой	1	1
530	меньшей мере	2	1
531	культуры и	1	1
532	это есть	2	1
533	тем лучше	1	1
534	одном случае	1	1
535	раз в	1	1
536	имеем в	1	1
537	и те	2	1
538	если он	1	1
539	и соответствующую	1	1
540	не могла	1	1
541	свой материал	1	1
542	дела то	1	1
543	этот процесс	3	1
544	то легко	1	1
545	уяснить себе	1	1
546	том какие	1	1
547	в принципе	2	1
548	какие именно	1	1
549	не к	2	1
550	есть один	1	1
551	данном отношении	2	1
552	нашей культуры	1	1
553	одной и	2	1
554	смысл отношений	1	1
555	приходим к	3	1
556	его от	1	1
557	смысле как	3	1
558	что признание	1	1
559	но дело	3	1
560	так например	6	1
561	находит себе	2	1
562	или иных	3	1
563	форме не	1	1
564	и наоборот	2	1
565	в основу	2	1
566	природа и	1	1
567	в каждом	4	1
568	в методе	1	1
569	английской литературы	1	1
570	же касается	2	1
571	в другом	3	1
572	слова или	1	1
573	высокой ступени	1	1
574	входит в	2	1
575	которой необходимо	1	1
576	случае гораздо	1	1
577	искусства в	1	1
578	он есть	1	1
579	известно что	1	1
580	этом смысле	11	1
581	практически не	1	1
582	здесь разумеется	1	1
583	после этого	2	1
584	лучше но	1	1
585	которая в	1	1
586	чаще всего	1	1
587	ведь в	1	1
588	думать будто	1	1
589	истории языка	5	1
590	есть сводка	1	1
591	или группы	2	1
592	рядом с	2	1
593	все равно	1	1
594	содержании и	2	1
595	показывает что	1	1
596	он действительно	1	1
597	русской культуры	1	1
598	этого не	2	1
599	не всегда	1	1
600	и уже	3	1
601	не место	1	1
602	рода и	1	1
603	как сказано	2	1
604	строгом смысле	3	1
605	другое дело	3	1
606	можно считать	1	1
607	это очевидно	2	1
608	в научной	1	1
609	не мог	2	1
610	таких выражений	1	1
611	истории русской	1	1
612	стороны ее	1	1
613	и становится	1	1
614	в г	5	1
615	одно дело	2	1
616	во время	1	1
617	важнее что	1	1
618	и ее	4	1
619	выражений как	1	1
620	могут не	1	1
621	в следующем	1	1
622	в такой	1	1
623	всяком случае	3	1
624	той мере	4	1
625	если можно	1	1
626	как увидим	2	1
627	должно составить	1	1
628	указать что	1	1
629	представление о	1	1
630	от его	1	1
631	пояснений понятно	1	1
632	не считал	2	1
633	мы теперь	1	1
634	не самый	1	1
635	нельзя было	1	1
636	и той	2	1
637	содержания какая	1	1
638	внешних форм	1	1
639	по крайней	4	1
640	связано с	1	1
641	на другую	1	1
642	пользоваться письменным	1	1
643	быть у	1	1
644	есть еще	2	1
645	не должно	1	1
646	этом ее	1	1
647	для нее	1	1
648	здесь следовательно	1	1
649	задачи и	1	1
650	так он	1	1
651	а отсюда	2	1
652	стоит в	2	1
653	культурной жизни	2	1
654	что с	3	1
655	и приемах	1	1
656	уже из	1	1
657	правда в	1	1
658	по меньшей	2	1
659	ее с	1	1
660	к этим	1	1
661	как следует	2	1
662	первая половина	1	1
663	особых пояснений	1	1
664	исторической традиции	1	1
665	не могло	1	1
666	он мог	3	1
667	о методах	1	1
668	работы но	1	1
669	науку о	2	1
670	вопрос который	1	1
671	так много	1	1
672	о природе	7	1
673	казалось бы	2	1
674	в самой	1	1
675	же время	5	1
676	вопросом об	1	1
677	таким путем	1	1
678	на те	1	1
679	сказано уже	1	1
680	за исключением	1	1
681	во всем	2	1
682	убедиться в	1	1
683	и его	5	1
684	наших дней	1	1
685	из истории	2	1
686	чем ближе	1	1
687	как будто	3	1
688	их по	1	1
689	его грамматическую	1	1
690	сразу и	1	1
691	представлять себе	1	1
692	к таким	1	1
693	в задачу	1	1
694	он называет	1	1
695	языке и	1	1
696	существует между	2	1
697	и другой	1	1
698	лежит в	2	1
699	в совокупности	2	1
700	же самое	2	1
701	становится возможным	1	1
702	должны быть	1	1
703	содержанием и	1	1
704	всего в	1	1
705	ряду прочих	1	1
706	вопросы эти	1	1
707	понять что	1	1
708	в технике	1	1
709	буква есть	1	1
710	свое значение	2	1
711	в самых	1	1
712	как некая	1	1
713	прошлом и	3	1
714	то ни	1	1
715	приходит к	1	1
716	основываясь на	1	1
717	на французский	1	1
718	которых и	1	1
719	свою очередь	1	1
720	без всякого	1	1
721	уже потому	1	1
722	в собственном	2	1
723	должен уметь	1	1
724	языка так	1	1
725	об отношении	2	1
726	том-то и	1	1
727	с ростом	1	1
728	он понимается	1	1
729	следовательно и	1	1
730	слова а	1	1
731	никогда не	3	1
732	наукой и	2	1
733	все свое	1	1
734	и прочих	1	1
735	обойтись в	1	1
736	она была	2	1
737	можно только	2	1
738	известной мере	2	1
739	это только	4	1
740	имеется в	1	1
741	по признаку	2	1
742	понятно что	3	1
743	выполнить свою	1	1
744	о котором	8	1
745	об искусстве	4	1
746	во-первых с	1	1
747	особенности в	1	1
748	нас и	1	1
749	уже само	1	1
750	в известной	3	1
751	но здесь	1	1
752	при том	5	1
753	разница между	1	1
754	содержание этого	1	1
755	искусства и	1	1
756	вот почему	3	1
757	другом месте	2	1
758	на этой	3	1
759	не мало	1	1
760	с разных	1	1
761	с соответствующими	1	1
762	одного из	1	1
763	д но	5	1
764	языке как	1	1
765	в вопросах	1	1
766	чрезвычайно важное	1	1
767	в конечном	1	1
768	своему значению	2	1
769	по этому	2	1
770	к нему	2	1
771	но он	1	1
772	тем или	1	1
773	смысле не	1	1
774	филологии и	8	1
775	ее от	2	1
776	понимается нами	1	1
777	этому поводу	2	1
778	во втором	2	1
779	нуждается в	2	1
780	говорит он	2	1
781	крайней мере	4	1
782	есть действительно	2	1
783	заключается вовсе	1	1
784	котором он	2	1
785	как указание	1	1
786	них в	1	1
787	себе задачей	2	1
788	также в	1	1
789	все время	1	1
790	знания и	3	1
791	и стилистические	1	1
792	общем смысле	1	1
793	в лучшем	1	1
794	своему содержанию	1	1
795	вообще в	2	1
796	которая как	2	1
797	быть сказано	1	1
798	для наук	1	1
799	что здесь	2	1
800	чтобы выяснить	1	1
801	хорошо известно	1	1
802	быть и	2	1
803	но с	4	1
804	уже сказано	1	1
805	а если	2	1
806	оказалось что	2	1
807	и дело	1	1
808	мы видим	1	1
809	одной из	3	1
810	с ними	1	1
811	этого можно	1	1
812	история литературы	2	1
813	языка на	2	1
814	что даже	2	1
815	в себе	4	1
816	эту задачу	1	1
817	к нашему	1	1
818	в стороне	1	1
819	эти отдельные	1	1
820	и так	1	1
821	до нас	3	1
822	в самое	1	1
823	знать его	1	1
824	самые разнообразные	1	1
825	как оно	3	1
826	изучает язык	2	1
827	с какой	1	1
828	против этой	1	1
829	что внутренняя	1	1
830	и др	2	1
831	нас с	1	1
832	книгу о	1	1
833	своей целью	1	1
834	ряде случаев	1	1
835	видеть что	6	1
836	тех или	3	1
837	стоит на	1	1
838	этого понятия	5	1
839	своим собственным	1	1
840	однако самое	1	1
841	быть положена	1	1
842	в виде	4	1
843	в начале	3	1
844	раньше чем	3	1
845	то только	1	1
846	об отдельных	3	1
847	или даже	1	1
848	при помощи	2	1
849	и обратно	4	1
850	на время	1	1
851	за ним	1	1
852	ту или	1	1
853	сказано в	1	1
854	мы знаем	1	1
855	котором можно	1	1
856	нуждаются в	1	1
857	для него	1	1
858	представить себе	5	1
859	уже собственно	1	1
860	в особых	1	1
861	его основные	1	1
862	иначе как	1	1
863	и со	1	1
864	отношении к	2	1
865	сказано не	1	1
866	но что	3	1
867	только с	3	1
868	зрения например	1	1
869	само по	3	1
870	каждый из	2	1
871	отношении что	3	1
872	к одной	1	1
873	указание на	1	1
874	само собой	2	1
875	классической филологии	5	1
876	именно как	3	1
877	имеем право	1	1
878	со стороны	12	1
879	деле есть	1	1
880	и тех	1	1
881	в каких	1	1
882	форме и	1	1
883	и прежде	1	1
884	сущности уже	1	1
885	обратиться к	1	1
886	обратить внимание	2	1
887	без особых	1	1
888	превращается в	1	1
889	которых мы	1	1
890	а наоборот	1	1
891	и составляет	1	1
892	более того	1	1
893	основной вопрос	1	1
894	зависит от	3	1
895	есть лишь	2	1
896	чужую мысль	1	1
897	имеет своей	1	1
898	а так	2	1
899	как специфической	1	1
900	литература в	1	1
901	на эту	1	1
902	языка не	1	1
903	в остальных	1	1
904	если не	1	1
905	культуры не	3	1
906	как именно	1	1
907	так называемых	4	1
908	не видит	1	1
909	входить в	1	1
910	считать не	1	1
911	охарактеризована в	1	1
912	существа дела	1	1
913	практически же	1	1
914	в том-то	1	1
915	отсюда и	2	1
916	языков так	1	1
917	в строгом	3	1
918	а кроме	1	1
919	речь не	1	1
920	из которых	2	1
921	полную аналогию	1	1
922	целом ряде	2	1
923	наряду с	2	1
924	также различие	1	1
925	также как	1	1
926	обоих этих	1	1
927	в первой	1	1
928	в эту	1	1
929	с рядом	1	1
930	понятии которое	1	1
931	дело здесь	1	1
932	и сказывается	1	1
933	впрочем не	1	1
934	от прочих	1	1
935	и каждая	1	1
936	внешним образом	1	1
937	каждое из	1	1
938	к собственно	1	1
939	не любил	1	1
940	основные законы	1	1
941	вообще все	1	1
942	работа над	2	1
943	содержанием не	1	1
944	д и	1	1
945	деле как	1	1
946	прочих наук	1	1
947	и для	4	1
948	в идеале	2	1
949	которых он	1	1
950	и часто	1	1
951	от той	1	1
952	разумеется и	3	1
953	для этой	1	1
954	изменения в	1	1
955	и от	1	1
956	это можно	1	1
957	формах и	1	1
958	бы ему	1	1
959	уже совсем	2	1
960	е о	1	1
961	лишь как	2	1
962	у них	1	1
963	или нет	1	1
964	интерес к	1	1
965	не должен	1	1
966	может ли	1	1
967	будто бы	2	1
968	идет об	2	1
969	сказано о	1	1
970	же в	1	1
971	и другие	1	1
972	г и	1	1
973	давно уже	1	1
974	французский язык	1	1
975	нами не	2	1
976	несмотря на	2	1
977	нам не	1	1
978	в свою	1	1
979	письма и	1	1
980	между ними	2	1
981	работы и	1	1
982	для исследования	1	1
983	состоит из	1	1
984	на общий	1	1
985	например и	1	1
986	и составляют	1	1
987	типа и	1	1
988	эта установка	1	1
989	одновременно и	1	1
990	существенное в	1	1
991	культуры в	5	1
992	есть и	4	1
993	что об	1	1
994	самое что	2	1
995	цели в	1	1
996	утверждать что	1	1
997	к этому	3	1
998	к числу	1	1
999	вся история	1	1
1000	заметить что	1	1
1001	общем случае	4	1
1002	языке вообще	1	1
1003	чтобы эти	1	1
1004	и эта	1	1
1005	это понятие	2	1
1006	о которых	2	1
1007	что писать	1	1
1008	понимать что	1	1
1009	русской литературы	1	1
1010	все что	1	1
1011	этой точки	1	1
