N	2gram	Bakhtin_Fr_7	KFilosof
137	рядом с	4	3
138	нигде не	2	3
139	не должно	3	3
140	мира не	1	3
141	ничего не	4	3
142	ибо все	1	3
143	и делает	1	3
144	в час	1	3
145	здесь не	1	3
146	культуры и	1	3
147	отсюда и	2	3
148	здесь нет	2	3
149	но здесь	1	3
150	в виду	4	3
151	о том	6	3
152	моменты и	1	3
153	того что	2	3
154	и тем	1	3
155	тем что	3	3
156	до конца	2	3
157	ближе к	1	3
158	по своему	2	3
159	котором он	1	3
160	от него	1	3
161	лишь как	1	3
162	не должен	1	3
163	в свою	3	3
164	в то	10	3
165	мы здесь	2	2
166	не остается	1	2
167	и то	2	2
168	он может	3	2
169	это и	1	2
170	едва ли	1	2
171	а как	1	2
172	целом не	1	2
173	ему в	1	2
174	с его	2	2
175	совсем не	3	2
176	в данном	2	2
177	абстрактный момент	1	2
178	к которой	1	2
179	свою жизнь	1	2
180	как в	5	2
181	как к	1	2
182	и как	2	2
183	от этого	3	2
184	истины и	1	2
185	та же	4	2
186	думать что	1	2
187	в этой	13	2
188	нами в	1	2
189	и будущее	1	2
190	имеем в	2	2
191	всей его	1	2
192	человек не	1	2
193	вследствие этого	1	2
194	в виде	1	2
195	как единственного	1	2
196	которого и	1	2
197	так и	10	2
198	смысле в	1	2
199	не будет	1	2
200	и может	2	2
201	действительности в	1	2
202	в жизни	1	2
203	в единое	1	2
204	с тем	1	2
205	что значит	2	2
206	возможности в	1	2
207	знает и	1	2
208	где она	2	2
209	по себе	1	2
210	что есть	2	2
211	и время	1	2
212	дело не	2	2
213	и отсюда	1	2
214	дело в	2	2
215	в процессе	2	2
216	этом мире	1	2
217	же время	9	2
218	в сознании	1	2
219	в области	2	2
220	к себе	1	2
221	пространство и	1	2
222	вошли в	1	2
223	вокруг него	1	2
224	оно не	2	2
225	ничего общего	1	2
226	на нем	1	2
227	во главе	1	2
228	и когда	1	2
229	котором мы	1	2
230	жизнь и	2	2
231	и та	1	2
232	его жизни	1	2
233	или как	1	2
234	вся эта	2	2
235	в ту	1	2
236	может иметь	2	2
237	и она	1	2
238	в него	1	2
239	мысль и	1	2
240	что только	1	2
241	тот же	2	2
242	дело с	1	2
243	что он	3	2
244	со всеми	2	2
245	в качестве	9	2
246	него и	1	2
247	и других	2	2
248	его и	1	2
249	слова в	1	2
250	но есть	3	2
251	прежде всего	11	2
252	он и	1	2
253	для этой	3	2
254	бы оно	2	2
255	я уже	1	2
256	и потому	3	2
257	пространства и	2	2
258	его на	1	2
259	знать что	1	2
260	должен сказать	1	2
261	в это	3	2
262	оба этих	1	2
263	все остальные	1	2
264	и видения	1	2
265	которой он	2	2
266	это уже	1	2
267	еще более	2	2
268	и смысл	2	2
269	потому что	5	2
270	его к	3	2
271	бытие но	2	2
272	но этот	3	2
273	и эта	3	2
274	к этому	5	2
275	мира его	2	1
276	ту же	2	1
277	также и	2	1
278	человека и	1	1
279	функции в	1	1
280	и через	1	1
281	целого и	1	1
282	в средние	4	1
283	здесь и	2	1
284	в чисто	1	1
285	всем что	1	1
286	и до	6	1
287	ведь и	1	1
288	вокруг человека	1	1
289	отношения к	1	1
290	свой мир	1	1
291	мы уже	12	1
292	той же	3	1
293	его не	1	1
294	из всех	2	1
295	со всех	2	1
296	в единой	2	1
297	что между	2	1
298	мире нет	1	1
299	именно к	1	1
300	не была	1	1
301	он как	1	1
302	оба эти	1	1
303	бы ни	1	1
304	и ее	2	1
305	как я	4	1
306	конечно и	1	1
307	всех сторон	1	1
308	и временной	1	1
309	мысли и	1	1
310	не был	1	1
311	оно ни	2	1
312	в различных	1	1
313	и мира	2	1
314	этим не	1	1
315	в нашем	1	1
316	землю и	1	1
317	ибо оно	1	1
318	предмета его	1	1
319	и всякий	1	1
320	а он	1	1
321	не просто	2	1
322	рождение и	1	1
323	в истории	1	1
324	с этим	2	1
325	относятся к	1	1
326	хотя и	4	1
327	и наконец	4	1
328	не являются	1	1
329	и к	5	1
330	в каком-то	1	1
331	в первом	1	1
332	где все	2	1
333	в самом	1	1
334	в которой	2	1
335	которому подчиняется	1	1
336	есть для	1	1
337	знать и	1	1
338	из другого	1	1
339	но его	1	1
340	близости в	1	1
341	ее как	1	1
342	его действительный	1	1
343	здесь есть	1	1
344	жизнью и	1	1
345	оно было	2	1
346	а скорее	1	1
347	момента в	1	1
348	образом и	2	1
349	понятиями но	1	1
350	содержит в	1	1
351	их в	2	1
352	его от	1	1
353	и по	3	1
354	на этом	5	1
355	пространственный и	1	1
356	значительной степени	2	1
357	том же	1	1
358	пространстве его	1	1
359	что мир	1	1
360	об этом	1	1
361	связанных с	3	1
362	и с	4	1
363	и чтобы	1	1
364	то есть	20	1
365	с целью	1	1
366	это было	2	1
367	может стать	2	1
368	и иных	1	1
369	он есть	1	1
370	форму и	1	1
371	к миру	1	1
372	и находит	1	1
373	смерть и	1	1
374	и рядом	1	1
375	бы совершенно	1	1
376	этого не	1	1
377	и уже	1	1
378	несмотря на	3	1
379	все моменты	1	1
380	чем в	1	1
381	данте и	1	1
382	такой же	3	1
383	элемента в	1	1
384	культуры с	1	1
385	не мог	2	1
386	в этих	2	1
387	от своего	1	1
388	как все	1	1
389	лежат в	1	1
390	всяком случае	1	1
391	которого является	1	1
392	даль и	1	1
393	и вокруг	1	1
394	мы найдем	3	1
395	признать что	1	1
396	зрения формальной	1	1
397	не будем	1	1
398	но он	4	1
399	новое и	1	1
400	и близость	1	1
401	к каждому	1	1
402	в отношении	3	1
403	при всех	1	1
404	она не	1	1
405	тон его	2	1
406	как о	3	1
407	мысли в	1	1
408	одна из	4	1
409	первая часть	1	1
410	здесь на	2	1
411	так чтобы	1	1
412	но только	1	1
413	определенного и	1	1
414	деталь его	1	1
415	мир с	1	1
416	для всего	1	1
417	разобранный нами	2	1
418	следовательно и	2	1
419	нет места	1	1
420	все свои	2	1
421	к каждой	1	1
422	между прочим	1	1
423	более что	1	1
424	по своей	1	1
425	за исключением	1	1
426	это слово	1	1
427	здесь же	1	1
428	уже и	1	1
429	у меня	1	1
430	нет даже	1	1
431	но там	1	1
432	и времени	2	1
433	его для	1	1
434	есть только	1	1
435	во все	2	1
436	и всех	1	1
437	всего в	5	1
438	к тому	2	1
439	однако по	2	1
440	правда не	2	1
441	своего развития	1	1
442	если мы	1	1
443	нас от	1	1
444	и о	1	1
445	с ее	3	1
446	что все	2	1
447	свою очередь	3	1
448	всего этого	2	1
449	и от	8	1
450	характер и	1	1
451	и получает	1	1
452	мысль о	1	1
453	отвлечься от	1	1
454	как с	1	1
455	на том	2	1
456	и человеческого	1	1
457	с собой	1	1
458	не с	1	1
459	здесь как	2	1
460	особенно в	2	1
461	что был	1	1
462	и реальное	2	1
463	в весьма	1	1
464	мыслится и	1	1
465	в последней	4	1
466	поэтому в	1	1
467	и даже	1	1
468	остановимся на	2	1
469	образом в	1	1
470	и смерть	1	1
471	находится в	2	1
472	осмыслены и	1	1
473	все дело	1	1
474	каждый раз	1	1
475	на все	1	1
476	и превращает	1	1
477	мир мир	1	1
478	но к	1	1
479	нем для	1	1
480	другими словами	2	1
481	второй половине	1	1
482	в значительной	2	1
483	и во	2	1
484	все в	1	1
485	и новое	1	1
486	один момент	1	1
487	ценностное многообразие	1	1
488	из общих	1	1
489	которой мы	1	1
490	необходимый момент	1	1
491	от них	1	1
492	переходит в	1	1
493	во втором	1	1
494	подлежит сомнению	1	1
495	пространственное и	1	1
496	сказать и	1	1
497	в лучшем	1	1
498	для самого	1	1
499	и другую	1	1
500	в литературе	2	1
501	один из	1	1
502	содержится в	2	1
503	мы видим	6	1
504	одной из	2	1
505	ней то	1	1
506	и так	2	1
507	поэтому и	3	1
508	и оба	2	1
509	а только	2	1
510	изнутри и	1	1
511	и разнообразие	2	1
512	момент не	1	1
513	в большинстве	2	1
514	только на	2	1
515	дано в	1	1
516	мир и	1	1
517	мог стать	1	1
518	большинстве случаев	2	1
519	него все	1	1
520	многообразия мира	1	1
521	ибо он	1	1
522	мир не	2	1
523	одно из	1	1
524	себе в	1	1
525	никто не	10	1
526	ведь это	1	1
527	так как	3	1
528	к человеку	2	1
529	но уже	1	1
530	к той	1	1
531	смерти и	1	1
532	мире где	1	1
533	и которым	1	1
534	и т.п	9	1
535	и из	1	1
536	осмысления и	1	1
537	здесь в	1	1
538	и самая	2	1
539	во второй	2	1
540	по всей	1	1
541	и др	2	1
542	но о	1	1
543	нового времени	3	1
544	слиты в	2	1
545	нет конечно	1	1
546	притом не	1	1
547	превращается в	1	1
548	только бытие	1	1
549	другом случае	1	1
550	ничем не	3	1
551	мира со	1	1
552	чем ближе	1	1
553	познание его	1	1
554	эти бесконечные	1	1
555	связь с	1	1
556	нет ничего	1	1
557	него в	1	1
558	вместе с	5	1
559	к его	1	1
560	часть нашего	1	1
561	мы говорим	1	1
562	картина мира	2	1
563	места для	1	1
564	что именно	1	1
565	из которых	2	1
566	ним как	1	1
567	и оценок	2	1
568	в мистерии	1	1
569	лицом и	1	1
570	и всей	1	1
571	в мир	1	1
572	в первой	2	1
573	как целое	1	1
574	в человеке	2	1
575	есть тот	1	1
576	в реальном	2	1
577	слова и	1	1
578	не касается	1	1
579	и каждая	1	1
580	только для	1	1
581	и таким	1	1
582	его произнесения	1	1
583	же самое	1	1
584	ее можно	1	1
585	и сама	2	1
586	каким бы	1	1
587	где и	1	1
588	она может	1	1
589	не подлежит	3	1
590	или в	2	1
591	имеет дело	2	1
592	может становиться	1	1
593	все они	6	1
594	же в	2	1
595	но оно	1	1
596	помимо его	1	1
597	границу между	1	1
598	между ними	1	1
599	неотделим от	1	1
600	с ней	1	1
601	средние века	4	1
602	того же	3	1
603	является и	3	1
604	нет но	1	1
605	в последнем	1	1
606	одновременно и	2	1
607	первом случае	1	1
608	бы его	1	1
609	но эти	1	1
610	ее в	1	1
611	пространстве и	3	1
612	это в	3	1
613	всем своим	1	1
614	мир дан	1	1
615	имеет определенного	1	1
616	этих момента	1	1
617	во всяком	2	1
618	все что	4	1
619	они не	1	1
