N	2gram	Vinokur_Ku_1	OGranits
117	в этом	14	2
118	в лингвистике	3	2
119	в том	30	2
120	тот же	2	2
121	с ними	4	2
122	в действительности	1	2
123	или иного	3	2
124	от этого	2	2
125	в целом	4	2
126	и тем	2	2
127	же слово	1	2
128	все эти	6	2
129	с одной	1	2
130	учение о	4	2
131	думать что	1	2
132	уже в	3	2
133	мы получим	1	2
134	в нем	4	2
135	связанные с	1	2
136	при этом	6	2
137	и социально	1	2
138	школы и	2	2
139	для него	1	2
140	вовсе не	10	2
141	в зависимости	5	2
142	о языке	8	2
143	общения и	2	2
144	тем что	8	2
145	в них	7	2
146	связанных с	1	2
147	в области	7	2
148	с другой	7	2
149	в самом	10	2
150	того или	4	2
151	может стать	1	2
152	истории языка	5	2
153	одной стороны	1	2
154	соответствии с	3	2
155	более того	1	2
156	не на	4	2
157	а не	8	2
158	другой стороны	6	2
159	между собою	2	2
160	там где	4	2
161	не мог	2	2
162	несмотря на	3	2
163	в связи	3	2
164	пределах данной	1	2
165	том что	21	2
166	с помощью	7	2
167	в г	3	2
168	и при	2	2
169	языком как	1	2
170	так же	4	2
171	своего рода	1	2
172	в тех	4	2
173	с этой	2	2
174	слова и	4	2
175	с историей	2	2
176	выбор и	1	2
177	поэтики и	1	2
178	не менее	7	2
179	разумеется что	2	2
180	не имеет	2	2
181	особенностей в	1	2
182	в структуре	2	2
183	на язык	4	2
184	собственно говоря	1	2
185	бы в	7	2
186	и историей	1	2
187	и является	4	2
188	возражать против	1	2
189	а в	5	2
190	нет ничего	1	2
191	общей истории	1	2
192	могут быть	1	2
193	и лингвистики	1	2
194	в своих	1	2
195	к тому	5	2
196	можно говорить	2	1
197	одним из	2	1
198	также и	2	1
199	же как	1	1
200	своего развития	1	1
201	совершенно справедливо	1	1
202	но мало	1	1
203	звуковой экспрессии	1	1
204	в виду	5	1
205	того же	4	1
206	на нем	1	1
207	и сами	2	1
208	в некоторых	1	1
209	средств в	1	1
210	выражения в	1	1
211	эта близость	1	1
212	на основе	1	1
213	только потому	6	1
214	науки о	3	1
215	это и	4	1
216	в собственном	2	1
217	но тем	1	1
218	лингвистики одна	1	1
219	и есть	2	1
220	в организации	1	1
221	в себя	1	1
222	ту же	1	1
223	в индии	1	1
224	или иная	1	1
225	с языком	2	1
226	не имеют	3	1
227	ведь и	1	1
228	материи и	1	1
229	собственном смысле	1	1
230	на том	3	1
231	едва ли	1	1
232	осталась бы	2	1
233	из живой	1	1
234	можно было	6	1
235	в борьбе	1	1
236	на материале	1	1
237	мы имеем	6	1
238	когда в	2	1
239	к тем	1	1
240	но у	1	1
241	является наиболее	1	1
242	мы в	1	1
243	вопрос о	2	1
244	на место	1	1
245	выражения язык	1	1
246	другое дело	2	1
247	для этого	3	1
248	из одного	3	1
249	является необходимым	1	1
250	фактов но	1	1
251	по себе	2	1
252	по мере	3	1
253	историческая судьба	1	1
254	как выражение	1	1
255	как то	2	1
256	на себя	3	1
257	сводится к	3	1
258	из того	1	1
259	часто и	1	1
260	но даже	1	1
261	слушателю как	1	1
262	этого термина	2	1
263	то это	3	1
264	есть акт	1	1
265	как свой	1	1
266	и он	3	1
267	в каждой	1	1
268	с большим	3	1
269	слово не	1	1
270	внимание на	4	1
271	нем с	1	1
272	и что	5	1
273	еще не	5	1
274	столь же	1	1
275	время в	1	1
276	звуков в	1	1
277	времени в	1	1
278	в различных	1	1
279	и своей	1	1
280	тем как	1	1
281	в конечном	1	1
282	то мы	3	1
283	данного языка	1	1
284	на самом	2	1
285	совсем не	1	1
286	но не	5	1
287	или иные	1	1
288	то он	1	1
289	данной ситуации	1	1
290	что язык	7	1
291	переходит в	1	1
292	может и	1	1
293	отношение к	1	1
294	еще его	1	1
295	богатство и	1	1
296	смысловой и	1	1
297	на то	4	1
298	даже для	2	1
299	язык есть	6	1
300	изучения но	1	1
301	материала так	1	1
302	мы обязаны	1	1
303	в истории	3	1
304	в одной	1	1
305	философской лингвистики	1	1
306	эта проблема	1	1
307	в своем	3	1
308	что касается	2	1
309	один из	4	1
310	тех случаях	2	1
311	явления как	1	1
312	эту точку	1	1
313	и как	2	1
314	не хотят	1	1
315	конкретный живой	1	1
316	его к	3	1
317	этот вопрос	1	1
318	история литературы	2	1
319	что он	6	1
320	некоторой социальной	1	1
321	более или	3	1
322	звука и	1	1
323	что слово	3	1
324	закон в	1	1
325	который в	1	1
326	не приходится	1	1
327	или же	1	1
328	коллектива к	1	1
329	состоит не	1	1
330	чуть ли	2	1
331	выражение в	1	1
332	в этой	3	1
333	с их	3	1
334	о слове	1	1
335	в дальнейшем	1	1
336	есть чисто	1	1
337	с одним	1	1
338	конечно не	2	1
339	литературы в	1	1
340	можно установить	1	1
341	и у	1	1
342	и правильное	1	1
343	только на	1	1
344	с проблемами	1	1
345	себя и	1	1
346	в нашей	1	1
347	и если	3	1
348	является не	1	1
349	что она	3	1
350	не из	1	1
351	соссюр и	1	1
352	речь в	4	1
353	этого процесса	1	1
354	или даже	1	1
355	и других	1	1
356	на эту	2	1
357	постановка вопроса	1	1
358	раз навсегда	1	1
359	его и	1	1
360	философию и	1	1
361	одно из	2	1
362	и социальной	2	1
363	а вовсе	1	1
364	состоит в	3	1
365	содержания и	1	1
366	и один	1	1
367	в конце	1	1
368	если еще	1	1
369	но что	1	1
370	из него	1	1
371	каждый из	1	1
372	еще одну	1	1
373	отличие от	1	1
374	на этом	1	1
375	лишь с	1	1
376	или иных	1	1
377	образом не	1	1
378	и вместе	1	1
379	даже и	3	1
380	для того	16	1
381	к г	2	1
382	же не	1	1
383	области лингвистики	1	1
384	в особенности	3	1
385	в совершенно	1	1
386	современного ей	1	1
387	может возникнуть	1	1
388	должно составить	1	1
389	особенности в	1	1
390	на все	1	1
391	и здесь	3	1
392	от другой	1	1
393	роковую роль	1	1
394	его в	1	1
395	как к	1	1
396	те или	1	1
397	и иных	1	1
398	языке столь	1	1
399	к которому	3	1
400	как же	1	1
401	заключается в	2	1
402	в природе	1	1
403	между отдельными	1	1
404	смысл только	1	1
405	языке то	1	1
406	уясняется и	1	1
407	что мы	1	1
408	только к	2	1
409	к более	1	1
410	для них	2	1
411	языка через	1	1
412	не было	3	1
413	материале для	1	1
414	она и	1	1
415	а на	2	1
416	которые не	1	1
417	все равно	2	1
418	далеко не	1	1
419	он действительно	1	1
420	из наиболее	1	1
421	в сб	2	1
422	письменной речи	3	1
423	необходимость в	1	1
424	не всегда	2	1
425	с приятелем	1	1
426	все время	1	1
427	долгое время	1	1
428	отнюдь не	1	1
429	систему и	1	1
430	для человека	1	1
431	должно быть	3	1
432	него не	1	1
433	менее всего	1	1
434	и тогда	4	1
435	об индивидуальном	1	1
436	если не	3	1
437	момента в	1	1
438	или менее	3	1
439	одно дело	1	1
440	но если	2	1
441	и стилистики	1	1
442	понимании языка	1	1
443	себе в	3	1
444	которую мы	1	1
445	эти слова	1	1
446	на философию	1	1
447	этого необходимо	1	1
448	в такой	1	1
449	как это	3	1
450	ощущаем в	1	1
451	представление о	3	1
452	в отличие	1	1
453	в которых	6	1
454	мысли и	1	1
455	бы что	1	1
456	других речевых	1	1
457	том основании	1	1
458	он говорит	1	1
459	она есть	1	1
460	к этому	1	1
461	изучаемых явлений	1	1
462	язык с	1	1
463	должно было	1	1
464	из потребностей	1	1
465	и вот	1	1
466	и там	1	1
467	тем не	4	1
468	как средство	1	1
469	речи в	4	1
470	такие явления	1	1
471	и более	2	1
472	своего времени	2	1
473	где нет	1	1
474	в последнем	2	1
475	что говоря	1	1
476	к следующему	1	1
477	от более	1	1
478	это особенно	1	1
479	этого слова	3	1
480	что такое	6	1
481	только то	1	1
482	в контексте	2	1
483	тому что	3	1
484	является для	1	1
485	в условиях	1	1
486	до конца	2	1
487	литературы как	1	1
488	и развивается	1	1
489	но это	1	1
490	слово для	1	1
491	которой подчинены	1	1
492	равно не	1	1
493	в начале	1	1
494	точно и	1	1
495	истории и	1	1
496	была создана	2	1
497	в то	2	1
498	как о	2	1
499	мысли в	1	1
500	к другим	1	1
501	уже из	2	1
502	одна из	1	1
503	лингвистика в	1	1
504	в науке	4	1
505	который пытается	1	1
506	тех или	1	1
507	всю совокупность	1	1
508	весь этот	1	1
509	же есть	2	1
510	случаях когда	2	1
511	связанная с	2	1
512	ними и	2	1
513	того чтобы	17	1
514	объекта и	1	1
515	уже на	2	1
516	в самых	1	1
517	само по	1	1
518	на почву	1	1
519	иметь в	1	1
520	в разных	2	1
521	как система	1	1
522	и становится	2	1
523	или в	2	1
524	того как	4	1
525	в самой	4	1
526	находятся в	1	1
527	же время	2	1
528	данной социальной	1	1
529	лишь как	2	1
530	же остается	1	1
531	поэзии в	1	1
532	тем более	2	1
533	важное значение	1	1
534	с понятием	1	1
535	а лишь	1	1
536	это слово	3	1
537	только что	1	1
538	потому что	23	1
539	связи с	7	1
540	науке о	1	1
541	до того	2	1
542	в системе	3	1
543	этом отношении	5	1
544	их по	1	1
545	об этом	1	1
546	этот не	1	1
547	соссюра в	1	1
548	та или	1	1
549	это все	1	1
550	основании что	1	1
551	в лингвистической	2	1
552	проникают в	1	1
553	не знает	1	1
554	языка в	12	1
555	сказать что	1	1
556	речи и	5	1
557	он называет	1	1
558	речи здесь	1	1
559	языка что	1	1
560	все то	1	1
561	одном ряду	1	1
562	и именно	2	1
563	когда мы	2	1
564	во все	2	1
565	ли не	3	1
566	с его	4	1
567	только о	1	1
568	эта возможность	1	1
569	указать на	4	1
570	должны быть	2	1
571	с проблемой	1	1
572	вместе с	7	1
573	стилистики и	1	1
574	же только	1	1
575	к живому	1	1
576	например в	5	1
577	этой точки	2	1
578	они не	3	1
