N	2gram	Tiupa_Vved_1	Myshleni
387	участвующие в	1	1
388	от понимания	1	1
389	интереса для	1	1
390	все равно	2	1
391	далеко не	4	1
392	но все-таки	1	1
393	обнаруживается и	1	1
394	которой он	1	1
395	он и	2	1
396	основывается на	2	1
397	обозначить как	1	1
398	обратимся к	2	1
399	всех этих	1	1
400	иначе обстоит	1	1
401	и становится	1	1
402	во время	1	1
403	это делает	1	1
404	оказывается для	1	1
405	самая сущность	1	1
406	не столько	4	1
407	в отличие	2	1
408	независима от	1	1
409	от его	1	1
410	своем собственном	1	1
411	наполнения и	1	1
412	который всегда	1	1
413	однако не	1	1
414	тем не	3	1
415	их в	2	1
416	и предполагает	1	1
417	и наоборот	1	1
418	в детской	1	1
419	личного опыта	1	1
420	даже в	1	1
421	всегда имеет	1	1
422	случае мы	1	1
423	содержит в	1	1
424	что есть	1	1
425	но они	2	1
426	мы переживаем	1	1
427	одна из	4	1
428	и притом	1	1
429	это всегда	1	1
430	одновременно все	1	1
431	дело не	1	1
432	в структуре	1	1
433	в игру	1	1
434	приведенном выше	1	1
435	всего на	1	1
436	это отношение	1	1
437	ним это	1	1
438	не принадлежит	2	1
439	в живой	1	1
440	детей в	2	1
441	начиная с	3	1
442	есть только	1	1
443	человека в	1	1
444	числе и	1	1
445	для его	1	1
446	обращение к	1	1
447	в работах	1	1
448	т.е в	1	1
449	состоят в	1	1
450	оно может	1	1
451	и о	1	1
452	от друга	1	1
453	начало нового	1	1
454	появляется в	2	1
455	подобно тому	2	1
456	в ее	1	1
457	данном случае	6	1
458	один с	1	1
459	среднее звено	1	1
460	наконец исследование	1	1
461	она только	1	1
462	не мог	1	1
463	признаков а	1	1
464	по аналогии	1	1
465	быть общим	1	1
466	ситуации и	3	1
467	зависеть от	1	1
468	о том	5	1
469	настоящее время	1	1
470	достигается не	1	1
471	никак не	2	1
472	и который	1	1
473	в единую	1	1
474	самому себе	1	1
475	что происходит	1	1
476	частном случае	1	1
477	к нему	1	1
478	том или	1	1
479	и всю	1	1
480	между тем	1	1
481	полноту и	2	1
482	что же	3	1
483	у детей	1	1
484	в современной	3	1
485	но так	1	1
486	в двух	1	1
487	не владеет	1	1
488	тот же	1	1
489	речь о	1	1
490	мы увидим	1	1
491	текст как	1	1
492	во всем	1	1
493	может оказаться	1	1
494	который в	2	1
495	нам удалось	1	1
496	и ее	1	1
497	об их	1	1
498	с одной	5	1
499	этой системе	1	1
500	и теперь	1	1
501	оказывается в	1	1
502	уже не	5	1
503	и у	1	1
504	то и	2	1
505	ни одного	1	1
506	оно в	1	1
507	этого нельзя	1	1
508	в виде	1	1
509	в начале	3	1
510	и ошибок	1	1
511	всех видов	1	1
512	очередь не	1	1
513	в данной	2	1
514	постановка вопроса	1	1
515	его и	1	1
516	этот раз	2	1
517	обратиться к	2	1
518	и их	1	1
519	интереса к	1	1
520	слова в	2	1
521	сами по	1	1
522	вовсе не	1	1
523	ее не	2	1
524	и бесконечно	1	1
525	которые могут	1	1
526	отличие от	2	1
527	во всей	1	1
528	в случаях	2	1
529	происходит на	1	1
530	находятся в	1	1
531	и даже	1	1
532	или иной	3	1
533	как у	1	1
534	с той	1	1
535	мысль которая	1	1
536	еще и	1	1
537	это все	1	1
538	наконец в	1	1
539	а с	2	1
540	и затем	1	1
541	к сожалению	1	1
542	а на	2	1
543	а главное	1	1
544	о чем	2	1
545	медленно и	1	1
546	не об	1	1
547	ближе к	1	1
548	от этих	2	1
549	подтверждает нашу	1	1
550	детская речь	2	1
551	с общей	1	1
552	из которых	1	1
553	в направлении	2	1
554	к своему	1	1
555	одной стороны	5	1
556	тому как	2	1
557	в ответ	1	1
558	возможно это	1	1
559	происходит в	1	1
560	в тот	1	1
561	ли не	2	1
562	не тождественны	1	1
563	в истории	1	1
564	памяти в	1	1
565	благодаря этому	1	1
566	аналогии с	1	1
567	приблизиться к	1	1
568	этом и	2	1
569	возникает в	1	1
570	в следующей	1	1
571	однако оно	1	1
572	при таком	1	1
573	оно как	1	1
574	не существует	2	1
575	на стороне	1	1
576	котором он	2	1
577	в результате	3	1
578	в настоящее	1	1
579	как она	1	1
580	на первый	1	1
581	более обширной	1	1
582	бы он	1	1
583	той или	3	1
584	не должен	1	1
585	только с	1	1
586	не непосредственно	1	1
587	и слабость	1	1
588	функции не	1	1
589	расчленяет его	1	1
590	обстоит дело	1	1
591	в равной	1	1
592	в целях	1	1
593	должен быть	1	1
594	нам не	1	1
595	может и	1	1
596	а о	1	1
597	в свою	4	1
598	не что	1	1
599	меняется на	1	1
600	но эти	1	1
601	к этому	2	1
602	значение в	1	1
603	все что	3	1
604	том числе	1	1
