N	2gram	Potebnia_M_3	RusskieA
170	том же	2	2
171	для этого	1	2
172	этого мало	1	2
173	она не	2	2
174	или другие	1	2
175	у него	2	2
176	представления и	3	2
177	судя по	1	2
178	до того	4	2
179	и здесь	1	2
180	могут быть	3	2
181	сходство с	1	2
182	и другим	1	2
183	ничего общего	2	2
184	значения и	1	2
185	свою очередь	3	2
186	ни одно	1	2
187	в более	1	2
188	что у	1	2
189	в образе	3	2
190	составные части	1	2
191	с ним	6	2
192	находится в	1	2
193	на все	2	2
194	после того	1	2
195	должно было	2	2
196	связь между	2	2
197	этому поводу	1	2
198	в его	4	2
199	них в	1	2
200	к ней	5	2
201	значит что	1	2
202	в какой	2	2
203	так что	7	2
204	его и	1	2
205	не означает	1	2
206	в прошлом	1	2
207	но что	2	2
208	тут же	2	2
209	не было	4	2
210	не были	2	2
211	такое же	3	2
212	себя и	4	2
213	но есть	1	2
214	только по	5	2
215	не на	1	2
216	а не	15	2
217	и непосредственно	1	2
218	его как	1	2
219	и многие	1	2
220	и потому	4	2
221	предположить что	1	2
222	многих случаях	1	2
223	в земле	1	2
224	там где	3	2
225	в первые	1	2
226	только для	1	2
227	судить о	1	2
228	между прочим	1	2
229	к вопросу	1	2
230	мы видим	2	2
231	тем и	3	2
232	или в	3	2
233	когда он	1	2
234	мы должны	4	2
235	в народной	1	2
236	нас не	1	2
237	говоря о	4	1
238	не думает	1	1
239	таком случае	2	1
240	чтобы не	1	1
241	переходит к	1	1
242	мы здесь	1	1
243	самом деле	2	1
244	значении этого	1	1
245	только потому	3	1
246	тех же	1	1
247	в приведенном	2	1
248	непосредственно не	2	1
249	в первом	3	1
250	по преимуществу	1	1
251	что эти	1	1
252	и ее	1	1
253	противном случае	1	1
254	оно было	1	1
255	должна быть	1	1
256	собственном смысле	2	1
257	с таким	2	1
258	по его	1	1
259	часть его	2	1
260	приходит к	1	1
261	поэзии и	1	1
262	мы уже	2	1
263	или наоборот	1	1
264	что если	1	1
265	которую мы	1	1
266	вопрос о	1	1
267	из своих	1	1
268	имеет свою	1	1
269	имеет смысла	1	1
270	говорить о	3	1
271	не вполне	1	1
272	ему в	2	1
273	именно только	1	1
274	похожи на	1	1
275	нет но	1	1
276	этого к	1	1
277	не знают	1	1
278	явление не	1	1
279	же что	6	1
280	жизни это	1	1
281	власть над	1	1
282	того же	1	1
283	и он	1	1
284	в каждой	4	1
285	есть вместе	2	1
286	на них	1	1
287	отсюда можно	2	1
288	именно эти	2	1
289	при сравнении	1	1
290	в чем	3	1
291	не имеющий	1	1
292	с его	1	1
293	не без	1	1
294	vii ср	1	1
295	а только	3	1
296	котором речь	1	1
297	не все	4	1
298	в сказке	1	1
299	ответ на	3	1
300	по отношению	5	1
301	очевидно что	5	1
302	себе и	1	1
303	отличие от	1	1
304	относится к	4	1
305	и должны	1	1
306	в истории	1	1
307	же с	6	1
308	его на	1	1
309	общего с	1	1
310	так называемая	1	1
311	некоторое время	1	1
312	значение его	1	1
313	совершенно другой	1	1
314	к новому	1	1
315	это был	1	1
316	что касается	1	1
317	в противном	1	1
318	перед нами	2	1
319	целый ряд	2	1
320	с понятием	2	1
321	и наконец	2	1
322	тем же	4	1
323	что всякое	1	1
324	увидим что	1	1
325	от этого	2	1
326	в которой	3	1
327	из жизни	1	1
328	с места	1	1
329	нетрудно будет	1	1
330	то и	6	1
331	известно не	1	1
332	в себе	16	1
333	смысла но	1	1
334	тому же	1	1
335	на то	2	1
336	который у	1	1
337	он не	4	1
338	одно целое	1	1
339	вытекающее из	1	1
340	он должен	1	1
341	не к	4	1
342	не как	2	1
343	в начале	3	1
344	что одно	1	1
345	воспоминание о	2	1
346	теперь еще	1	1
347	подобно тому	2	1
348	с первым	1	1
349	здесь мы	1	1
350	что все	3	1
351	в совершенно	1	1
352	о котором	1	1
353	те же	6	1
354	его в	3	1
355	должен был	1	1
356	и тем	5	1
357	ни в	2	1
358	в этой	2	1
359	жизни то	1	1
360	не всегда	2	1
361	мы видели	4	1
362	оно имеет	3	1
363	наука в	1	1
364	форма и	1	1
365	что между	1	1
366	но если	1	1
367	и при	4	1
368	никак не	3	1
369	и без	7	1
370	во времена	2	1
371	место в	3	1
372	не столько	2	1
373	что до	1	1
374	что я	5	1
375	без основания	1	1
376	в белом	1	1
377	но эта	1	1
378	которые в	1	1
379	начнем с	1	1
380	образом из	1	1
381	с такими	1	1
382	и наоборот	4	1
383	форму в	1	1
384	что есть	2	1
385	был уже	1	1
386	от своих	4	1
387	значение слова	5	1
388	виду что	1	1
389	слово к	1	1
390	в то	10	1
391	тогда когда	9	1
392	только из	1	1
393	должны служить	1	1
394	ее с	1	1
395	тому кто	1	1
396	было не	1	1
397	но вместе	4	1
398	когда они	1	1
399	можем предположить	1	1
400	иметь в	2	1
401	значение этого	1	1
402	каждый из	1	1
403	следовательно и	1	1
404	все свои	1	1
405	же после	1	1
406	прежде чем	2	1
407	и его	4	1
408	и теперь	6	1
409	и сама	1	1
410	этом отношении	2	1
411	ему не	2	1
412	с другом	1	1
413	в детстве	1	1
414	от другого	3	1
415	ни о	3	1
416	нам что	1	1
417	можно думать	3	1
418	сомнение в	1	1
419	была только	1	1
420	отсюда как	1	1
421	другое слово	1	1
422	души а	1	1
423	слова с	3	1
424	быть назван	1	1
425	смысле в	2	1
426	для себя	3	1
427	и это	4	1
428	и о	2	1
429	в виду	1	1
430	данном случае	1	1
431	только при	2	1
432	в собственном	2	1
433	как знак	2	1
434	то время	4	1
435	на том	1	1
436	так слово	3	1
437	не ограничивается	1	1
438	признает его	1	1
439	из всего	1	1
440	было в	1	1
441	каждого из	2	1
442	и каждый	1	1
443	и мы	2	1
444	уже на	2	1
445	этим в	1	1
446	не имели	1	1
447	способность слова	1	1
448	без сомнения	4	1
449	жизнь и	1	1
450	сходно с	2	1
451	быть может	3	1
452	если бы	12	1
453	и вообще	3	1
454	по мере	4	1
455	имеет много	1	1
456	но здесь	1	1
457	двери и	1	1
458	и та	2	1
459	при котором	1	1
460	но мы	2	1
461	в глаза	1	1
462	и первобытный	1	1
463	можно сказать	3	1
464	и который	1	1
465	нас в	1	1
466	к нему	3	1
467	не могло	1	1
468	стоит и	1	1
469	меру своих	1	1
470	материал не	1	1
471	от одного	1	1
472	примыкает к	1	1
473	в форме	2	1
474	что бы	1	1
475	и следовательно	3	1
476	было бы	9	1
477	бросается в	1	1
478	что здесь	1	1
479	как из	1	1
480	на которой	3	1
481	слово с	2	1
482	совсем не	1	1
483	тот же	1	1
484	что он	6	1
485	он уже	1	1
486	который в	1	1
487	это слово	4	1
488	в область	1	1
489	бы ни	3	1
490	или его	1	1
491	том чтобы	2	1
492	которой оно	1	1
493	есть в	3	1
494	же думает	1	1
495	уже в	5	1
496	или не	1	1
497	до появления	2	1
498	же в	2	1
499	только тогда	9	1
500	это значение	1	1
501	каким образом	1	1
502	не дает	2	1
503	но совершенно	1	1
504	разницы между	1	1
505	только одно	1	1
506	не связанных	1	1
507	слова если	2	1
508	не составляет	2	1
509	заключить что	2	1
510	т п	2	1
511	прибавить что	3	1
512	в животном	3	1
513	должны будем	3	1
514	заметить что	3	1
515	не могут	5	1
516	люди не	1	1
517	от того	8	1
518	смерти и	1	1
519	в очень	1	1
520	значение чем	1	1
521	на счастье	1	1
522	как у	1	1
523	еще и	1	1
524	тому как	5	1
525	мы еще	1	1
526	на раннее	1	1
527	по всей	1	1
528	происходит при	1	1
529	что не	8	1
530	что для	4	1
531	объясняется почему	1	1
532	другому и	1	1
533	с которым	1	1
534	точек зрения	1	1
535	или с	2	1
536	которой он	1	1
537	одна и	1	1
538	под влиянием	1	1
539	например из	1	1
540	в одно	3	1
541	прямо на	1	1
542	мы знаем	1	1
543	если не	4	1
544	на год	1	1
545	но этого	1	1
546	представить себе	3	1
547	или по	1	1
548	солнца с	1	1
549	по своему	2	1
550	в данном	1	1
551	по поводу	4	1
552	видя в	1	1
553	который мы	1	1
554	кругом в	1	1
555	как средство	2	1
556	друг с	1	1
557	может считаться	1	1
558	был более	1	1
559	исходя из	1	1
560	и было	1	1
561	быть не	2	1
562	есть и	1	1
563	к понятию	1	1
564	что мы	8	1
565	за самый	1	1
566	глаза что	1	1
567	из ряда	1	1
568	случае он	1	1
569	не является	1	1
570	почему именно	1	1
571	разное время	3	1
572	такой взгляд	1	1
573	а к	3	1
574	в двух	1	1
575	от него	2	1
576	и все	3	1
577	или нет	1	1
578	из своего	1	1
579	другими и	1	1
580	и стало	1	1
581	этом можно	1	1
582	на такой	1	1
583	но оно	6	1
584	нам не	1	1
585	слово в	4	1
586	между ними	1	1
587	не знает	3	1
588	сказать что	5	1
589	только как	5	1
590	но можно	1	1
591	отношению к	5	1
592	оно не	4	1
593	находящихся в	1	1
594	видели в	1	1
595	для которой	1	1
596	этим объясняется	1	1
597	жизни и	2	1
598	в таком	3	1
599	указывают на	1	1
600	а нечто	1	1
601	в разное	3	1
602	можно назвать	1	1
603	как на	5	1
604	точно так	12	1
605	во всяком	1	1
606	все что	4	1
