N	2gram	Vinokur_Vv_1	Dialekti
488	мы можем	2	1
489	как часто	1	1
490	же это	2	1
491	вообще он	1	1
492	не к	2	1
493	существует и	1	1
494	что тут	1	1
495	языком и	1	1
496	из него	1	1
497	приходим к	3	1
498	его от	1	1
499	что ни	1	1
500	его можно	2	1
501	находит себе	2	1
502	или иных	3	1
503	именно это	1	1
504	и стало	1	1
505	то ни	1	1
506	факт что	1	1
507	они должны	1	1
508	пока мы	1	1
509	им как	1	1
510	в глубине	1	1
511	его в	6	1
512	платона и	1	1
513	на почве	5	1
514	известно что	1	1
515	за другой	1	1
516	на вещи	2	1
517	все существенное	1	1
518	как об	9	1
519	мы имеем	3	1
520	не всегда	1	1
521	всегда и	1	1
522	о чем	4	1
523	значит не	1	1
524	существует то	1	1
525	действительно не	1	1
526	это очевидно	2	1
527	к помощи	1	1
528	нисколько не	3	1
529	и становится	1	1
530	его нельзя	1	1
531	или вообще	5	1
532	не выдерживает	1	1
533	во время	1	1
534	будет в	2	1
535	просто и	1	1
536	в отношении	2	1
537	хорошо знать	2	1
538	взгляд на	1	1
539	в такой	1	1
540	почти не	1	1
541	в котором	4	1
542	то для	1	1
543	возможности так	1	1
544	представление о	1	1
545	как совокупность	2	1
546	самое что	2	1
547	не от	1	1
548	не как	3	1
549	для всякого	1	1
550	свое существование	2	1
551	и той	2	1
552	точку зрения	1	1
553	но он	1	1
554	не его	1	1
555	что сейчас	1	1
556	и опыта	1	1
557	на другую	1	1
558	и более	1	1
559	научную систему	1	1
560	для нее	1	1
561	в историческом	1	1
562	и истории	2	1
563	если и	1	1
564	теми или	1	1
565	что с	3	1
566	относительно которых	1	1
567	это дает	1	1
568	эти процессы	1	1
569	дело не	3	1
570	того как	3	1
571	это хорошо	1	1
572	на связь	1	1
573	и имеет	1	1
574	одной и	2	1
575	существует также	1	1
576	о природе	7	1
577	казалось бы	2	1
578	что сами	1	1
579	в самой	1	1
580	имеем дело	1	1
581	по вопросу	1	1
582	этих двух	1	1
583	тогда она	1	1
584	и другого	1	1
585	история должна	1	1
586	связи с	3	1
587	и при	2	1
588	себе это	1	1
589	входят в	1	1
590	что на	1	1
591	из пределов	1	1
592	ли это	1	1
593	факта что	1	1
594	представлять себе	1	1
595	могут не	1	1
596	представляли себе	1	1
597	именно оно	2	1
598	и картина	1	1
599	если его	1	1
600	которых он	1	1
601	все то	1	1
602	в основу	2	1
603	но все	3	1
604	имеет своего	1	1
605	это конечно	1	1
606	д таким	1	1
607	как только	1	1
608	и дух	1	1
609	же самое	2	1
610	всего в	1	1
611	того есть	1	1
612	понять что	1	1
613	что остается	2	1
614	и историей	6	1
615	в каждой	2	1
616	должен быть	4	1
617	на нечто	1	1
618	диалектического материализма	1	1
619	зрения совершенно	1	1
620	которого мы	2	1
621	подобных случаях	1	1
622	нужно однако	1	1
623	поэтического образа	1	1
624	были только	1	1
625	без всякого	1	1
626	в ее	11	1
627	данном случае	5	1
628	только при	1	1
629	были бы	1	1
630	совершенно ясно	1	1
631	средних веков	2	1
632	только то	1	1
633	в себя	1	1
634	культуры для	1	1
635	нечто целое	2	1
636	и совершенно	2	1
637	и сам	2	1
638	целое как	1	1
639	культуре т	1	1
640	вещи и	1	1
641	не с	2	1
642	и которые	1	1
643	сознание а	1	1
644	мог бы	2	1
645	что идея	1	1
646	представить в	1	1
647	с ним	1	1
648	во-первых с	1	1
649	и восприятия	1	1
650	разная степень	1	1
651	только так	2	1
652	вот почему	3	1
653	этом понятии	1	1
654	себя не	1	1
655	термины эти	1	1
656	на вопрос	6	1
657	внимание на	4	1
658	и та	1	1
659	все прочие	1	1
660	можно сказать	3	1
661	есть система	1	1
662	с соответствующими	1	1
663	в вопросах	1	1
664	в конечном	1	1
665	о сумме	1	1
666	все в	1	1
667	самый принцип	1	1
668	тем или	1	1
669	и требует	2	1
670	вся эта	1	1
671	а потому	3	1
672	вообще и	3	1
673	бы и	2	1
674	наконец в	1	1
675	он был	1	1
676	знания и	3	1
677	если это	2	1
678	в лучшем	1	1
679	нет он	1	1
680	а кроме	1	1
681	только совокупность	1	1
682	не называли	1	1
683	от прочих	1	1
684	но с	4	1
685	здесь не	2	1
686	тот же	1	1
687	одной из	3	1
688	этот вопрос	4	1
689	как нечто	8	1
690	очень много	1	1
691	все той	1	1
692	или другим	1	1
693	этот факт	1	1
694	в качестве	7	1
695	в сторону	1	1
696	когда говорил	2	1
697	каждый из	2	1
698	вопроса о	1	1
699	чтобы он	2	1
700	только слово	1	1
701	а это	1	1
702	каким образом	1	1
703	и обратно	4	1
704	но от	1	1
705	д словом	1	1
706	на части	1	1
707	представить себе	5	1
708	содержания и	1	1
709	мы находим	1	1
710	в одном	4	1
711	на первые	1	1
712	к ним	1	1
713	при всей	1	1
714	и никогда	1	1
715	могли не	1	1
716	заметить что	1	1
717	явно не	1	1
718	этого понятия	5	1
719	указание на	1	1
720	подлинный источник	1	1
721	само собой	2	1
722	науки в	4	1
723	момент в	1	1
724	и материальная	1	1
725	знает не	1	1
726	но одно	1	1
727	деле есть	1	1
728	до сих	5	1
729	в соответствующих	2	1
730	этот взгляд	1	1
731	глубине человеческой	1	1
732	в каких	1	1
733	к которому	1	1
734	с той	1	1
735	нами не	2	1
736	при чем	1	1
737	между ними	2	1
738	обратиться к	1	1
739	чтобы убедиться	1	1
740	а наоборот	1	1
741	а главное	1	1
742	природа и	1	1
743	а так	2	1
744	или с	1	1
745	говорим об	1	1
746	в подобных	1	1
747	мира в	1	1
748	ближе к	2	1
749	в связи	2	1
750	не видит	1	1
751	самое понятие	1	1
752	науку и	3	1
753	внимания к	1	1
754	вместе с	6	1
755	от характера	3	1
756	или по	1	1
757	тот факт	1	1
758	надо было	2	1
759	по своему	5	1
760	в область	1	1
761	в течение	5	1
762	чем в	3	1
763	применении к	6	1
764	существует никакой	1	1
765	в явление	1	1
766	но который	1	1
767	и основной	1	1
768	да и	4	1
769	слова и	1	1
770	что из	1	1
771	сих пор	5	1
772	оба они	1	1
773	высказать в	1	1
774	лучшем случае	1	1
775	в культуре	1	1
776	в научной	1	1
777	и собственно	1	1
778	не мог	2	1
779	здесь в	1	1
780	на одной	1	1
781	себя именно	1	1
782	и часто	1	1
783	отсюда ясно	1	1
784	об отношении	2	1
785	в точном	1	1
786	в результате	3	1
787	о котором	8	1
788	которая в	1	1
789	бы ему	1	1
790	включают в	1	1
791	никакого различия	2	1
792	это может	2	1
793	то о	2	1
794	в этих	3	1
795	чтобы его	1	1
796	на других	1	1
797	ее становления	1	1
798	но зато	2	1
799	существует ли	1	1
800	ни было	1	1
801	и очень	1	1
802	вв в	1	1
803	есть продукт	1	1
804	нужно знать	2	1
805	этого же	1	1
806	нам не	1	1
807	становления и	1	1
808	состоит из	1	1
809	своего предмета	1	1
810	одновременно и	1	1
811	чем иным	1	1
812	вся история	1	1
813	что способно	1	1
814	вопрос что	2	1
815	просто не	1	1
816	и эта	1	1
817	это понятие	2	1
818	которая не	1	1
