N	2gram	Tiupa_Narr_2	Morfolog
193	или не	1	2
194	в виде	2	2
195	никто не	1	2
196	у нее	4	2
197	не знает	1	2
198	не исключает	1	2
199	сказать что	3	2
200	что мы	1	2
201	в частности	11	2
202	исходит от	1	2
203	одной стороны	5	2
204	следует заметить	1	2
205	благодаря этому	1	2
206	но для	2	2
207	случае он	1	2
208	волшебной сказки	1	2
209	тем и	1	2
210	не существует	1	2
211	функции не	1	2
212	не от	1	2
213	одной из	1	2
214	а во	2	2
215	но эти	1	2
216	к этому	1	2
217	во сне	2	2
218	точно так	2	2
219	например в	1	1
220	таком случае	1	1
221	он может	2	1
222	словами и	1	1
223	к своей	1	1
224	говорилось выше	3	1
225	решительно все	1	1
226	который можно	1	1
227	сидит в	1	1
228	между двумя	1	1
229	от самого	1	1
230	под которым	1	1
231	противном случае	1	1
232	есть не	1	1
233	она в	1	1
234	функций по	1	1
235	затем возвращается	1	1
236	форме рассказа	1	1
237	но она	1	1
238	что это	4	1
239	что иное	1	1
240	как во	1	1
241	не вполне	2	1
242	вместо того	1	1
243	ему в	2	1
244	в виду	1	1
245	отступление от	1	1
246	собой в	1	1
247	жениться на	1	1
248	одна за	1	1
249	мы будем	1	1
250	же она	2	1
251	не входит	1	1
252	ответ на	5	1
253	тогда как	15	1
254	отношение к	1	1
255	отличие от	5	1
256	в главе	1	1
257	каждый в	1	1
258	более чем	2	1
259	вследствие чего	1	1
260	его не	1	1
261	в рамках	6	1
262	данный момент	1	1
263	что касается	1	1
264	в противном	1	1
265	мысль о	2	1
266	и наконец	1	1
267	по пути	1	1
268	его к	1	1
269	данный текст	1	1
270	имеет в	1	1
271	со своей	2	1
272	непонятно почему	1	1
273	в которой	1	1
274	к другому	2	1
275	из этих	2	1
276	не в	8	1
277	в этой	4	1
278	рассказ о	1	1
279	на то	2	1
280	этим создается	1	1
281	что она	2	1
282	было сделано	1	1
283	для данной	1	1
284	его можно	1	1
285	лишь с	1	1
286	собственно говоря	2	1
287	по его	2	1
288	здесь мы	1	1
289	он входит	1	1
290	конечно в	1	1
291	и тем	5	1
292	в итоге	3	1
293	в это	1	1
294	служит в	1	1
295	церковь и	1	1
296	на что	1	1
297	герой сказки	1	1
298	превращаясь в	1	1
299	герои с	2	1
300	в саду	1	1
301	том как	2	1
302	и их	1	1
303	его реакции	1	1
304	как все	1	1
305	это делает	1	1
306	не столько	5	1
307	могло бы	2	1
308	из земли	1	1
309	что я	3	1
310	и уж	1	1
311	а есть	1	1
312	при этом	14	1
313	но он	2	1
314	волшебный помощник	1	1
315	все это	1	1
316	второй раз	1	1
317	для нее	1	1
318	видит в	2	1
319	своей дочерью	1	1
320	тому что	3	1
321	она не	1	1
322	лишь к	1	1
323	что с	2	1
324	встреча с	1	1
325	принадлежат к	1	1
326	и притом	1	1
327	в основе	1	1
328	дело не	1	1
329	иметь в	1	1
330	появляется в	1	1
331	вытекает из	1	1
332	в другое	1	1
333	же время	3	1
334	постольку поскольку	1	1
335	собой то	1	1
336	вперед и	1	1
337	как на	2	1
338	у кого	1	1
339	одним из	1	1
340	у нас	2	1
341	детей в	1	1
342	уже было	1	1
343	к тому	9	1
344	той или	3	1
345	что при	1	1
346	где он	1	1
347	и брак	1	1
348	то она	1	1
349	с ее	1	1
350	данном случае	6	1
351	как по	3	1
352	и исчезает	1	1
353	всей своей	2	1
354	приводит к	1	1
355	роль в	2	1
356	на свой	2	1
357	те же	2	1
358	в плоскости	1	1
359	здесь нет	1	1
360	еще в	1	1
361	когда в	1	1
362	во второй	2	1
363	по ее	1	1
364	и с	1	1
365	иное как	1	1
366	действия но	2	1
367	со двора	1	1
368	то они	1	1
369	но мы	1	1
370	как было	2	1
371	того или	3	1
372	их в	1	1
373	нет это	1	1
374	важно не	2	1
375	том или	1	1
376	грань между	1	1
377	за этим	1	1
378	в его	6	1
379	а потому	1	1
380	на одном	2	1
381	в последовательности	1	1
382	во всей	1	1
383	в другой	1	1
384	хотя оно	1	1
385	к ней	3	1
386	в него	2	1
387	в лице	1	1
388	см гл	1	1
389	о его	1	1
390	оговорить что	1	1
391	субъективно оно	1	1
392	с ними	3	1
393	за другой	1	1
394	ли он	1	1
395	сына в	1	1
396	говорить о	2	1
397	как нечто	1	1
398	очень много	1	1
399	он первый	1	1
400	но то	1	1
401	также является	2	1
402	со всеми	2	1
403	есть в	1	1
404	и у	4	1
405	событий конечно	1	1
406	затем следует	1	1
407	действие может	1	1
408	в нашей	1	1
409	что не	1	1
410	действий в	1	1
411	в данной	1	1
412	быть определено	1	1
413	четкий и	1	1
414	и небо	1	1
415	всяком случае	1	1
416	в одном	1	1
417	у него	6	1
418	которые могут	1	1
419	он является	3	1
420	это по	1	1
421	образом что	1	1
422	героя его	1	1
423	что любой	1	1
424	поскольку это	1	1
425	только на	2	1
426	и даже	3	1
427	со стороны	6	1
428	или иной	3	1
429	даже не	1	1
430	до сих	1	1
431	может и	1	1
432	именно в	2	1
433	или цепь	1	1
434	а именно	1	1
435	я был	1	1
436	как же	1	1
437	персонажа и	2	1
438	однако что	1	1
439	полное забвение	1	1
440	к первому	1	1
441	и своего	1	1
442	ей не	1	1
443	на этот	1	1
444	ничем не	1	1
445	в рассказе	4	1
446	не на	1	1
447	о чем	2	1
448	уже давно	1	1
449	вступает в	2	1
450	но оно	1	1
451	является его	2	1
452	о себе	1	1
453	в одной	1	1
454	их за	1	1
455	же с	1	1
456	характера и	3	1
457	по своему	2	1
458	предположить что	1	1
459	в данном	10	1
460	в течение	2	1
461	они все	2	1
462	ведет к	2	1
463	не удалось	1	1
464	есть на	1	1
465	его мать	1	1
466	которые по	1	1
467	до его	1	1
468	откуда они	1	1
469	отношения к	1	1
470	реакции на	1	1
471	делает и	1	1
472	как будто	1	1
473	о жизни	4	1
474	что же	1	1
475	исходной ситуации	4	1
476	с этой	3	1
477	еще раз	1	1
478	в формах	1	1
479	сих пор	1	1
480	же самое	1	1
481	все подобные	1	1
482	является ли	1	1
483	потому не	2	1
484	чем является	1	1
485	для нас	2	1
486	могли бы	2	1
487	и все	4	1
488	бы в	2	1
489	своих героев	2	1
490	на других	1	1
491	все содержание	1	1
492	бы на	2	1
493	не будет	2	1
494	первый раз	1	1
495	между ними	1	1
496	может послужить	1	1
497	впоследствии может	1	1
498	которым он	1	1
499	одновременно и	1	1
500	не что	1	1
501	таким же	1	1
502	он лишь	2	1
503	в таком	3	1
504	во всяком	1	1
505	небо и	1	1
