N	2gram	Tiupa_Hudo_1	Psycholo
628	всю полноту	1	1
629	в комнате	1	1
630	к катарсису	1	1
631	есть точка	1	1
632	с первых	1	1
633	что каждый	2	1
634	мы говорим	1	1
635	места для	1	1
636	существует как	1	1
637	внешнем мире	1	1
638	требует от	1	1
639	искусства но	3	1
640	ослабляет и	1	1
641	тому как	1	1
642	как к	2	1
643	для понимания	2	1
644	евгении онегине	1	1
645	к полноте	1	1
646	иначе говоря	4	1
647	может служить	2	1
648	внешнего мира	3	1
649	в контексте	3	1
650	в любом	1	1
651	только для	1	1
652	я вдоль	1	1
653	точно и	1	1
654	но для	1	1
655	над его	1	1
656	самое существенное	1	1
657	всего в	1	1
658	каждой из	1	1
659	ее можно	1	1
660	в следующей	1	1
661	только мы	1	1
662	известной степени	3	1
663	ударений чем	1	1
664	и другим	1	1
665	не прямо	1	1
666	в пределе	1	1
667	человеком который	1	1
668	и трагическое	1	1
669	чем является	1	1
670	эстетической деятельности	2	1
671	выдвигается на	1	1
672	от всех	1	1
673	тем более	1	1
674	с не	1	1
675	как смысл	1	1
676	ни к	2	1
677	все они	1	1
678	я в	11	1
679	в интенсивности	1	1
680	но всегда	1	1
681	свое душевное	1	1
682	к внутреннему	2	1
683	нам не	1	1
684	с ними	1	1
685	произведении искусства	2	1
686	улиц шумных	1	1
687	это на	1	1
688	на один	1	1
689	к его	2	1
690	жизни а	1	1
691	или иного	3	1
692	отношению к	9	1
693	представлена в	1	1
694	к числу	1	1
695	частности в	1	1
696	героя как	1	1
697	с высокой	1	1
698	можно назвать	1	1
699	все что	1	1
700	этой точки	1	1
