N	2gram	Potebnia_M_2	OGranits
100	может иметь	1	2
101	его на	2	2
102	как в	10	2
103	в этом	8	2
104	но так	1	2
105	в том	18	2
106	мы видим	2	2
107	тот же	5	2
108	с ними	3	2
109	в действительности	2	2
110	с г	1	2
111	от этого	1	2
112	в этот	1	2
113	которое мы	3	2
114	во времени	2	2
115	в целом	3	2
116	и тем	3	2
117	все эти	2	2
118	с одной	4	2
119	думать что	3	2
120	уже в	5	2
121	кажется что	3	2
122	в нем	9	2
123	связанные с	2	2
124	при этом	13	2
125	для него	10	2
126	в другом	2	2
127	отношений между	3	2
128	вовсе не	9	2
129	тем что	7	2
130	в них	5	2
131	связанных с	1	2
132	с другой	6	2
133	а как	1	2
134	в самом	4	2
135	входит в	1	2
136	может стать	2	2
137	мы считаем	1	2
138	одной стороны	3	2
139	не на	2	2
140	а не	18	2
141	другой стороны	2	2
142	между собою	7	2
143	там где	4	2
144	в связи	2	2
145	том что	8	2
146	от своего	1	2
147	и при	3	2
148	так же	2	2
149	но такое	1	2
150	который мы	1	2
151	в течение	1	2
152	с этой	1	2
153	слова и	3	2
154	не менее	5	2
155	самого начала	2	2
156	разумеется что	1	2
157	не имеет	6	2
158	сознания и	1	2
159	при восприятии	1	2
160	собственно говоря	1	2
161	от всех	1	2
162	бы в	2	2
163	во всем	2	2
164	а в	8	2
165	имеет место	2	2
166	могут быть	8	2
167	в своих	1	2
168	к тому	1	2
169	и это	2	1
170	оно может	2	1
171	одним из	1	1
172	зависимость от	1	1
173	человека и	3	1
174	того же	14	1
175	на нем	1	1
176	и сами	4	1
177	в некоторых	4	1
178	только потому	2	1
179	словами и	1	1
180	в собственном	2	1
181	но тем	3	1
182	самый предмет	2	1
183	и есть	2	1
184	нам кажется	4	1
185	в себя	2	1
186	ту же	1	1
187	и до	1	1
188	не имеют	2	1
189	собственном смысле	1	1
190	на том	1	1
191	сознании не	1	1
192	к тем	1	1
193	содержания в	1	1
194	остается только	2	1
195	и о	1	1
196	возможно только	1	1
197	мы в	3	1
198	мыслью и	1	1
199	говоря и	1	1
200	вопрос о	2	1
201	на место	1	1
202	до такой	1	1
203	и всякого	1	1
204	быть может	7	1
205	содержание как	1	1
206	по себе	15	1
207	по мере	5	1
208	как выражение	1	1
209	не отвечает	1	1
210	его за	1	1
211	в сложных	1	1
212	связанное с	1	1
213	звукового материала	1	1
214	из того	1	1
215	но даже	3	1
216	то это	3	1
217	приближается к	1	1
218	не совсем	3	1
219	или только	1	1
220	собою и	2	1
221	внимание на	2	1
222	и что	4	1
223	не имеем	3	1
224	еще не	4	1
225	поэтическое произведение	1	1
226	совсем верно	2	1
227	столь же	5	1
228	звуков в	2	1
229	времени в	1	1
230	тем как	2	1
231	развития не	1	1
232	вполне убедительным	2	1
233	то мы	2	1
234	природе не	1	1
235	радость гнев	1	1
236	к нему	1	1
237	на самом	2	1
238	и лексические	1	1
239	совсем не	2	1
240	но не	12	1
241	тому направлению	1	1
242	что язык	2	1
243	переходит в	1	1
244	мысль что	1	1
245	и остаются	1	1
246	сознания не	1	1
247	может и	1	1
248	отношение к	1	1
249	разница в	1	1
250	в другой	1	1
251	в оценке	1	1
252	значение имеет	1	1
253	может доставить	1	1
254	на то	5	1
255	даже для	1	1
256	но столь	1	1
257	один и	1	1
258	в истории	1	1
259	углубляться в	1	1
260	есть создание	1	1
261	в одной	1	1
262	нам вполне	1	1
263	не зная	2	1
264	для создания	1	1
265	в организме	2	1
266	по своей	1	1
267	что касается	1	1
268	один из	2	1
269	и как	6	1
270	его к	1	1
271	самое образование	1	1
272	что он	4	1
273	скорее как	1	1
274	в известную	1	1
275	более или	8	1
276	звука и	10	1
277	движение может	1	1
278	что слово	2	1
279	который в	1	1
280	или же	7	1
281	это заставляет	1	1
282	состоит не	2	1
283	процессов в	1	1
284	в выражении	1	1
285	организма и	1	1
286	по которым	1	1
287	со всеми	1	1
288	так в	4	1
289	для всех	1	1
290	что к	1	1
291	с их	1	1
292	остановиться на	1	1
293	и тот	2	1
294	с одним	1	1
295	конечно не	1	1
296	не можем	6	1
297	мы чувствуем	3	1
298	мы принуждены	2	1
299	и у	3	1
300	только на	1	1
301	себя и	2	1
302	в нашей	2	1
303	первое и	1	1
304	и если	4	1
305	другое если	1	1
306	и творческого	1	1
307	что она	3	1
308	чужого языка	1	1
309	и других	2	1
310	раз навсегда	1	1
311	его и	1	1
312	превращаются в	1	1
313	равно и	2	1
314	одно из	3	1
315	никто не	1	1
316	сознания но	1	1
317	состоит в	2	1
318	переходит от	1	1
319	внутренней речи	1	1
320	ни была	1	1
321	одном случае	1	1
322	и язык	1	1
323	что без	3	1
324	но что	2	1
325	только с	1	1
326	здесь для	1	1
327	из него	1	1
328	каждый из	1	1
329	подобно тому	4	1
330	отличие от	1	1
331	на этом	2	1
332	и вместе	4	1
333	не должно	2	1
334	даже и	2	1
335	для того	5	1
336	мы слышим	1	1
337	же не	1	1
338	в особенности	1	1
339	к другому	4	1
340	конечно если	1	1
341	бы быть	3	1
342	на все	3	1
343	имеет и	1	1
344	и здесь	2	1
345	его в	3	1
346	как к	1	1
347	с известным	2	1
348	от одного	3	1
349	к которому	2	1
350	и дает	1	1
351	заключается в	1	1
352	в природе	5	1
353	между отдельными	1	1
354	что мы	11	1
355	этом мы	1	1
356	само собою	2	1
357	образом мы	2	1
358	из нее	1	1
359	о которых	3	1
360	не было	6	1
361	а на	1	1
362	которые не	3	1
363	из членов	1	1
364	далеко не	3	1
365	которые с	1	1
366	самое слово	1	1
367	не всегда	1	1
368	как ни	1	1
369	же точно	1	1
370	отражается в	1	1
371	понятие о	1	1
372	выйти за	1	1
373	для человека	1	1
374	должно быть	2	1
375	и уяснения	1	1
376	такой же	4	1
377	и тогда	3	1
378	если не	4	1
379	связаны между	1	1
380	есть одно	1	1
381	или менее	8	1
382	но при	1	1
383	и вполне	1	1
384	движение в	1	1
385	в слишком	1	1
386	связь с	1	1
387	но если	2	1
388	чувствуем что	1	1
389	на который	1	1
390	себе в	3	1
391	которую мы	1	1
392	одно слово	1	1
393	эти слова	1	1
394	нее как	1	1
395	ко всем	2	1
396	в такой	1	1
397	как это	2	1
398	этот результат	1	1
399	в отличие	1	1
400	в которых	1	1
401	мысли и	1	1
402	бы что	2	1
403	такой степени	1	1
404	она есть	2	1
405	к этому	2	1
406	несомненно что	1	1
407	тому как	4	1
408	тем не	6	1
409	как средство	1	1
410	и более	1	1
411	их в	2	1
412	в ряду	6	1
413	и наоборот	5	1
414	в человеческом	1	1
415	очень трудно	1	1
416	в последнем	1	1
417	быть не	3	1
418	зрения и	7	1
419	этого слова	6	1
420	что такое	2	1
421	же такое	1	1
422	только то	1	1
423	тому что	2	1
424	существует только	2	1
425	между людьми	1	1
426	еще мало	1	1
427	в условиях	1	1
428	музыка не	1	1
429	но это	3	1
430	этом следует	1	1
431	всего его	1	1
432	виду что	1	1
433	и другое	4	1
434	в то	6	1
435	мысли в	3	1
436	к другим	3	1
437	сознании и	2	1
438	одна из	4	1
439	близкий к	1	1
440	группы во-первых	1	1
441	пространство и	2	1
442	она ни	1	1
443	же есть	1	1
444	не знаем	2	1
445	того чтобы	2	1
446	в самых	1	1
447	само по	2	1
448	чем тоньше	1	1
449	и чем	1	1
450	при таком	1	1
451	систему как	1	1
452	формы и	1	1
453	явлений или	1	1
454	или в	2	1
455	на одном	1	1
456	найти в	1	1
457	того как	7	1
458	в самой	3	1
459	именно с	1	1
460	находятся в	1	1
461	то не	3	1
462	же время	2	1
463	или как	1	1
464	наблюдения над	1	1
465	мыслей и	1	1
466	тем более	1	1
467	вообще в	1	1
468	от него	4	1
469	это слово	1	1
470	только что	3	1
471	потому что	49	1
472	связи с	6	1
473	что вообще	2	1
474	для осуществления	1	1
475	до того	1	1
476	себе на	1	1
477	их по	1	1
478	об этом	1	1
479	тонкие оттенки	1	1
480	бы несколько	2	1
481	сказать что	2	1
482	две группы	2	1
483	речи и	1	1
484	языка что	1	1
485	все то	1	1
486	но когда	1	1
487	слова есть	5	1
488	когда мы	2	1
489	возможности но	1	1
490	во все	2	1
491	языке и	1	1
492	тело которое	1	1
493	про себя	1	1
494	с его	2	1
495	только о	1	1
496	указать на	1	1
497	должны быть	4	1
498	вместе с	11	1
499	бы сам	1	1
500	может происходить	2	1
501	как для	2	1
502	например в	3	1
503	по поводу	6	1
504	распадаются на	2	1
505	что при	1	1
506	им и	1	1
507	этой точки	1	1
508	они не	4	1
