N	2gram	Tiupa_Anal_2	Problemy
414	и способами	1	1
415	и резко	1	1
416	все они	1	1
417	и если	3	1
418	вообще не	2	1
419	что она	2	1
420	а скорее	1	1
421	что же?	1	1
422	читателя в	4	1
423	или иному	1	1
424	свою собственную	1	1
425	не к	1	1
426	характер в	1	1
427	так уж	1	1
428	что ни	1	1
429	и по	1	1
430	на этом	4	1
431	его можно	1	1
432	речь его	1	1
433	однако в	1	1
434	конца и	1	1
435	его до	1	1
436	значительной степени	2	1
437	не следует	2	1
438	что все	2	1
439	в мире	6	1
440	самого автора	1	1
441	за собою	2	1
442	по природе	2	1
443	быть да	1	1
444	литературном произведении	1	1
445	делает его	1	1
446	в ином	1	1
447	и романа	2	1
448	все равно	1	1
449	к которым	1	1
450	но лишь	1	1
451	в ее	1	1
452	место и	1	1
453	герои как	1	1
454	несмотря на	3	1
455	о чем	2	1
456	третий голос	1	1
457	и тогда	1	1
458	остается в	1	1
459	не мог	3	1
460	согласие с	1	1
461	во второй	4	1
462	от своего	2	1
463	или точнее	2	1
464	я его	2	1
465	и третий	1	1
466	не становится	1	1
467	это только	2	1
468	целого но	1	1
469	вносить в	1	1
470	в последней	1	1
471	задает тон	1	1
472	каким является	1	1
473	стало быть	2	1
474	от поэтического	1	1
475	ото всех	1	1
476	теми же	2	1
477	обращение к	1	1
478	при условии	1	1
479	по крайней	3	1
480	и эти	1	1
481	лишь материал	1	1
482	высказывания в	3	1
483	речь самого	2	1
484	в таких	2	1
485	что с	2	1
486	виду что	1	1
487	меня не	1	1
488	тогда когда	1	1
489	материала в	1	1
490	эта внутренняя	1	1
491	и имеет	1	1
492	доминирует в	1	1
493	о них	1	1
494	появляется в	2	1
495	это еще	1	1
496	для всего	1	1
497	только не	4	1
498	мышления и	1	1
499	не имеет	2	1
500	не речевой	1	1
501	только и	1	1
502	и соответственно	1	1
503	только его	1	1
504	при наличии	1	1
505	этих двух	1	1
506	всего на	1	1
507	по своей	1	1
508	и после	1	1
509	связи с	1	1
510	в сознании	4	1
511	только с	1	1
512	героя а	1	1
513	к читателю	2	1
514	особое внимание	1	1
515	вследствие этой	1	1
516	настоящего времени	1	1
517	языка в	1	1
518	иных языковых	1	1
519	с явным	1	1
520	его за	1	1
521	же самое	1	1
522	всего в	2	1
523	на это	1	1
524	им для	1	1
525	некоторой степени	1	1
526	всех но	1	1
527	образы и	1	1
528	но только	1	1
529	с ее	2	1
530	для читателя	2	1
531	или еще	1	1
532	сюжета он	1	1
533	если они	1	1
534	с первым	1	1
535	здесь он	1	1
536	те же	2	1
537	всегда говорит	1	1
538	не с	4	1
539	участия в	1	1
540	господа ничего	1	1
541	еще в	2	1
542	диалог как	1	1
543	жизнь и	1	1
544	с героем	1	1
545	снята а	1	1
546	говорилось о	1	1
547	в диалог	1	1
548	поэтому в	1	1
549	речевой манеры	1	1
550	вопроса и	1	1
551	этому мы	1	1
552	определенным образом	1	1
553	за пределами	2	1
554	но мы	1	1
555	среди всех	1	1
556	один голос	2	1
557	можно сказать	4	1
558	диалога с	1	1
559	может не	1	1
560	в значительной	2	1
561	я как	2	1
562	от него	1	1
563	на всех	2	1
564	воздействия на	1	1
565	в драме	1	1
566	и во	2	1
567	голосов они	1	1
568	крайней мере	3	1
569	это лишь	1	1
570	романа в	3	1
571	из одних	1	1
572	что здесь	1	1
573	звучит как	1	1
574	на которой	1	1
575	один из	2	1
576	оно и	1	1
577	явления как	1	1
578	мы видим	1	1
579	менее в	1	1
580	одной из	3	1
581	два часа	1	1
582	в какой	1	1
583	его жизнь	1	1
584	автор для	1	1
585	в устах	2	1
586	еще и	1	1
587	между этими	1	1
588	в интонации	1	1
589	кроме этого	1	1
590	в уста	1	1
591	душевной жизни	1	1
592	чужих и	1	1
593	в качестве	11	1
594	типов но	1	1
595	человека с	1	1
596	чужой для	1	1
597	раз в	1	1
598	вопроса о	1	1
599	со своим	3	1
600	или даже	2	1
601	ориентированы на	1	1
602	сознанию что	1	1
603	за ним	1	1
604	в конкретное	1	1
605	и репликами	1	1
606	ни с	2	1
607	как справедливо	1	1
608	в прозе	1	1
609	сами по	1	1
610	я в	3	1
611	при всей	3	1
612	не о	2	1
613	не случайно	8	1
614	его внутренний	1	1
615	которые могут	1	1
616	не доказывает	1	1
617	не говорит	1	1
618	и сама	1	1
619	людей не	1	1
620	как будто	3	1
621	или ином	2	1
622	для передачи	1	1
623	реплики в	2	1
624	связан с	1	1
625	одной стороны	4	1
626	мы это	1	1
627	и т.п	8	1
628	и из	1	1
629	хоть и	1	1
630	или иначе	1	1
631	каждом из	1	1
632	и тех	1	1
633	нашего тезиса	1	1
634	своего собственного	2	1
635	один и	1	1
636	но о	1	1
637	говорит о	5	1
638	как высшей	1	1
639	не исключает	1	1
640	в третьей	1	1
641	его как	2	1
642	и внутренне	2	1
643	весь его	1	1
644	одну из	2	1
645	а так	1	1
646	есть лишь	1	1
647	врывается в	1	1
648	и слово	2	1
649	в связи	1	1
650	на этой	2	1
651	с людьми	2	1
652	в центре	3	1
653	вместе с	2	1
654	смысла не	1	1
655	зачем же	1	1
656	и потому	1	1
657	как это	6	1
658	в присутствии	1	1
659	функционирует в	1	1
660	же самый	1	1
661	к своему	2	1
662	из уст	1	1
663	собой в	2	1
664	и всей	1	1
665	реплике в	1	1
666	указание на	1	1
667	как речь	1	1
668	материал для	1	1
669	ли не	2	1
670	в любом	1	1
671	человека который	1	1
672	разговорного языка	1	1
673	и какое	1	1
674	в основном	1	1
675	о его	4	1
676	в начале	1	1
677	которой он	1	1
678	нисколько не	1	1
679	к другим	1	1
680	случае он	1	1
681	высказывания а	1	1
682	нести в	1	1
683	известной степени	1	1
684	сюжета и	3	1
685	которых он	1	1
686	не имея	1	1
687	тем более	1	1
688	я всегда	2	1
689	своей собственной	1	1
690	в двух	2	1
691	себя самого	1	1
692	с установкой	1	1
693	по одной	1	1
694	необходимое для	1	1
695	не забывает	1	1
696	этот раз	1	1
697	же в	1	1
698	в равной	1	1
699	по поводу	3	1
700	и героя	1	1
701	ты не	2	1
702	от лица	1	1
703	за исключением	1	1
704	отношением к	1	1
705	первых слов	1	1
706	по одному	1	1
707	отличие прозаического	1	1
708	из этого	1	1
709	но оно	1	1
710	выходят за	2	1
711	и другой	1	1
712	эти слова	1	1
713	как один	1	1
714	но автор	1	1
715	все что	2	1
716	этой точки	1	1
717	с чужой	1	1
718	это в	1	1
719	до некоторой	1	1
720	к этому	2	1
721	как на	1	1
722	речевого потока	2	1
