N	2gram	Bakhtin_Pr_1	NovoeSre
393	во времени	3	1
394	мира с	1	1
395	по себе	7	1
396	в той	6	1
397	будто бы	1	1
398	сих пор	2	1
399	так как	7	1
400	что совершается	1	1
401	привела к	1	1
402	мира не	2	1
403	быть признан	1	1
404	должны быть	1	1
405	мире а	2	1
406	в сущности	5	1
407	это уже	1	1
408	жизненные вопросы	1	1
409	на основах	1	1
410	и отдельных	1	1
411	и имеет	1	1
412	до сих	2	1
413	того и	1	1
414	в соприкосновение	1	1
415	всего что	1	1
416	или иная	1	1
417	бы он	1	1
418	явление в	1	1
419	к ней	1	1
420	более всего	1	1
421	чтобы эти	1	1
422	и его	13	1
423	и роста	1	1
424	истории как	1	1
425	вступает в	1	1
426	или к	2	1
427	в области	3	1
428	в каком	1	1
429	та или	1	1
430	ему не	2	1
431	от всех	1	1
432	жизни а	2	1
433	направлена на	1	1
434	в речах	1	1
435	есть только	1	1
436	во все	3	1
437	и вполне	2	1
438	есть и	1	1
439	и всех	1	1
440	ли он	2	1
441	должны перейти	1	1
442	людей но	1	1
443	и дух	1	1
444	и повести	1	1
445	в которой	4	1
446	огромное значение	1	1
447	эти слова	1	1
448	ведь прежде	1	1
449	во всяком	4	1
450	выводы которые	1	1
451	оно не	2	1
452	идеями в	2	1
453	как на	2	1
454	все что	3	1
455	него как	1	1
456	и связаны	1	1
