N	2gram	Tiupa_Hudo_1	Myshleni
162	и по	2	3
163	одно и	3	3
164	так и	11	3
165	об этом	2	3
166	с другими	4	3
167	не совпадает	1	3
168	обратимся к	1	3
169	для него	4	3
170	в своей	5	3
171	втором случае	2	3
172	друг другу	1	3
173	тем не	3	3
174	состоит в	16	3
175	том и	2	3
176	по себе	2	3
177	на котором	1	3
178	в основе	4	3
179	к изучению	1	3
180	но только	1	3
181	только и	1	3
182	в самой	2	3
183	я не	2	3
184	каждой из	1	3
185	отличается от	2	3
186	значения и	2	3
187	в собственном	1	3
188	мог бы	3	3
189	для этого	1	3
190	с ним	2	3
191	но мы	1	3
192	во втором	4	3
193	нуждается в	1	3
194	что и	2	3
195	это не	2	3
196	речи есть	1	3
197	к нему	3	3
198	значений и	1	3
199	мы видим	1	3
200	и является	1	3
201	есть в	2	3
202	значения слов	1	3
203	представить себе	1	3
204	мы находим	1	3
205	как раз	3	3
206	момент в	1	3
207	для высказывания	1	3
208	же точно	1	3
209	своей структуре	1	3
210	деятельности и	1	3
211	и потому	2	3
212	этого слова	2	3
213	и о	3	3
214	о его	1	3
215	все это	2	3
216	и слово	1	3
217	не является	4	3
218	к пониманию	1	3
219	в пределе	1	3
220	между ними	4	3
221	в то	6	3
222	и состоит	3	3
223	не означает	1	3
224	и наиболее	1	2
225	ту же	1	2
226	отношения к	2	2
227	одним из	1	2
228	также и	1	2
229	мере в	1	2
230	на деле	3	2
231	и есть	1	2
232	то в	2	2
233	можно говорить	1	2
234	смысле можно	1	2
235	это отношение	3	2
236	этого термина	2	2
237	но напротив	1	2
238	к общему	1	2
239	столь же	1	2
240	время в	1	2
241	что его	1	2
242	конечном счете	5	2
243	отношение к	5	2
244	отличие от	7	2
245	друг от	1	2
246	идет о	1	2
247	перед нами	1	2
248	говорит что	2	2
249	в действительности	1	2
250	в известном	1	2
251	раз в	1	2
252	не могла	1	2
253	в случае	1	2
254	на его	1	2
255	в нем	5	2
256	его значением	1	2
257	а затем	1	2
258	значение в	1	2
259	особенности в	1	2
260	а по	1	2
261	самим собой	4	2
262	лишь в	4	2
263	его в	2	2
264	ни в	5	2
265	должно быть	1	2
266	речи может	1	2
267	в этих	3	2
268	но если	1	2
269	в их	5	2
270	в отличие	7	2
271	которые в	1	2
272	но он	3	2
273	том же	1	2
274	даже в	3	2
275	в отношении	3	2
276	и против	1	2
277	что говорится	1	2
278	не имеет	1	2
279	в центр	1	2
280	в уме	1	2
281	нельзя не	1	2
282	того и	1	2
283	казалось бы	1	2
284	нее нет	1	2
285	как такового	1	2
286	внутренней и	2	2
287	речи по	1	2
288	и делает	1	2
289	у нас	1	2
290	разрыв между	1	2
291	будущее в	1	2
292	ли не	1	2
293	всего в	1	2
294	и больше	2	2
295	с ее	5	2
296	от друга	1	2
297	что все	1	2
298	свою очередь	2	2
299	своем значении	1	2
300	то время	1	2
301	здесь как	1	2
302	деятельности в	2	2
303	ситуации и	1	2
304	и здесь	1	2
305	одновременно и	1	2
306	внимание на	1	2
307	этих двух	2	2
308	входит в	4	2
309	в конечном	5	2
310	во всей	3	2
311	этот феномен	1	2
312	наконец в	1	2
313	известном смысле	1	2
314	один из	2	2
315	внутреннее единство	1	2
316	и ее	3	2
317	своей внутренней	2	2
318	со всеми	1	2
319	с которыми	1	2
320	является не	1	2
321	только к	1	2
322	никто не	2	2
323	ведь это	1	2
324	противоречие между	1	2
325	вовсе не	2	2
326	случае не	2	2
327	различных способах	1	2
328	видно из	1	2
329	его мысли	1	2
330	между которыми	1	2
331	на ее	1	2
332	по своим	1	2
333	в свою	3	2
334	себя и	2	2
335	что не	1	2
336	что для	1	2
337	больше и	1	2
338	во внутренней	2	2
339	к его	2	2
340	мы говорим	1	2
341	и приобретает	1	2
342	сути дела	1	2
343	из которых	1	2
344	другу и	1	2
345	могут быть	4	2
346	в семантической	1	2
347	никем не	1	2
348	только о	2	2
349	той мере	1	2
350	но для	1	2
351	но с	1	2
352	что делает	1	2
353	или в	2	2
354	но всегда	1	2
355	а в	12	2
356	о своем	1	2
357	природе и	1	2
358	сказать нечто	1	2
359	из этого	2	2
360	к действительности	3	2
361	в своих	1	2
362	точно так	1	2
363	форм деятельности	1	1
364	например в	3	1
365	самой себе	1	1
366	начинается с	1	1
367	того же	2	1
368	бы для	1	1
369	может оказаться	2	1
370	нас на	1	1
371	действительности и	1	1
372	всех и	2	1
373	которыми он	1	1
374	а как	1	1
375	знания о	2	1
376	деятельностью а	1	1
377	мы имеем	6	1
378	речевого высказывания	1	1
379	именно к	1	1
380	до минимума	1	1
381	в каждый	1	1
382	но она	2	1
383	что иное	1	1
384	речевое высказывание	1	1
385	подлежащее к	1	1
386	во внешних	1	1
387	другим в	1	1
388	иное как	1	1
389	ни одно	2	1
390	в существовании	1	1
391	место слияние	1	1
392	как любая	1	1
393	во внешнем	1	1
394	как правило	2	1
395	одним словом	1	1
396	их расположение	1	1
397	но как	2	1
398	а только	4	1
399	собственный голос	1	1
400	одном и	1	1
401	более как	1	1
402	ту сторону	1	1
403	оно является	1	1
404	за пределы	2	1
405	сама по	2	1
406	отнюдь не	2	1
407	в центре	1	1
408	в акте	3	1
409	данный момент	2	1
410	в своем	2	1
411	образом с	1	1
412	мысль о	1	1
413	и как	3	1
414	по пути	4	1
415	и свою	1	1
416	процесс превращения	2	1
417	к чему	1	1
418	отличием внутренней	1	1
419	общение с	1	1
420	состоит как	1	1
421	тому же	1	1
422	бы не	1	1
423	контакт между	1	1
424	одном случае	1	1
425	еще один	2	1
426	с их	2	1
427	и те	1	1
428	ее как	1	1
429	но на	1	1
430	вследствие этого	1	1
431	при этом	13	1
432	время и	1	1
433	при виде	1	1
434	наличия в	1	1
435	с нашим	1	1
436	как пишет	1	1
437	не как	2	1
438	как внутреннее	1	1
439	силу своей	1	1
440	чтобы в	1	1
441	подобно тому	1	1
442	на этом	1	1
443	заключает в	1	1
444	фразы с	1	1
445	слова не	1	1
446	напротив как	1	1
447	в сторону	2	1
448	и может	1	1
449	внутренней стороны	1	1
450	в другом	3	1
451	и внутренняя	1	1
452	времени и	2	1
453	это было	1	1
454	и логические	1	1
455	и семантической	1	1
456	вещами как	1	1
457	свести к	1	1
458	языка но	1	1
459	должен был	1	1
460	делает его	2	1
461	к области	3	1
462	представленных в	1	1
463	соответствии с	1	1
464	с внутренним	1	1
465	рода и	1	1
466	как целого	1	1
467	ключ к	1	1
468	иначе говоря	4	1
469	в понимании	1	1
470	ее внутренней	1	1
471	к окружающему	1	1
472	заключать в	1	1
473	и без	1	1
474	в ранг	1	1
475	и доказать	1	1
476	от его	1	1
477	не путем	1	1
478	этого переживания	1	1
479	в одном	2	1
480	этих моментов	1	1
481	по ту	1	1
482	их в	3	1
483	вещи или	1	1
484	отношение есть	1	1
485	мы встречаемся	1	1
486	между людьми	1	1
487	совершенно особого	1	1
488	ли я	1	1
489	значением но	1	1
490	она могла	1	1
491	дело не	2	1
492	одна из	2	1
493	без остатка	2	1
494	бытия и	1	1
495	речи вокализация	1	1
496	говорить о	3	1
497	он еще	1	1
498	ситуацию в	1	1
499	в структуре	3	1
500	не могло	2	1
501	первое слово	1	1
502	и объективной	1	1
503	и соответственно	2	1
504	как внутренняя	1	1
505	другой стороны	5	1
506	внутренней жизни	1	1
507	в каком	2	1
508	перед ним	1	1
509	не мыслится	1	1
510	мы встречаем	1	1
511	поэтому не	1	1
512	и внутренней	1	1
513	что отличает	2	1
514	вокализация не	1	1
515	однако по	1	1
516	двоякого рода	2	1
517	и это	2	1
518	вещей в	1	1
519	из всего	1	1
520	этой фразе	1	1
521	здесь не	2	1
522	речи ибо	1	1
523	отношений и	1	1
524	на основе	2	1
525	анна каренина	3	1
526	по сути	3	1
527	своей полноте	1	1
528	в себя	2	1
529	зрения не	1	1
530	всей своей	2	1
531	степени и	1	1
532	совершается как	1	1
533	переход к	1	1
534	что от	1	1
535	быть может	1	1
536	остановимся на	1	1
537	к языку	1	1
538	не случайна	1	1
539	из других	1	1
540	ибо всякое	1	1
541	незаметно для	1	1
542	и т.д	3	1
543	имеем дело	2	1
544	и поэтому	1	1
545	сказанного выше	1	1
546	чисто предикативным	1	1
547	не содержит	1	1
548	после того	1	1
549	вследствие того	1	1
550	деятельности все	1	1
551	видов деятельности	1	1
552	говорят о	1	1
553	между тем	4	1
554	место в	4	1
555	эти два	1	1
556	в форме	4	1
557	в другой	1	1
558	другого в	1	1
559	также в	1	1
560	у одного	2	1
561	не тот	1	1
562	а именно	2	1
563	существует как	1	1
564	для установления	1	1
565	происходит в	1	1
566	этом смысле	3	1
567	есть процесс	1	1
568	ни к	2	1
569	и развитием	1	1
570	к внутреннему	2	1
571	дело с	1	1
572	этом состоит	1	1
573	который в	2	1
574	не переставая	1	1
575	человека с	3	1
576	другими людьми	1	1
577	из них	1	1
578	за ним	1	1
579	в прошлом	1	1
580	для меня	2	1
581	к ним	1	1
582	отклонения от	1	1
583	быть так	1	1
584	у него	1	1
585	не говорит	1	1
586	как будто	1	1
587	в случаях	1	1
588	в них	2	1
589	природу каждой	1	1
590	нашем примере	1	1
591	или иной	7	1
592	представляют собой	1	1
593	этого значения	1	1
594	к которому	4	1
595	с той	1	1
596	являются только	1	1
597	такого понимания	1	1
598	в отсутствие	2	1
599	а с	2	1
600	к более	2	1
601	в соответствии	1	1
602	не было	1	1
603	мы легко	2	1
604	с которым	1	1
605	его как	1	1
606	и внутренне	1	1
607	как ни	1	1
608	строя речи	1	1
609	одну из	1	1
610	и том	1	1
611	он и	1	1
612	в одно	2	1
613	если не	1	1
614	в связи	1	1
615	в частности	13	1
616	и особенно	2	1
617	вещей но	1	1
618	самого процесса	1	1
619	обратил внимание	1	1
620	он говорит	1	1
621	сводится до	1	1
622	одновременно с	1	1
623	тому как	1	1
624	которая служит	1	1
625	речи приводит	1	1
626	дело здесь	1	1
627	быть не	1	1
628	необходимым условием	1	1
629	субъективной и	1	1
630	на которой	1	1
631	только для	1	1
632	при условии	2	1
633	и развития	1	1
634	в резком	1	1
635	поэтому у	1	1
636	числе и	1	1
637	самое существенное	1	1
638	слова так	1	1
639	в литературе	1	1
640	за его	1	1
641	предикативность как	1	1
642	только мы	1	1
643	к кому	1	1
644	имеет дело	1	1
645	в результате	1	1
646	о котором	1	1
647	хотя и	3	1
648	о коммуникативной	1	1
649	и постепенное	1	1
650	жить и	2	1
651	той или	4	1
652	с не	1	1
653	котором по	1	1
654	все они	1	1
655	смысл оно	1	1
656	же в	1	1
657	в равной	2	1
658	отношении к	2	1
659	по поводу	1	1
660	и внешней	3	1
661	их сознания	1	1
662	из тех	2	1
663	а внутри	1	1
664	была бы	3	1
665	определенный смысл	1	1
666	жизни а	1	1
667	все люди	1	1
668	не что	1	1
669	соотношения этих	1	1
670	представлена в	1	1
671	что такое	1	1
672	общими для	1	1
673	видим в	2	1
674	и другие	2	1
675	в таком	1	1
676	том числе	2	1
677	они не	1	1
678	которая не	1	1
