N	2gram	Vygotskiy__3	VelikijI
173	и которые	3	1
174	из всего	2	1
175	в результате	1	1
176	за них	1	1
177	и тут	1	1
178	это только	3	1
179	по сравнению	1	1
180	что уже	1	1
181	была с	1	1
182	и вообще	1	1
183	никогда и	1	1
184	я не	5	1
185	реакция на	1	1
186	и ее	2	1
187	по смыслу	2	1
188	зависимости от	1	1
189	быть скрыта	1	1
190	в их	1	1
191	и на	6	1
192	он был	3	1
193	и который	2	1
194	быть этот	1	1
195	только способ	1	1
196	это имеет	2	1
197	природы и	1	1
198	что оно	2	1
199	тогда мы	1	1
200	но как	2	1
201	с которыми	1	1
202	присутствует в	1	1
203	что человек	1	1
204	с истиной	1	1
205	бы в	3	1
206	от исторической	1	1
207	не просто	2	1
208	хотел бы	2	1
209	другое и	2	1
210	мире и	1	1
211	и можно	1	1
212	и чем	2	1
213	это самое	1	1
214	как в	4	1
215	и сделалась	1	1
216	людей с	1	1
217	в своем	5	1
218	все же	8	1
219	но с	1	1
220	еще больше	1	1
221	в двух	9	1
222	могли бы	5	1
223	своей сущности	1	1
224	мы видим	12	1
225	мы увидим	12	1
226	от смысла	1	1
227	и так	1	1
228	люди эти	1	1
229	со своей	2	1
230	в самом	25	1
231	у них	2	1
232	в которой	5	1
233	образа в	1	1
234	что это	10	1
235	в целом	4	1
236	в этой	13	1
237	в известном	1	1
238	это тот	1	1
239	человеке и	2	1
240	слабые люди	1	1
241	в которую	2	1
242	то и	3	1
243	тем чтобы	1	1
244	в виде	2	1
245	и если	6	1
246	часто он	1	1
247	говорит что	8	1
248	не будут	1	1
249	в понимании	1	1
250	не сумеет	1	1
251	и вот	2	1
252	вовсе не	8	1
253	отношение к	1	1
254	так часто	1	1
255	но что	2	1
256	у него	4	1
257	теперь еще	1	1
258	и по	2	1
259	на этом	5	1
260	так легко	1	1
261	и вместе	2	1
262	тут не	1	1
263	бы это	1	1
264	для того	8	1
265	себя мы	1	1
266	любит и	1	1
267	эту истину	1	1
268	конечно в	3	1
269	и с	1	1
270	ней и	1	1
271	было не	1	1
272	с другой	7	1
273	есть не	1	1
274	в глазах	1	1
275	же часто	1	1
276	еще и	2	1
277	и тем	3	1
278	души и	1	1
279	говорит о	2	1
280	жизни от	1	1
281	она и	1	1
282	и опять	1	1
283	был в	1	1
284	на которых	1	1
285	ничем не	1	1
286	и уже	2	1
287	жизнь в	1	1
288	о чем	1	1
289	и своим	1	1
290	хлеба и	1	1
291	и было	1	1
292	него не	1	1
293	тебя и	1	1
294	смысле на	1	1
295	места в	2	1
296	дел и	1	1
297	таким же	1	1
298	вместе с	5	1
299	так же	2	1
300	как это	6	1
301	то есть	15	1
302	мы в	2	1
303	и столь	2	1
304	у нас	2	1
305	в которых	6	1
306	в изображении	1	1
307	он говорит	6	1
308	сравнению с	1	1
309	с такой	5	1
310	в одном	8	1
311	в тот	1	1
312	у самого	1	1
313	есть еще	1	1
314	это значит	1	1
315	который он	1	1
316	не осуществляет	1	1
317	у таких	1	1
318	и всех	1	1
319	и смерти	1	1
320	этого слова	2	1
321	с этой	2	1
322	и очень	2	1
323	нет никакого	2	1
324	можно ли	1	1
325	ни для	1	1
326	так ли	2	1
327	к ним	3	1
328	и другое	4	1
329	своему назначению	1	1
330	о мире	2	1
331	на два	1	1
332	не по	1	1
333	и два	1	1
334	свою роль	1	1
335	указать на	3	1
336	мы все	4	1
337	ушел от	1	1
338	психологическую сущность	1	1
339	нельзя не	2	1
340	и всегда	2	1
341	ничего не	2	1
342	человек и	1	1
343	того как	3	1
344	может быть	19	1
345	в русском	1	1
346	как она	1	1
347	видим что	8	1
348	будто бы	1	1
349	это слово	1	1
350	вот что	1	1
351	на него	1	1
352	что на	1	1
353	и высшее	1	1
354	другой стороны	5	1
355	заключается что	1	1
356	сходятся и	1	1
357	но все	1	1
358	есть и	1	1
359	к этому	3	1
360	в окончательном	1	1
361	ли что	2	1
362	и другие	2	1
363	в своих	4	1
364	нет что	1	1
365	и эта	1	1
366	это в	1	1
367	отказаться от	1	1
368	себя и	1	1
369	она не	6	1
370	они не	2	1
