N	2gram	Propp_Isto_3	slovoVRo
194	еще более	2	2
195	что он	9	2
196	мы увидим	3	2
197	пор не	1	2
198	всяком случае	2	2
199	именно на	1	2
200	со всеми	1	2
201	где они	2	2
202	уже в	1	2
203	всем его	1	2
204	этого предмета	1	2
205	его и	4	2
206	то что	7	2
207	не было	2	2
208	до сих	5	2
209	а именно	4	2
210	и между	1	2
211	и затем	1	2
212	них и	1	2
213	которых мы	1	2
214	для сознания	1	2
215	не всегда	4	2
216	в связи	3	2
217	вместе с	9	2
218	в данном	4	2
219	есть на	1	2
220	сих пор	5	2
221	этих случаях	7	2
222	она может	1	2
223	или в	11	2
224	все они	1	2
225	обстоит дело	1	2
226	только с	1	2
227	не знает	1	2
228	все что	3	2
229	они не	4	2
230	совсем как	1	1
231	но их	1	1
232	только самый	1	1
233	и есть	2	1
234	и до	1	1
235	все те	1	1
236	от которых	2	1
237	когда это	1	1
238	во-первых в	1	1
239	и этот	1	1
240	и за	1	1
241	встречается и	1	1
242	а как	1	1
243	есть не	1	1
244	со всех	1	1
245	и о	2	1
246	время от	2	1
247	нас это	1	1
248	но такое	1	1
249	к началу	1	1
250	и заставляет	1	1
251	от времени	1	1
252	как не	1	1
253	к общему	1	1
254	между собой	1	1
255	он сам	1	1
256	быть в	1	1
257	что его	1	1
258	бы она	2	1
259	то мы	2	1
260	но конечно	2	1
261	видели что	4	1
262	к которой	1	1
263	в сторону	2	1
264	всего он	1	1
265	нельзя говорить	1	1
266	к ним	1	1
267	вступают в	2	1
268	что так	1	1
269	не просто	1	1
270	большинство мотивов	1	1
271	чем же	1	1
272	трудно сказать	1	1
273	в одной	3	1
274	его на	2	1
275	если на	1	1
276	героя см	1	1
277	что как	1	1
278	из возможных	1	1
279	все остальные	1	1
280	глава iv	1	1
281	иначе обстоит	1	1
282	целый ряд	3	1
283	в целом	3	1
284	он в	1	1
285	в этой	5	1
286	говорят о	1	1
287	совершается не	1	1
288	и те	1	1
289	на то	1	1
290	если он	2	1
291	человек не	1	1
292	дело здесь	1	1
293	этот процесс	1	1
294	вообще не	1	1
295	что она	5	1
296	больше всего	1	1
297	все случаи	1	1
298	и только	1	1
299	становится таким	1	1
300	в корне	1	1
301	и сам	1	1
302	слились в	1	1
303	и по	1	1
304	с собой	2	1
305	мне в	1	1
306	в мире	1	1
307	об этом	1	1
308	на все	2	1
309	на этой	1	1
310	для нее	2	1
311	но самый	1	1
312	должен был	3	1
313	и тем	1	1
314	не соответствует	1	1
315	но уже	1	1
316	все равно	3	1
317	в соединении	1	1
318	попадает в	11	1
319	же два	1	1
320	ведет к	1	1
321	выйти за	2	1
322	такой же	2	1
323	здесь конечно	1	1
324	в один	1	1
325	и пользуется	1	1
326	и становится	1	1
327	этот материал	1	1
328	в эту	1	1
329	в своей	1	1
330	моменты которые	1	1
331	в такой	1	1
332	она в	1	1
333	не исчерпывается	1	1
334	должны были	3	1
335	мы теперь	1	1
336	быта и	1	1
337	иных форм	1	1
338	его там	1	1
339	тем не	5	1
340	она или	2	1
341	в таких	1	1
342	и герой	2	1
343	всегда ли	1	1
344	можно понимать	1	1
345	самого начала	1	1
346	на себе	1	1
347	героев и	1	1
348	их значение	1	1
349	для всего	1	1
350	и уже	2	1
351	здесь может	2	1
352	ничего не	6	1
353	это то	1	1
354	те моменты	1	1
355	она с	1	1
356	очень мало	1	1
357	в русском	2	1
358	где уже	1	1
359	ее с	1	1
360	он оставался	1	1
361	нам важно	2	1
362	достаточно указать	1	1
363	к себе	1	1
364	и должно	1	1
365	во все	2	1
366	иногда даже	1	1
367	было у	1	1
368	лежит в	1	1
369	если же	1	1
370	как только	2	1
371	указать на	2	1
372	и отдельных	1	1
373	чем перейти	2	1
374	здесь они	2	1
375	всего что	1	1
376	которые его	1	1
377	другие и	1	1
378	на самый	1	1
379	отношении он	1	1
380	что при	1	1
381	утверждать что	2	1
382	эти явления	1	1
383	и это	2	1
384	относящихся сюда	1	1
385	как они	1	1
386	также имеет	1	1
387	то она	1	1
388	как один	1	1
389	и получает	1	1
390	они по-видимому	1	1
391	чтобы быть	1	1
392	и говорит	9	1
393	и этим	1	1
394	с самого	1	1
395	на том	3	1
396	сам становится	1	1
397	и ту	1	1
398	и другими	1	1
399	этим в	1	1
400	во второй	1	1
401	случаях обычно	1	1
402	одно из	1	1
403	случаях мы	2	1
404	но такая	1	1
405	образом в	2	1
406	другими словами	1	1
407	за пределами	1	1
408	обращается к	1	1
409	никак не	1	1
410	с другим	1	1
411	и что	2	1
412	или их	1	1
413	можно сказать	2	1
414	могут в	1	1
415	нас в	1	1
416	мы понимаем	1	1
417	должно было	2	1
418	это может	1	1
419	которой мы	1	1
420	в две	2	1
421	тем как	1	1
422	обычно герой	1	1
423	именно такое	1	1
424	соединении с	1	1
425	представления о	2	1
426	человека как	1	1
427	и предмет	1	1
428	и она	3	1
429	несколько иначе	1	1
430	того что	5	1
431	всегда в	1	1
432	одной из	1	1
433	друг друга	6	1
434	уже говорили	1	1
435	и действительно	2	1
436	и ее	3	1
437	говорит только	1	1
438	два типа	2	1
439	в качестве	2	1
440	материал как	1	1
441	с какой	1	1
442	с нею	1	1
443	своей целью	1	1
444	не можем	1	1
445	и немецкой	1	1
446	только на	2	1
447	они могли	1	1
448	него и	2	1
449	за счет	2	1
450	и обратно	1	1
451	но есть	2	1
452	за ним	3	1
453	характерно что	1	1
454	сами по	1	1
455	ней при	1	1
456	мы можем	6	1
457	случае не	1	1
458	из которого	2	1
459	тем что	4	1
460	в других	4	1
461	перейти к	2	1
462	как у	1	1
463	или иначе	1	1
464	характерно для	2	1
465	случаев в	1	1
466	мы еще	3	1
467	что не	2	1
468	очень сложен	1	1
469	говорит о	1	1
470	к сожалению	1	1
471	превращается в	3	1
472	здесь правда	1	1
473	а на	1	1
474	другой стороны	7	1
475	именно так	2	1
476	все время	2	1
477	отнюдь не	1	1
478	его собственной	1	1
479	или с	1	1
480	понимания этого	1	1
481	для этой	1	1
482	он приобретает	1	1
483	мы находим	1	1
484	вступает в	3	1
485	в частности	5	1
486	вступает с	1	1
487	о себе	3	1
488	можно утверждать	2	1
489	во-вторых и	1	1
490	с изучением	2	1
491	даже не	2	1
492	нет ни	1	1
493	в передаче	1	1
494	с миром	2	1
495	и всей	1	1
496	да и	2	1
497	образом на	1	1
498	хотя он	1	1
499	этого слова	1	1
500	с очень	2	1
501	дает иногда	1	1
502	только для	1	1
503	здесь входить	1	1
504	нами уже	1	1
505	только одна	1	1
506	в немецкой	3	1
507	тем и	1	1
508	текстов и	1	1
509	особого рода	3	1
510	это так	1	1
511	или нет	1	1
512	из своего	1	1
513	же в	2	1
514	которые здесь	2	1
515	обычно не	1	1
516	также в	1	1
517	но этот	2	1
518	бы быть	1	1
519	нем происходит	1	1
520	ко всему	1	1
521	в отдельности	1	1
522	на свет	1	1
523	что такое	1	1
524	только не	2	1
525	к этому	7	1
526	том числе	1	1
527	которая не	1	1
