N	2gram	Tiupa_Anal_3	Problema
493	если например	1	1
494	тем или	2	1
495	имения своего	1	1
496	однако никакой	1	1
497	выше в	1	1
498	резко отличается	1	1
499	в самый	1	1
500	и жизненные	1	1
501	замечательный образец	1	1
502	того что	1	1
503	отдельности и	1	1
504	за этой	1	1
505	известном смысле	1	1
506	обе эти	2	1
507	ненавистью к	1	1
508	пожалуй еще	1	1
509	идет по	1	1
510	пушкина в	1	1
511	целое то	3	1
512	и так	1	1
513	который в	3	1
514	для нее	1	1
515	в контексте	2	1
516	литературе и	1	1
517	с одной	2	1
518	однако с	3	1
519	да еще	1	1
520	и у	1	1
521	ни одного	1	1
522	сама собою	1	1
523	по законам	1	1
524	которая способна	1	1
525	большинстве случаев	1	1
526	но от	1	1
527	к содержанию	3	1
528	ту или	1	1
529	нуждается в	2	1
530	ведь это	1	1
531	относится не	1	1
532	с этими	1	1
533	надежду на	1	1
534	не о	1	1
535	не случайно	8	1
536	само по	1	1
537	тезис о	1	1
538	жизни на	1	1
539	не говорит	1	1
540	новое качество	1	1
541	с действительностью	1	1
542	указание на	2	1
543	своей дочери	2	1
544	поскольку эта	1	1
545	бы это	1	1
546	из двух	1	1
547	героев но	1	1
548	до сих	1	1
549	в предисловии	1	1
550	и между	1	1
551	мира это	1	1
552	и др	1	1
553	обратить внимание	1	1
554	только по	1	1
555	но пожалуй	1	1
556	превращается в	1	1
557	стремится к	1	1
558	и картины	1	1
559	однако и	3	1
560	его как	3	1
561	о чем	4	1
562	без которых	1	1
563	трактуются как	1	1
564	на эту	2	1
565	когда же	1	1
566	для их	1	1
567	входить в	1	1
568	ни за	1	1
569	на фоне	1	1
570	на чем	1	1
571	превосходство или	1	1
572	требует от	1	1
573	одной стороны	2	1
574	есть он	1	1
575	к жизни	3	1
576	связаны с	1	1
577	нашего анализа	1	1
578	ко всему	1	1
579	в отдельности	1	1
580	в наличии	1	1
581	схемы и	1	1
582	с этой	1	1
583	художественное произведение	1	1
584	сих пор	1	1
585	так ли	1	1
586	себе еще	1	1
587	новой силой	1	1
588	в мировой	1	1
589	на всяком	1	1
590	всего с	1	1
591	уже на	1	1
592	мира и	2	1
593	себя самого	1	1
594	бы в	1	1
595	с не	2	1
596	хотя в	2	1
597	бы на	1	1
598	и третьей	1	1
599	к самому	1	1
600	о своем	2	1
601	наконец не	1	1
602	в переносном	1	1
603	в романе	2	1
604	между ними	1	1
605	не знает	1	1
606	их с	1	1
607	в свою	5	1
608	шекспира и	4	1
609	он предполагает	1	1
610	мере в	2	1
611	он и	3	1
612	к этой	1	1
613	в искусстве	2	1
614	и другие	1	1
615	по поводу	3	1
616	во сне	3	1
617	как на	1	1
618	гораздо более	2	1
