N	2gram	Tiupa_Disk_1	Problema
255	из трех	1	2
256	той же	1	2
257	в и	1	2
258	говоря мы	1	2
259	и само	1	2
260	совпадает с	2	2
261	но при	3	2
262	представляет собой	17	2
263	без которой	1	2
264	здесь не	1	2
265	во всех	5	2
266	не требует	1	2
267	от его	1	2
268	не то	1	2
269	себе и	1	2
270	учение о	1	2
271	в той	1	2
272	независимо от	1	2
273	перед нами	3	2
274	с понятием	2	2
275	роль в	7	2
276	человек не	1	2
277	время и	1	2
278	он не	1	2
279	в понимании	1	2
280	содержит в	1	2
281	подобно тому	2	2
282	и ее	2	2
283	но все	1	2
284	русском языке	1	2
285	то чтобы	1	2
286	об этом	2	2
287	и мы	1	2
288	в них	4	2
289	ничем не	1	2
290	точки зрения	3	2
291	и при	1	2
292	одним и	1	2
293	что до	1	2
294	мысли и	2	2
295	которые в	1	2
296	не в	7	2
297	войти в	1	2
298	возможно только	2	2
299	мыслится в	1	2
300	что с	2	2
301	самого начала	1	2
302	на него	1	2
303	и слишком	1	2
304	значение а	1	2
305	однако это	2	2
306	настоящего времени	1	2
307	отличается от	2	2
308	числе и	2	2
309	о них	1	2
310	ни даже	1	2
311	более не	1	2
312	на нем	1	2
313	только при	1	2
314	мысль о	1	2
315	и сам	1	2
316	но зато	2	2
317	том случае	1	2
318	здесь как	1	2
319	во все	1	2
320	еще в	3	2
321	сводится к	5	2
322	о нем	2	2
323	что каждый	1	2
324	а также	8	2
325	это было	2	2
326	к нему	1	2
327	что и	3	2
328	которая и	1	2
329	по содержанию	1	2
330	быть и	1	2
331	о двух	1	2
332	для понятия	1	2
333	как нечто	1	2
334	и действительно	1	2
335	и весьма	1	2
336	в разные	2	2
337	не имеющих	1	2
338	или в	2	2
339	в качестве	34	2
340	до наших	1	2
341	для всех	1	2
342	это обстоятельство	1	2
343	сами по	2	2
344	каждый из	1	2
345	этот термин	1	2
346	мы назвали	1	2
347	или ином	1	2
348	между которыми	1	2
349	и прежде	1	2
350	и др	2	2
351	или о	1	2
352	на русском	1	2
353	только по	1	2
354	отношения в	1	2
355	в одно	1	2
356	имея в	3	2
357	вместе с	1	2
358	является функцией	1	2
359	что всякое	1	2
360	в тех	2	2
361	основана на	1	2
362	с историей	1	2
363	другое как	1	2
364	и времени	1	2
365	при таком	1	2
366	свидетельствует о	2	2
367	но обязательно	2	2
368	или не	1	2
369	в системе	1	2
370	данного термина	1	2
371	в действительности	3	2
372	частности в	2	2
373	в голову	1	2
374	случае если	1	2
375	это в	2	2
376	том числе	2	2
377	термина в	1	1
378	говорили о	2	1
379	носителя и	1	1
380	отношения к	2	1
381	в обычном	1	1
382	одним из	2	1
383	для построения	1	1
384	сам по	1	1
385	даже сказать	1	1
386	тем же	1	1
387	чего не	1	1
388	к другому	2	1
389	и до	1	1
390	целого которое	1	1
391	различные и	1	1
392	языка с	2	1
393	речевой деятельности	1	1
394	для своего	2	1
395	мы имеем	2	1
396	учения об	1	1
397	на такие	1	1
398	имеет свою	3	1
399	хранения и	1	1
400	для сохранения	1	1
401	термина и	1	1
402	требует от	1	1
403	на себя	2	1
404	я не	1	1
405	приводит в	1	1
406	не всякая	1	1
407	ему в	2	1
408	общения в	2	1
409	к общему	1	1
410	еще у	1	1
411	что оба	1	1
412	на них	1	1
413	значении и	1	1
414	них имеются	1	1
415	столь же	3	1
416	что его	1	1
417	с его	4	1
418	и главное	1	1
419	различия между	3	1
420	говорим только	1	1
421	он говорит	1	1
422	в разделе	1	1
423	но язык	1	1
424	отношение к	4	1
425	науки о	1	1
426	форме и	1	1
427	определенными и	1	1
428	времени однако	1	1
429	что во	1	1
430	в рамках	5	1
431	опирается на	2	1
432	как в	10	1
433	с их	1	1
434	такое слово	1	1
435	как уже	3	1
436	всего как	1	1
437	начала мы	1	1
438	в речевой	2	1
439	или иную	1	1
440	не приходится	2	1
441	что это	1	1
442	в известном	1	1
443	стороны это	2	1
444	речи но	1	1
445	значение так	1	1
446	позицию в	1	1
447	другом случае	1	1
448	и те	1	1
449	за рамки	2	1
450	так сказать	2	1
451	в значении	2	1
452	не имеют	1	1
453	не следует	2	1
454	только потому	1	1
455	что было	1	1
456	в нем	9	1
457	возникающих в	1	1
458	в силу	5	1
459	из виду	1	1
460	как предметом	1	1
461	для понимания	2	1
462	на земле	1	1
463	свое время	1	1
464	можно даже	1	1
465	что ни	1	1
466	может существовать	1	1
467	на этом	2	1
468	так например	2	1
469	подход к	1	1
470	могла бы	2	1
471	в другом	2	1
472	слова или	1	1
473	слов о	1	1
474	а его	1	1
475	времени и	3	1
476	необходимой для	1	1
477	говорить не	1	1
478	это не	3	1
479	которая как	1	1
480	на почве	1	1
481	не соответствует	1	1
482	слово имеет	1	1
483	ту или	1	1
484	оно имеет	1	1
485	слово со	1	1
486	потому и	1	1
487	не мог	1	1
488	бы на	1	1
489	их перед	1	1
490	если и	1	1
491	область в	1	1
492	если можно	1	1
493	которые лежат	1	1
494	в которых	4	1
495	такое описание	1	1
496	для многих	1	1
497	образом и	1	1
498	невозможна в	1	1
499	не привносит	1	1
500	для которых	1	1
501	оба они	1	1
502	отношений или	1	1
503	не могли	1	1
504	как от	1	1
505	не должно	1	1
506	необходимо чтобы	1	1
507	бы быть	3	1
508	как можно	1	1
509	если их	1	1
510	начиная от	1	1
511	но они	2	1
512	о теории	1	1
513	если в	1	1
514	и далеко	1	1
515	который при	1	1
516	чем не	1	1
517	все наши	1	1
518	никогда не	2	1
519	этих двух	1	1
520	можно усмотреть	2	1
521	по своей	11	1
522	как не	3	1
523	это слово	1	1
524	и его	2	1
525	и теперь	1	1
526	помимо воли	1	1
527	целом и	1	1
528	этом отношении	1	1
529	такие же	1	1
530	в момент	2	1
531	лежит в	1	1
532	глубокое и	1	1
533	нашего рассмотрения	1	1
534	должны быть	3	1
535	здесь пока	1	1
536	в каждом	2	1
537	отказаться от	1	1
538	мы его	1	1
539	слово не	2	1
540	но по	1	1
541	то она	2	1
542	с ее	2	1
543	же так	1	1
544	язык вообще	1	1
545	но далеко	1	1
546	характер и	2	1
547	человеческого сознания	3	1
548	определенный и	1	1
549	на объект	1	1
550	от того	1	1
551	даже помимо	1	1
552	особенно в	1	1
553	поэтому в	1	1
554	на что	1	1
555	к языку	1	1
556	одно это	1	1
557	образом в	1	1
558	одного из	2	1
559	иное значение	1	1
560	или на	3	1
561	времени в	2	1
562	о некоторых	1	1
563	и во	2	1
564	и всю	1	1
565	между тем	4	1
566	теперь уже	1	1
567	которое уже	1	1
568	складывается из	1	1
569	чем и	1	1
570	в теории	1	1
571	еще только	1	1
572	не несет	1	1
573	что здесь	1	1
574	в лингвистике	3	1
575	которое было	1	1
576	нового термина	1	1
577	и одновременно	2	1
578	речь о	1	1
579	одной из	4	1
580	и представляет	2	1
581	дело с	2	1
582	что даже	2	1
583	вообще может	1	1
584	в какой	2	1
585	или между	1	1
586	представляет собою	1	1
587	тем или	1	1
588	с термином	1	1
589	которое мы	1	1
590	и кончая	1	1
591	в литературоведении	2	1
592	вопроса о	1	1
593	ничего нельзя	1	1
594	связи как	1	1
595	о чем-то	1	1
596	оно в	1	1
597	различия в	1	1
598	в данной	3	1
599	но от	1	1
600	но для	1	1
601	в известной	1	1
602	слова в	2	1
603	в одном	2	1
604	и один	1	1
605	содержания а	1	1
606	к ним	3	1
607	друг друга	1	1
608	новое качество	1	1
609	не обладает	1	1
610	и строго	1	1
611	в едином	2	1
612	и побуждает	1	1
613	о невозможности	1	1
614	со стороны	7	1
615	с другим	1	1
616	есть без	1	1
617	и чем	1	1
618	именно в	3	1
619	здесь в	2	1
620	том как	1	1
621	в каких	1	1
622	здесь это	1	1
623	было и	1	1
624	а с	5	1
625	себя и	1	1
626	нового времени	1	1
627	его из	1	1
628	говорит о	1	1
629	от этого	1	1
630	звуках речи	1	1
631	это прежде	3	1
632	до конца	1	1
633	не на	1	1
634	однако и	2	1
635	значение или	1	1
636	мира в	3	1
637	слишком большая	1	1
638	отсутствие в	1	1
639	но оно	1	1
640	в буквальном	1	1
641	другие например	1	1
642	представляет себе	2	1
643	к его	2	1
644	и потому	3	1
645	как это	1	1
646	некоторые из	1	1
647	его на	1	1
648	в пределах	2	1
649	ли что-нибудь	1	1
650	как вещь	1	1
651	оно существует	1	1
652	лежат в	1	1
653	же их	1	1
654	здесь совершенно	1	1
655	общения с	3	1
656	основе этих	1	1
657	и другой	1	1
658	смысл в	2	1
659	членораздельных звуков	1	1
660	и нет	1	1
661	известном смысле	1	1
662	краткость и	1	1
663	и будут	1	1
664	о его	1	1
665	ближе к	1	1
666	в смысле	1	1
667	к другим	2	1
668	многие из	1	1
669	в следующей	1	1
670	которых она	1	1
671	другое дело	1	1
672	которая в	1	1
673	но отнюдь	2	1
674	то при	1	1
675	к одной	1	1
676	особого рода	2	1
677	у них	1	1
678	вообще в	1	1
679	полноты и	1	1
680	они имеют	1	1
681	во время	1	1
682	сведения о	1	1
683	понимать как	1	1
684	речи и	1	1
685	что языковые	1	1
686	теории в	1	1
687	в отдельности	1	1
688	в свое	1	1
689	в литературе	2	1
690	речи как	2	1
691	разрушило бы	1	1
692	вполне определенного	1	1
693	по причине	1	1
694	который не	1	1
695	к этому	2	1
696	они не	2	1
