N	2gram	Medvedev_F_2	Literetu
130	оказывается не	1	2
131	без другого	1	2
132	все же	8	2
133	как таковое	4	2
134	так или	1	2
135	он в	2	2
136	им в	1	2
137	особое место	1	2
138	на то	1	2
139	все они	1	2
140	в нем	13	2
141	в первой	1	2
142	не как	4	2
143	том чтобы	1	2
144	то ни	2	2
145	мог стать	1	2
146	и с	9	2
147	его в	3	2
148	действительности в	1	2
149	было бы	6	2
150	и даже	4	2
151	здесь это	1	2
152	той или	1	2
153	далеко не	1	2
154	он и	3	2
155	несмотря на	1	2
156	и при	1	2
157	и ее	6	2
158	неизбежно ведет	1	2
159	к предмету	3	2
160	об отсутствии	1	2
161	в конце	2	2
162	по себе	7	2
163	автора и	1	2
164	между людьми	1	2
165	не менее	1	2
166	в принципе	1	2
167	как о	4	2
168	того чтобы	3	2
169	как раз	6	2
170	другой стороны	4	2
171	а лишь	3	2
172	у нас	1	2
173	для себя	1	2
174	и сам	1	2
175	искусство как	3	2
176	во второй	2	2
177	если бы	5	2
178	о нем	1	2
179	слова из	1	2
180	одного из	3	2
181	можно сказать	1	2
182	во втором	7	2
183	что и	8	2
184	во всей	2	2
185	и только	5	2
186	как например	2	2
187	здесь не	4	2
188	с ними	2	2
189	собой но	1	2
190	связи с	13	2
191	решающее значение	1	2
192	для него	7	2
193	тем что	8	2
194	для того	3	2
195	это будет	1	2
196	или иначе	1	2
197	что не	4	2
198	а на	1	2
199	если не	1	2
200	все более	2	2
201	так же	1	2
202	а так	1	2
203	в самый	2	2
204	если это	2	2
205	художественное произведение	2	2
206	один из	2	2
207	по аналогии	2	2
208	под знаком	1	2
209	что в	7	2
210	же в	1	2
211	отношением к	1	2
212	в свою	1	2
213	жизни а	1	2
214	оно не	4	2
215	ее в	2	2
216	в своих	1	2
217	к этому	4	2
218	русской литературы	1	2
219	и наиболее	1	1
220	как известно	1	1
221	от этой	1	1
222	была бы	3	1
223	и т	14	1
224	и хотя	1	1
225	начинается с	1	1
226	и то	2	1
227	на самом	3	1
228	это и	5	1
229	идет о	2	1
230	и есть	1	1
231	между двумя	2	1
232	его же	1	1
233	по преимуществу	5	1
234	и до	3	1
235	из его	1	1
236	исходит из	1	1
237	оно было	1	1
238	все те	1	1
239	зрения от	1	1
240	обойтись без	1	1
241	всей ее	1	1
242	полагает что	1	1
243	из своих	1	1
244	этом не	1	1
245	исследования в	2	1
246	в последнем	1	1
247	говорить о	5	1
248	что иное	1	1
249	поэзии не	1	1
250	и со	1	1
251	в ней	6	1
252	он был	2	1
253	именно этого	1	1
254	иное как	1	1
255	в последних	2	1
256	в чем	2	1
257	сознания а	1	1
258	всякого искусства	2	1
259	если в	3	1
260	очевидно что	2	1
261	органической связи	1	1
262	уже как	1	1
263	он пишет	2	1
264	не просто	2	1
265	основная задача	2	1
266	за пределы	1	1
267	сама по	1	1
268	к сожалению	2	1
269	однако от	1	1
270	на искусство	1	1
271	в истории	6	1
272	независимо от	4	1
273	с этим	5	1
274	высказывания от	1	1
275	в художественном	2	1
276	поэтика и	1	1
277	встречи с	1	1
278	в своем	1	1
279	но стремление	1	1
280	художественным творчеством	1	1
281	перед нами	2	1
282	сознания в	1	1
283	футуризма и	1	1
284	более или	1	1
285	функции языка	1	1
286	в этот	1	1
287	все новые	1	1
288	за собой	1	1
289	духа в	1	1
290	как воскрешение	1	1
291	существенных для	1	1
292	в нашем	1	1
293	бы не	1	1
294	т п	9	1
295	ни одна	2	1
296	социального взаимодействия	1	1
297	что к	1	1
298	уже в	2	1
299	ее как	2	1
300	как он	1	1
301	так сказать	3	1
302	от действительных	1	1
303	больше всего	1	1
304	в определенном	1	1
305	исполнения и	1	1
306	тем не	1	1
307	он не	6	1
308	при определенных	2	1
309	творца и	1	1
310	и еще	1	1
311	только но	1	1
312	в корне	7	1
313	слово есть	2	1
314	аудитории с	1	1
315	слова и	7	1
316	мы его	1	1
317	значение в	1	1
318	им как	1	1
319	этого они	1	1
320	его не	2	1
321	с другими	10	1
322	обстоятельством что	1	1
323	который и	1	1
324	например с	1	1
325	и была	1	1
326	из первых	1	1
327	кажется что	1	1
328	литературного произведения	3	1
329	в них	1	1
330	нет в	1	1
331	все равно	1	1
332	мы обычно	1	1
333	в самую	1	1
334	место и	2	1
335	и вне	1	1
336	искусства определяется	1	1
337	как целого	1	1
338	чем в	1	1
339	ведет к	1	1
340	на этот	1	1
341	был бы	1	1
342	только тем	2	1
343	на первый	2	1
344	в понимании	2	1
345	выступает на	1	1
346	нас не	1	1
347	в их	6	1
348	каким был	1	1
349	лишь тогда	1	1
350	теперь эта	1	1
351	не столько	4	1
352	не к	2	1
353	широком и	1	1
354	и новые	1	1
355	но это	2	1
356	но он	1	1
357	в россии	1	1
358	друг другу	1	1
359	и является	1	1
360	не тем	1	1
361	как от	1	1
362	новые и	1	1
363	бы быть	1	1
364	возвращается к	1	1
365	вовсе не	11	1
366	сам он	2	1
367	и стихотворением	1	1
368	тому что	2	1
369	а от	1	1
370	а а	1	1
371	этот был	1	1
372	она не	2	1
373	например не	1	1
374	и притом	1	1
375	в процессе	9	1
376	от футуризма	1	1
377	отличное от	1	1
378	его участников	1	1
379	которых и	1	1
380	самого по	1	1
381	для всего	2	1
382	мышления и	1	1
383	борьба с	2	1
384	не имеет	2	1
385	вопрос не	1	1
386	не лучше	1	1
387	слова как	2	1
388	поэтическое произведение	3	1
389	преимущественно на	1	1
390	живого слушателя	1	1
391	за исключением	1	1
392	во всем	1	1
393	и теперь	4	1
394	в книге	1	1
395	языка который	3	1
396	не по	2	1
397	оказывается перед	1	1
398	шкловского и	1	1
399	в действительности	1	1
400	точке зрения	2	1
401	в общую	1	1
402	как только	1	1
403	на читателя	1	1
404	значительной степени	3	1
405	его с	3	1
406	ничего общего	1	1
407	и о	2	1
408	в виду	2	1
409	свою очередь	1	1
410	но при	1	1
411	самим собою	1	1
412	общения между	1	1
413	остается в	1	1
414	и от	2	1
415	языка и	12	1
416	исторической жизни	1	1
417	во главе	1	1
418	так в	3	1
419	читателя в	1	1
420	обращаясь к	1	1
421	поэтическим произведением	1	1
422	с собой	1	1
423	нельзя не	1	1
424	историю литературы	1	1
425	времени и	2	1
426	было в	2	1
427	она была	1	1
428	главную задачу	1	1
429	можно только	1	1
430	том как	1	1
431	этих последних	1	1
432	был не	1	1
433	не видели	3	1
434	для этого	2	1
435	и восприятия	2	1
436	рассматривается с	1	1
437	тем чем	1	1
438	в индивидуальном	1	1
439	на другого	1	1
440	столь же	2	1
441	с литературной	1	1
442	аналогии с	1	1
443	в значительной	3	1
444	собственно говоря	1	1
445	материал для	1	1
446	и были	1	1
447	лишь поскольку	1	1
448	теперь уже	1	1
449	искусства к	1	1
450	бы в	5	1
451	в художественной	1	1
452	по своим	1	1
453	и иных	2	1
454	и смыслом	2	1
455	и всякое	2	1
456	вообще в	1	1
457	в литературе	1	1
458	к нему	3	1
459	в искусстве	2	1
460	трудно не	1	1
461	одной из	1	1
462	миф и	1	1
463	доведенная до	1	1
464	к их	1	1
465	и действительно	1	1
466	самоценность и	1	1
467	это становится	2	1
468	борьбы и	2	1
469	с читателем	1	1
470	в литературоведении	1	1
471	именно на	3	1
472	в эти	1	1
473	вот этот	1	1
474	так что	1	1
475	для всех	1	1
476	бы по	1	1
477	нее и	1	1
478	искусства с	1	1
479	то и	3	1
480	за счет	4	1
481	речь в	1	1
482	в школе	2	1
483	или даже	2	1
484	и других	2	1
485	но совершенно	2	1
486	для взаимной	1	1
487	к чему-то	1	1
488	и их	3	1
489	в прозе	1	1
490	в котором	2	1
491	слово как	2	1
492	так как	4	1
493	ее не	1	1
494	бытия и	1	1
495	именно этой	1	1
496	существовать в	1	1
497	в каждом	1	1
498	превращается в	2	1
499	лишь один	1	1
500	но из	1	1
501	момент в	1	1
502	только на	3	1
503	без того	1	1
504	нужно было	2	1
505	ней и	1	1
506	даже не	2	1
507	пришли к	1	1
508	есть не	1	1
509	сюда же	1	1
510	что они	4	1
511	чем он	4	1
512	совпадает с	2	1
513	это все	1	1
514	социальной жизни	1	1
515	что для	2	1
516	его из	2	1
517	ничем не	2	1
518	смысла и	2	1
519	не создает	1	1
520	не было	6	1
521	с тем	11	1
522	а сам	1	1
523	не на	1	1
524	к литературному	1	1
525	в руках	1	1
526	смерть можно	1	1
527	произведения искусства	2	1
528	не об	1	1
529	художественного целого	1	1
530	в связи	10	1
531	почву для	1	1
532	на фоне	4	1
533	и становятся	2	1
534	этот самый	1	1
535	книге о	1	1
536	в историю	1	1
537	общего с	1	1
538	и самой	1	1
539	их к	3	1
540	к своему	1	1
541	конечно не	1	1
542	не зная	1	1
543	в той	2	1
544	есть только	2	1
545	марксистская критика	1	1
546	как средство	1	1
547	сам не	1	1
548	и там	1	1
549	ли не	1	1
550	в контексте	1	1
551	речевого общения	6	1
552	слово для	1	1
553	все это	3	1
554	и кино	1	1
555	говорят и	1	1
556	к другим	2	1
557	слова с	1	1
558	и где	1	1
559	не случайным	1	1
560	общению и	1	1
561	и более	2	1
562	такова внутренняя	1	1
563	как система	1	1
564	для нас	1	1
565	или менее	1	1
566	и все	3	1
567	лишь как	4	1
568	он становился	1	1
569	художественного восприятия	1	1
570	в этих	2	1
571	еще более	5	1
572	хотя бы	6	1
573	все остальные	2	1
574	потребность в	1	1
575	не есть	3	1
576	в общем	5	1
577	аналогии со	1	1
578	из тех	1	1
579	сказать что	2	1
580	на один	2	1
581	к его	2	1
582	не что	1	1
583	из этого	2	1
584	самое существо	1	1
585	в таком	2	1
586	можно будет	2	1
587	у символистов	2	1
588	они не	4	1
589	которая не	1	1
