N	2gram	Bakhtin_Fr_2	Vladivir
114	но даже	2	4
115	еще не	2	4
116	но не	5	4
117	все же	7	4
118	но в	4	4
119	на то	2	4
120	было бы	3	4
121	чем в	1	4
122	в котором	1	4
123	даже в	3	4
124	или как	1	4
125	в дальнейшем	2	4
126	она была	4	4
127	здесь в	6	4
128	говорит о	1	4
129	до конца	2	4
130	и все	3	4
131	в течение	3	4
132	такого рода	2	4
133	по существу	2	4
134	в основном	5	4
135	мы должны	2	4
136	есть и	1	4
137	на самом	2	3
138	менее если	1	3
139	мы имеем	1	3
140	на первом	3	3
141	я не	1	3
142	всего существующего	1	3
143	здесь не	2	3
144	в чем	1	3
145	за пределы	2	3
146	независимо от	1	3
147	перед нами	1	3
148	и у	1	3
149	уже в	5	3
150	из этих	5	3
151	с их	6	3
152	в нем	9	3
153	при этом	5	3
154	является не	1	3
155	но все	4	3
156	в качестве	2	3
157	это не	1	3
158	однако здесь	1	3
159	далеко не	3	3
160	первом плане	3	3
161	не в	1	3
162	что этот	1	3
163	того чтобы	2	3
164	он мог	1	3
165	в духе	4	3
166	всегда есть	1	3
167	оно не	1	3
168	году в	4	3
169	в виду	3	3
170	жизнь и	2	3
171	если бы	1	3
172	и вообще	3	3
173	говорит здесь	1	3
174	настоящее время	1	3
175	к нему	3	3
176	но нельзя	1	3
177	что здесь	1	3
178	и весьма	1	3
179	с одной	3	3
180	и чисто	4	3
181	ни с	1	3
182	мы знаем	1	3
183	всяком случае	2	3
184	человека и	3	3
185	именно в	6	3
186	в связи	2	3
187	как именно	2	3
188	мы видели	3	3
189	и вовсе	2	3
190	одной стороны	3	3
191	как бы	11	3
192	и для	1	3
193	нельзя сказать	2	3
194	в настоящее	1	3
195	же в	3	3
196	но вот	1	3
197	к правде	1	3
198	вполне понятно	2	3
199	ее в	2	3
200	и эта	2	3
201	как на	4	3
202	во всяком	2	3
203	по преимуществу	2	2
204	должна быть	1	2
205	с таким	1	2
206	и этот	1	2
207	и за	2	2
208	есть не	1	2
209	на эти	1	2
210	в сущности	8	2
211	не вполне	1	2
212	вся система	1	2
213	мы и	1	2
214	можно предполагать	1	2
215	он был	2	2
216	за свое	1	2
217	могло быть	1	2
218	а и	1	2
219	себе и	2	2
220	и речи	1	2
221	что касается	2	2
222	и наконец	1	2
223	и к	4	2
224	от этого	1	2
225	только то	2	2
226	в которой	1	2
227	в целом	1	2
228	можно не	1	2
229	в нашем	2	2
230	есть о	1	2
231	он всегда	1	2
232	и еще	2	2
233	в силу	1	2
234	и по	1	2
235	всех своих	1	2
236	в другом	2	2
237	должен был	2	2
238	м с	1	2
239	в жизни	4	2
240	о которых	1	2
241	были в	2	2
242	в этих	4	2
243	можно найти	2	2
244	ли можно	1	2
245	в их	2	2
246	оказывается что	1	2
247	знаем что	1	2
248	далеки от	1	2
249	свое существование	1	2
250	не понимает	1	2
251	и более	4	2
252	как можно	1	2
253	что эта	1	2
254	она не	1	2
255	в разных	1	2
256	же время	6	2
257	ровно ничего	1	2
258	был и	3	2
259	связи с	2	2
260	здесь же	2	2
261	были еще	1	2
262	точке зрения	1	2
263	вот в	2	2
264	не могут	1	2
265	далеко за	1	2
266	бы это	1	2
267	не существует	1	2
268	его творчества	3	2
269	роль в	5	2
270	в мире	2	2
271	во многом	1	2
272	можно только	1	2
273	которая в	1	2
274	больше чем	1	2
275	и вся	1	2
276	его в	1	2
277	бы в	1	2
278	и максимально	1	2
279	знания и	1	2
280	одной из	2	2
281	в какой	1	2
282	мы будем	1	2
283	в начале	5	2
284	из них	3	2
285	разума и	2	2
286	себе в	2	2
287	мы находим	4	2
288	здесь и	1	2
289	не о	1	2
290	бытия и	1	2
291	только с	3	2
292	раз что	1	2
293	для того	1	2
294	же деле	1	2
295	и самая	1	2
296	который был	1	2
297	в предисловии	2	2
298	самом же	1	2
299	декарта и	1	2
300	не на	1	2
301	еще до	1	2
302	как не	1	2
303	но оно	1	2
304	к своему	1	2
305	стороны и	1	2
306	т ii	1	2
307	для понимания	2	2
308	в церкви	1	2
309	с этой	1	2
310	еще раз	2	2
311	как например	1	2
312	вошла в	1	2
313	в книге	3	2
314	не является	1	2
315	и ни	1	2
316	этом отношении	3	2
317	все они	1	2
318	он понимает	2	2
319	а о	1	2
320	другой стороны	3	2
321	совершенно не	2	2
322	того же	1	2
323	с его	5	2
324	ни на	1	2
325	к этому	1	2
326	новое время	1	1
327	как известно	2	1
328	например в	1	1
329	до него	2	1
330	мы здесь	2	1
331	не делает	1	1
332	только потому	1	1
333	тех же	2	1
334	это и	2	1
335	и есть	1	1
336	что слово	2	1
337	несколько позже	1	1
338	с целым	1	1
339	из всех	1	1
340	и была	1	1
341	для своего	1	1
342	это совершенно	1	1
343	которую мы	1	1
344	та же	2	1
345	науки и	1	1
346	и духа	1	1
347	он как	2	1
348	и стиль	1	1
349	но она	1	1
350	представление о	1	1
351	конечно и	1	1
352	был еще	3	1
353	жизни это	3	1
354	относить к	1	1
355	и самого	1	1
356	связи со	1	1
357	драмы и	1	1
358	к году	2	1
359	и мира	1	1
360	во всех	6	1
361	живых существ	1	1
362	точка зрения	3	1
363	силы и	1	1
364	в общем	1	1
365	эту природу	1	1
366	что они	2	1
367	один и	1	1
368	относится к	5	1
369	него только	1	1
370	как в	1	1
371	за этим	1	1
372	и сохранить	1	1
373	у своих	1	1
374	первых двух	1	1
375	и где	1	1
376	понять и	2	1
377	что по	1	1
378	об истории	1	1
379	это просто	1	1
380	духа и	3	1
381	автора и	2	1
382	для второй	1	1
383	к чему	1	1
384	еще на	1	1
385	точку зрения	2	1
386	область уже	1	1
387	бы с	1	1
388	он в	1	1
389	без учета	1	1
390	бы не	1	1
391	учености и	1	1
392	думать что	2	1
393	мира но	1	1
394	так сказать	1	1
395	становления в	1	1
396	в свет	2	1
397	перестает быть	2	1
398	в первую	2	1
399	на точке	1	1
400	была не	1	1
401	в корне	1	1
402	и вот	3	1
403	например о	1	1
404	нами здесь	1	1
405	на совершенно	2	1
406	их в	3	1
407	на земле	3	1
408	в плане	3	1
409	чем она	2	1
410	его от	1	1
411	этом последнем	1	1
412	распространяется на	1	1
413	была в	1	1
414	на все	3	1
415	на этой	2	1
416	каждой отдельной	1	1
417	говорить не	1	1
418	лишь в	4	1
419	свободного и	2	1
420	второй половины	2	1
421	знает что	1	1
422	с начала	1	1
423	мира с	1	1
424	связанным с	1	1
425	в новое	2	1
426	само собою	1	1
427	в них	13	1
428	рядом с	6	1
429	восприятие и	1	1
430	вопросы и	1	1
431	эту тему	1	1
432	не всегда	1	1
433	бороться за	1	1
434	в один	1	1
435	смысл и	2	1
436	со всей	1	1
437	во время	12	1
438	другой его	1	1
439	дошли до	1	1
440	и их	1	1
441	в такой	1	1
442	и без	2	1
443	здравого смысла	2	1
444	и процесс	1	1
445	то для	1	1
446	что вся	1	1
447	мыслью в	1	1
448	никакому сомнению	1	1
449	мы говорили	1	1
450	место в	3	1
451	должны были	1	1
452	природы но	1	1
453	эта не	1	1
454	не будем	1	1
455	образом и	1	1
456	самое время	1	1
457	но он	6	1
458	есть именно	1	1
459	отрицательные стороны	1	1
460	том же	1	1
461	необходимо чтобы	1	1
462	же мы	1	1
463	к обоим	1	1
464	новым и	1	1
465	почти все	3	1
466	и третья	1	1
467	находим уже	1	1
468	сочинения т	1	1
469	с теми	1	1
470	считает что	1	1
471	одна из	4	1
472	к этим	3	1
473	он еще	2	1
474	понимает эту	1	1
475	и имеет	1	1
476	можно судить	1	1
477	для всего	1	1
478	письме к	1	1
479	то чего	1	1
480	вышло в	1	1
481	он написал	1	1
482	того как	2	1
483	в форму	1	1
484	свою природу	2	1
485	этой замечательной	1	1
486	и теперь	1	1
487	свидетельствуют о	1	1
488	своей статье	2	1
489	то этот	1	1
490	не столь	1	1
491	была на	1	1
492	его за	1	1
493	переход в	1	1
494	i но	1	1
495	всего в	1	1
496	и критического	2	1
497	и другим	1	1
498	но также	1	1
499	указывает на	1	1
500	именно таким	1	1
501	было уже	1	1
502	божия и	1	1
503	отношении он	1	1
504	и он	1	1
505	в последующие	4	1
506	выходит далеко	1	1
507	есть одновременно	1	1
508	с ее	3	1
509	всем этим	1	1
510	без всякого	2	1
511	в ее	3	1
512	в буквальном	1	1
513	от всей	2	1
514	только не	1	1
515	в себя	6	1
516	с самого	1	1
517	так в	3	1
518	материи и	1	1
519	и сам	1	1
520	ясно что	1	1
521	притом в	2	1
522	особенно в	2	1
523	и которые	1	1
524	подойти к	1	1
525	стремление к	1	1
526	это объясняется	1	1
527	одном акте	1	1
528	в самой	2	1
529	другими словами	3	1
530	одного из	2	1
531	или на	1	1
532	и теоретически	1	1
533	на что	1	1
534	можно сказать	2	1
535	а во	1	1
536	на всех	1	1
537	и были	2	1
538	первую очередь	1	1
539	что люди	2	1
540	закончить наше	1	1
541	вся эта	1	1
542	и во	4	1
543	человек был	1	1
544	погружен в	1	1
545	нуждается в	2	1
546	борьбе с	1	1
547	отметить что	1	1
548	во всей	1	1
549	века и	3	1
550	в свете	1	1
551	и следовательно	2	1
552	если это	1	1
553	и она	1	1
554	статье о	2	1
555	в литературе	6	1
556	один из	7	1
557	в новой	2	1
558	что только	2	1
559	мы видим	1	1
560	в годах	1	1
561	будто бы	1	1
562	года то	1	1
563	по времени	1	1
564	начало в	1	1
565	никак нельзя	1	1
566	здесь с	2	1
567	в эти	1	1
568	же он	1	1
569	самом деле	1	1
570	есть через	1	1
571	в знаменитом	1	1
572	конечно не	1	1
573	литературы в	2	1
574	соответствующее место	1	1
575	этом что	1	1
576	вернуться к	1	1
577	еще очень	1	1
578	бог не	1	1
579	а это	1	1
580	не дает	3	1
581	и других	3	1
582	этих девяти	1	1
583	а ведь	1	1
584	за ним	1	1
585	эти два	2	1
586	самом процессе	1	1
587	есть его	1	1
588	притом не	1	1
589	на их	1	1
590	характерны для	1	1
591	он один	1	1
592	но из	1	1
593	истолкования его	1	1
594	форму для	1	1
595	и др	9	1
596	выходит за	1	1
597	в ранние	1	1
598	и произведения	2	1
599	о своей	1	1
600	государство и	1	1
601	до сих	4	1
602	свою историю	1	1
603	влияние на	1	1
604	о влиянии	1	1
605	что человек	1	1
606	подлежит никакому	1	1
607	по своим	1	1
608	не относится	1	1
609	к которому	1	1
610	и прежде	2	1
611	во второй	1	1
612	себя и	1	1
613	что для	3	1
614	смысла и	2	1
615	нужно сказать	3	1
616	в ранней	1	1
617	на этот	1	1
618	целым рядом	1	1
619	о чем	3	1
620	только от	1	1
621	что из	1	1
622	и органическое	1	1
623	в творчестве	6	1
624	в частности	1	1
625	для них	2	1
626	в строгом	1	1
627	учета этого	1	1
628	из которых	1	1
629	в человеке	1	1
630	не знал	1	1
631	и глубоко	1	1
632	по своему	1	1
633	ли его	1	1
634	строгом смысле	1	1
635	пишет в	1	1
636	есть на	1	1
637	на эту	2	1
638	в тех	2	1
639	в терминах	1	1
640	своего развития	3	1
641	говорил об	1	1
642	года и	1	1
643	мы сказали	2	1
644	не создает	1	1
645	претендуя на	1	1
646	ссылается на	2	1
647	этом случае	1	1
648	сих пор	4	1
649	сторон его	1	1
650	своей жизни	1	1
651	все это	9	1
652	видно что	1	1
653	ближе к	1	1
654	вообще все	1	1
655	вне его	1	1
656	большой знаток	1	1
657	в более	1	1
658	и после	2	1
659	и часто	1	1
660	не подлежит	2	1
661	нас нет	1	1
662	категорий как	1	1
663	наивным и	1	1
664	развития и	1	1
665	литературными и	1	1
666	находит свое	1	1
667	еще более	1	1
668	года в	1	1
669	ее то	1	1
670	ii с	1	1
671	от всякого	1	1
672	к самому	1	1
673	есть то	1	1
674	в свою	1	1
675	всего мира	1	1
676	с ней	1	1
677	только как	1	1
678	состоит из	1	1
679	является и	1	1
680	ко всему	2	1
681	но вовсе	1	1
682	сила и	2	1
683	если она	1	1
684	включает в	2	1
685	жизни и	7	1
686	но эти	3	1
687	и другие	2	1
688	по поводу	2	1
689	он пишет	3	1
690	все что	2	1
