N	2gram	Bakhtin_Fr_5	Tvorches
219	что для	1	2
220	до конца	1	2
221	его как	4	2
222	сам себе	1	2
223	мира в	1	2
224	было в	1	2
225	в частности	1	2
226	вместе с	3	2
227	до этого	1	2
228	надо было	1	2
229	площади и	2	2
230	к жизни	1	2
231	еще более	1	2
232	в первой	4	2
233	он чувствует	1	2
234	перед нами	4	2
235	на эти	1	2
236	не мог	4	2
237	в одно	2	2
238	для этой	1	2
239	причем в	1	2
240	ее и	1	2
241	из себя	1	2
242	между вещами	1	2
243	прошлого и	1	2
244	не знает	1	2
245	сказать что	4	2
246	одновременно и	2	2
247	время он	1	2
248	к этому	2	2
249	улицы и	2	1
250	и завершается	1	1
251	же как	4	1
252	совершенно справедливо	1	1
253	чтобы не	2	1
254	и через	1	1
255	связана с	1	1
256	в комнате	1	1
257	как считал	1	1
258	и есть	2	1
259	из самых	1	1
260	вот его	1	1
261	и до	2	1
262	сам автор	1	1
263	оно было	2	1
264	и этот	1	1
265	он лежа	1	1
266	также и	7	1
267	мы уже	4	1
268	всей ее	1	1
269	в зародыше	1	1
270	и тут	1	1
271	этот мотив	1	1
272	единство и	3	1
273	он как	1	1
274	в сущности	4	1
275	говорить о	2	1
276	что иное	1	1
277	принадлежит к	1	1
278	в полной	1	1
279	смысле оно	1	1
280	то это	1	1
281	не совсем	1	1
282	жизни это	1	1
283	из ее	1	1
284	переплетается с	2	1
285	проявляется в	1	1
286	одно из	2	1
287	еще не	1	1
288	по этому	1	1
289	он был	7	1
290	но за	1	1
291	иное как	1	1
292	столь же	1	1
293	во всех	13	1
294	тем как	1	1
295	по отношению	1	1
296	был как	1	1
297	может исчезнуть	1	1
298	человеку и	1	1
299	была большая	1	1
300	и каждому	1	1
301	в истории	2	1
302	эта связь	4	1
303	с этим	4	1
304	связывает их	1	1
305	человеком не	1	1
306	его тематику	1	1
307	о жизни	1	1
308	это был	1	1
309	кроме того	4	1
310	и где	1	1
311	сознания в	1	1
312	целый ряд	1	1
313	что по	1	1
314	это тоже	1	1
315	и к	5	1
316	он на	1	1
317	этой цели	1	1
318	в этот	2	1
319	бы и	1	1
320	что это	2	1
321	время это	1	1
322	формы в	1	1
323	он в	2	1
324	все эти	5	1
325	есть о	1	1
326	в аду	1	1
327	так в	2	1
328	еще один	2	1
329	им в	2	1
330	традиция в	1	1
331	сливаются в	1	1
332	тому же	4	1
333	человек не	1	1
334	и если	2	1
335	больше всего	1	1
336	связанные с	3	1
337	да и	1	1
338	через три	1	1
339	шекспира и	2	1
340	перестает быть	2	1
341	всех этих	6	1
342	чем у	1	1
343	и вот	3	1
344	с представлением	2	1
345	между человеком	2	1
346	на этом	5	1
347	находим у	1	1
348	в нее	1	1
349	кувшин с	1	1
350	в основу	1	1
351	подход к	1	1
352	эта книга	2	1
353	значение в	1	1
354	им как	1	1
355	мировой литературе	2	1
356	его не	4	1
357	на все	2	1
358	традиции и	1	1
359	на этой	1	1
360	в несколько	1	1
361	г в	1	1
362	его в	5	1
363	это было	4	1
364	дома и	1	1
365	бы нам	1	1
366	было бы	2	1
367	форму и	1	1
368	роль в	2	1
369	трудом и	1	1
370	не боится	1	1
371	весь мир	6	1
372	ни в	3	1
373	для них	2	1
374	победу над	2	1
375	но затем	1	1
376	но мы	2	1
377	в них	6	1
378	о которых	1	1
379	их для	1	1
380	с тем	2	1
381	эту тему	1	1
382	одна и	1	1
383	он и	3	1
384	нигде не	1	1
385	он любил	1	1
386	жизни но	1	1
387	даже за	1	1
388	о которой	1	1
389	их на	1	1
390	способы его	1	1
391	одного и	1	1
392	поэтому здесь	1	1
393	отрыве от	2	1
394	жизнь это	1	1
395	на шутку	1	1
396	интерес и	1	1
397	и ее	1	1
398	же это	1	1
399	человеком и	2	1
400	эпизоде с	4	1
401	понять в	1	1
402	не от	1	1
403	успеха в	1	1
404	это довольно	1	1
405	дается в	4	1
406	но эта	2	1
407	и более	1	1
408	том же	2	1
409	что этот	1	1
410	на всю	1	1
411	тому что	1	1
412	роль играют	1	1
413	в атмосфере	6	1
414	в отношении	2	1
415	власть в	1	1
416	вплоть до	2	1
417	что эта	2	1
418	что с	1	1
419	что ему	1	1
420	в возможности	1	1
421	же самую	1	1
422	их неразрывном	1	1
423	не имеет	3	1
424	ее с	1	1
425	к этим	1	1
426	на него	2	1
427	в процессе	1	1
428	глубина и	1	1
429	мы все	1	1
430	для всего	1	1
431	казалось бы	1	1
432	слово и	1	1
433	вот это	2	1
434	в самой	8	1
435	и способы	1	1
436	добролюбов в	1	1
437	целую жизнь	1	1
438	функции этих	1	1
439	как она	1	1
440	эта тенденция	1	1
441	он хочет	2	1
442	уже говорили	2	1
443	же он	1	1
444	со своим	1	1
445	акт в	1	1
446	все с	1	1
447	в области	1	1
448	человек должен	1	1
449	почти за	1	1
450	космоса в	1	1
451	у нас	1	1
452	один раз	2	1
453	начиная с	2	1
454	не могут	2	1
455	выход из	1	1
456	надежды на	1	1
457	но все	1	1
458	в других	1	1
459	сама жизнь	1	1
460	народный характер	1	1
461	здесь они	1	1
462	бы он	1	1
463	что на	3	1
464	указывает на	1	1
465	темы и	1	1
466	к году	1	1
467	и это	4	1
468	для всей	1	1
469	и о	4	1
470	в конце	7	1
471	свою очередь	1	1
472	всего этого	3	1
473	правды и	1	1
474	реальной действительности	1	1
475	и говорит	1	1
476	в утопическом	1	1
477	говорили что	2	1
478	что у	1	1
479	в образе	1	1
480	самого автора	2	1
481	это вовсе	1	1
482	часто в	3	1
483	все плачут	1	1
484	на голову	1	1
485	жизнь и	2	1
486	в эпоху	7	1
487	которая в	1	1
488	в таком	1	1
489	связанное с	1	1
490	и муки	1	1
491	движения и	1	1
492	и здесь	4	1
493	своей книге	1	1
494	году и	1	1
495	обращается к	1	1
496	никак не	1	1
497	и что	2	1
498	что каждый	1	1
499	или на	1	1
500	все его	1	1
501	представлениями о	1	1
502	самому себе	1	1
503	нас в	2	1
504	как у	1	1
505	связь между	1	1
506	к нему	2	1
507	в отрыве	2	1
508	мира сего	2	1
509	и всю	1	1
510	между тем	2	1
511	от них	1	1
512	не чувствует	1	1
513	и каждого	1	1
514	свобода и	3	1
515	нуждается в	3	1
516	представления о	1	1
517	ряд других	1	1
518	и самые	1	1
519	в жизнь	1	1
520	в ряде	2	1
521	как он	3	1
522	с ними	1	1
523	положение в	1	1
524	принимает форму	1	1
525	писать о	1	1
526	в разные	1	1
527	должен был	1	1
528	это очень	2	1
529	идет к	1	1
530	делает его	2	1
531	вся эта	1	1
532	в эти	2	1
533	себя в	1	1
534	для всех	3	1
535	если мы	2	1
536	не все	1	1
537	но с	1	1
538	на этих	1	1
539	и оставаясь	1	1
540	рассказывает о	1	1
541	в душе	1	1
542	когда весь	1	1
543	мышления и	1	1
544	его и	1	1
545	на столе	2	1
546	например к	1	1
547	ночи и	1	1
548	мы знаем	1	1
549	разные стороны	1	1
550	ведь это	2	1
551	в прозе	1	1
552	в одном	3	1
553	и со	1	1
554	у нее	2	1
555	она нас	1	1
556	к ним	1	1
557	золотого века	1	1
558	в окошко	1	1
559	жизни на	1	1
560	заметить что	2	1
561	тем что	1	1
562	не было	3	1
563	же деле	1	1
564	на площадь	1	1
565	и стал	1	1
566	без всякой	1	1
567	за ними	1	1
568	видим что	2	1
569	и из	1	1
570	до сих	3	1
571	город и	1	1
572	к которому	1	1
573	для этого	1	1
574	жаловаться на	1	1
575	наконец в	1	1
576	было и	1	1
577	души и	1	1
578	неразрывном единстве	2	1
579	себя и	2	1
580	и их	5	1
581	превращается в	2	1
582	самом же	1	1
583	тот самый	1	1
584	свободы от	1	1
585	связи с	6	1
586	мир а	1	1
587	на этот	3	1
588	на которых	1	1
589	так называемой	1	1
590	о чем	3	1
591	когда она	1	1
592	пьют смеются	1	1
593	идет в	2	1
594	него не	2	1
595	с ума	1	1
596	с помощью	3	1
597	люди в	1	1
598	именно поэтому	1	1
599	так можно	1	1
600	связь с	3	1
601	как некий	1	1
602	как это	4	1
603	он ее	1	1
604	только эта	1	1
605	по своему	4	1
606	и целый	1	1
607	это произведение	1	1
608	но сам	1	1
609	в сферу	1	1
610	времени с	1	1
611	во все	2	1
612	очень важно	2	1
613	и всей	1	1
614	у этого	2	1
615	и смерти	2	1
616	слова и	2	1
617	сейчас же	1	1
618	и некоторые	1	1
619	сих пор	3	1
620	только для	2	1
621	о его	1	1
622	это выражение	1	1
623	же самое	2	1
624	как раз	5	1
625	и общественной	1	1
626	среда и	1	1
627	и сам	1	1
628	в более	1	1
629	форм и	5	1
630	в мировой	1	1
631	и времени	1	1
632	в связи	5	1
633	но на	3	1
634	он по	1	1
635	начала и	1	1
636	еще раз	1	1
637	во время	12	1
638	романе и	1	1
639	в другое	2	1
640	от него	1	1
641	за три	1	1
642	тем более	1	1
643	чтобы его	2	1
644	не дают	1	1
645	на улице	2	1
646	все они	4	1
647	непосредственным источником	1	1
648	человека не	1	1
649	всеми его	2	1
650	в целях	1	1
651	оторваны от	2	1
652	мог не	1	1
653	всего мира	1	1
654	связанный с	1	1
655	и внутренне	1	1
656	в часть	1	1
657	от всех	5	1
658	их с	2	1
659	но этот	3	1
660	жизни а	1	1
661	не что	1	1
662	отношению к	1	1
663	ко всему	2	1
664	этот момент	3	1
665	о нем	1	1
666	важно для	1	1
667	но эти	1	1
668	что свобода	1	1
669	именно здесь	1	1
670	карнавального мироощущения	1	1
671	городу и	2	1
