N	2gram	Bakhtin_Pr_1	Sovremen
298	и только	1	1
299	не будет	1	1
300	не нарушает	2	1
301	в совершенно	2	1
302	чем в	2	1
303	быть иногда	1	1
304	и т.п	3	1
305	до сих	2	1
306	с другой	2	1
307	как у	2	1
308	на ее	1	1
309	рядом и	2	1
310	нельзя сказать	1	1
311	именно в	6	1
312	здесь в	1	1
313	по своим	2	1
314	но самый	1	1
315	этом смысле	9	1
316	бы эти	1	1
317	весь мир	1	1
318	его с	1	1
319	ведь если	1	1
320	на ней	1	1
321	только к	1	1
322	элементов и	1	1
323	ни в	3	1
324	позволяет ему	1	1
325	нет в	1	1
326	нужно сказать	1	1
327	не было	3	1
328	рядом с	13	1
329	таких сложных	1	1
330	все равно	2	1
331	для своего	2	1
332	громадную роль	1	1
333	всегда и	1	1
334	несмотря на	6	1
335	для их	1	1
336	должно быть	1	1
337	план целого	1	1
338	и следовательно	1	1
339	первое и	1	1
340	их на	1	1
341	том что	9	1
342	в эту	1	1
343	другом как	1	1
344	этих процессов	1	1
345	не способна	1	1
346	и при	1	1
347	своему существу	1	1
348	далее что	1	1
349	сказать так	1	1
350	таким же	2	1
351	так же	6	1
352	что дело	1	1
353	почти не	1	1
354	и благодаря	2	1
355	что вся	1	1
356	в первый	1	1
357	всеми элементами	1	1
358	в данном	2	1
359	природы но	1	1
360	мы поставим	1	1
361	мы проследим	1	1
362	является только	1	1
363	процесса и	1	1
364	и цельное	1	1
365	но эта	4	1
366	быть только	1	1
367	одновременно как	1	1
368	по крайней	2	1
369	такого сведения	1	1
370	именно к	1	1
371	оно касается	1	1
372	и более	1	1
373	там где	6	1
374	жизни в	1	1
375	объективные качества	1	1
376	зрения и	2	1
377	по себе	7	1
378	в своем	8	1
379	дело идет	6	1
380	как например	2	1
381	благодаря этому	2	1
382	и нет	1	1
383	сих пор	2	1
384	при условии	1	1
385	но они	4	1
386	с ним	6	1
387	xviii века	1	1
388	она не	5	1
389	и тогда	1	1
390	но для	2	1
391	которых он	1	1
392	мысли в	2	1
393	это последнее	1	1
394	например у	1	1
395	дело в	1	1
396	в процессе	4	1
397	это уже	1	1
398	но только	1	1
399	и от	1	1
400	только не	1	1
401	никогда не	5	1
402	не стремится	1	1
403	на язык	1	1
404	человек и	2	1
405	может играть	1	1
406	хотя и	1	1
407	только из	1	1
408	себя самого	4	1
409	случае и	1	1
410	видим что	1	1
411	нам важен	1	1
412	углом зрения	2	1
413	жизни как	1	1
414	все они	1	1
415	и его	13	1
416	ничто не	1	1
417	на такой	1	1
418	ни было	4	1
419	же в	2	1
420	но это	5	1
421	все элементы	1	1
422	состав и	1	1
423	на которой	1	1
424	а о	1	1
425	и несколько	1	1
426	между ними	2	1
427	не знает	1	1
428	сказать что	5	1
429	все построение	1	1
430	и для	3	1
431	равно как	1	1
432	не давая	1	1
433	в духе	3	1
434	на кажущуюся	1	1
435	сравнительно с	1	1
436	человека в	5	1
437	в то	10	1
438	есть то	3	1
439	в какой	1	1
440	в своих	2	1
441	на это	1	1
442	распределены между	1	1
443	все что	3	1
444	они не	3	1
