N	2gram	Berdyaev_M_1	StatiiOP
128	уже не	4	3
129	начале xix	1	3
130	во время	1	3
131	на этом	3	3
132	всех этих	1	3
133	до конца	14	3
134	с его	3	3
135	тем более	1	3
136	от нее	5	3
137	к этому	2	3
138	уже в	4	3
139	так как	3	3
140	что мы	1	3
141	и более	1	3
142	если и	1	2
143	это особенно	2	2
144	русской поэзии	1	2
145	еще не	1	2
146	и только	1	2
147	трагедии и	1	2
148	одной из	1	2
149	в плане	1	2
150	что они	1	2
151	сам он	1	2
152	не была	3	2
153	на это	1	2
154	к этим	2	2
155	и ее	1	2
156	это выражение	1	2
157	точку зрения	1	2
158	вовсе не	1	2
159	то он	1	2
160	сих пор	2	2
161	произведения и	1	2
162	и во	2	2
163	цели и	1	2
164	то есть	3	2
165	самом деле	1	2
166	до сих	2	2
167	что русский	1	2
168	если в	1	2
169	во всех	1	2
170	каждый раз	1	2
171	тем как	1	2
172	одно из	3	2
173	не мог	3	2
174	но не	8	2
175	вместе с	6	2
176	его не	3	2
177	мы не	1	2
178	быть не	2	2
179	исторического процесса	1	2
180	нет и	5	2
181	к тому	3	2
182	никогда не	14	2
183	не имеет	3	2
184	общества в	1	2
185	он хочет	1	2
186	отказ от	1	2
187	тему о	4	2
188	которую он	2	2
189	все время	1	2
190	то и	1	2
191	что не	1	2
192	эта тема	1	2
193	не на	1	2
194	в одной	1	2
195	и у	2	2
196	в отношении	1	2
197	понимал что	1	2
198	к этой	2	2
199	во многих	1	2
200	для того	2	2
201	можно найти	1	2
202	связанным с	1	2
203	один из	4	2
204	россии и	1	2
205	том смысле	2	2
206	не столько	1	2
207	нужно сказать	1	2
208	должен был	4	2
209	от того	1	2
210	в самом	11	2
211	не потому	1	2
212	себя и	3	2
213	этой темы	1	2
214	может создать	1	2
215	в это	1	2
216	смертной казни	1	2
217	не как	4	2
218	него есть	1	2
219	могут быть	2	2
220	должен быть	2	2
221	от них	1	2
222	в такой	1	2
223	в духе	1	2
224	не был	7	2
225	более и	1	2
226	и по	4	2
227	в которых	4	2
228	все более	1	2
229	движения в	2	2
230	исторической эпохи	1	2
231	быть назван	1	2
232	одного из	1	2
233	его к	1	2
234	заключается в	1	2
235	не менее	1	2
236	имеем в	1	2
237	в виду	2	2
238	это был	1	2
239	но также	1	2
240	русской истории	1	2
241	он и	2	2
242	в свою	2	2
243	его от	1	1
244	может не	2	1
245	одним из	2	1
246	почти все	1	1
247	и этот	4	1
248	был в	4	1
249	когда мы	2	1
250	была в	1	1
251	всегда в	1	1
252	в значительной	1	1
253	не знает	4	1
254	и из	1	1
255	можно и	1	1
256	отношении к	2	1
257	этот центральный	1	1
258	бы в	2	1
259	для нас	3	1
260	чтобы иметь	1	1
261	всему этому	1	1
262	темам он	1	1
263	вопрос о	2	1
264	тех же	1	1
265	в период	1	1
266	с нею	1	1
267	на пути	4	1
268	идет в	1	1
269	и оно	1	1
270	говорит о	1	1
271	характерны для	1	1
272	культуру и	1	1
273	моменты в	1	1
274	в состоянии	1	1
275	в нескольких	1	1
276	все с	1	1
277	в разных	1	1
278	так же	1	1
279	начинается с	1	1
280	к последней	1	1
281	иногда и	1	1
282	это непременно	1	1
283	что как	1	1
284	склонность к	1	1
285	любви в	1	1
286	все то	1	1
287	не к	4	1
288	вряд ли	3	1
289	как такие	1	1
290	был очень	2	1
291	в церковном	1	1
292	судьбу эта	1	1
293	пути и	2	1
294	и их	3	1
295	тесно связано	1	1
296	должна быть	6	1
297	рядом с	1	1
298	и все	10	1
299	делает его	1	1
300	бы он	1	1
301	первый и	1	1
302	прошлому а	1	1
303	был и	1	1
304	очень интересно	1	1
305	в обществе	1	1
306	смысле что	1	1
307	с ним	2	1
308	которая и	1	1
309	с первого	1	1
310	еще мальчиком	1	1
311	системы и	1	1
312	в нем	13	1
313	хотел бы	4	1
314	вообще и	1	1
315	которому он	1	1
316	хотя бы	3	1
317	не знал	4	1
318	бы не	2	1
319	процесса в	1	1
320	историю как	1	1
321	не были	1	1
322	история была	1	1
323	человек не	10	1
324	нисколько не	1	1
325	вражда к	1	1
326	себя а	1	1
327	того чтобы	2	1
328	на нем	1	1
329	так в	1	1
330	еще до	1	1
331	характерно для	1	1
332	с темой	1	1
333	говорить об	1	1
334	к западной	1	1
335	бы быть	1	1
336	казалось бы	1	1
337	как его	1	1
338	свободной и	1	1
339	он должен	3	1
340	разного рода	2	1
341	и он	12	1
342	в одном	1	1
343	наше время	1	1
344	влияние на	1	1
345	это гораздо	1	1
346	эти слова	2	1
347	его в	3	1
348	я хотел	2	1
349	протяжении всей	1	1
350	он принадлежал	1	1
351	отношения к	4	1
352	за это	1	1
353	это очень	3	1
354	в образе	1	1
355	этом пути	2	1
356	по своей	2	1
357	в свете	3	1
358	литературы в	1	1
359	к образу	1	1
360	отношением к	1	1
361	только одного	1	1
362	что же	1	1
363	все его	3	1
364	но во	1	1
365	не хочет	2	1
366	есть не	4	1
367	а именно	1	1
368	истории он	2	1
369	своих героев	2	1
370	в ее	3	1
371	к жизни	1	1
372	вплоть до	1	1
373	а лишь	1	1
374	приводит к	2	1
375	судьба человека	9	1
376	это он	1	1
377	особенно в	3	1
378	в ином	2	1
379	указывали на	1	1
380	не одну	1	1
381	не давала	1	1
382	и я	5	1
383	что совершается	1	1
384	с начала	1	1
385	основывается на	1	1
386	на самом	1	1
387	в той	2	1
388	вступает в	1	1
389	что и	4	1
390	он мог	2	1
391	и русская	1	1
392	и то	1	1
393	о двух	1	1
394	переход от	1	1
395	знать что	1	1
396	но некоторое	1	1
397	для кого	1	1
398	за пределы	4	1
399	и трагедии	1	1
400	не во	1	1
401	александра i	1	1
402	что есть	5	1
403	и сам	1	1
404	подход к	1	1
405	духа в	3	1
406	они не	1	1
407	но этот	1	1
408	же можно	2	1
409	говорят о	1	1
410	связываются с	1	1
411	к прошлому	1	1
412	быть он	1	1
413	а что	1	1
414	не стоит	1	1
415	связанная с	1	1
416	только одно	3	1
417	истории в	2	1
418	если не	1	1
419	подхода к	1	1
420	шекспир был	2	1
421	он принужден	1	1
422	смысле слова	4	1
423	судьбу человека	1	1
424	жизни и	2	1
425	как он	2	1
426	не все	2	1
427	и о	1	1
428	долгое время	2	1
429	когда она	1	1
430	был обращен	1	1
431	нему все	2	1
432	находится в	1	1
433	от этого	2	1
434	на том	3	1
435	в истории	2	1
436	и еще	3	1
437	в каком-то	1	1
438	должно быть	3	1
439	идет к	1	1
440	что ему	1	1
441	те отношения	1	1
442	о чем	2	1
443	или этот	1	1
444	не могло	1	1
445	то это	1	1
446	в эпоху	1	1
447	ту же	1	1
448	стихотворениям можно	1	1
449	сил и	1	1
450	ему в	1	1
451	в содержании	1	1
452	сам же	1	1
453	человек который	1	1
454	в пределах	1	1
455	об отношении	1	1
456	ко всему	1	1
457	идей и	3	1
458	из одного	1	1
459	человека как	2	1
460	и когда	2	1
461	протяжении всего	1	1
462	ни у	1	1
463	всегда были	1	1
464	с новыми	2	1
465	такая же	1	1
466	нет ни	1	1
467	употреблялось в	1	1
468	а к	1	1
469	истории для	1	1
470	чем у	4	1
471	как человек	1	1
472	это значит	3	1
473	приходит к	1	1
474	или нет	1	1
475	когда он	3	1
476	он часто	1	1
477	и именно	1	1
478	во всей	1	1
479	в сторону	1	1
480	бога и	10	1
481	этим связано	1	1
482	и этим	1	1
483	пути к	1	1
484	не связан	1	1
485	которым он	1	1
486	с одним	1	1
487	даже и	2	1
488	поэтому в	1	1
489	и почему	1	1
490	из всех	1	1
491	и много	2	1
492	и она	2	1
493	наряду с	1	1
494	как у	1	1
495	и эта	1	1
496	это его	1	1
497	трагическое столкновение	1	1
498	ли он	1	1
499	к другу	1	1
500	нет ничего	7	1
501	не раз	1	1
502	этого вопроса	1	1
503	он принадлежит	1	1
504	в наше	2	1
505	связано и	1	1
506	чем в	2	1
507	также и	2	1
508	творчества и	1	1
509	стоит еще	1	1
510	же он	1	1
511	и нет	2	1
512	в частности	1	1
513	есть и	3	1
514	но у	1	1
515	и эти	1	1
516	западной европе	1	1
517	он более	1	1
518	а иногда	1	1
519	о его	1	1
520	и до	1	1
521	чем его	4	1
522	также в	1	1
523	по своим	1	1
524	которая не	1	1
525	между этими	1	1
526	давно уже	1	1
527	целый ряд	1	1
528	которые не	1	1
529	как они	1	1
530	очень существенно	1	1
531	так много	1	1
532	знает что	1	1
533	что она	1	1
534	ничто не	1	1
535	его с	2	1
536	была для	1	1
537	человек в	9	1
538	был не	2	1
539	не больше	1	1
540	в самой	7	1
541	то мы	1	1
542	но те	1	1
543	свое собственное	1	1
544	свои силы	1	1
545	конечно не	3	1
546	для творчества	1	1
547	не стал	2	1
548	по отдельным	1	1
549	особого рода	1	1
550	означает что	1	1
551	бы из	1	1
552	ответить на	1	1
553	связаны с	1	1
554	трагедию не	1	1
555	можно было	1	1
556	него как	2	1
557	и как	2	1
558	в своем	10	1
559	совершается в	1	1
560	потому не	3	1
561	она была	1	1
562	все что	2	1
563	является в	1	1
564	он уже	6	1
565	на большую	1	1
566	смысле в	2	1
567	теряет свою	1	1
568	и необходимости	1	1
569	как говорит	1	1
