N	2gram	Bakhtin_Pr_2	VLabPisa
473	его собственного	2	1
474	время как	2	1
475	материала в	1	1
476	и имеет	1	1
477	весь роман	1	1
478	иметь в	1	1
479	но только	1	1
480	не могло	1	1
481	это с	1	1
482	мышления и	1	1
483	не имеет	1	1
484	и каково	1	1
485	ним не	1	1
486	вещью он	1	1
487	в три	1	1
488	от него	1	1
489	друг друга	1	1
490	как не	1	1
491	достоевский в	4	1
492	эту внутреннюю	1	1
493	только с	1	1
494	как будто	1	1
495	в основе	1	1
496	идею и	1	1
497	все то	1	1
498	функцию но	1	1
499	лежит в	2	1
500	понимает и	1	1
501	отсюда как	1	1
502	одну и	1	1
503	бы он	2	1
504	очень богатой	1	1
505	он носит	1	1
506	ничего общего	1	1
507	и это	4	1
508	и поэтому	1	1
509	теперь на	1	1
510	но по	1	1
511	с ее	1	1
512	как один	1	1
513	же не	4	1
514	тургенев в	1	1
515	перед необходимостью	1	1
516	он определяет	1	1
517	затем его	1	1
518	то время	2	1
519	типы и	1	1
520	этот учет	1	1
521	в классической	1	1
522	и сам	7	1
523	что у	2	1
524	и ту	1	1
525	нельзя не	1	1
526	в нескольких	1	1
527	почти каждый	1	1
528	что автор	1	1
529	это вовсе	2	1
530	а порой	1	1
531	как обычное	1	1
532	в плоскости	2	1
533	типа достаточно	1	1
534	жизнь и	1	1
535	понятно что	1	1
536	является в	1	1
537	поэтому в	1	1
538	о котором	1	1
539	для этого	2	1
540	по мере	4	1
541	с ним	3	1
542	связанная с	1	1
543	автор не	1	1
544	даже из	2	1
545	о нем	6	1
546	до последних	1	1
547	на него	3	1
548	и та	2	1
549	и что	5	1
550	в глаза	2	1
551	после того	1	1
552	для нас	2	1
553	с целью	1	1
554	д но	1	1
555	знает что	2	1
556	автора на	1	1
557	или как	4	1
558	или иначе	1	1
559	хотя у	1	1
560	и во	1	1
561	или иными	1	1
562	на одном	1	1
563	говорит он	1	1
564	в форме	2	1
565	быть даже	1	1
566	романа в	1	1
567	и тех	1	1
568	всего этого	2	1
569	для определенного	2	1
570	в него	7	1
571	и следует	2	1
572	сюда относится	1	1
573	другие наоборот	1	1
574	действительности не	1	1
575	быть и	2	1
576	обработка его	1	1
577	стиль в	1	1
578	согласиться с	1	1
579	возникает ряд	1	1
580	в какой	1	1
581	он совершенно	1	1
582	не видеть	1	1
583	к их	1	1
584	него основной	1	1
585	в стороне	2	1
586	очень много	1	1
587	своих корреспондентов	1	1
588	между этими	1	1
589	но между	1	1
590	без этого	1	1
591	же и	4	1
592	есть в	3	1
593	конечно не	2	1
594	только на	3	1
595	в поэзии	2	1
596	существу своему	1	1
597	в виде	3	1
598	в начале	1	1
599	предполагает наличие	1	1
600	или даже	1	1
601	в данной	1	1
602	его и	2	1
603	и из	1	1
604	главное для	1	1
605	ни в	2	1
606	в известной	1	1
607	в прозе	1	1
608	сами по	1	1
609	отношение к	2	1
610	удобства и	1	1
611	содержания а	1	1
612	но что	1	1
613	дело и	2	1
614	не случайно	1	1
615	каждый из	2	1
616	оказывается перед	1	1
617	тем что	3	1
618	или ином	1	1
619	в рамки	1	1
620	гораздо сложнее	1	1
621	всеми этими	1	1
622	я то	1	1
623	автора как	2	1
624	смысла и	1	1
625	это положение	1	1
626	нет например	1	1
627	один тип	1	1
628	о своей	3	1
629	формы для	1	1
630	его себе	1	1
631	и сложнее	1	1
632	не обязательно	1	1
633	а именно	1	1
634	ничего он	2	1
635	человека а	1	1
636	глубокая и	1	1
637	потом в	1	1
638	он это	2	1
639	чем он	1	1
640	и чужое	1	1
641	как же	2	1
642	своего собственного	1	1
643	себя и	3	1
644	как рассказ	1	1
645	связано с	1	1
646	нами явления	2	1
647	материал в	2	1
648	однако и	1	1
649	жизнь в	1	1
650	основное и	1	1
651	наконец в	3	1
652	что из	1	1
653	очень часто	1	1
654	может иметь	1	1
655	так называемой	1	1
656	произведении но	1	1
657	сложнее в	1	1
658	и особенно	2	1
659	в духе	1	1
660	как в	2	1
661	и самые	1	1
662	их к	1	1
663	если так	1	1
664	где же	1	1
665	тургенев не	1	1
666	так или	1	1
667	в той	5	1
668	должно быть	4	1
669	произведения или	1	1
670	слова и	12	1
671	благодаря этому	1	1
672	является для	1	1
673	вне себя	1	1
674	совершенно очевидно	1	1
675	но это	4	1
676	стоит только	1	1
677	слова с	7	1
678	случае он	1	1
679	мы видим	1	1
680	в следующей	1	1
681	изобразить и	1	1
682	его творчества	2	1
683	место для	1	1
684	я всегда	1	1
685	это как	1	1
686	все герои	1	1
687	а к	1	1
688	в каждой	2	1
689	сознания вообще	1	1
690	и все	6	1
691	той или	3	1
692	у достоевского	14	1
693	время работы	1	1
694	еще более	2	1
695	и ни	1	1
696	которых он	1	1
697	его значение	1	1
698	но вот	1	1
699	еще в	1	1
700	е в	1	1
701	бы с	1	1
702	лишь те	1	1
703	это в	1	1
704	том или	3	1
705	совершенно не	4	1
706	авантюрного романа	2	1
707	в последнем	3	1
708	этот последний	1	1
709	в кругу	1	1
710	есть и	3	1
711	или точнее	1	1
712	два примера	1	1
713	сущности в	1	1
714	и другие	1	1
715	же на	1	1
716	к страхову	1	1
717	можно назвать	1	1
718	в таком	2	1
719	или наоборот	1	1
