N	2gram	Nazirov_Tv_1	Istorich
369	о которых	1	1
370	и делает	1	1
371	далеко не	3	1
372	с тем	1	1
373	на друга	1	1
374	и уже	1	1
375	одна и	1	1
376	распространенным представлениям	1	1
377	можно считать	1	1
378	и было	1	1
379	не мог	2	1
380	с ума	1	1
381	в войне	1	1
382	но если	3	1
383	в своей	4	1
384	этой связи	2	1
385	именно и	1	1
386	своего индивидуального	1	1
387	этого вопроса	1	1
388	может сделать	1	1
389	от себя	1	1
390	что я	3	1
391	всякий раз	1	1
392	за один	1	1
393	и более	1	1
394	по себе	1	1
395	что эта	1	1
396	и есть	1	1
397	тем самым	7	1
398	мышления и	1	1
399	дело в	3	1
400	что их	1	1
401	девушки он	1	1
402	которого он	2	1
403	и достижение	1	1
404	для всего	1	1
405	а кто	1	1
406	он с	1	1
407	нельзя не	1	1
408	по всей	1	1
409	ним она	1	1
410	больше чем	2	1
411	действительности но	1	1
412	находятся в	1	1
413	в одиссее	1	1
414	того в	1	1
415	как она	1	1
416	ее с	1	1
417	жизни на	1	1
418	четыре дня	1	1
419	же он	1	1
420	прямо в	2	1
421	до того	1	1
422	как будто	5	1
423	особое внимание	1	1
424	ли это	1	1
425	однако это	1	1
426	и красота	2	1
427	вот в	2	1
428	один раз	1	1
429	есть признак	1	1
430	же самое	1	1
431	мы все	1	1
432	к тому	2	1
433	а что	2	1
434	этой легенды	1	1
435	указывает на	1	1
436	оно не	1	1
437	он создает	1	1
438	если же	1	1
439	где он	2	1
440	более не	2	1
441	до них	1	1
442	вывод что	1	1
443	не могу	2	1
444	мысль о	2	1
445	но мы	1	1
446	войне с	1	1
447	он пришел	1	1
448	на поверхность	1	1
449	если они	1	1
450	и сам	1	1
451	живет в	2	1
452	во многом	7	1
453	вопрос но	1	1
454	можно только	1	1
455	во второй	2	1
456	и с	3	1
457	по мере	1	1
458	означает что	1	1
459	на свадьбе	1	1
460	и та	2	1
461	никак не	1	1
462	ясным что	1	1
463	самому себе	1	1
464	можно сказать	2	1
465	все та	1	1
466	мы понимаем	1	1
467	вопросу о	1	1
468	связь между	1	1
469	один момент	1	1
470	он принимается	1	1
471	и всю	1	1
472	от них	1	1
473	в его	13	1
474	для ясности	1	1
475	в апокалипсисе	1	1
476	во всей	2	1
477	вслед за	2	1
478	именно в	2	1
479	перед тем	2	1
480	нем и	1	1
481	в ту	3	1
482	самых важных	1	1
483	мотив он	1	1
484	делает это	1	1
485	в лице	2	1
486	значит что	2	1
487	в современной	1	1
488	но с	1	1
489	с ними	1	1
490	пришел к	1	1
491	в какой	1	1
492	в народе	1	1
493	к их	1	1
494	спускается в	1	1
495	и действительно	1	1
496	и стад	1	1
497	ад и	1	1
498	страх перед	2	1
499	который в	3	1
500	во времени	3	1
501	жизни и	3	1
502	вопрос об	1	1
503	приводит нас	1	1
504	вот что	1	1
505	так можно	1	1
506	больше не	4	1
507	в жизни	2	1
508	в виде	3	1
509	утверждал что	3	1
510	ту или	1	1
511	ибо он	1	1
512	в мировой	1	1
513	и их	1	1
514	представлений о	2	1
515	но что	1	1
516	она всегда	1	1
517	легенды в	1	1
518	даже и	1	1
519	литературе нет	1	1
520	связан с	3	1
521	на голову	1	1
522	и книга	2	1
523	и из	1	1
524	с другим	1	1
525	в бою	1	1
526	для этого	1	1
527	в ряде	1	1
528	а с	1	1
529	так вот	2	1
530	тут-то и	1	1
531	большого города	1	1
532	показалось что	1	1
533	на смену	2	1
534	а на	1	1
535	у других	1	1
536	и самый	1	1
537	в картине	1	1
538	да не	1	1
539	означало бы	1	1
540	его как	2	1
541	и милостиво	1	1
542	из героев	1	1
543	а так	1	1
544	о чем	1	1
545	него не	1	1
546	происхождение и	1	1
547	его золотым	1	1
548	для этой	2	1
549	все более	2	1
550	начиная с	1	1
551	до этого	2	1
552	в самой	1	1
553	он ее	1	1
554	эта теория	1	1
555	в него	2	1
556	места где	1	1
557	да я	2	1
558	xix века	6	1
559	по своему	1	1
560	не дают	1	1
561	что же	1	1
562	и всей	1	1
563	вокруг себя	2	1
564	один день	1	1
565	т п	2	1
566	дела в	1	1
567	одного лица	1	1
568	в книге	3	1
569	и часто	1	1
570	ли в	2	1
571	на огонь	1	1
572	гораздо шире	1	1
573	человек и	1	1
574	и перед	1	1
575	ее и	2	1
576	общественный строй	1	1
577	еще более	2	1
578	хотя бы	5	1
579	только что	2	1
580	все они	1	1
581	я в	1	1
582	же в	1	1
583	я за	1	1
584	свое лицо	2	1
585	он же	1	1
586	может и	1	1
587	не знает	2	1
588	только как	1	1
589	но этот	1	1
590	религии и	1	1
591	отношению к	1	1
592	что ты	2	1
593	героя в	1	1
594	эти слова	2	1
595	но эти	1	1
596	а я	1	1
597	в частности	2	1
598	это в	3	1
599	в таком	1	1
600	такой же	2	1
