N	2gram	Tiupa_Lite_3	TeoriaLi
542	втором случае	1	1
543	по характеристике	1	1
544	друг другу	1	1
545	стать самим	1	1
546	и более	1	1
547	произведения в	3	1
548	и наоборот	2	1
549	свобода и	1	1
550	открывается в	1	1
551	свое незаместимое	1	1
552	личность в	1	1
553	духовного отношения	1	1
554	то с	1	1
555	между людьми	2	1
556	чистом виде	1	1
557	в таких	1	1
558	я для	1	1
559	ее не	1	1
560	с которой	2	1
561	не имеет	1	1
562	не берет	1	1
563	позицией уединенного	1	1
564	возлагает на	2	1
565	и сама	1	1
566	бытия и	1	1
567	свободы и	2	1
568	является эстетическим	1	1
569	которых и	1	1
570	о прозе	1	1
571	он мог	1	1
572	нельзя не	1	1
573	жизни не	2	1
574	это явление	1	1
575	собственного я	2	1
576	эти стороны	1	1
577	ему и	1	1
578	жизнью в	3	1
579	первых десятилетий	3	1
580	и теперь	1	1
581	связи с	2	1
582	ту или	1	1
583	как я	1	1
584	стихотворение не	1	1
585	из того	2	1
586	не по	1	1
587	и делает	1	1
588	ему не	1	1
589	у нас	2	1
590	десятилетий хх	3	1
591	деятельности и	1	1
592	опоры вне	1	1
593	когда мы	1	1
594	живаго это	2	1
595	предстает субъектом	1	1
596	для личности	1	1
597	ли не	1	1
598	его за	1	1
599	числе и	2	1
600	в своего	2	1
601	в событии	1	1
602	значительной степени	1	1
603	его с	1	1
604	бы личность	1	1
605	своей ролевой	1	1
606	у истоков	1	1
607	слова с	1	1
608	в каждом	1	1
609	между автором	1	1
610	оно не	2	1
611	она не	1	1
612	самоутверждения субъекта	1	1
613	в каждой	2	1
614	в ситуации	2	1
615	для иного	1	1
616	вещей в	2	1
617	именно эту	1	1
618	как мы	2	1
619	а затем	3	1
620	того чтобы	2	1
621	из москвы	1	1
622	людей в	1	1
623	общения между	1	1
624	существа в	1	1
625	языка и	1	1
626	по сути	1	1
627	чтобы быть	1	1
628	художественной практики	1	1
629	художественного мышления	6	1
630	вопрос что	1	1
631	значение в	1	1
632	субъекта объекта	1	1
633	с собой	1	1
634	на нее	1	1
635	здесь как	2	1
636	ориентировано на	2	1
637	соответствующую ей	1	1
638	читателей по	1	1
639	может оставаться	1	1
640	разного рода	1	1
641	жизнь и	1	1
642	в словах	3	1
643	для этого	1	1
644	и эстетический	1	1
645	деятельности в	1	1
646	искусства и	3	1
647	ответственностью за	1	1
648	нет на	1	1
649	людей заветная	1	1
650	на вопрос	1	1
651	определенным образом	1	1
652	при котором	1	1
653	воспринимающим сознанием	1	1
654	одного из	2	1
655	коммуникативного поведения	1	1
656	такова что	1	1
657	мира а	2	1
658	и который	1	1
659	значимое место	1	1
660	в значительной	1	1
661	пушкинского пророка	1	1
662	от автора	1	1
663	по слову	1	1
664	не допуская	1	1
665	не перейти	1	1
666	области искусства	1	1
667	делает в	1	1
668	эти два	1	1
669	интертекстуальные связи	1	1
670	нуждается в	1	1
671	ним и	1	1
672	искусства к	1	1
673	художников слова	1	1
674	и только	2	1
675	чем и	1	1
676	иной мере	1	1
677	наконец в	3	1
678	иначе в	1	1
679	человека как	1	1
680	по собственному	2	1
681	эстетическое переживание	2	1
682	один из	2	1
683	но с	2	1
684	и внутренний	1	1
685	в двух	1	1
686	что лирическое	1	1
687	с появлением	1	1
688	личностного существования	1	1
689	уединенного сознания	14	1
690	и является	1	1
691	ахматовой в	1	1
692	может оказаться	1	1
693	солидарности с	1	1
694	своей жизнью	1	1
695	субъектом и	1	1
696	который в	1	1
697	и жизни	3	1
698	со всеми	2	1
699	по большей	2	1
700	так что	1	1
701	для всех	1	1
702	есть в	1	1
703	как быть	1	1
704	только на	1	1
705	в единстве	3	1
706	в значении	1	1
707	в поэзии	5	1
708	словно в	1	1
709	с позиций	1	1
710	на свое	2	1
711	которая способна	1	1
712	как писал	2	1
713	или даже	1	1
714	общественном сознании	1	1
715	две другие	1	1
716	из них	4	1
717	за ним	2	1
718	только одно	1	1
719	одно из	4	1
720	человеческой субъективности	1	1
721	и их	1	1
722	и мир	1	1
723	в одном	4	1
724	высшая форма	3	1
725	мира я	1	1
726	так как	1	1
727	тому же	5	1
728	входят в	1	1
729	случае не	1	1
730	напротив предполагает	1	1
731	той самой	1	1
732	в первую	1	1
733	лишь один	1	1
734	виртуальной личности	1	1
735	но из	1	1
736	для того	2	1
737	способ присутствия	1	1
738	обращением к	1	1
739	самоактуализации личности	1	1
740	но одно	1	1
741	как у	4	1
742	в общественном	1	1
743	на ее	1	1
744	близости людей	1	1
745	если говорить	1	1
746	одновременно не	1	1
747	очевидным образом	1	1
748	по своим	1	1
749	в уме	1	1
750	и напротив	2	1
751	я когда	1	1
752	еще и	2	1
753	окружающей его	1	1
754	или словами	3	1
755	что для	1	1
756	в хх	3	1
757	к более	1	1
758	внешних и	1	1
759	превращается в	1	1
760	не было	1	1
761	бы послужить	1	1
762	искусстве не	1	1
763	и эстетического	1	1
764	из наиболее	1	1
765	более того	3	1
766	известную цельность	1	1
767	от мира	1	1
768	когда ни	1	1
769	и я	1	1
770	с предельной	1	1
771	в ряду	1	1
772	за свою	1	1
773	и ему	1	1
774	то она	2	1
775	если не	2	1
776	в связи	1	1
777	как ни	1	1
778	почву для	1	1
779	по рассуждению	3	1
780	но кто	1	1
781	со словом	1	1
782	будущее в	1	1
783	субъектом только	1	1
784	к бытию	1	1
785	к своему	1	1
786	для искусства	1	1
787	может как	1	1
788	целом ряде	1	1
789	этого типа	1	1
790	в европейской	1	1
791	тому как	3	1
792	лицом и	1	1
793	и неслиянность	1	1
794	высокий уровень	1	1
795	мыслится как	3	1
796	мира с	1	1
797	существования который	1	1
798	ценность и	1	1
799	арсения тарковского	1	1
800	в контексте	1	1
801	с этой	2	1
802	художественное произведение	2	1
803	к объекту	1	1
804	место принадлежит	1	1
805	искусства в	1	1
806	своей жизни	2	1
807	все это	1	1
808	этом и	1	1
809	точно и	1	1
810	коммуникативных стратегий	1	1
811	характерные для	1	1
812	реальность а	1	1
813	целостности доступной	1	1
814	писал в	1	1
815	это уже	1	1
816	не тотально	1	1
817	еще одна	1	1
818	должен найти	1	1
819	и от	1	1
820	художественной культуры	5	1
821	хх века	11	1
822	все они	2	1
823	о котором	1	1
824	которая в	1	1
825	отчизны на	1	1
826	например не	1	1
827	себя самого	1	1
828	в третьем	3	1
829	бы в	1	1
830	из текста	1	1
831	художественную деятельность	1	1
832	это точка	1	1
833	стороны в	1	1
834	можно охарактеризовать	1	1
835	она же	1	1
836	новой художественной	1	1
837	в мировом	1	1
838	с другими	1	1
839	за его	2	1
840	поэт в	2	1
841	перейти влюбленности	1	1
842	ни было	2	1
843	же в	2	1
844	личного бытия	1	1
845	не есть	1	1
846	в стихах	6	1
847	над собою	1	1
848	высказывания при	1	1
849	внутреннее я	1	1
850	черта ее	1	1
851	может и	1	1
852	с ней	2	1
853	две стороны	1	1
854	исторической поэтики	1	1
855	незаместимое место	1	1
856	совершенно не	3	1
857	внутреннюю свободу	1	1
858	себе самому	3	1
859	я это	2	1
860	из этого	1	1
861	дискурс власти	3	1
862	и ударной	1	1
863	что такое	1	1
864	к сверхличному	1	1
865	жизни и	3	1
866	ее в	2	1
867	м.м бахтина	1	1
868	в своих	2	1
869	героя как	2	1
870	в таком	1	1
871	этой точки	1	1
