N	2gram	Propp_Isto_7	EvropaiC
234	мы видели	7	2
235	общую картину	1	2
236	такой же	1	2
237	в один	2	2
238	на первый	4	2
239	в эту	1	2
240	но если	1	2
241	никто не	1	2
242	можно ли	1	2
243	в которых	1	2
244	ответить на	1	2
245	образом и	1	2
246	и более	1	2
247	тому что	2	2
248	она не	2	2
249	то с	1	2
250	тем самым	1	2
251	тогда когда	3	2
252	одна из	7	2
253	на него	2	2
254	в основе	2	2
255	мы все	1	2
256	в самой	1	2
257	и весь	1	2
258	в противоречие	1	2
259	очень мало	1	2
260	ему и	1	2
261	доказать что	1	2
262	это конечно	2	2
263	если же	1	2
264	должен быть	1	2
265	как мы	3	2
266	как не	1	2
267	стоят в	2	2
268	на том	2	2
269	и сам	1	2
270	что у	4	2
271	на нее	1	2
272	те же	1	2
273	народа от	1	2
274	из одного	3	2
275	все его	2	2
276	все дело	2	2
277	сводится к	1	2
278	в другом	1	2
279	и поэтому	1	2
280	другими словами	2	2
281	не стоит	2	2
282	все в	2	2
283	к нему	7	2
284	в ту	1	2
285	если это	2	2
286	было бы	2	2
287	показывают что	6	2
288	но так	1	2
289	но с	1	2
290	этот вопрос	2	2
291	и так	2	2
292	жизни и	1	2
293	то и	4	2
294	ни было	1	2
295	понятным что	1	2
296	это обстоятельство	2	2
297	вовсе не	4	2
298	к ним	2	2
299	как при	1	2
300	к той	1	2
301	и только	1	2
302	и из	1	2
303	однако это	1	2
304	одной стороны	5	2
305	при более	1	2
306	для этой	1	2
307	в частности	1	2
308	независимо от	1	2
309	но не	6	2
310	эти примеры	1	2
311	что же	1	2
312	многих других	1	2
313	с этой	6	2
314	между прочим	3	2
315	но для	2	2
316	то ему	1	2
317	с уже	1	2
318	не от	2	2
319	с ними	1	2
320	не знает	1	2
321	не играет	1	2
322	начале этой	1	2
323	что под	1	2
324	они не	2	2
325	и наиболее	1	1
326	от этой	1	1
327	превосходства над	1	1
328	стоящего в	1	1
329	например в	3	1
330	и весьма	1	1
331	он может	4	1
332	ее до	1	1
333	силы и	1	1
334	народов у	1	1
335	и должны	1	1
336	из самых	2	1
337	которую они	1	1
338	смысл этого	1	1
339	из его	1	1
340	сам автор	1	1
341	в зависимости	1	1
342	отношения к	1	1
343	а как	1	1
344	есть не	1	1
345	на тех	1	1
346	выше в	3	1
347	из всего	2	1
348	мы не	4	1
349	которую мы	1	1
350	строя однако	1	1
351	такое положение	2	1
352	время как	2	1
353	на себя	2	1
354	его никто	1	1
355	причем это	1	1
356	я не	1	1
357	зависимости от	1	1
358	в народных	1	1
359	с большим	1	1
360	большей частью	1	1
361	к своему	1	1
362	происхождение этого	1	1
363	и этого	1	1
364	в различных	3	1
365	с его	3	1
366	играет роль	1	1
367	только после	2	1
368	не отличается	1	1
369	признаки и	1	1
370	благоприятную почву	1	1
371	и другие	9	1
372	а только	1	1
373	друг на	1	1
374	если в	2	1
375	некоторые черты	2	1
376	себе и	3	1
377	со стороны	2	1
378	ее он	2	1
379	земле в	1	1
380	по другим	1	1
381	отличаются от	1	1
382	еще один	2	1
383	первый взгляд	4	1
384	что во	2	1
385	как в	12	1
386	что именно	1	1
387	перед нами	2	1
388	кроме того	3	1
389	у народов	1	1
390	тех случаях	4	1
391	не отметить	1	1
392	и как	1	1
393	вне этого	1	1
394	ясно показывают	1	1
395	утверждают что	1	1
396	есть ли	1	1
397	и хотя	1	1
398	в этот	1	1
399	не приходится	1	1
400	бы с	1	1
401	возможно что	3	1
402	он в	2	1
403	рассказ о	2	1
404	нами в	2	1
405	во многих	2	1
406	не могла	1	1
407	на его	2	1
408	но именно	1	1
409	после этого	3	1
410	от которого	1	1
411	вот к	1	1
412	и вот	1	1
413	исходит от	1	1
414	еще одной	1	1
415	в каждом	1	1
416	здесь мы	5	1
417	а его	3	1
418	что надо	1	1
419	знает что	1	1
420	входит в	1	1
421	всех народов	1	1
422	уже знаем	3	1
423	силы эта	1	1
424	чтобы узнать	2	1
425	характер не	1	1
426	надо считать	1	1
427	расстояния от	1	1
428	и тем	2	1
429	чаще всего	3	1
430	стоит на	1	1
431	кажется что	3	1
432	в ином	12	1
433	по всему	1	1
434	рядом с	1	1
435	она и	1	1
436	этого не	2	1
437	на друга	1	1
438	которой он	3	1
439	как должен	1	1
440	за спиной	1	1
441	в чистом	1	1
442	можно считать	1	1
443	их на	2	1
444	не мог	1	1
445	бы на	1	1
446	в своей	1	1
447	соответствующие им	1	1
448	что такое	2	1
449	нас не	2	1
450	можно найти	2	1
451	как все	1	1
452	и третий	1	1
453	это делает	1	1
454	его мнению	1	1
455	объявляют что	1	1
456	что я	1	1
457	и другого	1	1
458	и той	1	1
459	но он	2	1
460	друг другу	1	1
461	состоит в	1	1
462	надо сказать	1	1
463	что этот	2	1
464	того кто	2	1
465	находясь на	1	1
466	в европейских	1	1
467	характер в	1	1
468	чистом виде	1	1
469	стоит в	2	1
470	и другое	2	1
471	не имеет	4	1
472	в науке	1	1
473	ее с	1	1
474	уже очень	1	1
475	не по	2	1
476	несколько ниже	1	1
477	что ей	1	1
478	и станет	2	1
479	вытекает из	2	1
480	этого явления	1	1
481	нельзя не	1	1
482	дело в	1	1
483	больше чем	1	1
484	однако такое	1	1
485	они являются	1	1
486	к ней	2	1
487	всех своих	1	1
488	видим что	3	1
489	и его	3	1
490	же он	1	1
491	со своим	4	1
492	и свою	1	1
493	ли это	1	1
494	не совсем	2	1
495	начиная с	1	1
496	всем их	1	1
497	есть признак	1	1
498	показывающих что	1	1
499	всего что	1	1
500	они и	1	1
501	к пониманию	1	1
502	эта враждебность	1	1
503	для себя	1	1
504	оно может	1	1
505	приходит к	3	1
506	но при	2	1
507	вывод что	1	1
508	однако ни	1	1
509	здесь не	2	1
510	не могу	1	1
511	без всякого	2	1
512	только если	2	1
513	нами выше	2	1
514	мысль о	1	1
515	на той	1	1
516	то время	2	1
517	так в	4	1
518	вопрос что	1	1
519	сам он	2	1
520	можно только	1	1
521	основана на	1	1
522	составные части	1	1
523	собой и	1	1
524	ли эти	2	1
525	ничего не	5	1
526	имеются и	1	1
527	находится в	1	1
528	мы всегда	1	1
529	может видеть	1	1
530	в состав	1	1
531	другом месте	1	1
532	нем черты	1	1
533	и та	1	1
534	но мы	1	1
535	никак не	1	1
536	или их	1	1
537	состоящее в	1	1
538	все та	1	1
539	образом мы	2	1
540	смотрят на	1	1
541	которых они	1	1
542	и всю	1	1
543	существенную часть	1	1
544	ее от	1	1
545	от них	1	1
546	что обитатели	1	1
547	раньше чем	3	1
548	примеры показывают	1	1
549	этом и	2	1
550	во всей	1	1
551	только такие	1	1
552	в другой	3	1
553	и подобных	1	1
554	у всех	1	1
555	или может	1	1
556	связь между	1	1
557	но тут	1	1
558	узнать ее	1	1
559	в современной	1	1
560	тех пор	1	1
561	чем эта	1	1
562	и история	1	1
563	на которой	1	1
564	один из	7	1
565	видели что	1	1
566	совсем не	1	1
567	мы видим	10	1
568	вступить в	1	1
569	в угоду	1	1
570	к их	1	1
571	те которые	1	1
572	самые разнообразные	1	1
573	бы ни	1	1
574	по этому	2	1
575	а после	2	1
576	в качестве	3	1
577	уже не	2	1
578	уже в	3	1
579	только на	2	1
580	или через	1	1
581	этому вопросу	1	1
582	а то	1	1
583	у австралийцев	2	1
584	у того	2	1
585	за ним	1	1
586	конечно у	1	1
587	друг друга	2	1
588	не случайно	3	1
589	их отцы	1	1
590	тем что	6	1
591	кроме этих	1	1
592	без внимания	1	1
593	ее на	4	1
594	мы возьмем	1	1
595	в других	4	1
596	даже и	1	1
597	но из	1	1
598	же еще	1	1
599	из двух	1	1
600	и даже	3	1
601	с другим	1	1
602	связаны с	2	1
603	а именно	6	1
604	эти две	1	1
605	что тот	2	1
606	случаев в	1	1
607	кто в	1	1
608	тут-то и	1	1
609	с ней	3	1
610	и пр	1	1
611	только по	1	1
612	на основании	1	1
613	а на	1	1
614	та часть	1	1
615	а не	8	1
616	в руках	2	1
617	долго и	2	1
618	и оно	2	1
619	а так	1	1
620	когда она	2	1
621	в риме	1	1
622	его хотят	1	1
623	на которые	1	1
624	которых его	1	1
625	все более	1	1
626	вступает в	3	1
627	то не	4	1
628	эти слова	1	1
629	все свое	1	1
630	поэтому если	1	1
631	направление в	1	1
632	интересен и	1	1
633	что за	3	1
634	еще нет	1	1
635	а если	2	1
636	место перед	1	1
637	если они	1	1
638	этого доказать	1	1
639	взгляд кажется	1	1
640	а потом	2	1
641	их было	1	1
642	этой стороны	3	1
643	же самое	1	1
644	противоречие с	1	1
645	из трех	1	1
646	она должна	1	1
647	всего в	1	1
648	вообще говоря	1	1
649	становится понятным	1	1
650	и часто	1	1
651	ли в	1	1
652	много но	2	1
653	причем в	2	1
654	и перед	1	1
655	как эта	1	1
656	место новому	1	1
657	еще более	1	1
658	довольно пеструю	1	1
659	его тем	1	1
660	ноги и	2	1
661	с ума	1	1
662	или не	1	1
663	этим он	2	1
664	и непонятной	1	1
665	пришла к	1	1
666	в целях	2	1
667	не своего	1	1
668	две стороны	1	1
669	сказать что	2	1
670	от всех	2	1
671	но этот	1	1
672	на гибель	1	1
673	всех других	2	1
674	что ни	1	1
675	других случаев	1	1
676	которые имеют	1	1
677	всем этом	1	1
678	увидим что	2	1
679	ее в	3	1
680	причем эти	1	1
681	и эта	2	1
682	силы на	1	1
683	точно так	2	1
