N	2gram	Propp_Isto_7	TeoriaLi
280	большинстве случаев	1	1
281	теми которые	1	1
282	было бы	2	1
283	в бою	1	1
284	должен был	2	1
285	имеющихся в	2	1
286	в них	3	1
287	рядом с	1	1
288	тычет в	1	1
289	она и	1	1
290	аристофана где	1	1
291	с тем	1	1
292	как видно	1	1
293	не всегда	4	1
294	в чистом	1	1
295	обратимся к	1	1
296	и становится	3	1
297	развития но	1	1
298	с первых	1	1
299	с ума	1	1
300	но если	1	1
301	от своего	1	1
302	связь со	1	1
303	обращается к	3	1
304	и без	1	1
305	это делает	1	1
306	в котором	2	1
307	еще нет	1	1
308	его под	1	1
309	стоит в	2	1
310	от его	1	1
311	не путем	1	1
312	но эта	2	1
313	и тычет	1	1
314	друг другу	1	1
315	и более	1	1
316	чем собственно	1	1
317	собой и	1	1
318	и наоборот	1	1
319	не должно	1	1
320	то с	1	1
321	у нее	2	1
322	случае в	1	1
323	чистом виде	1	1
324	таких случаях	1	1
325	в таких	2	1
326	строя и	1	1
327	исторического бытия	1	1
328	не имеет	4	1
329	дело в	1	1
330	одна из	7	1
331	которого он	1	1
332	он мог	1	1
333	нельзя не	1	1
334	того и	1	1
335	имеются и	1	1
336	там ребенка	1	1
337	в самой	1	1
338	от него	3	1
339	ему и	1	1
340	этих случаях	16	1
341	связи с	3	1
342	ту или	1	1
343	как я	1	1
344	не по	2	1
345	обращает на	1	1
346	задолго до	1	1
347	и делает	1	1
348	однако это	1	1
349	ему не	1	1
350	очень часто	1	1
351	не могут	2	1
352	образом что	1	1
353	его за	2	1
354	заметил что	1	1
355	его с	1	1
356	всего что	1	1
357	указывает на	1	1
358	в каждом	1	1
359	оно не	1	1
360	она не	2	1
361	говорит о	2	1
362	должен быть	1	1
363	в ситуации	1	1
364	из всего	2	1
365	как мы	3	1
366	на основе	1	1
367	мысль о	1	1
368	это ведет	1	1
369	то время	2	1
370	вопрос что	1	1
371	с собой	7	1
372	можно было	1	1
373	на нее	1	1
374	стороны не	2	1
375	живет в	1	1
376	с героем	2	1
377	для этого	1	1
378	с ним	5	1
379	означает что	1	1
380	мы рассмотрим	3	1
381	на вопрос	4	1
382	никак не	1	1
383	героя не	1	1
384	не содержит	2	1
385	как ее	1	1
386	или их	1	1
387	после того	4	1
388	традиции как	1	1
389	вопросу о	1	1
390	в центральной	1	1
391	но дело	1	1
392	от одного	1	1
393	только такие	1	1
394	и только	1	1
395	в другой	3	1
396	с матерью	1	1
397	перед тем	1	1
398	три слоя	1	1
399	о своих	1	1
400	в том-то	2	1
401	жизнь но	1	1
402	на которой	1	1
403	один из	7	1
404	но с	1	1
405	д и	1	1
406	ее к	1	1
407	тот же	2	1
408	с появлением	1	1
409	дело с	1	1
410	но этим	1	1
411	в какой	1	1
412	например так	1	1
413	самые разнообразные	1	1
414	их не	2	1
415	который в	1	1
416	а после	2	1
417	так что	3	1
418	из которого	1	1
419	только на	2	1
420	смысл этой	1	1
421	на свое	2	1
422	мире на	1	1
423	и обладает	1	1
424	случаях оказывается	1	1
425	не дает	1	1
426	или даже	2	1
427	дает ему	2	1
428	из них	2	1
429	за ним	1	1
430	и их	1	1
431	никто не	1	1
432	так как	8	1
433	к ним	2	1
434	ту сторону	1	1
435	не говорит	1	1
436	в первую	7	1
437	ее на	4	1
438	но из	1	1
439	для того	1	1
440	представляют собой	5	1
441	он же	1	1
442	на ее	1	1
443	связаны с	2	1
444	по своим	3	1
445	до смерти	1	1
446	в отсутствие	1	1
447	такое же	2	1
448	и пр	1	1
449	превращается в	3	1
450	героя тогда	1	1
451	означало бы	1	1
452	могут служить	1	1
453	которое существует	1	1
454	что из	2	1
455	его как	1	1
456	и ему	1	1
457	если не	4	1
458	в связи	2	1
459	почву для	1	1
460	до этого	1	1
461	в одной	2	1
462	требует от	1	1
463	к своему	1	1
464	быть это	1	1
465	его личной	1	1
466	упала на	1	1
467	на колени	1	1
468	приобщение к	1	1
469	и пусть	1	1
470	лицом и	1	1
471	для понимания	1	1
472	многих других	1	1
473	в терминологии	1	1
474	он от	1	1
475	с этой	6	1
476	и формы	1	1
477	можно предположить	2	1
478	этом случае	1	1
479	и одна	1	1
480	все это	8	1
481	с иным	1	1
482	этом и	2	1
483	вы говорите	1	1
484	о мире	1	1
485	при всем	1	1
486	еще одна	3	1
487	и от	2	1
488	возможности такого	1	1
489	все они	1	1
490	в третьем	1	1
491	за него	4	1
492	в мировом	1	1
493	ни было	1	1
494	же в	1	1
495	мы видим	10	1
496	вступает в	3	1
497	однако герой	1	1
498	к самому	1	1
499	является его	1	1
500	черта ее	1	1
501	куда не	1	1
502	может и	1	1
503	а о	1	1
504	с ней	3	1
505	собой для	1	1
506	из мифа	1	1
507	две стороны	1	1
508	от всех	2	1
509	впервые в	1	1
510	в иной	2	1
511	вступить в	1	1
512	начале этой	1	1
513	из этого	1	1
514	только о	2	1
515	что такое	2	1
516	жизни и	1	1
517	ее в	3	1
518	и другие	9	1
519	нее как	1	1
520	в лесу	2	1
521	героя как	1	1
522	см в	1	1
523	можно назвать	1	1
524	в таком	1	1
525	точно так	2	1
526	все что	1	1
527	этой точки	3	1
