N	2gram	Bakhtin_Pr_5	UchenyiS
230	как нам	1	1
231	но для	2	1
232	в большей	1	1
233	и все	15	1
234	что только	1	1
235	у кого	1	1
236	тот же	4	1
237	поступка в	1	1
238	вообще по	1	1
239	и действительно	1	1
240	себя на	1	1
241	он уже	3	1
242	в которой	2	1
243	мыслей о	1	1
244	бы ни	1	1
245	находятся в	1	1
246	он в	4	1
247	с одной	1	1
248	с которыми	2	1
249	в качестве	1	1
250	но именно	2	1
251	без этого	1	1
252	тем более	1	1
253	что по	1	1
254	бы только	1	1
255	и строится	1	1
256	живого человека	1	1
257	точно и	1	1
258	уже не	3	1
259	новых приемов	1	1
260	на одно	2	1
261	далеко не	1	1
262	ее как	3	1
263	то и	1	1
264	же в	1	1
265	и всей	1	1
266	в процессе	1	1
267	быть по	1	1
268	же ведь	1	1
269	в виде	7	1
270	в нем	16	1
271	или даже	1	1
272	или просто	1	1
273	с другом	4	1
274	он не	13	1
275	сказать что	3	1
276	отношении очень	1	1
277	очень часто	2	1
278	и так	4	1
279	весь и	1	1
280	он и	5	1
281	что еще	1	1
282	этот процесс	2	1
283	нем но	1	1
284	не для	1	1
285	в свое	1	1
286	время не	3	1
287	но он	4	1
288	метода а	1	1
289	но что	2	1
290	у него	4	1
291	этого и	2	1
292	мы можем	2	1
293	и делает	4	1
294	и свое	1	1
295	и эта	1	1
296	это в	2	1
297	к этому	1	1
298	что в	6	1
