N	2gram	Vinokur_St_3	Psycholo
195	в конце	6	3
196	от того	2	3
197	и только	2	3
198	на примере	1	3
199	до сих	2	3
200	не было	4	3
201	совершенно очевидно	1	3
202	в одной	2	3
203	из его	7	3
204	в состоянии	1	3
205	сих пор	2	3
206	но это	4	3
207	каждой из	1	3
208	потому не	1	3
209	конце концов	3	3
210	т е	8	3
211	жизни и	1	3
212	все что	1	3
213	как на	6	3
214	я сказал	1	2
215	ту же	1	2
216	того же	2	2
217	и то	1	2
218	на самом	1	2
219	тех же	1	2
220	идет о	1	2
221	поэзии и	1	2
222	из всех	1	2
223	есть не	1	2
224	как мы	2	2
225	этом не	1	2
226	на эти	3	2
227	почти все	1	2
228	благодаря тому	1	2
229	быть в	1	2
230	в чем	4	2
231	на основе	2	2
232	но как	2	2
233	отношение к	4	2
234	что они	2	2
235	стал бы	2	2
236	как говорит	1	2
237	независимо от	5	2
238	последнее время	1	2
239	когда он	1	2
240	и художественного	1	2
241	более или	1	2
242	представляет собой	1	2
243	то я	1	2
244	в известном	1	2
245	остановиться на	1	2
246	и тот	2	2
247	как он	1	2
248	в нем	1	2
249	этого вопроса	1	2
250	как они	1	2
251	совпадают с	1	2
252	и с	4	2
253	не дает	1	2
254	его в	1	2
255	а чем-то	1	2
256	но совершенно	1	2
257	с так	1	2
258	на почве	5	2
259	этом смысле	4	2
260	и тем	4	2
261	в них	5	2
262	и очень	1	2
263	этого произведения	1	2
264	такой же	2	2
265	и тогда	2	2
266	или менее	1	2
267	что такое	7	2
268	в такой	2	2
269	с точки	4	2
270	одном из	1	2
271	тем не	2	2
272	том же	1	2
273	даже в	1	2
274	этой области	2	2
275	что есть	1	2
276	свою работу	1	2
277	не менее	2	2
278	с теми	1	2
279	принадлежат к	1	2
280	казалось бы	1	2
281	ничего не	4	2
282	мыслей и	1	2
283	в русском	2	2
284	у шекспира	5	2
285	имеет именно	1	2
286	этом отношении	4	2
287	же самое	1	2
288	на это	2	2
289	в применении	1	2
290	на вопрос	3	2
291	приходит к	1	2
292	без всякого	2	2
293	приводит к	1	2
294	материала для	1	2
295	с ним	1	2
296	означает что	1	2
297	все дело	1	2
298	и здесь	3	2
299	зрения на	1	2
300	но и	9	2
301	этих двух	2	2
302	и во	2	2
303	теорий в	1	2
304	или как	1	2
305	тем или	1	2
306	этому поводу	2	2
307	это имеет	1	2
308	я думаю	2	2
309	отметить что	5	2
310	я хотел	1	2
311	как она	1	2
312	к нему	4	2
313	что здесь	4	2
314	как например	8	2
315	по мнению	3	2
316	по этому	3	2
317	в качестве	4	2
318	вот что	3	2
319	уже не	3	2
320	в поэзии	2	2
321	в жизни	4	2
322	от других	1	2
323	из них	1	2
324	одно из	2	2
325	и их	1	2
326	в одном	1	2
327	но что	1	2
328	на долю	2	2
329	как раз	3	2
330	в каком	4	2
331	себя и	2	2
332	что для	3	2
333	говорит о	1	2
334	то и	2	2
335	не означает	1	2
336	о чем	1	2
337	когда она	1	2
338	во внимание	1	2
339	в связи	3	2
340	мы видели	1	2
341	xviii в	3	2
342	выражения и	1	2
343	к жизни	1	2
344	искусства но	1	2
345	смысле этого	1	2
346	применении к	1	2
347	что же	1	2
348	из отдельных	1	2
349	отличается от	4	2
350	точно и	1	2
351	в книге	1	2
352	должна была	4	2
353	и может	2	2
354	его не	2	2
355	или иным	1	2
356	бы в	1	2
357	к этой	2	2
358	и как	1	2
359	только что	2	2
360	этого материала	1	2
361	из этого	4	2
362	в трех	1	2
363	это в	4	2
364	гораздо более	2	2
365	всегда в	1	1
366	с новыми	1	1
367	который должен	1	1
368	он о	1	1
369	так резко	1	1
370	связана с	4	1
371	он хотел	3	1
372	в первом	1	1
373	по преимуществу	1	1
374	основных вопросов	1	1
375	и больше	1	1
376	традиции мы	1	1
377	и этот	1	1
378	он уже	1	1
379	например то	1	1
380	при анализе	1	1
381	что если	2	1
382	совершенно недостаточно	1	1
383	темы в	1	1
384	стих в	2	1
385	не была	2	1
386	еще до	1	1
387	к самим	1	1
388	и над	1	1
389	на тему	3	1
390	и ее	2	1
391	ему в	1	1
392	то это	1	1
393	я их	1	1
394	первого взгляда	1	1
395	один общий	1	1
396	решение вопроса	1	1
397	в сцене	6	1
398	в ней	4	1
399	свою очередь	1	1
400	еще не	2	1
401	моцарт и	2	1
402	и на	6	1
403	спрашивает что	1	1
404	с его	3	1
405	во всех	2	1
406	тем как	2	1
407	для искусства	2	1
408	то мы	1	1
409	то он	2	1
410	с самой	1	1
411	это слово	3	1
412	в сторону	1	1
413	этому присоединяется	1	1
414	ответ на	5	1
415	показаться что	1	1
416	и пушкинская	1	1
417	нет и	2	1
418	за пределы	1	1
419	относится к	4	1
420	чем же	1	1
421	задача состоит	1	1
422	этом очень	1	1
423	только ее	1	1
424	что как	1	1
425	в известной	1	1
426	и нет	1	1
427	в одних	1	1
428	и наконец	3	1
429	не являются	1	1
430	его к	2	1
431	конечно не	1	1
432	вещи но	1	1
433	то в	4	1
434	при создании	1	1
435	пушкина до	1	1
436	такими же	1	1
437	элементов в	1	1
438	и поэтическим	1	1
439	во многих	2	1
440	всей его	1	1
441	на его	4	1
442	по словам	1	1
443	к искусству	1	1
444	как оно	1	1
445	в статье	2	1
446	свой взгляд	1	1
447	человек не	1	1
448	и легко	1	1
449	и почему	1	1
450	именно то	1	1
451	и еще	1	1
452	и социальной	1	1
453	он должен	1	1
454	же это	1	1
455	что нужно	2	1
456	каменный гость	3	1
457	для культурного	1	1
458	что ни	1	1
459	стихотворение по	1	1
460	является не	1	1
461	в нее	1	1
462	но все	2	1
463	идей и	1	1
464	а затем	1	1
465	как какой-то	1	1
466	конечно в	1	1
467	об этом	5	1
468	говорил что	5	1
469	времени и	2	1
470	а как	4	1
471	знает что	1	1
472	поэзии с	1	1
473	общества в	2	1
474	понятие об	1	1
475	особенно в	1	1
476	подходит к	1	1
477	это не	7	1
478	шекспира но	1	1
479	ни разу	2	1
480	чаще всего	1	1
481	как капитанская	1	1
482	для пушкина	13	1
483	в стихах	2	1
484	на материале	1	1
485	эти годы	2	1
486	стихотворений можно	1	1
487	для себя	1	1
488	чем в	1	1
489	п но	1	1
490	произведение с	1	1
491	значения этого	1	1
492	мере не	1	1
493	и того	1	1
494	форму но	1	1
495	но я	1	1
496	места в	1	1
497	для него	3	1
498	и при	1	1
499	рыцарь моцарт	1	1
500	нас не	2	1
501	можно найти	2	1
502	взгляд на	2	1
503	о той	1	1
504	на месте	1	1
505	из анализа	1	1
506	в черновиках	1	1
507	это своеобразие	1	1
508	своими словами	1	1
509	в прямом	2	1
510	и более	3	1
511	не могли	1	1
512	что этот	3	1
513	нас к	2	1
514	вплоть до	1	1
515	и какие	1	1
516	чтобы иметь	1	1
517	есть основное	1	1
518	как можно	2	1
519	иной раз	1	1
520	строку мы	1	1
521	самого начала	2	1
522	продолжает оставаться	1	1
523	как о	2	1
524	считает что	2	1
525	дело не	2	1
526	дело в	1	1
527	к новым	1	1
528	к изучению	1	1
529	народа к	1	1
530	на котором	2	1
531	найти в	2	1
532	это совершенно	1	1
533	того как	1	1
534	и сальери	5	1
535	отдельных маленьких	1	1
536	явление в	1	1
537	такая же	1	1
538	п в	1	1
539	связи с	3	1
540	для анализа	1	1
541	здесь же	1	1
542	своего творчества	1	1
543	пушкин говорит	4	1
544	не потому	2	1
545	перед ним	1	1
546	сравнить с	1	1
547	об одной	1	1
548	глубокий кризис	1	1
549	обстоятельство что	5	1
550	в духе	2	1
551	и такие	2	1
552	стихотворения пушкина	1	1
553	анализа и	1	1
554	в стихотворении	3	1
555	для его	2	1
556	в поле	1	1
557	на форму	1	1
558	перейти к	1	1
559	подход к	1	1
560	можно и	1	1
561	значительной мере	1	1
562	на нем	1	1
563	свидетельством того	1	1
564	как по	1	1
565	можно сопоставить	1	1
566	об отношении	1	1
567	с самого	2	1
568	в пределах	1	1
569	в монологе	2	1
570	мнение что	1	1
571	прямом смысле	1	1
572	с общим	1	1
573	то как	1	1
574	выражения с	1	1
575	из двух	1	1
576	в нескольких	1	1
577	на нее	2	1
578	принять во	1	1
579	не трудно	1	1
580	его жизни	1	1
581	здесь как	1	1
582	из писем	1	1
583	здесь нет	2	1
584	она была	1	1
585	том как	1	1
586	часто в	1	1
587	но у	1	1
588	основана на	1	1
589	точно также	1	1
590	поэтому в	1	1
591	в эпоху	1	1
592	другое дело	3	1
593	и вообще	1	1
594	пушкина нельзя	1	1
595	которые у	1	1
596	не дай	1	1
597	автор не	1	1
598	валерий брюсов	1	1
599	произведения как	2	1
600	вот почему	1	1
601	то они	1	1
602	поэзии в	3	1
603	в драматическом	2	1
604	они выросли	1	1
605	обращается к	3	1
606	формах совершенно	1	1
607	одного из	2	1
608	можно сказать	4	1
609	а также	4	1
610	может не	1	1
611	в значительной	1	1
612	как у	1	1
613	идет к	1	1
614	если принять	1	1
615	говорить об	1	1
616	во втором	2	1
617	бы утверждать	1	1
618	четырехстопного ямба	1	1
619	во всей	1	1
620	вообще и	1	1
621	как художественное	1	1
622	в свете	1	1
623	человека как	1	1
624	самим автором	1	1
625	указывает что	1	1
626	и следа	1	1
627	известном смысле	1	1
628	но так	1	1
629	своей задачей	1	1
630	в двух	1	1
631	только у	1	1
632	о двух	1	1
633	одной из	2	1
634	как нечто	1	1
635	должен быть	2	1
636	но то	1	1
637	в выражении	1	1
638	основанные на	1	1
639	какой степени	1	1
640	итак в	1	1
641	во внешней	1	1
642	ее а	1	1
643	отнести к	1	1
644	которых можно	1	1
645	если в	2	1
646	вольный стих	6	1
647	а это	1	1
648	за счет	1	1
649	что русская	1	1
650	в данной	1	1
651	процесс и	1	1
652	из знакомства	1	1
653	тоже в	1	1
654	не так	3	1
655	цели и	2	1
656	содержания и	1	1
657	мы находим	2	1
658	произведения и	2	1
659	столетия а	1	1
660	может служить	1	1
661	заметить что	2	1
662	поэзии но	1	1
663	в других	1	1
664	хореи и	1	1
665	кризис который	1	1
666	не противоречит	1	1
667	в особенности	4	1
668	гораздо больше	1	1
669	и из	1	1
670	имеет и	1	1
671	связаны с	1	1
672	именно в	1	1
673	в свою	2	1
674	действующих лиц	4	1
675	представляет собою	2	1
676	еще и	1	1
677	такое же	2	1
678	а с	2	1
679	и др	4	1
680	могут иметь	1	1
681	соответствии с	1	1
682	к более	1	1
683	и пр	13	1
684	скорее это	2	1
685	по тем	1	1
686	стихи не	2	1
687	это находит	1	1
688	она является	1	1
689	целым рядом	1	1
690	в рассказе	3	1
691	своего рода	3	1
692	его как	3	1
693	которые происходят	1	1
694	была бы	4	1
695	особое и	1	1
696	не избегает	1	1
697	комедия в	1	1
698	для этой	1	1
699	общей тенденцией	1	1
700	в те	1	1
701	виде в	1	1
702	между собою	2	1
703	в творчестве	3	1
704	в центре	4	1
705	с первого	1	1
706	границы между	1	1
707	я уже	1	1
708	скупой рыцарь	2	1
709	многих случаях	1	1
710	что именно	2	1
711	так мы	1	1
712	случаях в	1	1
713	которых складывается	2	1
714	он говорит	4	1
715	это произведение	3	1
716	есть свои	1	1
717	несколько раз	2	1
718	в той	1	1
719	хотел этим	1	1
720	в литературе	1	1
721	пушкина я	1	1
722	а потом	1	1
723	не за	1	1
724	него есть	2	1
725	форма в	1	1
726	или чередование	1	1
727	должно быть	1	1
728	смысл в	1	1
729	в это	2	1
730	о его	1	1
731	это выражение	2	1
732	не к	1	1
733	но для	1	1
734	между собой	1	1
735	которые были	2	1
736	можно сравнить	1	1
737	стихотворную форму	1	1
738	чтобы создать	1	1
739	произведения пушкин	1	1
740	совершается в	1	1
741	при таком	1	1
742	или в	2	1
743	его с	1	1
744	показать как	1	1
745	границ отделяющих	1	1
746	историк и	1	1
747	а к	1	1
748	этих трех	2	1
749	капитанская дочка	1	1
750	когда пушкин	2	1
751	форм в	1	1
752	теряет свою	1	1
753	находится в	1	1
754	хотя бы	1	1
755	а эта	1	1
756	на такой	1	1
757	о своем	1	1
758	традиции но	1	1
759	в системе	3	1
760	в их	3	1
761	именно о	1	1
762	также в	1	1
763	одновременно и	1	1
764	статью о	1	1
765	к другу	1	1
766	тот и	1	1
767	как историк	1	1
768	самое и	1	1
769	которая существует	1	1
770	своего произведения	1	1
771	но эти	1	1
772	но каждая	1	1
773	см в	1	1
774	материалом и	1	1
775	думать что	1	1
776	и трагедии	1	1
