N	2gram	Losev_Prob_2	Russkaja
138	ни стало	1	3
139	что может	2	3
140	собой и	4	3
141	для этого	3	3
142	сводится к	2	3
143	может не	1	3
144	но мы	3	3
145	в значительной	3	3
146	и во	1	3
147	что и	2	3
148	а следовательно	1	3
149	что бы	1	3
150	того что	12	3
151	одной из	1	3
152	в качестве	2	3
153	с нею	2	3
154	тем чтобы	1	3
155	в виде	6	3
156	в конце	7	3
157	друг друга	1	3
158	тем что	4	3
159	именно в	1	3
160	собой а	1	3
161	только к	1	3
162	что для	3	3
163	не было	3	3
164	и потому	1	3
165	таких условиях	1	3
166	да и	10	3
167	этом случае	7	3
168	и будут	1	3
169	при условии	6	3
170	или в	2	3
171	о котором	3	3
172	конце концов	7	3
173	и как	4	3
174	все они	1	3
175	не есть	33	3
176	из этого	2	3
177	случае если	2	3
178	речь идет	2	2
179	говоря о	1	2
180	бы для	1	2
181	и есть	4	2
182	должна быть	1	2
183	на себя	1	2
184	но даже	3	2
185	в ней	2	2
186	в таком	11	2
187	время в	1	2
188	не просто	11	2
189	друг от	2	2
190	сама по	4	2
191	с этим	5	2
192	последнее время	1	2
193	и наконец	3	2
194	но в	6	2
195	не можем	4	2
196	это есть	1	2
197	все эти	7	2
198	и тот	3	2
199	другом случае	1	2
200	во многих	2	2
201	и те	1	2
202	по самому	3	2
203	раз навсегда	1	2
204	говорили в	2	2
205	мы уже	3	2
206	на этой	2	2
207	того или	7	2
208	в глазах	1	2
209	на почве	1	2
210	по себе	8	2
211	и тем	4	2
212	ведь в	1	2
213	и тогда	1	2
214	в этих	4	2
215	весьма часто	1	2
216	во время	1	2
217	будет в	2	2
218	что такое	18	2
219	могут не	1	2
220	место в	1	2
221	собой все	2	2
222	в силу	1	2
223	и более	5	2
224	их в	4	2
225	не тем	1	2
226	бы нас	1	2
227	тому что	3	2
228	она не	3	2
229	как акт	1	2
230	ясностью и	1	2
231	в таких	3	2
232	что с	2	2
233	для нас	9	2
234	следовательно и	1	2
235	в противоречие	1	2
236	самому своему	2	2
237	людей и	1	2
238	и является	3	2
239	как будто	6	2
240	в области	6	2
241	если только	1	2
242	свое собственное	1	2
243	отличается от	2	2
244	указывает на	5	2
245	которой она	1	2
246	если же	3	2
247	для себя	9	2
248	и о	4	2
249	от друга	2	2
250	значительной мере	3	2
251	мы указали	1	2
252	ясно что	8	2
253	с самим	3	2
254	это только	3	2
255	даже не	3	2
256	в порядке	1	2
257	настоящее время	16	2
258	и что	13	2
259	были бы	2	2
260	вне всякой	1	2
261	к нему	2	2
262	это в	2	2
263	быть и	2	2
264	этот вопрос	1	2
265	совершенно не	2	2
266	по этому	3	2
267	так что	11	2
268	уже не	8	2
269	только на	9	2
270	является не	2	2
271	будет не	1	2
272	разных сторон	2	2
273	не так	2	2
274	представить себе	4	2
275	ни в	6	2
276	не о	6	2
277	мы можем	6	2
278	только с	2	2
279	даже и	18	2
280	и даже	11	2
281	будет ли	1	2
282	а с	1	2
283	не существуют	2	2
284	а не	10	2
285	на эту	2	2
286	в частности	5	2
287	так же	5	2
288	противоречие с	1	2
289	ни от	2	2
290	или иного	5	2
291	отношения к	1	2
292	есть и	1	2
293	но это	6	2
294	от нас	3	2
295	но для	1	2
296	если не	4	2
297	и от	3	2
298	всем этим	3	2
299	в результате	4	2
300	в настоящее	16	2
301	с ним	1	2
302	бы его	2	2
303	на это	2	2
304	ее в	1	2
305	тем самым	7	2
306	точно так	3	2
307	не должны	1	1
308	в сфере	1	1
309	и действительно	2	1
310	этой огромной	1	1
311	связи между	1	1
312	он может	1	1
313	это и	3	1
314	ту же	1	1
315	свое место	2	1
316	что эти	1	1
317	от которых	1	1
318	с таким	1	1
319	в зависимости	2	1
320	также и	12	1
321	их и	1	1
322	есть не	6	1
323	на тех	1	1
324	от всякой	2	1
325	мы не	7	1
326	же как	1	1
327	и ничего	2	1
328	не во	3	1
329	направлен к	1	1
330	нас важно	1	1
331	до такой	1	1
332	наша мысль	2	1
333	имеет свою	1	1
334	от своих	1	1
335	такое положение	3	1
336	оно есть	1	1
337	это отношение	3	1
338	как орудие	1	1
339	себе что	2	1
340	формы в	1	1
341	с большим	1	1
342	все виды	1	1
343	без всякого	4	1
344	что оба	1	1
345	столько же	2	1
346	которую можно	1	1
347	он был	1	1
348	на них	1	1
349	не был	4	1
350	столь же	1	1
351	что его	1	1
352	именно тем	1	1
353	друг к	2	1
354	было говорить	4	1
355	в область	4	1
356	к этому	1	1
357	будет равносильно	1	1
358	они имеют	1	1
359	но как	6	1
360	а только	6	1
361	которых как	1	1
362	значение и	8	1
363	только тогда	3	1
364	есть по	2	1
365	в общем	4	1
366	должны были	3	1
367	оно является	2	1
368	из таких	1	1
369	которые не	2	1
370	недостатков и	1	1
371	в истории	3	1
372	первый взгляд	1	1
373	что во	1	1
374	каждая из	1	1
375	внутри себя	2	1
376	которой они	1	1
377	сам а	1	1
378	перед нами	2	1
379	с понятием	2	1
380	не являются	3	1
381	от этого	1	1
382	а будет	2	1
383	не быть	1	1
384	отличие этого	1	1
385	если о	1	1
386	и конечно	2	1
387	перестанет быть	1	1
388	или для	1	1
389	бы не	3	1
390	без ее	1	1
391	но ведь	3	1
392	то и	4	1
393	им в	1	1
394	только один	3	1
395	тоже будут	1	1
396	себе те	1	1
397	иначе и	1	1
398	претендовать на	1	1
399	если он	1	1
400	говоря только	1	1
401	вообще не	4	1
402	не могла	1	1
403	не следует	1	1
404	значительная часть	1	1
405	тем не	12	1
406	время и	2	1
407	а скорее	2	1
408	от которого	1	1
409	о которой	1	1
410	эта последняя	2	1
411	же это	5	1
412	есть та	1	1
413	пор мы	2	1
414	войти в	2	1
415	языком и	1	1
416	так например	1	1
417	но все	2	1
418	такого же	1	1
419	подход к	1	1
420	здесь мы	3	1
421	могла бы	1	1
422	тем же	1	1
423	об этой	1	1
424	об этом	2	1
425	и никакого	2	1
426	к другу	2	1
427	это вдруг	1	1
428	то есть	39	1
429	говорить не	1	1
430	или даже	3	1
431	в данной	1	1
432	входит в	2	1
433	заключается в	4	1
434	те или	7	1
435	может явиться	1	1
436	с другими	5	1
437	чтобы он	1	1
438	это не	1	1
439	сейчас в	1	1
440	которая как	1	1
441	и мы	2	1
442	остановиться на	1	1
443	она и	2	1
444	все равно	3	1
445	ли может	1	1
446	для чего	1	1
447	нет и	3	1
448	на одну	1	1
449	принадлежит в	1	1
450	такой же	1	1
451	и того	3	1
452	перед собой	1	1
453	на первый	4	1
454	бы на	1	1
455	все элементы	1	1
456	и логики	1	1
457	что такая	3	1
458	другим и	1	1
459	нас не	3	1
460	в такой	2	1
461	и без	5	1
462	что о	1	1
463	в советской	2	1
464	оказался бы	1	1
465	из которой	1	1
466	прийти к	2	1
467	представление о	5	1
468	оказывается что	3	1
469	в которых	1	1
470	для всякого	2	1
471	мы теперь	1	1
472	сведения о	1	1
473	с данным	1	1
474	нельзя было	3	1
475	для данного	1	1
476	с какими-нибудь	1	1
477	для которых	1	1
478	по крайней	6	1
479	ни было	1	1
480	возможно только	2	1
481	не требуется	1	1
482	необходимо чтобы	1	1
483	ее части	1	1
484	не требуют	2	1
485	вовсе не	37	1
486	случае при	1	1
487	даже в	2	1
488	является вполне	1	1
489	же мы	2	1
490	если и	1	1
491	не менее	13	1
492	можем и	1	1
493	или что	3	1
494	что эта	1	1
495	в психике	1	1
496	и материальный	1	1
497	из нас	1	1
498	субъективным и	1	1
499	и другое	1	1
500	самого начала	2	1
501	и всегда	1	1
502	хотелось бы	2	1
503	для каждого	4	1
504	или другие	4	1
505	на себе	1	1
506	на него	2	1
507	в основе	3	1
508	сколько и	2	1
509	образом в	1	1
510	иметь в	1	1
511	но только	4	1
512	та или	2	1
513	это же	1	1
514	только не	3	1
515	самого предмета	2	1
516	не всякий	1	1
517	казалось бы	7	1
518	это то	5	1
519	бы все	1	1
520	и теперь	1	1
521	существуют в	1	1
522	этом отношении	1	1
523	нем все	1	1
524	что на	4	1
525	однако это	2	1
526	только от	1	1
527	по нашему	1	1
528	стороны и	4	1
529	из предыдущего	1	1
530	нет ни	1	1
531	ведь даже	1	1
532	есть только	8	1
533	сказать только	1	1
534	как только	3	1
535	те кто	1	1
536	же самое	6	1
537	должны быть	1	1
538	этого однако	1	1
539	по возможности	1	1
540	что при	4	1
541	действительно можно	1	1
542	может интересовать	1	1
543	и это	5	1
544	как мы	5	1
545	но по	1	1
546	с ее	1	1
547	как не	1	1
548	но при	2	1
549	к общему	1	1
550	на нем	2	1
551	и говорить	1	1
552	и многие	2	1
553	всего этого	1	1
554	только при	2	1
555	совершенно ясно	1	1
556	языка и	5	1
557	в собственном	1	1
558	мысль о	2	1
559	только то	3	1
560	с самого	3	1
561	роль в	2	1
562	то нужно	1	1
563	до самого	1	1
564	и когда	1	1
565	котором мы	1	1
566	о самой	4	1
567	что у	1	1
568	так и	7	1
569	с реальными	2	1
570	все-таки остается	1	1
571	мы в	3	1
572	иное как	3	1
573	стороны их	1	1
574	в состав	1	1
575	язык и	2	1
576	никак не	11	1
577	одного из	1	1
578	можно сказать	6	1
579	с другой	6	1
580	а во	1	1
581	переходит в	1	1
582	и хочет	1	1
583	образом связаны	1	1
584	крайней мере	6	1
585	чем и	1	1
586	как наши	1	1
587	тоже является	4	1
588	если эта	1	1
589	может иметь	2	1
590	по количеству	1	1
591	он есть	1	1
592	по своей	1	1
593	один из	3	1
594	оно и	1	1
595	а если	1	1
596	или какой-нибудь	1	1
597	и дело	1	1
598	большее что	1	1
599	в разные	2	1
600	никак нельзя	3	1
601	самом и	1	1
602	тот или	5	1
603	человека с	1	1
604	же и	2	1
605	близких друг	1	1
606	если мы	9	1
607	вопроса о	1	1
608	нами и	1	1
609	или не	2	1
610	слишком далеко	1	1
611	а это	3	1
612	а то	1	1
613	конечно нет	1	1
614	это обстоятельство	2	1
615	и их	3	1
616	для настоящего	2	1
617	в известной	1	1
618	случае когда	2	1
619	не для	1	1
620	от тех	1	1
621	мыслящего человека	1	1
622	к ним	1	1
623	это значило	1	1
624	случае не	4	1
625	и будет	1	1
626	подготовка к	2	1
627	превращается в	1	1
628	все-таки не	1	1
629	ведь уже	1	1
630	само собой	1	1
631	быть для	1	1
632	это будет	3	1
633	фактически не	1	1
634	с общим	1	1
635	видно из	1	1
636	без того	2	1
637	только та	1	1
638	можно но	1	1
639	за ними	1	1
640	о своей	1	1
641	может ли	3	1
642	имея свое	1	1
643	и прежде	2	1
644	входящего в	2	1
645	как же	4	1
646	на чем	2	1
647	еще и	5	1
648	что не	5	1
649	а главное	2	1
650	а на	1	1
651	которых мы	1	1
652	а наоборот	1	1
653	до конца	1	1
654	ничем не	2	1
655	не на	1	1
656	однако и	1	1
657	в свете	3	1
658	ясного и	1	1
659	о каких-нибудь	1	1
660	для человека	1	1
661	и относиться	1	1
662	из области	1	1
663	всякому человеку	1	1
664	ближе к	1	1
665	в одно	2	1
666	в связи	5	1
667	как элемент	1	1
668	отражением того	1	1
669	если его	1	1
670	разные виды	1	1
671	как это	1	1
672	речь не	2	1
673	только эта	1	1
674	этих случаях	1	1
675	по своему	5	1
676	которые являются	1	1
677	в тот	1	1
678	членов есть	1	1
679	из отдельных	2	1
680	в состоянии	2	1
681	или хотя	2	1
682	собой только	1	1
683	себя ни	1	1
684	является для	2	1
685	и таким	1	1
686	между прочим	1	1
687	числе и	2	1
688	нем самом	1	1
689	к другим	1	1
690	самое большее	3	1
691	при современном	1	1
692	важно то	1	1
693	тех или	3	1
694	если такой	1	1
695	не является	7	1
696	не знаем	3	1
697	при таком	2	1
698	которая в	1	1
699	в отдельных	1	1
700	но когда	1	1
701	той истинной	1	1
702	бы в	3	1
703	тем более	10	1
704	случае и	2	1
705	было только	1	1
706	в истинности	1	1
707	и все	5	1
708	сталкивались с	1	1
709	от всякого	2	1
710	к самому	1	1
711	от ее	2	1
712	нами не	4	1
713	из тех	1	1
714	понимать как	1	1
715	и внутренне	1	1
716	была бы	1	1
717	но можно	2	1
718	к его	1	1
719	что ни	1	1
720	есть то	5	1
721	эти элементы	2	1
722	себе но	1	1
723	ни на	1	1
724	притом необходимый	1	1
725	можно назвать	1	1
726	многие из	1	1
727	том числе	2	1
728	они не	1	1
