N	2gram	Losev_Prob_3	Komedia
289	было сделать	1	1
290	же она	1	1
291	значение и	5	1
292	против другого	1	1
293	и будет	2	1
294	н островского	2	1
295	не просто	23	1
296	одно существенное	1	1
297	друг от	2	1
298	ли эта	1	1
299	всю эту	1	1
300	чем же	4	1
301	первый взгляд	2	1
302	если она	1	1
303	общего с	3	1
304	в художественном	3	1
305	и нет	2	1
306	однако не	1	1
307	и понимаем	1	1
308	тех случаях	1	1
309	собственное чувство	1	1
310	на нас	2	1
311	не являются	2	1
312	тем же	2	1
313	мертвых душ	2	1
314	более или	1	1
315	следующим образом	1	1
316	гораздо более	5	1
317	с нею	2	1
318	не называет	1	1
319	для ее	2	1
320	которого она	1	1
321	себе как	3	1
322	из жизни	1	1
323	действительности но	2	1
324	если мы	16	1
325	остановиться на	1	1
326	в себе	8	1
327	имеет для	1	1
328	на его	1	1
329	не имеют	4	1
330	у а	1	1
331	время и	2	1
332	никакому сомнению	1	1
333	настолько ничтожны	1	1
334	и более	2	1
335	его от	1	1
336	к выводу	1	1
337	от нее	1	1
338	не считать	4	1
339	в другом	2	1
340	его не	2	1
341	что подобная	1	1
342	бы быть	3	1
343	входит в	1	1
344	по себе	25	1
345	в жизни	1	1
346	поэтому когда	1	1
347	но уже	3	1
348	человек который	1	1
349	которое имеет	3	1
350	со своими	1	1
351	которой он	1	1
352	он и	2	1
353	мы видели	2	1
354	ни с	4	1
355	автора и	1	1
356	и тогда	3	1
357	вместо него	1	1
358	со всей	1	1
359	только тем	1	1
360	или менее	1	1
361	которую он	1	1
362	от своего	1	1
363	и при	2	1
364	нас не	5	1
365	и без	4	1
366	бы привести	1	1
367	не столько	2	1
368	себе вполне	1	1
369	от его	2	1
370	только для	1	1
371	образом и	2	1
372	xx в	2	1
373	нам в	1	1
374	тем не	10	1
375	имеем полное	1	1
376	чего нельзя	1	1
377	вещей и	1	1
378	для нее	2	1
379	вместе со	1	1
380	и очень	3	1
381	отступает на	1	1
382	с точки	2	1
383	дня и	1	1
384	но они	1	1
385	тем самым	5	1
386	является чем-то	3	1
387	лиц и	1	1
388	с которой	2	1
389	из нас	1	1
390	правда в	1	1
391	на себе	3	1
392	как о	5	1
393	в основе	2	1
394	было у	1	1
395	иметь в	1	1
396	та или	3	1
397	однако если	3	1
398	никогда не	6	1
399	ничего не	3	1
400	благодаря тому	1	1
401	или об	1	1
402	как носитель	1	1
403	и является	4	1
404	со своим	2	1
405	из того	3	1
406	этот образ	1	1
407	в каком	4	1
408	вот в	1	1
409	обстоятельство что	1	1
410	представляется нам	1	1
411	мало чем	1	1
412	и вполне	5	1
413	насилия и	1	1
414	отличается от	4	1
415	на улицу	1	1
416	бы он	1	1
417	той или	12	1
418	для его	3	1
419	поэт не	1	1
420	из себя	3	1
421	для себя	2	1
422	от друга	2	1
423	поймет что	1	1
424	такое что	2	1
425	теперь что	1	1
426	только при	4	1
427	с каким	1	1
428	в собственном	1	1
429	или еще	1	1
430	в пределах	1	1
431	произведения и	2	1
432	если они	1	1
433	нельзя сказать	2	1
434	в контексте	2	1
435	мог бы	1	1
436	к самой	1	1
437	но никак	3	1
438	остается только	2	1
439	по сравнению	2	1
440	разного рода	2	1
441	но у	1	1
442	жизнь и	2	1
443	не имели	2	1
444	является в	2	1
445	трудно представить	1	1
446	в эпоху	1	1
447	о котором	1	1
448	изображение в	1	1
449	с ним	7	1
450	в содержании	1	1
451	означает что	1	1
452	выводу что	1	1
453	в порядке	3	1
454	а также	4	1
455	мы убеждаемся	1	1
456	зрения на	2	1
457	внимание на	1	1
458	и та	1	1
459	но мы	1	1
460	никак не	9	1
461	здесь самый	1	1
462	него же	1	1
463	все его	1	1
464	там же	1	1
465	нас в	4	1
466	от них	1	1
467	хотя у	1	1
468	говорить об	1	1
469	нуждается в	1	1
470	во всей	3	1
471	что же	8	1
472	этот поэт	1	1
473	быть даже	3	1
474	и ни	3	1
475	даже для	1	1
476	на действительность	2	1
477	и следовательно	2	1
478	если это	1	1
479	своему содержанию	2	1
480	условия для	1	1
481	оказался в	1	1
482	в литературе	1	1
483	имеется в	4	1
484	слов или	1	1
485	всякого рода	4	1
486	тезис в	1	1
487	образов и	3	1
488	i в	1	1
489	что даже	4	1
490	и весьма	1	1
491	не идет	1	1
492	даже если	2	1
493	очень много	3	1
494	стремящегося к	1	1
495	правда и	1	1
496	то он	2	1
497	по мнению	2	1
498	если принять	1	1
499	мало общего	1	1
500	сведений о	1	1
501	только на	5	1
502	и они	1	1
503	то и	5	1
504	нескольких слов	1	1
505	существу своему	1	1
506	свидетельствует о	1	1
507	не все	1	1
508	к своим	1	1
509	к каким	1	1
510	не так	3	1
511	для него	3	1
512	земли и	1	1
513	в известной	2	1
514	могло бы	3	1
515	нас только	1	1
516	среди которых	1	1
517	как его	1	1
518	говорят и	1	1
519	как раз	8	1
520	к той	1	1
521	ее на	1	1
522	само собой	2	1
523	о которых	3	1
524	в очень	1	1
525	к самому	2	1
526	были бы	2	1
527	имели бы	1	1
528	другого и	1	1
529	и даже	14	1
530	на второй	1	1
531	или иной	8	1
532	на ее	2	1
533	не обязательно	2	1
534	не знали	2	1
535	собой разумеется	1	1
536	человеческую жизнь	2	1
537	убеждаемся в	1	1
538	а с	2	1
539	что не	1	1
540	очень трудно	1	1
541	у нас	10	1
542	ничтожны что	1	1
543	она является	1	1
544	же для	1	1
545	до конца	1	1
546	не на	1	1
547	не означает	1	1
548	а не	18	1
549	однако и	1	1
550	другой стороны	5	1
551	без которых	1	1
552	ни о	3	1
553	там где	1	1
554	жизнь в	3	1
555	несмотря на	1	1
556	всего этого	1	1
557	нечто такое	1	1
558	или по	4	1
559	в отражении	1	1
560	со словом	1	1
561	то обстоятельство	1	1
562	не одно	1	1
563	к своему	1	1
564	он говорит	1	1
565	однако эти	1	1
566	такого рода	6	1
567	второй план	1	1
568	и там	2	1
569	именно в	2	1
570	поскольку он	1	1
571	образом на	1	1
572	по существу	2	1
573	из отдельных	2	1
574	быть не	1	1
575	еще раз	1	1
576	на дорогу	1	1
577	но даже	4	1
578	этой самой	2	1
579	а то	3	1
580	является как	1	1
581	в более	1	1
582	в одно	1	1
583	это уже	3	1
584	случаях когда	1	1
585	ли в	1	1
586	при таком	2	1
587	в реалистическом	2	1
588	само по	3	1
589	в результате	2	1
590	этого брака	1	1
591	это как	1	1
592	когда он	2	1
593	или другой	4	1
594	не с	1	1
595	ее и	2	1
596	составляющих его	1	1
597	тем более	3	1
598	чтобы его	1	1
599	своих героев	2	1
600	не должен	1	1
601	и как	3	1
602	будто бы	3	1
603	том чтобы	1	1
604	и художественным	3	1
605	находим в	3	1
606	хотя в	1	1
607	в искусстве	4	1
608	а н	1	1
609	к ее	1	1
610	с людьми	2	1
611	иначе чем	1	1
612	нам не	2	1
613	нет ничего	6	1
614	сказать что	16	1
615	только как	1	1
616	была бы	1	1
617	всякому ясно	1	1
618	то хотя	1	1
619	равно как	1	1
620	или иного	3	1
621	первом случае	1	1
622	бы его	1	1
623	отношении является	1	1
624	а может	2	1
625	точно так	3	1
626	того или	6	1
627	цель его	1	1
628	так же	5	1
629	как на	2	1
