N	2gram	Potebnia_M_4	Morfolog
265	таком случае	2	1
266	самых разнообразных	2	1
267	и то	5	1
268	он может	1	1
269	дальнейшему развитию	1	1
270	к своей	1	1
271	уже по	2	1
272	то для	1	1
273	чего в	1	1
274	есть не	4	1
275	очень далеко	1	1
276	быть объяснено	1	1
277	или наоборот	1	1
278	это совершенно	1	1
279	ответить на	3	1
280	о формах	1	1
281	что это	7	1
282	что иное	2	1
283	как во	1	1
284	не вполне	2	1
285	оно есть	2	1
286	ему в	1	1
287	в виду	3	1
288	тем как	2	1
289	основано на	1	1
290	друг к	1	1
291	наблюдение что	1	1
292	которых один	1	1
293	но как	1	1
294	не то	5	1
295	было указано	1	1
296	явлений и	1	1
297	же она	1	1
298	значение и	2	1
299	тогда как	4	1
300	отношение к	2	1
301	отличие от	1	1
302	может произойти	1	1
303	она есть	1	1
304	которые не	2	1
305	тем больше	1	1
306	более чем	3	1
307	его не	1	1
308	форма всегда	1	1
309	дает нам	1	1
310	более и	2	1
311	мысль о	6	1
312	но эта	2	1
313	его к	2	1
314	имеет в	2	1
315	следует сказать	2	1
316	следует рассмотреть	1	1
317	духа в	1	1
318	в которой	6	1
319	к другому	1	1
320	формы в	3	1
321	предметов и	1	1
322	из этих	2	1
323	что пока	1	1
324	что так	2	1
325	не в	11	1
326	думать что	4	1
327	в этой	1	1
328	хотя эти	1	1
329	идут в	1	1
330	собаку и	1	1
331	теперь несколько	1	1
332	и тот	3	1
333	во многих	2	1
334	мнение что	1	1
335	подобным образом	1	1
336	на то	7	1
337	есть но	1	1
338	вообще не	1	1
339	что она	2	1
340	акт творчества	2	1
341	главным образом	1	1
342	время и	1	1
343	если один	1	1
344	слова а	1	1
345	он пользуется	1	1
346	его можно	1	1
347	наука не	2	1
348	в каждом	3	1
349	здесь мы	2	1
350	и намерения	1	1
351	и может	4	1
352	же касается	1	1
353	непосредственно за	1	1
354	форма есть	2	1
355	к другу	1	1
356	них не	1	1
357	на все	1	1
358	к девице	1	1
359	с другими	4	1
360	от одного	3	1
361	ко второму	2	1
362	деле в	1	1
363	и количества	1	1
364	например с	2	1
365	и тем	4	1
366	даже в	2	1
367	из первых	1	1
368	в это	2	1
369	из нее	2	1
370	нет в	1	1
371	превращаются в	1	1
372	на что	1	1
373	на двор	1	1
374	между собою	4	1
375	чем в	2	1
376	многие другие	1	1
377	его разработки	1	1
378	части но	1	1
379	убедиться что	1	1
380	формы но	1	1
381	переносится в	1	1
382	том как	1	1
383	и их	3	1
384	при изучении	1	1
385	этой связи	1	1
386	относится ко	1	1
387	теми или	1	1
388	быть названы	2	1
389	в их	1	1
390	в первый	2	1
391	могло бы	1	1
392	бы мы	1	1
393	что я	11	1
394	вопрос на	1	1
395	значение для	1	1
396	предмета но	1	1
397	если вообще	1	1
398	а есть	1	1
399	которые в	1	1
400	при этом	15	1
401	но он	1	1
402	тех которые	2	1
403	теми же	2	1
404	все это	5	1
405	имеет свою	2	1
406	бы быть	1	1
407	или если	2	1
408	для нее	1	1
409	есть всегда	3	1
410	лиц то	1	1
411	тому что	2	1
412	она не	2	1
413	роль играют	1	1
414	а от	1	1
415	стоит в	1	1
416	для меня	10	1
417	что с	1	1
418	быть сделано	1	1
419	самого начала	2	1
420	того как	6	1
421	и притом	2	1
422	и сама	2	1
423	весь этот	1	1
424	дело не	2	1
425	иметь в	2	1
426	значение этого	2	1
427	вытекает из	1	1
428	исходят из	1	1
429	же время	3	1
430	этих двух	1	1
431	или как	1	1
432	в другую	1	1
433	к развитию	1	1
434	как на	1	1
435	же он	1	1
436	как а	1	1
437	такое изучение	1	1
438	одним из	1	1
439	что воля	1	1
440	у нас	2	1
441	такие же	5	1
442	к таким	1	1
443	если он	1	1
444	уже было	2	1
445	должны быть	3	1
446	к тому	3	1
447	той или	1	1
448	получает новый	1	1
449	определить ее	1	1
450	не есть	9	1
451	таких слов	1	1
452	что при	1	1
453	ничего общего	1	1
454	в применении	1	1
455	прибавить к	1	1
456	можем заметить	1	1
457	своей конкретности	1	1
458	то она	1	1
459	как не	1	1
460	и многие	2	1
461	применяется и	1	1
462	без всякого	1	1
463	данном случае	2	1
464	общим признаком	1	1
465	они ни	1	1
466	нужно заметить	1	1
467	от изучения	1	1
468	служит лишь	1	1
469	же например	1	1
470	на той	2	1
471	с самого	1	1
472	всей своей	1	1
473	вопрос что	2	1
474	роль в	1	1
475	что такой	1	1
476	на основании	4	1
477	ему указывают	1	1
478	как с	1	1
479	в глаза	1	1
480	те же	3	1
481	во второй	1	1
482	и с	4	1
483	что от	2	1
484	других лиц	1	1
485	на отношения	1	1
486	которое будет	1	1
487	связанная с	3	1
488	находится в	5	1
489	вероятно что	1	1
490	связанное с	1	1
491	иное как	2	1
492	зависеть от	1	1
493	один для	1	1
494	на вопрос	4	1
495	но мы	2	1
496	всех подобных	1	1
497	что существуют	1	1
498	там же	3	1
499	как было	1	1
500	их в	3	1
501	большое количество	1	1
502	доходит до	1	1
503	и всякая	1	1
504	в его	5	1
505	а потому	1	1
506	на одном	1	1
507	в другой	2	1
508	словами не	1	1
509	поле на	1	1
510	которой все	1	1
511	язык есть	7	1
512	что бы	1	1
513	ее можно	1	1
514	если это	1	1
515	к ней	2	1
516	но так	2	1
517	на которой	1	1
518	две формы	1	1
519	образом как	1	1
520	горы и	1	1
521	с ними	3	1
522	что различные	1	1
523	говорить о	5	1
524	пор не	3	1
525	как нечто	1	1
526	что новые	1	1
527	большого количества	1	1
528	самые разнообразные	1	1
529	заметим только	2	1
530	у царя	1	1
531	есть в	5	1
532	и у	2	1
533	действие может	1	1
534	мы получим	1	1
535	в нашей	1	1
536	что не	6	1
537	как свойства	1	1
538	каким образом	2	1
539	за ним	2	1
540	не так	2	1
541	всяком случае	3	1
542	в одном	4	1
543	ее не	3	1
544	мы обозначаем	1	1
545	у него	1	1
546	которые могут	1	1
547	и никогда	1	1
548	между прочим	3	1
549	как при	1	1
550	мы обозначим	1	1
551	наоборот но	1	1
552	понятия не	1	1
553	образом что	2	1
554	действия ни	1	1
555	лишь один	2	1
556	происходит на	1	1
557	не носит	1	1
558	не противоречит	1	1
559	чувства и	1	1
560	в с	1	1
561	уже совершенно	1	1
562	были бы	1	1
563	к двум	1	1
564	только на	4	1
565	и даже	2	1
566	со стороны	3	1
567	даже не	2	1
568	до сих	4	1
569	может ли	1	1
570	именно в	3	1
571	а именно	4	1
572	его место	1	1
573	человека а	2	1
574	как же	4	1
575	распределяется по	1	1
576	такое же	2	1
577	показывает что	1	1
578	с превращением	1	1
579	до этого	3	1
580	выводы можно	1	1
581	по ней	1	1
582	к первому	2	1
583	ей не	1	1
584	на этот	2	1
585	как ни	2	1
586	взгляд кажется	1	1
587	нужно иметь	2	1
588	все более	3	1
589	такими словами	1	1
590	и красоты	1	1
591	выраженное в	1	1
592	других случаях	1	1
593	же с	2	1
594	надо было	1	1
595	определяет его	1	1
596	по своему	2	1
597	предположить что	4	1
598	другу и	1	1
599	в данном	4	1
600	быть во	1	1
601	в течение	2	1
602	этим мы	1	1
603	ведет к	3	1
604	и сюда	1	1
605	доказательств что	1	1
606	эту мысль	2	1
607	из этой	1	1
608	в ряду	6	1
609	это значит	1	1
610	никем не	2	1
611	как будто	1	1
612	быть не	2	1
613	и самая	1	1
614	стремления к	1	1
615	что же	5	1
616	на другое	1	1
617	возвращаемся к	1	1
618	в подобных	1	1
619	сих пор	4	1
620	только для	2	1
621	сущности эта	1	1
622	же самое	4	1
623	помнить что	1	1
624	из ряда	1	1
625	д то	1	1
626	согласие в	1	1
627	в следующей	1	1
628	сравнить с	2	1
629	сравнения а	1	1
630	и определенные	1	1
631	потому не	1	1
632	но на	1	1
633	в голову	2	1
634	или другой	1	1
635	то не	1	1
636	для нас	14	1
637	могли бы	4	1
638	и все	4	1
639	лишь как	1	1
640	бы в	2	1
641	на других	1	1
642	все содержание	2	1
643	его жизнь	1	1
644	том случае	3	1
645	бы на	1	1
646	то оно	1	1
647	здесь только	1	1
648	и сила	1	1
649	имеет целью	1	1
650	не будет	3	1
651	первый раз	1	1
652	между ними	4	1
653	формы является	1	1
654	состоит из	1	1
655	равно как	2	1
656	не что	2	1
657	только о	2	1
658	а другой	1	1
659	таким же	5	1
660	чтобы ее	1	1
661	влияния на	1	1
662	случае если	1	1
663	предполагает уже	1	1
664	в таком	4	1
665	во всяком	5	1
666	самостоятельно и	1	1
