N	2gram	Kanaev_Sov_1	slovoVRo
107	человека и	1	3
108	но это	1	3
109	в свою	2	3
110	и чисто	1	2
111	в другом	1	2
112	в связи	1	2
113	именно к	1	2
114	или в	1	2
115	очень важную	1	2
116	и ни	1	2
117	как например	1	2
118	отличается от	3	2
119	не было	1	2
120	кроме того	1	2
121	она может	2	2
122	при каких	1	2
123	в виде	2	2
124	только о	1	2
125	сих пор	1	2
126	но мы	3	2
127	независимо от	1	2
128	его и	1	2
129	в новых	2	2
130	ним и	1	2
131	мы не	9	2
132	до сих	1	2
133	на котором	2	2
134	на его	2	2
135	не знает	1	2
136	так в	1	2
137	не знаем	2	2
138	в одном	3	2
139	тот факт	1	2
140	те же	1	2
141	в нашем	2	2
142	жизни в	1	2
143	вместе с	4	2
144	свою очередь	2	2
145	к различным	1	2
146	конечно в	2	2
147	но как	1	2
148	мы видели	4	2
149	но эта	1	2
150	может не	3	2
151	правда и	1	2
152	которые в	1	2
153	они не	1	2
154	с ее	1	2
155	это и	1	2
156	можно говорить	1	2
157	зрения и	1	2
158	и т.п	1	2
159	как он	3	2
160	дело в	1	2
161	с этим	2	2
162	в результате	6	2
163	подчеркнуть что	1	2
164	еще более	2	2
165	всяком случае	2	2
166	например у	1	2
167	хотя и	1	2
168	на них	1	2
169	только и	1	2
170	новое время	1	2
171	мы уже	1	2
172	значение в	2	2
173	именно в	1	2
174	факт что	1	2
175	он не	1	2
176	и само	1	2
177	роль в	2	2
178	чем в	1	2
179	несколько слов	1	2
180	со всеми	2	2
181	все они	1	2
182	и нет	1	2
183	о том	1	2
184	в области	3	2
185	должен быть	1	2
186	точка зрения	1	2
187	оно может	1	2
188	может стать	1	2
189	и особенно	1	2
190	и речи	1	2
191	уже в	3	2
192	просто не	1	2
193	в дальнейшем	4	2
194	в себе	3	2
195	в данном	1	2
196	все что	1	2
197	дело идет	1	2
198	и более	1	2
199	и при	1	2
200	не допускает	1	1
201	для ее	1	1
202	приводит к	2	1
203	этого развития	1	1
204	то его	1	1
205	и свою	1	1
206	в такой	1	1
207	это то	1	1
208	можем сказать	1	1
209	того же	1	1
210	мы говорим	1	1
211	в один	2	1
212	а это	1	1
213	на которые	1	1
214	но конечно	1	1
215	и действительно	1	1
216	за собой	1	1
217	себя самого	1	1
218	выработанные в	1	1
219	явлений не	1	1
220	что его	1	1
221	не стремится	1	1
222	и всюду	1	1
223	то он	1	1
224	влечет за	1	1
225	как всякая	1	1
226	те или	1	1
227	в какой	1	1
228	вообще и	1	1
229	и продуктивной	1	1
230	своему существу	1	1
231	увидим что	1	1
232	быть только	1	1
233	в условиях	5	1
234	к началу	1	1
235	в конце	3	1
236	образом на	1	1
237	работы в	1	1
238	при условии	1	1
239	а на	2	1
240	раз подчеркнуть	1	1
241	и те	1	1
242	и наиболее	1	1
243	и есть	2	1
244	науки в	1	1
245	и становится	1	1
246	что уже	1	1
247	этот процесс	1	1
248	свою задачу	1	1
249	использовать и	1	1
250	же в	1	1
251	в эту	1	1
252	не можем	7	1
253	он сам	1	1
254	только одна	6	1
255	совсем не	1	1
256	но такая	1	1
257	и только	1	1
258	к этому	1	1
259	одной из	1	1
260	и подходы	1	1
261	этого не	1	1
262	между собой	3	1
263	есть не	1	1
264	все те	2	1
265	на этой	3	1
266	видели что	3	1
267	в корне	1	1
268	здесь нет	1	1
269	сами по	1	1
270	или иные	1	1
271	в самый	1	1
272	мы ее	1	1
273	более и	1	1
274	различия между	1	1
275	говорить об	2	1
276	на различные	1	1
277	между двумя	1	1
278	ведь если	1	1
279	он может	3	1
280	всегда и	1	1
281	нами в	1	1
282	по самому	1	1
283	конечно совершенно	1	1
284	правда не	1	1
285	с человеком	1	1
286	в системе	3	1
287	все время	1	1
288	но самый	1	1
289	в целом	4	1
290	что при	2	1
291	не соответствует	1	1
292	несмотря на	1	1
293	развития все	1	1
294	отнюдь не	3	1
295	что такое	2	1
296	поэтому в	1	1
297	поскольку она	1	1
298	быть при	1	1
299	но уже	1	1
300	как известно	2	1
301	самому своему	1	1
302	сказать так	1	1
303	и еще	1	1
304	должно быть	1	1
305	два основных	1	1
306	нечего делать	1	1
307	наших дней	1	1
308	науке и	1	1
309	тем не	2	1
310	на внешней	1	1
311	ничего не	6	1
312	ему принадлежит	1	1
313	и может	1	1
314	в каждом	8	1
315	нужно сказать	1	1
316	если нет	1	1
317	все элементы	1	1
318	становится сам	1	1
319	при определенных	1	1
320	очень мало	1	1
321	человека как	1	1
322	эти три	1	1
323	только не	1	1
324	продолжается но	1	1
325	этом с	1	1
326	в этой	3	1
327	случае не	1	1
328	новых условиях	2	1
329	как будет	1	1
330	по преимуществу	1	1
331	он в	3	1
332	или нет	1	1
333	силу и	1	1
334	в самом	2	1
335	и начала	1	1
336	или так	1	1
337	во всей	1	1
338	такой же	2	1
339	в мире	1	1
340	от его	1	1
341	и что	2	1
342	нельзя говорить	1	1
343	говорить только	1	1
344	наших целей	1	1
345	через все	1	1
346	для развития	2	1
347	как у	1	1
348	без остатка	1	1
349	в своих	1	1
350	падает вместе	1	1
351	указать на	1	1
352	с самого	3	1
353	и иначе	1	1
354	мы всегда	1	1
355	мы можем	6	1
356	если же	2	1
357	о значении	2	1
358	пусть это	1	1
359	это как	1	1
360	в духе	1	1
361	как определенной	1	1
362	все равно	1	1
363	этом направлении	1	1
364	и вся	1	1
365	мы опять	1	1
366	та же	1	1
367	стороне вопроса	1	1
368	этот свой	1	1
369	которая не	1	1
370	отвлекается от	1	1
371	много и	1	1
372	в социальном	1	1
373	чем же	1	1
374	иметь место	1	1
375	xviii века	1	1
376	научной работы	1	1
377	все более	1	1
378	и должно	1	1
379	что она	3	1
380	в ту	1	1
381	был прежде	1	1
382	важную роль	1	1
383	она в	1	1
384	для наших	1	1
385	быть в	1	1
386	должен был	1	1
387	идет о	1	1
388	из многих	1	1
389	то она	1	1
390	не является	1	1
391	и это	1	1
392	только на	1	1
393	естественных наук	3	1
394	и могут	1	1
395	и следовательно	1	1
396	еще в	1	1
397	говорим о	2	1
398	самого начала	3	1
399	и по	2	1
400	определенным образом	1	1
401	и до	1	1
402	развития и	1	1
403	и снова	1	1
404	процессе развития	1	1
