N	2gram	Nazirov_Tv_2	Myshleni
526	дает нам	1	1
527	эти слова	1	1
528	думается что	2	1
529	оставляет за	1	1
530	критики и	2	1
531	он начинает	1	1
532	но прежде	2	1
533	сих пор	3	1
534	заставляет нас	3	1
535	но это	5	1
536	все это	6	1
537	это явление	1	1
538	при всем	1	1
539	себя на	2	1
540	а все	1	1
541	и одновременно	1	1
542	своей собственной	1	1
543	хотя и	4	1
544	вообще в	1	1
545	мысль на	1	1
546	действительной жизни	1	1
547	противоречии с	1	1
548	с ним	3	1
549	и предметом	1	1
550	отношении к	1	1
551	в целях	1	1
552	нет ничего	3	1
553	но если	2	1
554	отрывается от	1	1
555	мере своего	1	1
556	не быть	1	1
557	но этот	1	1
558	отношению к	3	1
559	из этого	2	1
560	у которых	1	1
561	к действию	1	1
562	в своих	3	1
563	очень редко	1	1
564	по поводу	1	1
565	основная форма	1	1
566	смысле что	1	1
