N	2gram	Nazirov_Tv_1	Istorich
304	что можно	1	1
305	частный случай	1	1
306	себе что	1	1
307	ночи в	1	1
308	который может	1	1
309	двойника не	1	1
310	по этому	1	1
311	как один	1	1
312	что его	2	1
313	во всех	1	1
314	как правило	1	1
315	еще далеко	1	1
316	в голове	1	1
317	друг на	1	1
318	не все	1	1
319	отличие от	2	1
320	человек может	2	1
321	в истории	1	1
322	как говорит	1	1
323	же с	2	1
324	до его	1	1
325	что как	2	1
326	вспомним что	1	1
327	город в	1	1
328	им в	1	1
329	и где	1	1
330	в полном	1	1
331	хотя и	3	1
332	как уже	1	1
333	его к	1	1
334	и к	1	1
335	из книги	1	1
336	он на	1	1
337	этой цели	1	1
338	в этот	1	1
339	в целом	4	1
340	формы в	1	1
341	он в	1	1
342	можно не	2	1
343	связанного с	1	1
344	учение о	1	1
345	противоположность в	1	1
346	дворцов и	1	1
347	назвал это	1	1
348	но на	1	1
349	и если	1	1
350	не имеют	4	1
351	тем не	2	1
352	все другие	1	1
353	предмет а	1	1
354	в первую	1	1
355	не значит	1	1
356	этого вопроса	1	1
357	женщины которую	1	1
358	ее и	2	1
359	никак не	1	1
360	туман и	1	1
361	на золотых	1	1
362	бога и	2	1
363	на этом	1	1
364	они играют	1	1
365	ним на	1	1
366	видит и	1	1
367	этап развития	1	1
368	встречаются и	1	1
369	это значит	1	1
370	а затем	2	1
371	что все	3	1
372	связанные с	1	1
373	этом он	2	1
374	в мире	4	1
375	мире не	1	1
376	и чтобы	1	1
377	человеческое существо	1	1
378	на все	1	1
379	то есть	12	1
380	знает что	1	1
381	которого не	1	1
382	свою противоположность	2	1
383	нам по	1	1
384	в огонь	1	1
385	в жизни	2	1
386	был и	1	1
387	люди не	1	1
388	о которых	1	1
389	он же	1	1
390	совершенно иного	1	1
391	у самых	1	1
392	пребывает в	1	1
393	одна и	1	1
394	когда я	2	1
395	выражена в	1	1
396	меня но	1	1
397	чем в	1	1
398	ключ к	1	1
399	в один	2	1
400	их на	1	1
401	сейчас же	1	1
402	одно из	1	1
403	к мысли	1	1
404	но если	3	1
405	этой связи	2	1
406	сердца а	1	1
407	их сознания	1	1
408	на месте	1	1
409	в котором	6	1
410	не столько	2	1
411	не от	1	1
412	что я	3	1
413	живут в	1	1
414	в прямом	1	1
415	все это	10	1
416	борьбу с	1	1
417	и более	1	1
418	как от	1	1
419	его до	1	1
420	оно могло	1	1
421	с развитием	1	1
422	не менее	6	1
423	в таких	1	1
424	что с	1	1
425	считает что	1	1
426	меня не	1	1
427	ее с	1	1
428	к этим	1	1
429	в основе	2	1
430	не случайно	4	1
431	в уме	1	1
432	котором говорилось	1	1
433	казалось бы	1	1
434	больше чем	2	1
435	эта традиция	1	1
436	это из	1	1
437	к ней	2	1
438	как она	1	1
439	то у	1	1
440	уже говорили	1	1
441	со своим	1	1
442	только с	1	1
443	но даже	1	1
444	что на	1	1
445	в области	1	1
446	ли это	1	1
447	вот в	2	1
448	человека с	2	1
449	осталась на	1	1
450	начиная с	1	1
451	не могут	1	1
452	есть только	1	1
453	сравнительно с	1	1
454	этой книги	3	1
455	не встречается	1	1
456	бы он	1	1
457	кто же	2	1
458	все попытки	1	1
459	мысли о	1	1
460	время он	2	1
461	того самого	1	1
462	яркий образ	1	1
463	на помощь	1	1
464	и о	1	1
465	тому что	1	1
466	с ее	3	1
467	не могу	2	1
468	в ее	1	1
469	как по	1	1
470	приводит к	2	1
471	мы наблюдаем	1	1
472	прямом смысле	1	1
473	и когда	2	1
474	другое в	1	1
475	или на	1	1
476	часто в	1	1
477	жизнь и	1	1
478	для этого	1	1
479	по мере	1	1
480	стремление к	2	1
481	означает что	1	1
482	нас и	1	1
483	об этом	2	1
484	связанное с	1	1
485	а по	2	1
486	иное как	1	1
487	каждый раз	1	1
488	и здесь	1	1
489	слова из	2	1
490	и возможно	1	1
491	и из	1	1
492	одного из	2	1
493	с того	1	1
494	к одному	1	1
495	все его	1	1
496	восходит к	1	1
497	воспринимается как	1	1
498	которая сама	1	1
499	к нему	1	1
500	его губы	1	1
501	между тем	1	1
502	переходит в	2	1
503	большого дома	1	1
504	и гармония	1	1
505	выступает как	1	1
506	наконец в	1	1
507	в современной	1	1
508	с той	1	1
509	т с	1	1
510	но с	1	1
511	этот вопрос	1	1
512	пришел к	1	1
513	в литературу	1	1
514	их не	1	1
515	от них	1	1
516	по всей	1	1
517	же и	2	1
518	и богом	1	1
519	одной из	4	1
520	его совесть	1	1
521	уже в	3	1
522	если мы	1	1
523	за полтора	1	1
524	а это	1	1
525	рассказывает о	1	1
526	его и	1	1
527	глаза и	1	1
528	был бы	2	1
529	для него	6	1
530	стоит и	1	1
531	он весь	1	1
532	у нее	1	1
533	оно так	1	1
534	к ним	1	1
535	но что	1	1
536	в глубоких	1	1
537	и силой	1	1
538	и даже	3	1
539	а на	1	1
540	именно в	2	1
541	я был	1	1
542	заметить что	1	1
543	своего собственного	2	1
544	как впоследствии	1	1
545	в другое	1	1
546	происходить и	1	1
547	имя которого	1	1
548	он только	1	1
549	это прежде	1	1
550	происходит его	1	1
551	не знает	2	1
552	на которых	1	1
553	в картине	1	1
554	его как	2	1
555	на друга	1	1
556	на эту	4	1
557	когда она	1	1
558	при появлении	1	1
559	для этой	2	1
560	еще раз	1	1
561	лицо он	1	1
562	мы перейдем	1	1
563	первый взгляд	1	1
564	того где	1	1
565	в цикле	1	1
566	где еще	1	1
567	он говорит	3	1
568	выход из	1	1
569	видит в	1	1
570	а если	1	1
571	это есть	1	1
572	как драгоценный	1	1
573	в мир	2	1
574	него есть	2	1
575	нет есть	1	1
576	о его	1	1
577	между прочим	1	1
578	с большой	4	1
579	и часто	1	1
580	живет и	1	1
581	не существует	3	1
582	всего мира	1	1
583	причем в	2	1
584	человека для	1	1
585	как озеро	1	1
586	который является	2	1
587	из себя	2	1
588	тем более	1	1
589	чтобы его	1	1
590	же в	1	1
591	давно уже	1	1
592	может и	1	1
593	в свою	7	1
594	в моем	1	1
595	вся вселенная	1	1
596	этап в	1	1
597	на этот	1	1
598	не что	1	1
599	оно не	1	1
600	время не	2	1
601	себе не	2	1
602	может происходить	1	1
603	область пока	1	1
604	к этой	1	1
605	это в	3	1
606	в таком	1	1
