N	2gram	Potebnia_M_3	OGranits
168	могут быть	3	2
169	к тому	7	2
170	позволим себе	1	1
171	и это	4	1
172	не думает	1	1
173	одним из	1	1
174	своего развития	1	1
175	человека и	5	1
176	в виду	1	1
177	того же	1	1
178	что до	1	1
179	только потому	3	1
180	словами и	1	1
181	это и	2	1
182	пусть эта	1	1
183	в собственном	2	1
184	но тем	2	1
185	самый предмет	2	1
186	и есть	3	1
187	нам кажется	2	1
188	делая его	1	1
189	и до	2	1
190	в нашу	1	1
191	с языком	1	1
192	собственном смысле	2	1
193	на том	1	1
194	едва ли	1	1
195	мысль со	1	1
196	о влиянии	1	1
197	не дано	1	1
198	в образе	3	1
199	для которой	1	1
200	особенно в	1	1
201	или на	2	1
202	нуждаются в	1	1
203	когда в	2	1
204	на первом	1	1
205	к тем	2	1
206	содержания в	2	1
207	остается только	2	1
208	и о	2	1
209	возможно только	3	1
210	вопрос о	1	1
211	до такой	1	1
212	быть может	3	1
213	для этого	1	1
214	из одного	1	1
215	по себе	16	1
216	по мере	4	1
217	исследования в	1	1
218	его за	1	1
219	связанное с	2	1
220	и который	1	1
221	сводится к	1	1
222	из того	2	1
223	заключена только	1	1
224	ему в	2	1
225	то это	6	1
226	есть акт	2	1
227	в мире	1	1
228	и он	1	1
229	в каждой	4	1
230	с большим	1	1
231	слово не	5	1
232	собою и	1	1
233	следовательно в	1	1
234	другими словами	1	1
235	и что	10	1
236	произведение и	1	1
237	не имеем	1	1
238	еще не	5	1
239	связи со	1	1
240	образование такого	1	1
241	столь же	4	1
242	время в	3	1
243	форма как	1	1
244	же самые	1	1
245	одно другим	1	1
246	забывая это	1	1
247	к нему	3	1
248	на самом	1	1
249	совсем не	1	1
250	но не	7	1
251	то он	2	1
252	что язык	2	1
253	мысль что	1	1
254	эта особенность	1	1
255	может и	1	1
256	природы и	2	1
257	отношение к	2	1
258	тут же	2	1
259	примыкает к	1	1
260	нет и	1	1
261	в другой	1	1
262	ограниченного числа	1	1
263	на то	2	1
264	язык есть	2	1
265	но столь	1	1
266	один и	1	1
267	каждом отдельном	1	1
268	в художественной	1	1
269	на словах	1	1
270	в истории	1	1
271	в одной	1	1
272	другой или	1	1
273	в своем	5	1
274	как из	1	1
275	то или	2	1
276	что касается	1	1
277	один из	4	1
278	и как	5	1
279	его к	2	1
280	одной из	2	1
281	что он	6	1
282	более или	3	1
283	звука и	2	1
284	роль играет	1	1
285	что слово	7	1
286	не отражается	1	1
287	который в	1	1
288	или же	4	1
289	под ним	2	1
290	и ряд	1	1
291	существует лишь	1	1
292	состоит не	3	1
293	в выражении	1	1
294	так в	2	1
295	в этой	2	1
296	глаз и	2	1
297	что к	1	1
298	о слове	2	1
299	события и	1	1
300	и тот	2	1
301	с одним	1	1
302	конечно не	1	1
303	не можем	3	1
304	мы чувствуем	1	1
305	только на	3	1
306	положение что	1	1
307	себя и	4	1
308	и если	2	1
309	и чисто	1	1
310	к слову	2	1
311	что она	3	1
312	или даже	1	1
313	форму то	2	1
314	его и	1	1
315	всем своем	1	1
316	одно из	5	1
317	в понимании	1	1
318	никто не	3	1
319	в виде	2	1
320	переходит от	1	1
321	и язык	1	1
322	что без	1	1
323	но что	2	1
324	понимании его	1	1
325	из него	2	1
326	каждый из	1	1
327	еще одну	1	1
328	подобно тому	2	1
329	в чистую	1	1
330	отличие от	1	1
331	людей и	2	1
332	в изолированном	1	1
333	входящих в	2	1
334	и вместе	3	1
335	явления природы	1	1
336	не должно	1	1
337	положения что	1	1
338	для того	4	1
339	предмету но	1	1
340	ни о	3	1
341	и иметь	1	1
342	что мир	1	1
343	в совершенно	1	1
344	его определение	1	1
345	конечно если	1	1
346	бы быть	2	1
347	на все	2	1
348	говорить не	1	1
349	не нашел	2	1
350	имеет и	1	1
351	и здесь	1	1
352	от другой	2	1
353	его в	3	1
354	те или	1	1
355	всего своего	1	1
356	понятие об	1	1
357	этим путем	1	1
358	искусства в	1	1
359	тем мы	1	1
360	от одного	1	1
361	заключается в	1	1
362	в природе	2	1
363	голоса его	1	1
364	что мы	8	1
365	только одно	1	1
366	к более	1	1
367	произведения не	2	1
368	само собою	1	1
369	образом мы	1	1
370	не было	4	1
371	она и	1	1
372	которые не	1	1
373	все равно	4	1
374	далеко не	4	1
375	самое слово	2	1
376	необходимость в	1	1
377	не всегда	2	1
378	которой он	1	1
379	и вне	1	1
380	дается ему	1	1
381	с миром	1	1
382	отражается в	2	1
383	понятие о	2	1
384	для человека	4	1
385	должно быть	5	1
386	и тогда	3	1
387	если не	4	1
388	есть одно	2	1
389	или менее	3	1
390	сводятся к	1	1
391	связь с	3	1
392	но если	1	1
393	на который	1	1
394	которую мы	1	1
395	одно слово	2	1
396	эти слова	2	1
397	не дается	4	1
398	быть объяснено	1	1
399	как все	1	1
400	ко всем	2	1
401	в такой	1	1
402	и языка	1	1
403	в субъекте	2	1
404	и столь	1	1
405	себе а	4	1
406	языка от	1	1
407	в которых	2	1
408	мысли и	2	1
409	бы мы	2	1
410	он говорит	2	1
411	такой степени	2	1
412	она есть	1	1
413	к этому	3	1
414	несомненно что	2	1
415	своего рождения	2	1
416	должно было	2	1
417	тому как	5	1
418	и вот	1	1
419	и там	1	1
420	эта совокупность	1	1
421	тем не	3	1
422	как средство	2	1
423	речи в	1	1
424	и более	1	1
425	их в	2	1
426	в ряду	3	1
427	для понимания	4	1
428	и наоборот	4	1
429	где нет	1	1
430	в последнем	3	1
431	к следующему	1	1
432	быть не	2	1
433	зрения и	2	1
434	этого слова	11	1
435	что такое	2	1
436	только то	1	1
437	тому что	3	1
438	что те	1	1
439	него прежде	1	1
440	заключаться в	1	1
441	между людьми	2	1
442	очевидного положения	1	1
443	и развивается	1	1
444	но это	6	1
445	этом следует	1	1
446	о значении	1	1
447	и оно	3	1
448	в начале	3	1
449	виду что	1	1
450	и другое	1	1
451	в то	10	1
452	как о	2	1
453	одно понятие	1	1
454	уже из	1	1
455	сознании и	2	1
456	всю совокупность	2	1
457	не знаем	3	1
458	в неделимом	2	1
459	того чтобы	3	1
460	мышления в	1	1
461	уже на	2	1
462	само по	3	1
463	иметь в	2	1
464	и чем	1	1
465	не существует	3	1
466	формы и	1	1
467	в разных	2	1
468	однако если	1	1
469	или в	3	1
470	на одном	1	1
471	того как	4	1
472	находятся в	1	1
473	то не	2	1
474	же время	5	1
475	существовать если	1	1
476	поэзии в	1	1
477	тем более	4	1
478	вообще в	1	1
479	от него	2	1
480	сложнее и	1	1
481	с понятием	2	1
482	говоря словами	1	1
483	это слово	4	1
484	только что	8	1
485	потому что	46	1
486	связи с	2	1
487	что вообще	2	1
488	до того	4	1
489	в системе	2	1
490	этом отношении	2	1
491	не вполне	1	1
492	об этом	2	1
493	вещь сколько	1	1
494	не знает	3	1
495	языка в	5	1
496	сказать что	5	1
497	которую не	1	1
498	в поэтическом	2	1
499	равно как	1	1
500	все то	1	1
501	мы здесь	1	1
502	которая есть	1	1
503	слова есть	3	1
504	и именно	1	1
505	не входит	1	1
506	когда мы	2	1
507	языке и	1	1
508	про себя	1	1
509	с его	1	1
510	произведения и	1	1
511	же самое	1	1
512	следовательно не	1	1
513	вместе с	12	1
514	язык во	1	1
515	как для	1	1
516	в данную	1	1
517	например в	6	1
518	по поводу	4	1
519	особенности и	1	1
520	что при	3	1
521	при всяком	1	1
