N	2gram	Bakhtin_fo_1	Myslijsy
150	того чтобы	5	3
151	есть к	1	3
152	могут быть	5	3
153	для себя	7	3
154	свою очередь	1	3
155	в образе	5	3
156	или в	3	3
157	здесь как	2	3
158	в словах	1	3
159	и вообще	2	3
160	жизни не	3	3
161	время в	6	3
162	это было	1	3
163	и следовательно	4	3
164	же и	2	3
165	есть в	2	3
166	только на	3	3
167	в начале	3	3
168	к содержанию	1	3
169	никто не	2	3
170	прежде всего	15	3
171	друг друга	3	3
172	мы можем	1	3
173	должны будем	1	3
174	до сих	3	3
175	именно в	3	3
176	одной стороны	2	3
177	человеческой жизни	6	3
178	там где	2	3
179	в одно	3	3
180	так же	6	3
181	самого себя	1	3
182	в ряду	1	3
183	сих пор	3	3
184	и оно	1	3
185	тем и	1	3
186	не существует	1	3
187	и все	6	3
188	от всего	1	3
189	здесь только	2	3
190	в свою	2	3
191	не знает	3	3
192	в последнем	1	3
193	в которой	2	3
194	в искусстве	1	3
195	к этому	3	3
196	в таком	3	3
197	самом деле	1	2
198	и до	5	2
199	в их	6	2
200	часть его	1	2
201	мы уже	11	2
202	той же	2	2
203	бы например	1	2
204	его только	1	2
205	не столько	1	2
206	из сказанного	1	2
207	все в	1	2
208	вопрос об	1	2
209	и человеческой	1	2
210	то он	1	2
211	с любовью	1	2
212	явлений и	1	2
213	в новом	1	2
214	отношение к	2	2
215	существование в	1	2
216	но без	1	2
217	сама по	1	2
218	человек может	1	2
219	все же	6	2
220	и получает	1	2
221	далее и	1	2
222	его к	1	2
223	со своей	3	2
224	сливается с	1	2
225	та же	1	2
226	в этой	1	2
227	человеке и	1	2
228	и тот	1	2
229	на то	1	2
230	не могла	1	2
231	человек не	1	2
232	так сказать	7	2
233	не как	2	2
234	но все	5	2
235	могла бы	1	2
236	входит в	3	2
237	время и	4	2
238	ни в	8	2
239	бы было	1	2
240	во время	1	2
241	точки зрения	5	2
242	в своей	2	2
243	а как	3	2
244	в которых	2	2
245	единство и	1	2
246	т п	8	2
247	их в	3	2
248	том же	2	2
249	она не	1	2
250	как о	1	2
251	в разных	5	2
252	из того	1	2
253	этом отношении	3	2
254	когда мы	1	2
255	от этого	2	2
256	его с	1	2
257	и самое	1	2
258	в ее	6	2
259	в буквальном	2	2
260	так в	1	2
261	во многом	2	2
262	можно только	2	2
263	и с	4	2
264	об этом	2	2
265	свойств и	1	2
266	о том	1	2
267	его жизни	8	2
268	или на	1	2
269	от него	1	2
270	связь между	2	2
271	от них	1	2
272	природы и	2	2
273	в форме	3	2
274	эти последние	1	2
275	мы видим	3	2
276	одной из	3	2
277	буквальном смысле	2	2
278	которое мы	1	2
279	и после	1	2
280	но как	1	2
281	на мир	1	2
282	связи с	6	2
283	с нею	1	2
284	мы относим	1	2
285	был бы	3	2
286	в одном	3	2
287	у него	6	2
288	в других	9	2
289	не были	2	2
290	и даже	2	2
291	что человек	1	2
292	тут же	1	2
293	притом не	1	2
294	самое слово	1	2
295	к своему	2	2
296	по своему	1	2
297	перед нами	1	2
298	слова но	1	2
299	уже на	2	2
300	не подлежит	1	2
301	есть одно	1	2
302	из себя	1	2
303	бы в	1	2
304	и наконец	1	2
305	же в	3	2
306	человека то	1	2
307	жизни и	8	2
308	и наиболее	1	1
309	отношения к	3	1
310	разных времен	1	1
311	одним из	1	1
312	до него	1	1
313	в строгом	2	1
314	все остальное	1	1
315	тех же	2	1
316	звено цепи	1	1
317	к своей	2	1
318	же стихии	1	1
319	по преимуществу	3	1
320	оно было	1	1
321	значение но	2	1
322	собою в	1	1
323	по его	1	1
324	их и	2	1
325	часы и	2	1
326	сказанного ясно	1	1
327	в первый	1	1
328	вопрос о	2	1
329	и совсем	1	1
330	который был	1	1
331	в сущности	3	1
332	время как	5	1
333	но она	2	1
334	оно вообще	1	1
335	не вполне	1	1
336	как я	1	1
337	и со	1	1
338	не знают	1	1
339	время жизни	1	1
340	того же	8	1
341	и он	1	1
342	всех сторон	1	1
343	центр образа	1	1
344	он был	1	1
345	на них	2	1
346	он сам	1	1
347	без которой	1	1
348	здесь не	4	1
349	остались бы	1	1
350	внешний и	1	1
351	с его	9	1
352	не без	2	1
353	данном случае	1	1
354	он может	1	1
355	совсем не	2	1
356	знающего только	1	1
357	мы нашли	1	1
358	его во	1	1
359	есть по	1	1
360	таким-то образом	1	1
361	себе и	3	1
362	отличие от	2	1
363	в порядке	3	1
364	нет и	2	1
365	и другого	1	1
366	же мало	1	1
367	всех ее	1	1
368	и я	1	1
369	в истории	2	1
370	время когда	1	1
371	его на	2	1
372	значение его	1	1
373	стороны и	2	1
374	о жизни	1	1
375	это был	1	1
376	что касается	1	1
377	еще и	2	1
378	не сливается	1	1
379	хотя и	3	1
380	могли бы	1	1
381	может получить	1	1
382	этих рядов	2	1
383	один ряд	1	1
384	для которой	1	1
385	имеет в	2	1
386	увидим что	1	1
387	вносит в	1	1
388	но в	10	1
389	природы то	1	1
390	но эта	3	1
391	на ней	1	1
392	и конечно	1	1
393	из жизни	1	1
394	все эти	9	1
395	если мы	2	1
396	тоже не	1	1
397	такое значение	1	1
398	уже разложение	1	1
399	мира но	1	1
400	тому же	2	1
401	как он	2	1
402	но на	4	1
403	с чем	1	1
404	как оно	2	1
405	в первых	1	1
406	главным образом	1	1
407	сами эти	1	1
408	явлениях в	1	1
409	она входит	1	1
410	в понимании	1	1
411	которым человек	1	1
412	он должен	2	1
413	что единство	1	1
414	в корне	1	1
415	и вот	1	1
416	и свойства	1	1
417	которой нет	1	1
418	будем говорить	1	1
419	с такими	1	1
420	ни был	1	1
421	такого же	1	1
422	здесь мы	1	1
423	касается до	1	1
424	в совершенно	1	1
425	в мире	1	1
426	конечно в	1	1
427	них не	1	1
428	лишь в	6	1
429	со всех	1	1
430	это не	6	1
431	самих и	1	1
432	в жизни	6	1
433	то увидим	1	1
434	люди не	1	1
435	она и	1	1
436	в самую	1	1
437	жизни то	2	1
438	которой он	1	1
439	и вне	3	1
440	нигде не	1	1
441	была уже	2	1
442	строгом смысле	2	1
443	ни с	2	1
444	форма и	1	1
445	оно нас	1	1
446	себе все	1	1
447	в этих	3	1
448	места в	2	1
449	таким же	1	1
450	с точки	2	1
451	миф о	1	1
452	каким он	1	1
453	этой жизни	1	1
454	одновременностью и	3	1
455	которые в	1	1
456	другом и	1	1
457	но он	2	1
458	с такою	1	1
459	друг другу	2	1
460	есть именно	2	1
461	речи в	2	1
462	его разными	1	1
463	и более	1	1
464	уже сказали	2	1
465	не должно	1	1
466	что этот	1	1
467	между прочим	1	1
468	что происходит	1	1
469	следовательно принадлежит	1	1
470	человека есть	1	1
471	в таких	1	1
472	ничего нового	1	1
473	человека но	1	1
474	виду что	1	1
475	назвать аналитическим	1	1
476	определенности и	1	1
477	тесная связь	1	1
478	на себе	1	1
479	и сама	1	1
480	в процессе	4	1
481	когда они	1	1
482	чем не	3	1
483	принадлежит к	2	1
484	не могло	5	1
485	два образа	2	1
486	следовательно и	1	1
487	того и	2	1
488	области где	1	1
489	них только	1	1
490	внутреннего единства	1	1
491	ничего не	9	1
492	это то	2	1
493	значение во	1	1
494	но очень	2	1
495	и степень	1	1
496	своей природе	1	1
497	во всем	2	1
498	ним но	1	1
499	не нужен	1	1
500	в более	2	1
501	здесь же	1	1
502	и искусства	1	1
503	с другом	1	1
504	с которой	1	1
505	например что	1	1
506	начиная с	1	1
507	про себя	1	1
508	отличается от	1	1
509	для его	1	1
510	он видит	1	1
511	должен быть	1	1
512	мы привели	1	1
513	оттенки в	1	1
514	приходит к	1	1
515	из всего	1	1
516	внутренняя жизнь	2	1
517	в виду	3	1
518	служит только	1	1
519	след в	1	1
520	как по	2	1
521	своего мира	1	1
522	безразлично для	1	1
523	это с	1	1
524	возвращаться в	1	1
525	с самого	2	1
526	свободу и	1	1
527	на том	1	1
528	жизни это	2	1
529	времени и	10	1
530	ясно что	2	1
531	было в	1	1
532	особенно в	1	1
533	с самим	5	1
534	и каждый	1	1
535	оно как	1	1
536	этим в	1	1
537	в результате	6	1
538	свойств человека	1	1
539	жизнь и	4	1
540	понятно что	4	1
541	связанных между	1	1
542	это внутреннее	1	1
543	нас и	1	1
544	но здесь	1	1
545	находится в	1	1
546	то должны	1	1
547	и здесь	1	1
548	мышление как	1	1
549	и т.д	1	1
550	и т.п	4	1
551	не перед	1	1
552	все содержание	1	1
553	в глаза	2	1
554	все его	3	1
555	единства и	2	1
556	форма как	1	1
557	нас в	3	1
558	мы понимаем	1	1
559	сила или	1	1
560	раз и	2	1
561	и состав	1	1
562	во всех	6	1
563	не чувствует	1	1
564	когда оно	1	1
565	но нет	1	1
566	на одном	1	1
567	но нельзя	1	1
568	ему удается	1	1
569	каков бы	1	1
570	даже на	1	1
571	в ту	1	1
572	и разных	1	1
573	места и	1	1
574	происходит в	2	1
575	бросается в	1	1
576	я был	2	1
577	тот же	1	1
578	и представляет	1	1
579	уже одно	1	1
580	целого и	1	1
581	в стороне	2	1
582	между этими	4	1
583	и ее	3	1
584	по этому	1	1
585	определение в	1	1
586	человека с	1	1
587	себя в	1	1
588	события и	1	1
589	конечно не	4	1
590	носит в	1	1
591	том самом	1	1
592	чем они	1	1
593	его самосознание	1	1
594	следует за	1	1
595	или даже	1	1
596	при помощи	1	1
597	его и	2	1
598	смерти и	1	1
599	где бы	1	1
600	не связанных	1	1
601	пока не	1	1
602	бы совершенно	2	1
603	могло бы	1	1
604	сами по	1	1
605	произведения и	1	1
606	к ним	2	1
607	при всей	1	1
608	как его	1	1
609	она имеет	1	1
610	отдельного человека	1	1
611	от механического	1	1
612	явлений в	1	1
613	своего народа	1	1
614	явления природы	1	1
615	не является	2	1
616	значение чем	1	1
617	это будет	1	1
618	жизни в	8	1
619	здесь от	1	1
620	даже не	2	1
621	на ее	1	1
622	миру и	1	1
623	бы эти	1	1
624	типа на	1	1
625	внешнее и	2	1
626	на которые	1	1
627	мы еще	3	1
628	с судьбою	1	1
629	не входит	2	1
630	но есть	1	1
631	и люди	1	1
632	к более	1	1
633	с нашей	3	1
634	стремится к	1	1
635	произведений искусства	1	1
636	бы назвать	1	1
637	принадлежит не	2	1
638	не на	1	1
639	с которым	1	1
640	от мира	1	1
641	также с	1	1
642	этим определяются	3	1
643	нашей точки	3	1
644	могло существовать	1	1
645	почти ничего	1	1
646	природы даже	1	1
647	природу и	1	1
648	время с	1	1
649	и ограниченность	1	1
650	эта идея	1	1
651	читать про	1	1
652	тождество с	2	1
653	эта особенность	1	1
654	и приобретает	1	1
655	значение она	1	1
656	забывать что	1	1
657	в данном	2	1
658	я так	1	1
659	она есть	1	1
660	находятся в	1	1
661	к образу	1	1
662	да и	3	1
663	происхождения и	1	1
664	об особенностях	1	1
665	друг с	1	1
666	ко мне	1	1
667	все наше	1	1
668	не вносит	1	1
669	и наши	1	1
670	из ряда	1	1
671	ее содержания	1	1
672	формы и	3	1
673	и следствия	1	1
674	здесь все	2	1
675	или не	2	1
676	человек и	2	1
677	оно ничего	1	1
678	в данное	1	1
679	на первый	1	1
680	него вовсе	1	1
681	в эту	1	1
682	во французском	1	1
683	же оно	1	1
684	на одно	1	1
685	романа и	3	1
686	все то	2	1
687	самому и	1	1
688	обо всем	1	1
689	все только	2	1
690	с людьми	1	1
691	другу но	1	1
692	в народной	1	1
693	первый раз	1	1
694	между ними	3	1
695	именно не	1	1
696	равно как	2	1
697	нет но	2	1
698	с ними	1	1
699	я хотя	1	1
700	этим объясняется	1	1
701	но эти	1	1
702	ее в	2	1
703	него как	1	1
704	и эта	2	1
705	в птицу	1	1
706	нас не	1	1
707	можно назвать	2	1
708	во всяком	3	1
709	гораздо более	1	1
