N	2gram	Vinokur_St_3	Istorich
333	как я	2	1
334	ему в	1	1
335	в некотором	1	1
336	дают возможность	1	1
337	с большим	1	1
338	в ней	4	1
339	ней он	1	1
340	еще у	2	1
341	более или	1	1
342	он был	3	1
343	в которых	2	1
344	между собой	1	1
345	которое он	2	1
346	это означало	1	1
347	его личной	1	1
348	тем как	2	1
349	знаем об	1	1
350	царь приказал	1	1
351	имеем здесь	1	1
352	то он	2	1
353	нет не	2	1
354	только тогда	2	1
355	иногда и	1	1
356	до наших	1	1
357	независимо от	5	1
358	в позднейшей	1	1
359	что именно	2	1
360	этом очень	1	1
361	в своем	1	1
362	рассказывается в	1	1
363	совершенно иными	1	1
364	сопоставить с	1	1
365	ср также	2	1
366	и как	1	1
367	и к	4	1
368	самом начале	1	1
369	поэтому он	1	1
370	о царе	1	1
371	в целом	4	1
372	приобретает характер	1	1
373	в этой	14	1
374	в известном	1	1
375	он делает	2	1
376	сюда относятся	2	1
377	так существенно	1	1
378	состоит в	4	1
379	работе о	1	1
380	но сказка	1	1
381	несколько ниже	1	1
382	что ни	1	1
383	это один	1	1
384	в нее	1	1
385	к убийству	1	1
386	и за	2	1
387	в каждом	4	1
388	в другом	3	1
389	к другу	1	1
390	а по	2	1
391	этих форм	1	1
392	а как	4	1
393	знает что	1	1
394	на протяжении	4	1
395	с начала	1	1
396	еще одно	1	1
397	этого становится	1	1
398	духа в	1	1
399	но уже	1	1
400	он является	1	1
401	о которых	3	1
402	если я	2	1
403	для своего	1	1
404	с тем	4	1
405	история о	1	1
406	основывается на	1	1
407	можно считать	1	1
408	здесь все	1	1
409	должно быть	1	1
410	не мог	2	1
411	и царь	1	1
412	или менее	1	1
413	мы как	1	1
414	с ума	1	1
415	бы на	1	1
416	и при	1	1
417	в своей	4	1
418	взгляд на	2	1
419	наших дней	1	1
420	с точки	4	1
421	этого вопроса	1	1
422	от себя	1	1
423	что я	3	1
424	пор мы	1	1
425	на три	1	1
426	и той	1	1
427	не понимает	1	1
428	друг другу	1	1
429	и более	3	1
430	не могли	1	1
431	и то	1	1
432	по себе	1	1
433	что эта	2	1
434	соединение с	2	1
435	и одной	1	1
436	некоторых случаях	1	1
437	случае в	2	1
438	не раз	1	1
439	чтобы иметь	1	1
440	а иногда	1	1
441	важно что	2	1
442	как можно	2	1
443	дело в	1	1
444	уже очень	1	1
445	которого он	1	1
446	в торжественных	1	1
447	широко распространенный	1	1
448	он мог	1	1
449	он с	1	1
450	нельзя не	3	1
451	смысл его	1	1
452	его от	1	1
453	но очень	1	1
454	того в	1	1
455	как она	1	1
456	ее с	1	1
457	было обычным	1	1
458	же он	1	1
459	до того	1	1
460	обращает на	1	1
461	мы и	1	1
462	родился в	1	1
463	перед ним	1	1
464	вот в	1	1
465	мы встречаем	1	1
466	очень часто	1	1
467	было у	2	1
468	же самое	1	1
469	всего в	4	1
470	к тому	2	1
471	а что	1	1
472	утверждать что	2	1
473	должен быть	2	1
474	для себя	1	1
475	царь должен	1	1
476	в некоторых	3	1
477	на основе	2	1
478	царем и	2	1
479	о содержании	2	1
480	вопрос что	1	1
481	и может	2	1
482	это такое	2	1
483	и клеветникам	1	1
484	и сам	1	1
485	чтобы дать	1	1
486	можно было	1	1
487	на нее	2	1
488	также о	1	1
489	те же	1	1
490	ясно что	1	1
491	и которые	2	1
492	во многом	2	1
493	на которую	1	1
494	том как	1	1
495	по тому	2	1
496	и с	4	1
497	если бы	4	1
498	что отдельные	2	1
499	по мере	1	1
500	означает что	1	1
501	в разных	1	1
502	связанная с	1	1
503	находится в	1	1
504	тебя на	1	1
505	голос в	1	1
506	вот и	1	1
507	вражда к	1	1
508	можно сказать	4	1
509	а также	4	1
510	вопросу о	1	1
511	и во	2	1
512	как они	1	1
513	связь между	1	1
514	от них	2	1
515	два типа	1	1
516	можно усмотреть	2	1
517	примеры показывают	1	1
518	в его	12	1
519	во всей	1	1
520	и только	2	1
521	кто в	1	1
522	именно в	1	1
523	которая и	1	1
524	жизнь но	1	1
525	от которого	1	1
526	по содержанию	1	1
527	же можно	1	1
528	как например	8	1
529	но так	1	1
530	понятно почему	1	1
531	героя до	1	1
532	в какой	3	1
533	в угоду	1	1
534	которых в	1	1
535	он уже	1	1
536	который в	1	1
537	самые разнообразные	1	1
538	в большом	1	1
539	жизни и	1	1
540	вопрос об	1	1
541	место из	1	1
542	вот что	3	1
543	не отметить	1	1
544	оказывается в	1	1
545	и они	1	1
546	в жизни	4	1
547	в виде	3	1
548	в начале	4	1
549	смысл этой	1	1
550	сказать относительно	1	1
551	становится вождем	1	1
552	а то	2	1
553	не дает	1	1
554	же объясняется	1	1
555	очевидно что	1	1
556	которые в	2	1
557	в мировой	3	1
558	и их	1	1
559	тогда он	1	1
560	со вторым	1	1
561	прикреплены к	1	1
562	пришла к	1	1
563	не о	1	1
564	на четыре	2	1
565	как его	1	1
566	но что	1	1
567	к той	1	1
568	от того	2	1
569	другое что	1	1
570	смерти и	1	1
571	даже и	1	1
572	для того	2	1
573	рядом с	1	1
574	из двух	1	1
575	связан с	3	1
576	только у	1	1
577	и из	1	1
578	и тех	1	1
579	для этого	2	1
580	в ряде	2	1
581	а с	2	1
582	на которые	1	1
583	для такой	1	1
584	и пр	13	1
585	от этого	1	1
586	она еще	1	1
587	означало бы	1	1
588	его как	3	1
589	человек в	1	1
590	может создать	2	1
591	о чем	1	1
592	свое внимание	1	1
593	именно так	1	1
594	и силы	1	1
595	здесь следует	1	1
596	для этой	1	1
597	все более	2	1
598	является его	1	1
599	начиная с	2	1
600	в самой	1	1
601	из трех	1	1
602	теперь к	1	1
603	то можно	1	1
604	эти примеры	1	1
605	требует от	1	1
606	что давало	1	1
607	из которых	4	1
608	быть это	3	1
609	xix века	4	1
610	что же	1	1
611	за рамки	2	1
612	два раза	1	1
613	при ближайшем	1	1
614	основана на	1	1
615	дело так	1	1
616	царь который	1	1
617	т п	6	1
618	затем следуют	1	1
619	в книге	1	1
620	очень интересный	1	1
621	становится понятным	1	1
622	и ему	1	1
623	тем и	1	1
624	к будущему	1	1
625	формы и	1	1
626	она проявляется	1	1
627	его с	1	1
628	о той	1	1
629	в эту	4	1
630	это он	1	1
631	для его	2	1
632	же к	2	1
633	но зато	1	1
634	хотя бы	1	1
635	только что	2	1
636	них и	1	1
637	все они	3	1
638	в связь	1	1
639	потом он	1	1
640	я за	1	1
641	здесь только	2	1
642	а о	1	1
643	не знает	1	1
644	он находит	1	1
645	но этот	1	1
646	из этого	4	1
647	вопрос а	1	1
648	в свое	1	1
649	самое и	1	1
650	эти слова	1	1
651	конечно более	1	1
652	но эти	1	1
653	все что	1	1
654	также не	1	1
655	в частности	1	1
656	это в	4	1
657	см в	1	1
658	можно назвать	4	1
659	как на	6	1
660	такой же	2	1
