N	2gram	Propp_Isto_2	KFilosof
198	вся эта	1	2
199	может иметь	1	2
200	и она	3	2
201	в него	2	2
202	тот же	1	2
203	и временного	1	2
204	что он	24	2
205	а с	2	2
206	именно на	1	2
207	в качестве	3	2
208	него и	1	2
209	а это	1	2
210	и других	1	2
211	его и	4	2
212	слова в	2	2
213	себе а	1	2
214	будет ли	1	2
215	себя и	2	2
216	но есть	2	2
217	прежде всего	5	2
218	только по	1	2
219	он и	3	2
220	есть момент	1	2
221	и потому	1	2
222	его на	2	2
223	что за	1	2
224	действительно ли	1	2
225	быть не	1	2
226	в это	1	2
227	этого слова	1	2
228	еще более	1	2
229	он имеет	2	2
230	ни к	1	2
231	потому что	9	2
232	но всегда	1	2
233	его к	1	2
234	и эта	1	2
235	к этому	1	2
236	и понимает	1	1
237	в стороне	1	1
238	показать что	2	1
239	всем что	1	1
240	права и	1	1
241	можно в	1	1
242	что эти	4	1
243	имеем и	2	1
244	не имеют	1	1
245	особенно часто	3	1
246	в зависимости	1	1
247	мы уже	6	1
248	той же	2	1
249	его не	2	1
250	их и	1	1
251	со всех	4	1
252	здесь нам	1	1
253	конечно все	1	1
254	не делает	1	1
255	бы что	1	1
256	быть возведена	1	1
257	и ее	2	1
258	и он	1	1
259	всех сторон	4	1
260	этих случаях	10	1
261	мной в	1	1
262	а тем	1	1
263	а он	1	1
264	исторический факт	1	1
265	не просто	2	1
266	и выдает	1	1
267	всегда действительно	1	1
268	в истории	1	1
269	с этим	5	1
270	что ее	3	1
271	и наконец	5	1
272	он находится	1	1
273	и к	1	1
274	в этот	1	1
275	за собой	1	1
276	в самом	1	1
277	в которой	2	1
278	ни один	2	1
279	из другого	1	1
280	но его	2	1
281	сама не	2	1
282	на то	3	1
283	если он	1	1
284	его но	1	1
285	жизнью и	1	1
286	на его	2	1
287	о возможной	1	1
288	что она	5	1
289	задний план	1	1
290	главным образом	2	1
291	оно было	1	1
292	с нашим	1	1
293	оно должно	1	1
294	их в	2	1
295	другого мира	2	1
296	и по	2	1
297	конца и	1	1
298	этим самым	1	1
299	а затем	2	1
300	об этом	11	1
301	связанных с	1	1
302	и с	4	1
303	здесь то	1	1
304	с целью	1	1
305	это было	1	1
306	который и	1	1
307	и иных	1	1
308	а есть	1	1
309	к миру	1	1
310	должен был	3	1
311	момент этого	1	1
312	это ее	1	1
313	на характер	1	1
314	смерть и	1	1
315	поможет нам	2	1
316	это положение	1	1
317	освободиться от	1	1
318	этого не	5	1
319	несмотря на	1	1
320	чем в	1	1
321	такой же	2	1
322	не мог	3	1
323	и видит	1	1
324	в этих	11	1
325	она сама	1	1
326	под эти	1	1
327	он должен	2	1
328	которого является	1	1
329	часа и	1	1
330	чем дальше	1	1
331	не будем	4	1
332	но он	4	1
333	над всеми	1	1
334	есть еще	1	1
335	и очень	1	1
336	на один	2	1
337	места их	1	1
338	быть признан	1	1
339	играть в	1	1
340	с которой	2	1
341	она не	5	1
342	есть а	1	1
343	как о	1	1
344	одна из	2	1
345	здесь на	2	1
346	с него	1	1
347	так чтобы	1	1
348	что ей	1	1
349	форма не	1	1
350	только не	1	1
351	слово и	1	1
352	человека за	1	1
353	между прочим	3	1
354	ему и	1	1
355	вместо того	2	1
356	к этим	1	1
357	через эту	1	1
358	до того	1	1
359	сделать в	1	1
360	у меня	1	1
361	к таким	2	1
362	во все	1	1
363	зависимости от	1	1
364	к тому	5	1
365	и мне	1	1
366	игра в	1	1
367	за свою	1	1
368	если мы	1	1
369	и о	1	1
370	с ее	2	1
371	всего этого	1	1
372	на задний	1	1
373	человек а	1	1
374	факт не	1	1
375	характер и	1	1
376	можно сделать	1	1
377	уже с	2	1
378	мотива мы	2	1
379	приводит к	2	1
380	можно говорить	1	1
381	иной мир	4	1
382	с собой	1	1
383	здесь нельзя	1	1
384	особенно в	1	1
385	живет в	2	1
386	мог бы	3	1
387	за волосы	2	1
388	подойти к	2	1
389	остается только	1	1
390	в последней	1	1
391	приобщается к	1	1
392	образом в	1	1
393	находится в	2	1
394	я теперь	1	1
395	человек здесь	1	1
396	в религии	1	1
397	и превращает	2	1
398	другими словами	4	1
399	она всегда	3	1
400	и во	1	1
401	а во	1	1
402	все в	1	1
403	связь между	1	1
404	одном случае	2	1
405	переходит в	1	1
406	нуждается в	1	1
407	уходят в	1	1
408	и можно	1	1
409	не знаю	1	1
410	если это	3	1
411	к ней	2	1
412	нет он	2	1
413	с нашей	1	1
414	в каких	3	1
415	значит что	1	1
416	один из	8	1
417	содержится в	1	1
418	но с	2	1
419	мы видим	8	1
420	одной из	4	1
421	в какой	1	1
422	и так	2	1
423	это очень	1	1
424	их не	1	1
425	а только	1	1
426	тем она	1	1
427	только при	1	1
428	чтобы я	1	1
429	же и	3	1
430	момент не	1	1
431	можно установить	2	1
432	не можем	1	1
433	только на	1	1
434	дано в	2	1
435	а то	2	1
436	факт но	1	1
437	одно из	2	1
438	себе в	1	1
439	никто не	1	1
440	даже к	1	1
441	смысле этого	2	1
442	так как	14	1
443	друг друга	1	1
444	мы можем	8	1
445	к человеку	1	1
446	много и	1	1
447	но уже	1	1
448	смерти и	7	1
449	которые как	1	1
450	именно как	1	1
451	был не	1	1
452	она и	2	1
453	он живет	1	1
454	и из	2	1
455	здесь в	2	1
456	а именно	3	1
457	миру и	1	1
458	и др	4	1
459	превращается в	2	1
460	по направлению	1	1
461	другом случае	1	1
462	здесь дело	1	1
463	она является	1	1
464	ничем не	1	1
465	зависит от	2	1
466	что мы	3	1
467	это дело	1	1
468	стороны в	1	1
469	связь с	4	1
470	нет ничего	2	1
471	эти слова	3	1
472	вместе с	7	1
473	еще на	1	1
474	где же	2	1
475	когда мы	2	1
476	в мир	2	1
477	это значит	1	1
478	лежит в	1	1
479	к следующему	1	1
480	только для	1	1
481	о его	2	1
482	влечет за	1	1
483	остается в	1	1
484	нечто подобное	1	1
485	ибо ее	1	1
486	относиться к	1	1
487	при таком	1	1
488	имеет какую-то	1	1
489	не подлежит	1	1
490	часто имеют	1	1
491	или в	2	1
492	такие которые	1	1
493	он за	1	1
494	и кроме	1	1
495	когда он	3	1
496	это может	1	1
497	в эту	2	1
498	это позволяет	1	1
499	мы должны	4	1
500	все они	1	1
501	же в	1	1
502	уже нет	1	1
503	пусть я	4	1
504	требует чтобы	1	1
505	в иной	5	1
506	является и	1	1
507	переход из	1	1
508	бы его	1	1
509	людей но	1	1
510	самое что	1	1
511	ее в	2	1
512	они не	4	1
