N	2gram	Vygotskiy__4	KFilosof
203	в процессе	27	2
204	того чтобы	7	2
205	вытекает из	1	2
206	в сознании	4	2
207	для другого	1	2
208	в области	4	2
209	и именно	1	2
210	его с	1	2
211	бы он	1	2
212	ничего общего	3	2
213	на нем	2	2
214	всей своей	1	2
215	говорить о	1	2
216	и когда	3	2
217	котором мы	1	2
218	пройти мимо	1	2
219	психический процесс	1	2
220	даны в	2	2
221	может не	2	2
222	и та	1	2
223	бы то	1	2
224	ее от	1	2
225	может иметь	1	2
226	в него	2	2
227	научного мышления	3	2
228	что только	1	2
229	тот же	9	2
230	дело с	1	2
231	что он	6	2
232	а с	2	2
233	всех его	1	2
234	со всеми	3	2
235	в качестве	21	2
236	не из	1	2
237	и других	3	2
238	в теоретическом	1	2
239	слова в	9	2
240	этим путем	1	2
241	для этого	1	2
242	предмет и	1	2
243	прежде всего	2	2
244	только по	1	2
245	если не	2	2
246	и потому	1	2
247	возможность в	1	2
248	это есть	1	2
249	быть не	1	2
250	этого слова	11	2
251	но для	2	2
252	которой он	1	2
253	от действительного	1	2
254	еще более	1	2
255	он имеет	2	2
256	потому что	12	2
257	отношении к	1	2
258	его к	4	2
259	но этот	1	2
260	суждения и	1	2
261	к этому	4	2
262	смысле слова	1	1
263	ту же	2	1
264	предметом не	1	1
265	говоря о	2	1
266	также и	2	1
267	человека и	1	1
268	функции в	1	1
269	проблемы в	1	1
270	тем же	4	1
271	что эти	2	1
272	не имеют	3	1
273	между ним	1	1
274	видеть в	2	1
275	действительности и	1	1
276	особенно часто	1	1
277	в зависимости	1	1
278	мы уже	5	1
279	той же	6	1
280	его не	1	1
281	из всех	1	1
282	есть единственное	1	1
283	нуждаются в	1	1
284	что между	1	1
285	не делает	1	1
286	что уже	2	1
287	время от	1	1
288	в основных	1	1
289	его только	1	1
290	оба эти	1	1
291	совпадает с	1	1
292	и ее	1	1
293	простой передачи	1	1
294	и он	2	1
295	стороны его	1	1
296	могущие быть	1	1
297	мысли и	2	1
298	столь же	3	1
299	в различных	1	1
300	этих случаях	1	1
301	в нашем	4	1
302	и теоретическое	1	1
303	как если	1	1
304	они имеют	1	1
305	мы будем	2	1
306	для включения	2	1
307	в ткань	1	1
308	не просто	2	1
309	решения этой	1	1
310	и предметом	1	1
311	в истории	10	1
312	с этим	5	1
313	понятием как	1	1
314	нам остается	1	1
315	относятся к	2	1
316	виду и	1	1
317	хотя и	1	1
318	из сознания	1	1
319	не являются	3	1
320	и к	5	1
321	в действительности	5	1
322	в этот	1	1
323	в самом	6	1
324	здесь возникает	1	1
325	как понятие	1	1
326	в которой	3	1
327	это утверждение	3	1
328	эти положения	1	1
329	а чисто	1	1
330	т.п но	1	1
331	при различных	1	1
332	в известном	2	1
333	предметов и	2	1
334	в мышлении	21	1
335	научных и	2	1
336	на то	5	1
337	их развития	5	1
338	этот процесс	6	1
339	на его	3	1
340	к выводу	2	1
341	что она	1	1
342	задний план	1	1
343	главным образом	1	1
344	оно было	1	1
345	всех остальных	2	1
346	все другие	2	1
347	а просто	1	1
348	стороны нет	1	1
349	момента в	2	1
350	с нашим	1	1
351	образом и	1	1
352	но прежде	1	1
353	в понятии	1	1
354	содержит в	2	1
355	их в	2	1
356	и по	1	1
357	на этом	3	1
358	т.е от	1	1
359	том же	2	1
360	мы его	2	1
361	а затем	2	1
362	же не	2	1
363	но понятие	1	1
364	том случае	1	1
365	и с	4	1
366	с целью	1	1
367	в единую	1	1
368	т.е из	1	1
369	всеми своими	1	1
370	может стать	2	1
371	то все	1	1
372	связанная с	1	1
373	всю свою	1	1
374	практически не	1	1
375	должен был	1	1
376	между отдельными	3	1
377	на характер	1	1
378	и находит	1	1
379	и рядом	1	1
380	который по	2	1
381	выражение во	1	1
382	это положение	5	1
383	все равно	1	1
384	нашего исследования	4	1
385	всеми другими	1	1
386	одна и	1	1
387	в не	1	1
388	чем в	3	1
389	и было	1	1
390	такой же	2	1
391	но само	1	1
392	в один	3	1
393	эта ошибка	1	1
394	которое они	1	1
395	мысли что	1	1
396	в этих	3	1
397	другим и	1	1
398	моменты мы	1	1
399	лежат в	1	1
400	обычно происходит	1	1
401	он должен	1	1
402	всяком случае	3	1
403	данного предмета	1	1
404	то для	1	1
405	мы найдем	2	1
406	понятием и	1	1
407	понятий и	9	1
408	признать что	1	1
409	не путем	1	1
410	значение для	1	1
411	предполагает не	1	1
412	каждой данной	1	1
413	совершенно иначе	1	1
414	исключительно на	1	1
415	возможности которые	1	1
416	но он	1	1
417	но во	1	1
418	есть еще	1	1
419	на один	4	1
420	в отношении	10	1
421	мы поэтому	1	1
422	с которой	1	1
423	как о	1	1
424	мышление в	4	1
425	здесь на	1	1
426	смысле и	2	1
427	так чтобы	1	1
428	к такому	1	1
429	при установлении	1	1
430	только не	5	1
431	и попытка	1	1
432	слово и	2	1
433	которые могут	2	1
434	находятся в	2	1
435	в противоречие	2	1
436	действительно в	1	1
437	по своей	6	1
438	вместо того	1	1
439	это слово	2	1
440	к этим	2	1
441	здесь же	1	1
442	до того	1	1
443	уже и	2	1
444	не является	5	1
445	точке зрения	1	1
446	представляется нам	4	1
447	как всякое	1	1
448	во все	1	1
449	оно именно	1	1
450	и другой	3	1
451	зависимости от	2	1
452	отличается от	2	1
453	всего в	1	1
454	к тому	6	1
455	они даны	2	1
456	имеет место	1	1
457	оно может	3	1
458	приближения к	1	1
459	своего развития	10	1
460	если мы	10	1
461	нас от	1	1
462	что все	3	1
463	свою очередь	2	1
464	на задний	1	1
465	и от	3	1
466	характер и	1	1
467	можно сделать	1	1
468	только относительно	1	1
469	но мы	1	1
470	приводит к	3	1
471	по способу	1	1
472	на том	4	1
473	что может	1	1
474	мог бы	1	1
475	этой мысли	1	1
476	подойти к	1	1
477	существенно не	1	1
478	поэтому в	1	1
479	собой и	2	1
480	в настоящее	2	1
481	и даже	1	1
482	быть просто	1	1
483	образом в	1	1
484	находится в	1	1
485	на все	3	1
486	другими словами	2	1
487	настоящее время	2	1
488	все содержание	1	1
489	не содержит	1	1
490	и исторический	1	1
491	можно сказать	1	1
492	действительность при	1	1
493	ни на	1	1
494	и во	3	1
495	связь между	2	1
496	и приводит	1	1
497	отношения могущие	1	1
498	когда оно	2	1
499	нуждается в	1	1
500	подлежит сомнению	1	1
501	вообще и	1	1
502	даже для	1	1
503	если это	1	1
504	содержание но	1	1
505	с нашей	4	1
506	это приводит	1	1
507	значит что	2	1
508	предмета и	1	1
509	один из	3	1
510	содержится в	1	1
511	мы видим	10	1
512	одной из	3	1
513	в какой	3	1
514	и так	1	1
515	а только	3	1
516	же и	1	1
517	только на	2	1
518	в психологию	1	1
519	только тогда	1	1
520	действительно имеют	1	1
521	он стремится	1	1
522	в данной	2	1
523	только к	3	1
524	одно из	1	1
525	смысле этого	7	1
526	так как	10	1
527	может служить	2	1
528	друг друга	4	1
529	если оно	1	1
530	мы можем	5	1
531	само по	1	1
532	она будет	1	1
533	другом в	1	1
534	как раз	1	1
535	этой задачи	1	1
536	к совершенно	1	1
537	и теоретически	1	1
538	говорим о	1	1
539	и т.п	2	1
540	с другим	1	1
541	истина и	1	1
542	на ее	1	1
543	отличаются от	1	1
544	здесь в	1	1
545	мы никогда	1	1
546	эту особенность	1	1
547	на чем	1	1
548	мы возьмем	2	1
549	и затем	1	1
550	в живом	1	1
551	понятий или	2	1
552	с которым	2	1
553	понятие о	2	1
554	своей структуре	1	1
555	нашей точки	2	1
556	что мы	7	1
557	мышлением и	4	1
558	нет ничего	1	1
559	эти слова	1	1
560	вместе с	8	1
561	путь от	2	1
562	противоречие с	2	1
563	мы говорим	1	1
564	что именно	1	1
565	всей полноте	1	1
566	из которых	1	1
567	полную аналогию	1	1
568	когда мы	2	1
569	это различие	1	1
570	самого себя	2	1
571	знания в	1	1
572	синтеза и	1	1
573	в первой	1	1
574	с построением	1	1
575	это значит	2	1
576	из первого	1	1
577	есть тот	1	1
578	лежит в	1	1
579	том смысле	2	1
580	он начинает	1	1
581	в реальном	2	1
582	этого факта	1	1
583	слова и	5	1
584	не касается	1	1
585	как из	2	1
586	как таковой	1	1
587	и таким	1	1
588	к двум	1	1
589	же самое	7	1
590	мысли но	1	1
591	нечто подобное	1	1
592	одного и	6	1
593	относиться к	1	1
594	в суждениях	1	1
595	к пониманию	3	1
596	не существует	1	1
597	не подлежит	3	1
598	или в	1	1
599	мы пытаемся	1	1
600	чем эта	1	1
601	когда он	3	1
602	больше и	1	1
603	слова мы	3	1
604	мышления она	1	1
605	мы должны	11	1
606	только что	4	1
607	же в	1	1
608	суждения как	1	1
609	для чистого	1	1
610	требует чтобы	1	1
611	между ними	4	1
612	необходимое условие	1	1
613	поэтому мы	1	1
614	равно как	1	1
615	того же	9	1
616	день и	1	1
617	одновременно и	1	1
618	отсюда ясно	1	1
619	утверждать что	1	1
620	ее в	1	1
621	это отнесение	1	1
622	по поводу	1	1
623	это в	2	1
624	это понятие	1	1
625	что необходимо	1	1
626	который не	2	1
627	во всяком	4	1
628	они не	2	1
