N	2gram	Savitsky_P_1	Myslijsy
299	в области	11	1
300	по характеру	2	1
301	и другим	1	1
302	в полной	2	1
303	где он	1	1
304	из чего	1	1
305	в ее	2	1
306	которая хотя	1	1
307	духа есть	1	1
308	iii в	2	1
309	на нее	1	1
310	те же	1	1
311	не с	1	1
312	положение что	1	1
313	еще в	1	1
314	в результате	1	1
315	что дело	1	1
316	что от	1	1
317	является в	2	1
318	быть может	6	1
319	весьма мало	2	1
320	этой последней	1	1
321	притом в	1	1
322	к истине	1	1
323	переходит в	1	1
324	во всей	2	1
325	есть с	1	1
326	вслед за	3	1
327	духовной и	1	1
328	мы хотим	1	1
329	эти последние	1	1
330	тех пор	1	1
331	в формах	1	1
332	мысль и	1	1
333	и народной	1	1
334	жизни она	1	1
335	с ними	3	1
336	в какой	1	1
337	всяком случае	1	1
338	и ее	1	1
339	и чувствуем	1	1
340	уже в	1	1
341	себя в	1	1
342	в виде	2	1
343	д не	1	1
344	из них	2	1
345	мир в	1	1
346	в прошлом	1	1
347	и должна	1	1
348	от тех	1	1
349	формы в	1	1
350	вообще можно	1	1
351	следует понимать	1	1
352	каждого слова	1	1
353	и духовные	1	1
354	развития в	1	1
355	мы каждый	1	1
356	именно как	2	1
357	без того	1	1
358	именно в	2	1
359	но есть	1	1
360	только к	1	1
361	их не	1	1
362	к сожалению	1	1
363	идеи в	1	1
364	отношения в	1	1
365	к стремлению	1	1
366	м ы	1	1
367	более чем	2	1
368	в творчестве	1	1
369	к более	1	1
370	по одному	1	1
371	многих случаях	1	1
372	можно быть	1	1
373	чем то	1	1
374	над ним	1	1
375	в данном	1	1
376	она есть	3	1
377	ведет к	1	1
378	времени с	1	1
379	о явлениях	1	1
380	в мир	1	1
381	да и	2	1
382	ней не	2	1
383	многих других	1	1
384	воля и	1	1
385	же всего	1	1
386	единства в	1	1
387	что из	2	1
388	все это	2	1
389	но для	1	1
390	раскрывается в	1	1
391	мыслей к	1	1
392	тем и	1	1
393	сколько бы	2	1
394	том виде	1	1
395	в эту	2	1
396	и первое	1	1
397	не одну	1	1
398	давно уже	1	1
399	в психологии	1	1
400	отношением к	1	1
401	бы из	1	1
402	они не	1	1
