N	2gram	Propp_Russ_2	Mirosoze
107	в момент	2	3
108	в ее	3	3
109	с собой	1	3
110	в него	2	3
111	одно из	2	3
112	не так	1	3
113	так как	13	3
114	человека а	2	3
115	в иных	1	3
116	должно быть	2	3
117	он должен	1	3
118	для нас	6	3
119	будто бы	5	3
120	в свете	3	3
121	мы увидим	1	3
122	есть и	1	3
123	одним из	2	2
124	в этот	10	2
125	а как	1	2
126	вопрос о	4	2
127	время как	1	2
128	в виду	2	2
129	не все	4	2
130	относится к	1	2
131	т е	24	2
132	как в	7	2
133	к новому	1	2
134	все же	2	2
135	и как	2	2
136	от этого	1	2
137	под ним	2	2
138	он в	1	2
139	все эти	3	2
140	приводит к	1	2
141	тем он	1	2
142	только один	1	2
143	вообще не	1	2
144	как он	1	2
145	если бы	1	2
146	с ней	5	2
147	людей и	2	2
148	входит в	1	2
149	чем в	2	2
150	место в	1	2
151	был русским	1	2
152	и жизнь	1	2
153	возвращается к	1	2
154	с которой	1	2
155	на земле	5	2
156	в то	2	2
157	в основе	1	2
158	того чтобы	6	2
159	по своей	1	2
160	на природу	2	2
161	когда мы	2	2
162	могут быть	2	2
163	тут все	1	2
164	должен быть	2	2
165	решить вопрос	2	2
166	и от	3	2
167	то время	2	2
168	и что	5	2
169	и когда	1	2
170	живет в	3	2
171	еще в	2	2
172	с ним	1	2
173	о том	9	2
174	может не	1	2
175	с того	1	2
176	и во	1	2
177	и мир	1	2
178	же можно	1	2
179	человека с	1	2
180	так называемый	1	2
181	нет никаких	2	2
182	как будто	1	2
183	для того	6	2
184	церковь и	3	2
185	связано с	2	2
186	быть принята	1	2
187	о чем	4	2
188	есть одно	1	2
189	этот случай	1	2
190	по своему	1	2
191	как бы	18	2
192	быть не	1	2
193	него не	1	2
194	и для	2	2
195	она может	1	2
196	что без	1	2
197	жизни в	2	2
198	в свою	1	2
199	сказать что	1	2
200	эти слова	1	2
201	к этой	1	2
202	к этому	5	2
203	все что	1	2
204	ту же	1	1
205	также что	2	1
206	и т	5	1
207	через которые	1	1
208	и то	2	1
209	на самом	2	1
210	переход от	2	1
211	и до	1	1
212	имея в	1	1
213	разные стороны	1	1
214	стоящего на	1	1
215	мы имеем	6	1
216	мы не	6	1
217	под ними	1	1
218	уверен что	1	1
219	не во	1	1
220	есть царство	1	1
221	этот был	1	1
222	и через	3	1
223	но она	2	1
224	что иное	2	1
225	то это	1	1
226	существо не	1	1
227	и состоит	1	1
228	стороны его	1	1
229	еще не	6	1
230	иное как	2	1
231	смотрят на	1	1
232	во всех	3	1
233	тем как	1	1
234	природы и	2	1
235	если в	1	1
236	и действительно	1	1
237	иногда и	2	1
238	он пишет	1	1
239	отличие от	3	1
240	что они	1	1
241	природа в	1	1
242	в одной	1	1
243	в различные	1	1
244	ней в	2	1
245	человек на	1	1
246	его к	1	1
247	перед ней	2	1
248	этот иной	1	1
249	теории он	1	1
250	во многих	9	1
251	ее как	1	1
252	в мышлении	1	1
253	похожее на	1	1
254	этим связано	1	1
255	видел в	1	1
256	всех этих	1	1
257	с таким	1	1
258	в состоянии	1	1
259	указывали на	1	1
260	значение в	1	1
261	и чтобы	1	1
262	имеет с	1	1
263	на все	1	1
264	знает что	1	1
265	дома и	1	1
266	от одного	1	1
267	рост и	1	1
268	связанным с	1	1
269	после этого	2	1
270	выходя из	1	1
271	на первую	1	1
272	и несут	2	1
273	в царстве	1	1
274	во время	12	1
275	к тем	1	1
276	этой связи	1	1
277	можно найти	1	1
278	в такой	1	1
279	есть та	1	1
280	но у	1	1
281	она в	1	1
282	и вокруг	1	1
283	не от	1	1
284	в отличие	3	1
285	стоит в	1	1
286	должны были	2	1
287	и этой	1	1
288	мир и	1	1
289	ищут в	1	1
290	земле и	4	1
291	и более	1	1
292	как от	1	1
293	в землю	13	1
294	человеку не	1	1
295	не менее	2	1
296	а иногда	2	1
297	в русской	1	1
298	них идет	1	1
299	и угасание	1	1
300	когда они	2	1
301	это еще	1	1
302	с одним	1	1
303	многих отношениях	1	1
304	такая же	1	1
305	во всем	2	1
306	и после	3	1
307	же он	1	1
308	только с	1	1
309	же до	1	1
310	и оно	1	1
311	все то	2	1
312	к себе	1	1
313	в духе	1	1
314	и всех	1	1
315	вокруг него	2	1
316	такова концепция	1	1
317	все еще	1	1
318	оно не	1	1
319	быть назван	1	1
320	из всего	1	1
321	и о	3	1
322	на нем	1	1
323	не могу	1	1
324	и этим	1	1
325	в пределах	1	1
326	так в	2	1
327	не столько	2	1
328	христианства к	1	1
329	в образе	2	1
330	можно было	2	1
331	так и	1	1
332	нужно было	1	1
333	жизнь и	2	1
334	из одного	1	1
335	и даже	1	1
336	означает что	1	1
337	об этом	2	1
338	находится в	1	1
339	а к	2	1
340	своей книге	2	1
341	и поэтому	1	1
342	в глаза	2	1
343	нас в	1	1
344	от них	1	1
345	этот момент	1	1
346	во всей	1	1
347	в другой	1	1
348	которая должна	1	1
349	также в	2	1
350	все время	1	1
351	напоминает так	1	1
352	и наконец	1	1
353	мы уже	1	1
354	быть и	1	1
355	на которой	1	1
356	как соответствующие	1	1
357	сразу же	2	1
358	в новой	2	1
359	к свету	1	1
360	этот вопрос	2	1
361	пришел к	1	1
362	для русских	1	1
363	ли он	1	1
364	между тем	3	1
365	и ее	2	1
366	в эти	1	1
367	так что	4	1
368	же и	1	1
369	с нею	1	1
370	к земле	5	1
371	он очень	1	1
372	то и	4	1
373	ответ на	1	1
374	к растерзанию	1	1
375	себе в	1	1
376	корней но	1	1
377	но нет	1	1
378	всяком случае	1	1
379	что она	3	1
380	в первый	1	1
381	в одном	1	1
382	это нужно	1	1
383	себя от	1	1
384	ее не	1	1
385	к ним	1	1
386	как его	1	1
387	встречаемся с	1	1
388	свои границы	1	1
389	рядом с	1	1
390	влияние на	2	1
391	как у	1	1
392	по своим	1	1
393	а именно	3	1
394	уходит в	1	1
395	с той	1	1
396	и др	1	1
397	говорит о	2	1
398	близко к	1	1
399	притом не	1	1
400	и возвращается	1	1
401	а на	9	1
402	не на	1	1
403	в христианской	1	1
404	этом основании	1	1
405	не раскрывает	1	1
406	человек или	1	1
407	исходит от	1	1
408	в европе	2	1
409	к жизни	5	1
410	в течение	2	1
411	пишет в	3	1
412	связаны с	3	1
413	если человек	1	1
414	как конец	1	1
415	западной европе	1	1
416	человек с	1	1
417	который он	1	1
418	по ним	1	1
419	бросается в	2	1
420	в это	1	1
421	многие другие	2	1
422	в огне	1	1
423	только для	1	1
424	но это	1	1
425	это выражение	1	1
426	под влиянием	1	1
427	он видел	1	1
428	он признает	1	1
429	из себя	1	1
430	тем более	1	1
431	о двух	1	1
432	как живой	1	1
433	и преследовала	1	1
434	за этим	2	1
435	к ее	1	1
436	он же	1	1
437	в период	1	1
438	более поздний	1	1
439	не что	2	1
440	ко всему	1	1
441	та же	2	1
442	быть признана	1	1
443	в своих	2	1
444	и эта	1	1
445	так же	4	1
446	во всяком	1	1
447	земли и	5	1
