N	2gram	Propp_Isto_3	Formalny
155	как если	1	2
156	друг от	1	2
157	нет и	1	2
158	чем же	1	2
159	из возможных	1	2
160	с этим	8	2
161	в него	2	2
162	к новому	1	2
163	он в	1	2
164	остановиться на	1	2
165	и те	1	2
166	не могла	2	2
167	на его	3	2
168	и вот	2	2
169	том чтобы	1	2
170	и более	2	2
171	но все	2	2
172	могла бы	1	2
173	в работе	2	2
174	это не	6	2
175	с начала	1	2
176	ни в	2	2
177	с тем	2	2
178	мы видели	13	2
179	в эту	1	2
180	что было	2	2
181	войти в	1	2
182	на всю	1	2
183	бы быть	1	2
184	этой работы	1	2
185	только не	2	2
186	ничего не	6	2
187	одна из	2	2
188	к ней	4	2
189	во всем	1	2
190	нам важно	2	2
191	от того	1	2
192	указать на	2	2
193	от нее	1	2
194	не есть	1	2
195	если же	1	2
196	от друга	1	2
197	на нее	3	2
198	не с	2	2
199	каждого из	1	2
200	она была	1	2
201	с ним	1	2
202	и должно	1	2
203	и что	2	2
204	в различных	1	2
205	между тем	2	2
206	ее от	1	2
207	функций в	1	2
208	что и	9	2
209	соединении с	1	2
210	в другой	4	2
211	только в	4	2
212	уже не	7	2
213	не можем	1	2
214	чтобы он	1	2
215	не дает	2	2
216	большинстве случаев	2	2
217	его и	4	2
218	могло бы	1	2
219	в одном	2	2
220	сами по	1	2
221	и должна	1	2
222	перейти к	2	2
223	или иначе	1	2
224	здесь в	1	2
225	чтобы убедиться	1	2
226	она является	1	2
227	все время	2	2
228	была бы	1	2
229	но есть	2	2
230	под влиянием	1	2
231	вступает в	3	2
232	вместе с	9	2
233	из этой	2	2
234	образом на	1	2
235	для этой	1	2
236	дана в	1	2
237	одной из	1	2
238	на своем	1	2
239	что такое	1	2
240	ту же	2	1
241	также и	1	1
242	например в	2	1
243	начинается с	1	1
244	и через	1	1
245	мы здесь	4	1
246	к вопросу	1	1
247	прочим и	1	1
248	показаться что	1	1
249	и есть	2	1
250	далее если	1	1
251	также что	1	1
252	и этот	1	1
253	мы уже	6	1
254	той же	2	1
255	в и	1	1
256	со всех	1	1
257	время от	2	1
258	это делали	1	1
259	происходило в	1	1
260	нас это	1	1
261	это отношение	1	1
262	той роли	1	1
263	в чем	3	1
264	тем как	1	1
265	но конечно	2	1
266	они у	1	1
267	в данном	4	1
268	к которой	1	1
269	не входит	1	1
270	тогда как	1	1
271	иногда и	1	1
272	а через	3	1
273	только путем	1	1
274	общего с	1	1
275	ней в	2	1
276	перед нами	1	1
277	хотя и	2	1
278	есть ли	2	1
279	в этот	2	1
280	своей целью	1	1
281	ни один	2	1
282	эти вопросы	1	1
283	так или	1	1
284	из этих	3	1
285	так в	6	1
286	совершается не	1	1
287	на то	1	1
288	не следует	1	1
289	тем не	5	1
290	все те	1	1
291	чтобы установить	1	1
292	они в	2	1
293	эту задачу	1	1
294	нее и	2	1
295	свою собственную	1	1
296	состоит в	3	1
297	мотив герой	1	1
298	этот процесс	1	1
299	вообще не	1	1
300	так часто	2	1
301	и по	1	1
302	на этом	4	1
303	в нее	2	1
304	это конечно	1	1
305	из-за этого	1	1
306	ей в	1	1
307	связанных с	2	1
308	на этой	1	1
309	один а	1	1
310	заключается в	1	1
311	материала к	1	1
312	делается в	1	1
313	но самый	1	1
314	уже знаем	2	1
315	должен был	3	1
316	и тем	1	1
317	своем исследовании	1	1
318	только одно	1	1
319	для них	3	1
320	но уже	1	1
321	этого она	1	1
322	героя или	1	1
323	она и	1	1
324	ни одной	1	1
325	далеко не	3	1
326	и уже	2	1
327	он и	3	1
328	нигде не	1	1
329	задач в	1	1
330	такой же	2	1
331	роль и	1	1
332	не мог	2	1
333	что собственно	1	1
334	этот материал	1	1
335	исторической действительности	2	1
336	в этих	11	1
337	и другие	4	1
338	к тем	1	1
339	художественного творчества	1	1
340	можно найти	4	1
341	в такой	1	1
342	в котором	2	1
343	а от	1	1
344	этому же	3	1
345	не произошло	1	1
346	знаем что	2	1
347	своего рода	1	1
348	но здесь	1	1
349	в силу	2	1
350	же тенденция	1	1
351	но он	4	1
352	друг другу	2	1
353	превратиться в	1	1
354	и эти	3	1
355	для нее	2	1
356	не знает	1	1
357	и очень	1	1
358	случае в	2	1
359	самого начала	1	1
360	в русской	3	1
361	эти формы	1	1
362	не имеет	2	1
363	здесь на	2	1
364	и сама	1	1
365	но вместе	1	1
366	и отдельных	1	1
367	на самый	1	1
368	функцию в	1	1
369	для всего	1	1
370	здесь может	2	1
371	коллектива в	1	1
372	его от	1	1
373	правда в	1	1
374	это то	1	1
375	на себя	2	1
376	в русском	2	1
377	потому что	3	1
378	не принадлежит	1	1
379	на которой	1	1
380	только с	1	1
381	уже и	1	1
382	мы и	1	1
383	что на	4	1
384	однако это	3	1
385	этот в	1	1
386	встречается в	2	1
387	есть только	2	1
388	могут быть	5	1
389	этом еще	1	1
390	лежит в	1	1
391	вопрос и	1	1
392	что при	1	1
393	в работах	1	1
394	ничего общего	1	1
395	необходимо изучить	1	1
396	и входит	1	1
397	основываясь на	1	1
398	и о	2	1
399	то она	1	1
400	как один	1	1
401	данном случае	3	1
402	типов и	1	1
403	друга не	1	1
404	так на	2	1
405	с самого	1	1
406	роль в	2	1
407	е во	1	1
408	что у	3	1
409	в образе	1	1
410	только через	1	1
411	не отражает	2	1
412	она до	1	1
413	что дело	1	1
414	за этими	1	1
415	все остальные	1	1
416	и делают	1	1
417	чем другие	1	1
418	мире в	1	1
419	дальше что	1	1
420	смысле и	1	1
421	связанное с	2	1
422	о ней	2	1
423	в другом	2	1
424	другими словами	1	1
425	наоборот это	1	1
426	что каждый	1	1
427	одного из	2	1
428	можно сказать	2	1
429	а также	2	1
430	по их	1	1
431	как они	1	1
432	как нет	1	1
433	в реальную	1	1
434	от них	3	1
435	должно было	2	1
436	эти два	3	1
437	и стала	1	1
438	в свете	5	1
439	видим что	4	1
440	как из	1	1
441	она дает	1	1
442	которых она	1	1
443	велико однако	1	1
444	к нему	5	1
445	мы видим	8	1
446	могло быть	3	1
447	связана со	1	1
448	и действительно	2	1
449	очень много	2	1
450	страх перед	1	1
451	который в	1	1
452	исходить и	1	1
453	именно на	1	1
454	вследствие чего	2	1
455	так что	5	1
456	из которого	2	1
457	всего мы	1	1
458	он их	1	1
459	в сторону	2	1
460	литература но	1	1
461	в виде	2	1
462	за счет	2	1
463	или даже	1	1
464	и обратно	1	1
465	не стал	1	1
466	из них	7	1
467	предмет и	1	1
468	мы знаем	2	1
469	себе в	2	1
470	отражает в	1	1
471	никто не	2	1
472	у нее	2	1
473	так как	7	1
474	у него	3	1
475	связи в	3	1
476	этим же	2	1
477	а те	1	1
478	явно не	1	1
479	же деле	1	1
480	связан с	2	1
481	ней и	1	1
482	даже не	2	1
483	как у	1	1
484	же функцию	1	1
485	не один	1	1
486	и вступает	1	1
487	здесь дело	2	1
488	что они	8	1
489	и тех	1	1
490	а именно	4	1
491	несколько иная	1	1
492	характерно для	2	1
493	во второй	1	1
494	когда его	2	1
495	что не	2	1
496	связано с	4	1
497	самом же	1	1
498	а на	1	1
499	потом в	2	1
500	принимают его	1	1
501	к своему	1	1
502	к таким	1	1
503	его собственной	1	1
504	там где	7	1
505	или с	1	1
506	часть ее	1	1
507	здесь имеет	1	1
508	представления о	2	1
509	его на	2	1
510	по своему	1	1
511	другу и	1	1
512	это делается	2	1
513	они могли	1	1
514	ей и	1	1
515	мы остановимся	1	1
516	во все	2	1
517	что же	1	1
518	что как	1	1
519	это значит	1	1
520	тех пор	1	1
521	дело здесь	1	1
522	тенденция к	1	1
523	здесь очень	1	1
524	такова же	1	1
525	между прочим	3	1
526	это особого	1	1
527	между собой	1	1
528	кроме того	1	1
529	только одна	1	1
530	и для	2	1
531	это лежит	1	1
532	или в	11	1
533	том что	8	1
534	это уже	1	1
535	к одной	1	1
536	для нас	4	1
537	особого рода	3	1
538	что некоторые	3	1
539	увидим дальше	1	1
540	еще более	2	1
541	них и	1	1
542	обстоит дело	1	1
543	они и	3	1
544	здесь несколько	2	1
545	и слепота	1	1
546	с ней	6	1
547	руки и	1	1
548	сказать что	3	1
549	другой стороны	7	1
550	обычно не	1	1
551	совершенно не	2	1
552	часто встречается	2	1
553	о себе	3	1
554	в отдельности	1	1
555	из этого	1	1
556	есть и	5	1
557	если она	1	1
558	ее в	3	1
559	и эта	1	1
560	это в	1	1
561	к этому	7	1
562	доступ к	1	1
563	этой точки	1	1
564	том числе	1	1
565	событий в	1	1
