N	2gram	Bakhtin_Fr_4	slovoVRo
189	роль в	3	2
190	как он	2	2
191	на его	2	2
192	он не	3	2
193	в виде	1	2
194	людей и	1	2
195	значение в	1	2
196	конечно в	1	2
197	зрения на	1	2
198	далеко не	5	2
199	независимо от	1	2
200	мы видели	7	2
201	автора и	1	2
202	или менее	3	2
203	и другие	2	2
204	и при	2	2
205	в их	2	2
206	слова при	1	2
207	франции в	2	2
208	мы сказали	2	2
209	которые в	1	2
210	но он	6	2
211	даже в	1	2
212	на котором	2	2
213	дело в	2	2
214	которого он	1	2
215	и внутренней	1	2
216	того чтобы	3	2
217	чем не	1	2
218	этого жанра	1	2
219	в одном	1	2
220	только и	1	2
221	которые при	1	2
222	точном смысле	1	2
223	романе есть	1	2
224	и оно	1	2
225	в мировой	1	2
226	вырождается в	1	2
227	значение как	1	2
228	и образ	1	2
229	свою очередь	1	2
230	на нем	2	2
231	в себя	2	2
232	так в	1	2
233	в дальнейшем	3	2
234	те же	1	2
235	особенно в	3	2
236	и здесь	3	2
237	на него	1	2
238	о том	2	2
239	и т.п	12	2
240	но мы	2	2
241	притом в	1	2
242	в различных	2	2
243	в форме	1	2
244	еще более	1	2
245	и существенно	1	2
246	изображает но	1	2
247	что он	4	2
248	мы увидим	2	2
249	почти все	3	2
250	на мир	1	2
251	именно на	1	2
252	со всеми	1	2
253	где они	2	2
254	же и	3	2
255	уже в	2	2
256	почти до	1	2
257	на протяжении	1	2
258	его и	2	2
259	для того	3	2
260	то что	4	2
261	до сих	1	2
262	именно в	2	2
263	них и	1	2
264	с которым	1	2
265	и слово	1	2
266	в связи	1	2
267	во франции	5	2
268	но оно	2	2
269	эти слова	1	2
270	в данном	1	2
271	исторических и	1	2
272	есть на	1	2
273	сих пор	1	2
274	в более	1	2
275	известной степени	1	2
276	не знаем	1	2
277	включает в	1	2
278	всем этим	1	2
279	или в	2	2
280	в результате	4	2
281	все они	5	2
282	как слово	1	2
283	жизни в	2	2
284	на роль	1	2
285	и внутренне	1	2
286	к его	1	2
287	только о	1	2
288	все что	1	2
289	они не	2	2
290	с новыми	1	1
291	себя как	1	1
292	смысле слова	1	1
293	как известно	2	1
294	нем нет	1	1
295	женщины и	3	1
296	он также	1	1
297	наших дней	2	1
298	того же	5	1
299	сплетается со	1	1
300	границ и	1	1
301	силы и	1	1
302	и должны	1	1
303	и есть	4	1
304	xvi веков	2	1
305	за собой	1	1
306	мы слышим	4	1
307	из самых	1	1
308	по преимуществу	3	1
309	мировоззрения и	1	1
310	и до	5	1
311	сюда входит	1	1
312	все те	2	1
313	обстоятельствах и	1	1
314	и этот	1	1
315	и за	3	1
316	а как	2	1
317	со всех	1	1
318	правильного понимания	2	1
319	этот интерес	1	1
320	и о	5	1
321	и свой	1	1
322	время от	1	1
323	место в	2	1
324	его была	1	1
325	он как	1	1
326	эпохи в	1	1
327	и такой	1	1
328	в самих	1	1
329	от времени	1	1
330	так называемые	2	1
331	и истолковывать	1	1
332	момент в	1	1
333	литературы и	1	1
334	таких же	1	1
335	образов с	1	1
336	он сам	1	1
337	первый план	1	1
338	людей в	1	1
339	нему не	1	1
340	но конечно	3	1
341	а следовательно	1	1
342	видели что	1	1
343	то он	2	1
344	что так	1	1
345	в одной	2	1
346	более четко	1	1
347	контексте и	1	1
348	и выражения	1	1
349	его на	1	1
350	до его	1	1
351	один только	1	1
352	на высоту	1	1
353	все остальные	3	1
354	процессе развития	1	1
355	целый ряд	1	1
356	связанный с	1	1
357	в герое	1	1
358	что слово	1	1
359	в самом	1	1
360	в целом	1	1
361	он в	1	1
362	знаем в	1	1
363	и самый	1	1
364	в этой	13	1
365	рассказ о	1	1
366	поэтому при	1	1
367	нами в	1	1
368	в маленьком	1	1
369	но его	1	1
370	говорят о	1	1
371	оттенков и	1	1
372	ее как	1	1
373	на то	1	1
374	играет и	1	1
375	человек не	1	1
376	этот процесс	6	1
377	смыслом и	1	1
378	что она	1	1
379	развивается дальше	1	1
380	время и	2	1
381	вокруг себя	2	1
382	с глубокой	1	1
383	не значит	1	1
384	и сам	3	1
385	которого и	1	1
386	здесь для	1	1
387	и по	5	1
388	одно и	1	1
389	через все	2	1
390	он просто	1	1
391	погружены в	2	1
392	в мире	1	1
393	об этом	1	1
394	них не	1	1
395	на этой	2	1
396	для своей	2	1
397	знает что	1	1
398	это было	1	1
399	поэтому они	1	1
400	то все	1	1
401	и правды	1	1
402	ведь если	1	1
403	широко пользуется	1	1
404	и совершается	1	1
405	можем сказать	1	1
406	они часто	1	1
407	пародия на	2	1
408	такой же	3	1
409	в один	2	1
410	одного и	1	1
411	на таких	1	1
412	и становится	1	1
413	на первый	2	1
414	в эту	3	1
415	все элементы	2	1
416	в своей	5	1
417	и без	1	1
418	эта тема	1	1
419	конечно что	1	1
420	бытовой и	1	1
421	и степени	1	1
422	его современников	2	1
423	то его	1	1
424	мысли и	1	1
425	не исчерпывается	1	1
426	дан в	1	1
427	и существенных	1	1
428	своего времени	3	1
429	высокими и	1	1
430	как от	1	1
431	уже сказали	1	1
432	и вся	1	1
433	без него	1	1
434	до известной	1	1
435	самого начала	3	1
436	весь этот	2	1
437	образов этих	1	1
438	непосредственно и	1	1
439	дело не	1	1
440	претензиями на	1	1
441	следовательно и	1	1
442	ничего не	1	1
443	действительности но	1	1
444	и существенное	1	1
445	по своей	3	1
446	дальнейшего развития	1	1
447	рабле фишарт	1	1
448	прежде чем	1	1
449	ответственное и	1	1
450	в риторической	1	1
451	нам важно	1	1
452	же он	1	1
453	не столь	1	1
454	или иных	1	1
455	на известную	1	1
456	в образах	8	1
457	в духе	1	1
458	и должно	1	1
459	говорят в	1	1
460	если же	2	1
461	конца в	1	1
462	и смертью	1	1
463	числе и	2	1
464	в высокой	1	1
465	здесь они	1	1
466	самую гущу	1	1
467	утверждать что	1	1
468	эти явления	1	1
469	с образом	2	1
470	значение это	2	1
471	правда не	1	1
472	и это	2	1
473	как они	1	1
474	также имеет	1	1
475	жизни перед	1	1
476	существенное значение	1	1
477	это единство	1	1
478	в виду	2	1
479	всего этого	1	1
480	как по	1	1
481	сочетается с	1	1
482	и этим	2	1
483	с самого	3	1
484	их языком	1	1
485	на том	1	1
486	и другими	1	1
487	с санчо	1	1
488	еще в	1	1
489	и всюду	1	1
490	во второй	2	1
491	поэтому в	2	1
492	это как	1	1
493	чтобы понять	1	1
494	он остается	1	1
495	с некоторыми	1	1
496	не на	2	1
497	образом в	3	1
498	этой традиции	3	1
499	именно там	1	1
500	другими словами	2	1
501	и что	1	1
502	можно сказать	1	1
503	нас в	1	1
504	авторов в	1	1
505	которой мы	1	1
506	при изображении	2	1
507	свою новую	1	1
508	вообще и	1	1
509	в ту	2	1
510	здесь выступает	1	1
511	является само	1	1
512	и она	1	1
513	скрытой форме	1	1
514	в самый	1	1
515	того что	3	1
516	самые основы	1	1
517	его смысла	1	1
518	фамильярного контакта	1	1
519	всякого рода	2	1
520	одной из	2	1
521	друг друга	2	1
522	целом с	1	1
523	уже говорили	5	1
524	эта общая	1	1
525	до нас	2	1
526	между этими	1	1
527	и ее	1	1
528	здесь с	2	1
529	всегда с	1	1
530	в качестве	3	1
531	др но	1	1
532	только на	1	1
533	это значение	2	1
534	него и	1	1
535	за счет	3	1
536	xvii веке	1	1
537	единая и	2	1
538	характерно что	1	1
539	мир в	2	1
540	и разнообразную	1	1
541	в известной	3	1
542	и со	2	1
543	в конце	9	1
544	с этими	1	1
545	оно так	1	1
546	мы можем	3	1
547	и рождается	1	1
548	жизни на	1	1
549	как раз	2	1
550	тем что	4	1
551	характерны для	1	1
552	в других	2	1
553	и динамический	1	1
554	перейти к	1	1
555	правды и	1	1
556	для правильного	2	1
557	романа рабле	4	1
558	и самая	1	1
559	значений и	1	1
560	и образов	2	1
561	мы еще	1	1
562	не исключает	1	1
563	говорит о	1	1
564	в изобилии	1	1
565	к сожалению	1	1
566	превращается в	3	1
567	нужно сказать	2	1
568	а наоборот	1	1
569	другой стороны	3	1
570	все время	3	1
571	из участников	1	1
572	ведь для	1	1
573	или с	1	1
574	мира в	1	1
575	ближе к	1	1
576	его контексте	1	1
577	за каждым	1	1
578	влияние и	1	1
579	мы находим	1	1
580	в частности	3	1
581	слова то	1	1
582	влияния на	1	1
583	остановиться особо	1	1
584	всех других	1	1
585	в литературе	4	1
586	и всей	1	1
587	да и	2	1
588	с исключительной	1	1
589	этого слова	1	1
590	в условиях	1	1
591	только для	4	1
592	этом и	1	1
593	в самую	1	1
594	которые были	1	1
595	близкий к	1	1
596	тех или	1	1
597	это новое	1	1
598	для выражения	1	1
599	же задаче	2	1
600	с претензиями	1	1
601	подчинены и	1	1
602	эту игру	2	1
603	и выражений	2	1
604	правду и	1	1
605	интерес к	1	1
606	вообще в	1	1
607	с высоты	1	1
608	на языке	3	1
609	не носят	1	1
610	маленьком масштабе	1	1
611	в системе	1	1
612	значит конечно	1	1
613	к самому	1	1
614	здесь только	2	1
615	конечно далеко	2	1
616	разобранные нами	1	1
617	выступают с	1	1
618	они были	3	1
619	также в	2	1
620	но этот	2	1
621	слова конечно	1	1
622	ко всему	1	1
623	в отдельности	1	1
624	на свет	2	1
625	свои слова	1	1
626	или точнее	1	1
627	что такое	1	1
628	в своих	2	1
629	и языковой	1	1
630	к этому	2	1
631	том числе	3	1
