N	3gram	Tiupa_Hudo_1	Narrotol
95	б м мейлаха	1	1
96	мезонином где конкретно-историческая	1	1
97	внешних обстоятельств жизни	1	1
98	панихида например мы	1	1
99	отчетливее кристаллизуется в	1	1
100	на этом свете	1	1
101	касается каждого человека	1	1
102	он уже смеялся	1	1
103	при этом вопреки	1	1
104	есть здоровые гуманистические	1	1
105	как универсальному так	1	1
106	что счастье [...]	1	1
107	всего лишь внешнее	1	1
108	обретенной социальной устроенности	1	1
109	способна оказаться футляром	1	1
110	умершая от родов	1	1
111	поскольку быть личностью	1	1
112	их за приятной	1	1
113	что сообщалось о	1	1
114	жизни и так	1	1
115	личность же мыслима	1	1
116	человечества и быть	1	1
117	но изнутри личности	1	1
118	себе самому и	1	1
119	устроенности обеспеченности к	1	1
120	явно диссонируют такова	1	1
121	о ради такой	1	1
122	в темной комнате	1	1
123	себе другого для	1	1
124	чувство стыда за	1	1
125	как пошлый анекдот	1	1
126	учитель словесности интересен	1	1
127	встречи с кисочкой	1	1
128	больницы и школы	1	1
129	была такою в	1	1
130	учить это действительно	1	1
131	и прочих вещах	1	1
132	степени противостоит как	1	1
133	воспроизведение в литературе	1	1
134	меня самого личность	1	1
135	же зовут лишь	1	1
136	одушевленное исканием смысла	1	1
137	своим вполне заурядным	1	1
138	а не каждому	1	1
139	жизнью к социальной	1	1
140	ее было видно	1	1
141	бескорыстная самоактуализация личности	1	1
142	а как к	1	1
143	общественная активность способна	1	1
144	когда все так	1	1
145	футляром личности в	1	1
146	служения ближним нельзя	1	1
147	существования характерным же	1	1
148	на холст живописца	1	1
149	определенной категории людей	1	1
150	в своих инвективах	1	1
151	реальные масштабы своего	1	1
152	добротно вписанные в	1	1
153	обстоятельствами угадывалась личность	1	1
154	наблюдаемое и описываемое	1	1
155	позиция лиды уязвима	1	1
156	в романтику чехов	1	1
157	для других демонстративно	1	1
158	солнца и кажется	1	1
159	мы не спасаем	1	1
160	рассказчике дома с	1	1
161	своим внешним инобытием	1	1
162	под утро он	1	1
163	есть на самом	1	1
164	неорганичности затаенной неадекватности	1	1
165	в этом смысле	1	1
166	только в качестве	1	1
167	специфически человеческий способ	1	1
168	а стороны этого	1	1
169	относясь при этом	1	1
170	в личности увиденной	1	1
171	ей мисюсь но	1	1
172	не впадая в	1	1
173	объяснено не мотивировано	1	1
174	в приданое к	1	1
175	немного прислушался потом	1	1
176	некоторого я субъекта	1	1
177	сытые красивые люди	1	1
178	внимания к чужому	1	1
179	характерности к робости	1	1
180	оказались бы на	1	1
181	характер этот не	1	1
182	то что свойственно	1	1
183	ее поступке обнаруживается	1	1
184	вопреки лессингу не	1	1
185	саду и когда	1	1
186	весь длинный день	1	1
187	контактов в самой	1	1
188	вовсе не педагог	1	1
189	ему даром как	1	1
190	все эти здоровые	1	1
191	узнаем что громадные	1	1
192	характера переменчиво выявляются	1	1
193	модификациям собственной характерности	1	1
194	безличный к своему	1	1
195	сидеть сложа руки	1	1
196	равной степени противостоит	1	1
197	так и в	1	1
198	так или иначе	2	1
199	мы судим по	1	1
200	от солнца и	1	1
201	всего его ролевую	1	1
202	ролевые отношения между	1	1
203	следствием частых посещений	1	1
204	можно догадаться творческий	1	1
205	непоколебимая правильность лиды	1	1
206	дистанцированно как первые	1	1
207	чтобы в личности	1	1
208	земской деятельницы как	1	1
209	глазах автора личностности	1	1
210	чиновник бездарный и	1	1
211	глазах автора и	1	1
212	единство характерного и	1	1
213	чуткий читатель чьи	1	1
214	это социальная обособленность	1	1
215	не только стать	1	1
216	в споре несомненно	1	1
217	мыслима только субъективно	1	1
218	не мотивировано а	1	1
219	только в литературе	1	1
220	персонажа прочно соединяется	1	1
221	она обладает определенной	1	1
222	внутренним я героя	1	1
223	своего я к	1	1
224	тем обесценил свою	1	1
225	легко одерживает практическую	1	1
226	лица тип в	1	1
227	дома пахнет резедой	1	1
228	предшественников [...] то	1	1
229	лишь то что	1	1
230	ничего не будут	1	1
231	характер обособляя человеческое	1	1
232	узнавая себя в	1	1
233	улыбкой и разговорами	1	1
234	напротив всякий раз	1	1
235	лидия волчанинова натура	1	1
236	неотождествимые аспекты нашего	1	1
237	исключает ролевые отношения	1	1
238	самом деле не	1	1
239	переживания героя внутренние	1	1
240	найдется хоть один	1	1
241	и причина этого	1	1
242	программы социальной позиции	1	1
243	по сути дела	1	1
244	продукт ответственной самоактуализации	1	1
245	н учить это	1	1
246	для него уже	1	1
247	представителю чего-то общего	1	1
248	назойливой повторяемостью того	1	1
249	в этом наивном	1	1
250	чай в саду	1	1
251	этой своей чисто	1	1
252	данного социально-бытового уклада	1	1
253	изнутри личности самого	1	1
254	о пустяках при	1	1
255	лиды уязвима но	1	1
256	мотивировано а волынский	1	1
257	к другому как	1	1
258	инвективах против теории	1	1
259	акцентирует этот момент	1	1
260	и к себе	1	1
261	свою вешалку и	1	1
262	быть может во	1	1
263	к внешним обстоятельствам	1	1
264	довольства собою довольства	1	1
265	я поэтому обладательница	1	1
266	его единичность но	1	1
267	во многом ошибаемся	1	1
268	зрителями собственного якобы	1	1
269	но не тождественные	1	1
270	счете характер это	1	1
271	пейзажиста земца представителя	1	1
272	к социально-ролевым формам	1	1
273	масштабе практический же	1	1
274	несмотря на свой	1	1
275	осознает реальные масштабы	1	1
276	лечить н учить	1	1
277	критика часто бывала	1	1
278	по мнению б	1	1
279	в частности бездеятельность	1	1
280	необходимо отнестись к	1	1
281	герою своему искусно	1	1
282	жизненной программы социальной	1	1
283	классической монады равного	1	1
284	о способах благодаря	1	1
285	уловить свою главную	1	1
286	что сумел увлечься	1	1
287	и к жизни	1	1
288	затаенной неадекватности искусственности	1	1
289	сопряжена с совершенно	1	1
290	личностью это специфически	1	1
291	не будут делать	1	1
292	включить мысли и	1	1
293	иначе движется нежели	1	1
294	этом вопреки лессингу	1	1
295	иной собственно художественной	1	1
296	которой он сам	1	1
297	не относясь при	1	1
298	не случайна ее	1	1
299	не отгороженная от	1	1
300	но одновременно и	2	1
301	у людей положительных	1	1
302	писателю критике он	1	1
303	не другое событие	1	1
304	т п все	1	1
305	внешней активностью делая	1	1
306	лишь внешнее по	1	1
307	тождественные о личности	1	1
308	он творец своего	1	1
309	сказать утопически во	1	1
310	том что праздность	1	1
311	связи если бесхарактерные	1	1
312	трезво осознает реальные	1	1
313	это специфически человеческий	1	1
314	угадывалась личность чтобы	1	1
315	но личностным отношением	1	1
316	художественной персонологической проблематикой	1	1
317	можно не только	1	1
318	к своему невежеству	1	1
319	пожалуй трудно выразиться	1	1
320	социально-ролевым формам человеческих	1	1
321	духовное содержание чувства	1	1
322	так и уникальному	1	1
323	и всеобщность поскольку	1	1
324	мы делаем то	1	1
325	межличностных контактов в	1	1
326	открытие классического реализма	1	1
327	к другому человеку	2	1
328	все его мироотношение	1	1
329	и личность не	1	1
330	в литературе личности	1	1
331	возмущена ничто не	1	1
332	иной личности лида	1	1
333	из церкви и	1	1
334	человеческого я в	1	1
335	ослабляет его межличностные	1	1
336	и нормам к	1	1
337	и адаптация суть	1	1
338	наиболее характерной дли	1	1
339	делать то хочется	1	1
340	конечном счете характер	1	1
341	героев сказал что	1	1
342	в прозе чехова	1	1
343	внешним обстоятельствам и	1	1
344	обобщающая мысль иначе	1	1
345	своих качеств так	1	1
346	речи у волчаниновых	1	1
347	самую суть проблемной	1	1
348	реализме стойко уверовавших	1	1
349	и веселы и	1	1
350	и к другому	1	1
351	чтобы за характером	1	1
352	самоопределения пытаясь постичь	1	1
353	его рассуждений совершенно	1	1
354	манера разговаривать не	1	1
355	своему искусно сохраните	1	1
356	осмыслить свой характер	1	1
357	сказал я о	1	1
358	лицам самоактуализация и	1	1
359	читатель чьи симпатии	1	1
360	о личности мы	1	1
361	симптом эпохи просматривался	1	1
362	и школы легче	1	1
363	если решительно все	1	1
364	резко нарушил завоеванное	1	1
365	иначе как хотелось	1	1
366	то полон нежности	1	1
367	разве действующие лица	1	1
368	под которым в	1	1
369	молодежи и т	1	1
370	художественную задачу лидия	1	1
371	стойко уверовавших в	1	1
372	бесхарактерные послушные воле	1	1
373	крайне упростил и	1	1
374	спора рассказчика-художника с	1	1
375	уважения но он	1	1
376	жизни вместо того	1	1
377	нервностью и называл	1	1
378	к жизни в	1	1
379	резко характерны но	1	1
380	футляр человеческого я	1	1
381	смысле как мы	1	1
382	субъекта самоопределения при	1	1
383	каждого отдельного человека	1	1
384	то а не	1	1
385	личностность человека есть	1	1
386	нельзя сидеть сложа	1	1
387	при этом всерьез	1	1
388	урок полемически соотнесенную	1	1
389	же индивидуальная форма	1	1
390	читателя в самую	1	1
391	а липовский о	1	1
392	заемности чехов акцентирует	1	1
393	решительно отступает от	1	1
394	другому человеку и	1	1
395	нет это отдельные	1	1
396	он однако не	1	1
397	умел воспользоваться так	1	1
398	с машей предстает	1	1
399	испытываемого художником это	1	1
400	как он относится	1	1
401	а также и	1	1
402	организовал систему персонажей	1	1
403	полемически соотнесенную с	1	1
404	факты осуществились заставляют	1	1
405	например когда зеленый	1	1
406	одеты и веселы	1	1
407	когда около дома	1	1
408	отчужденно дистанцированно как	1	1
409	способ существования характерным	1	1
410	и в то	1	1
411	порой и возмущена	1	1
412	обострен интерес к	1	1
413	не своим вполне	1	1
414	характера среди любых	1	1
415	счастья преодолевший сиротство	1	1
416	иной жизни иной	1	1
417	к герою нс	1	1
418	что она в	1	1
419	самоактуализации человеческого я	1	1
420	как можно догадаться	1	1
421	увлечься и полюбить	1	1
422	людей положительных рассудительных	1	1
423	например мы узнаем	1	1
424	ради такой девушки	1	1
425	педагог а чиновник	1	1
426	детерминизма обстоятельств не	1	1
427	реализм xix в	1	1
428	можем тем не	1	1
429	ядро духовной индивидуальности	1	1
430	людей а не	1	1
431	этого внимания к	1	1
432	автономии под утро	1	1
433	постоял немного прислушался	1	1
434	а также в	1	1
435	адаптация характера и	1	1
436	что вернулась из	1	1
437	[...] только характеры	1	1
438	собственной характерности к	1	1
439	в финале рассказа	3	1
440	своих виднейших представителей	1	1
441	мисюсь личностны а	1	1
442	как этих своих	1	1
443	других характеров самоактуализация	1	1
444	открытие весьма отчужденно	1	1
445	происходящего но и	1	1
446	избрать предпочтительнее то	1	1
447	момент назойливой повторяемостью	1	1
448	о земских делах	1	1
449	резедой и олеандром	1	1
450	тип под которым	1	1
451	прочно соединяется с	1	1
452	утро он уже	1	1
453	влажный от росы	1	1
454	такой девушки можно	1	1
455	эти не демонстрируемые	1	1
456	несомненно есть здоровые	1	1
457	этих полярностей чтобы	1	1
458	в.я линков обобщающая	1	1
459	мнению б м	1	1
460	с подлинным художником	1	1
461	самоактуализация составляет духовное	1	1
462	прав так сказать	1	1
463	к чужому я	1	1
464	уязвима но достаточно	1	1
465	его ролевой типажный	1	1
466	сад еще влажный	1	1
467	бывала озадачена а	1	1
468	решительно все что	1	1
469	стороне лиды и	1	1
470	и н сухих	3	1
471	достижением если решительно	1	1
472	конструированием своего я	1	1
473	так остро вопрос	1	1
474	предстает простым следствием	1	1
475	же она терпит	1	1
476	малых дел прав	1	1
477	я сам а	1	1
478	жизни так центральное	1	1
479	и кажется счастливым	1	1
480	героя характер чеховского	1	1
481	не демонстрируемые явно	1	1
482	он относится и	1	1
483	отрицать больницы и	1	1
484	послушные воле лиды	1	1
485	в ладу с	1	1
486	вся жизнь была	1	1
487	замечает в.я линков	1	1
488	называл себя бабой	1	1
489	гамбургской драматургии никитин	1	1
490	понималось воспроизведение в	1	1
491	xix в обычно	1	1
492	говорит о земских	1	1
493	понятия смежные но	1	1
494	так чехов рисует	1	1
495	футляром личности старшая	1	1
496	а тем более	1	1
497	зовут лишь то	1	1
498	представителей решительно отказывается	1	1
499	характер это социальная	1	1
500	выбора жизненной программы	1	1
501	ее результат сознательного	1	1
502	оставляя их открытыми	1	1
503	центральное событие рассказа	1	1
504	она сама трезво	1	1
505	или иного раздраженного	1	1
506	делах и прочих	1	1
507	будут делать то	1	1
508	только пример из	1	1
509	к себе лирически	1	1
510	рассказе с подлинным	1	1
511	другом и напротив	1	1
512	басни крылова жестко	1	1
513	никитина а стороны	1	1
514	характеру она обладает	1	1
515	как хотелось того	1	1
516	своего счастья преодолевший	1	1
517	чехова даже общественная	1	1
518	герою нс как	1	1
519	своего служения ближним	1	1
520	и своей собственной	1	1
521	некоторые жанровые сценки	1	1
522	земских делах и	1	1
523	любви испытываемого художником	1	1
524	себя бабой но	1	1
525	настроениях чеховских героев	1	1
526	машей предстает простым	1	1
527	типажности как этих	1	1
528	разговоре с машей	1	1
529	бездарный и безличный	1	1
530	благодаря характеру никитина	1	1
531	суть проблемной ситуации	1	1
532	в такое волнение	1	1
533	субъективно только в	1	1
534	его предшественников [...]	1	1
535	серьезность непоколебимая правильность	1	1
536	своего я напротив	1	1
537	плане как историческом	1	1
538	сообщалось о герое	1	1
539	рассказывает историю своей	1	1
540	чехов рисует героев	1	1
541	если бесхарактерные послушные	1	1
542	липовский о настроениях	1	1
543	социальной адаптации личности	1	1
544	личностным отношением изнутри	1	1
545	делаем то что	1	1
546	иного раздраженного критика	1	1
547	в саду и	1	1
548	столь легко одерживает	1	1
549	не в ладу	1	1
550	которая не в	1	1
551	и когда все	1	1
552	зрелого чеховского творчества	1	1
553	когда зеленый сад	1	1
554	рассказа женитьба никитина	1	1
555	суть неотождествимые аспекты	1	1
556	причастной вненаходимости бахтин	1	1
557	романом единство характерного	1	1
558	воспользоваться так а	1	1
559	бы крайне упростил	1	1
560	между людьми оставляя	1	1
561	художником хотя и	1	1
562	в лицо собеседника	1	1
563	историзм ее характера	1	1
564	интерес к иной	1	1
565	чехова как правило	1	1
566	своих инвективах против	1	1
567	м мейлаха не	1	1
568	напротив все отчетливее	1	1
569	молодежь только что	1	1
570	заставляют поэта избрать	1	1
571	характером личность не	1	1
572	удаляя покоряющуюся ей	1	1
573	уверовавших в силу	1	1
574	искаженное инобытие личности	1	1
575	земца [...] сказал	1	1
576	в чужой дом	1	1
577	же обоснованы но	1	1
578	терпит моральное поражение	1	1
579	не педагог а	1	1
580	бы чехов организовал	1	1
581	вопрос о способах	1	1
582	обладательница сильного характера	1	1
583	до сих пор	2	1
584	хоть один эстетически	1	1
585	характерным же зовут	1	1
586	и тем обесценил	1	1
587	однако не умел	1	1
588	их внутреннему бытию	1	1
589	активность способна оказаться	1	1
590	тем не читавший	1	1
591	моложавости влюбленности в	1	1
592	к единичному человеку	1	1
593	собою довольства что	1	1
594	мезонином вообще обострен	1	1
595	анна только пример	1	1
596	сторона характера тогда	1	1
597	сильного характера столь	1	1
598	в рассказчике дома	1	1
599	я ослабляет его	1	1
600	системе внешних обстоятельств	1	1
601	потерян вероятно навсегда	1	1
602	многом ошибаемся но	1	1
603	деятельницы как человека	1	1
604	школы легче чем	1	1
605	итог его рассуждений	1	1
606	есть личность понятая	1	1
607	герое определяло его	1	1
608	якобы самобытного жизнестроения	1	1
609	судим по ее	1	1
610	бытию характер здесь	1	1
611	следует признать что	1	1
612	рассказа затем к	1	1
613	до чехова по	1	1
614	по преимуществу ложное	1	1
615	с анной сергеевной	2	1
616	и читателя в	3	1
617	в своей противоречивой	1	1
618	прислушался потом когда	1	1
619	чужое я наблюдаемое	1	1
620	себе и своей	1	1
621	характерность видя в	1	1
622	тишины и довольства	1	1
623	одерживает практическую победу	1	1
624	человеке прежде всего	1	1
625	которое отнюдь не	1	1
626	последнем разговоре с	1	1
627	должен обратиться к	1	1
628	по своему происхождению	1	1
629	этих своих качеств	1	1
630	о настроениях чеховских	1	1
631	личность в плане	1	1
632	ответственной самоактуализации человеческого	1	1
633	личностности если бы	1	1
634	художника перед лидой	1	1
635	воле лиды мать	1	1
636	видно что она	1	1
637	линков обобщающая мысль	1	1
638	она терпит моральное	1	1
639	среди любых событий	1	1
640	противоречиво сопряжена с	1	1
641	с внутренним я	1	1
642	ничто не объяснено	1	1
643	он бы крайне	1	1
644	но он чрезмерно	1	1
645	а волынский разве	1	1
646	так мило одеты	1	1
647	показывает в я	1	1
648	с мезонином где	1	1
649	литературе личности наиболее	1	1
650	даже общественная активность	1	1
651	внешнее по преимуществу	1	1
652	автора личностности если	1	1
653	на собеседника мисюсь	1	1
654	что все эти	1	1
655	в направил свои	1	1
656	а не другое	1	1
657	все так мило	1	1
658	не умел воспользоваться	1	1
659	понятны чем обоснованы	1	1
660	этой своей определенности	1	1
661	уникальному объединяющимся в	1	1
662	фразы из басни	1	1
663	рассудительных и религиозно-убежденных	1	1
664	народной жизни лишена	1	1
665	лидой не в	1	1
666	по глазам ее	1	1
667	отношения между людьми	1	1
668	разговорами о пустяках	1	1
669	ли найдется хоть	1	1
670	личности старшая из	1	1
671	победу удаляя покоряющуюся	1	1
672	словесности интересен не	1	1
673	что у него	2	1
674	весьма отчужденно дистанцированно	1	1
675	воображения читателя в	1	1
676	может полюбить только	1	1
677	он чрезмерно демонстративен	1	1
678	только у людей	1	1
679	единство этих полярностей	1	1
680	определенности личность внутренняя	1	1
681	мотивы в частности	1	1
682	по определению с	1	1
683	высшим достижением если	1	1
684	человека есть его	1	1
685	кризис все его	1	1
686	первые русские реалисты	1	1
687	личности для других	1	1
688	бытовой уклад национально-исторической	2	1
689	так легко представить	1	1
690	понимать этот литературный	1	1
691	составляет духовное содержание	1	1
692	чего-то общего культуры	1	1
693	изображает писатель касается	1	1
694	персонажа пожалуй трудно	1	1
695	в качестве некоторого	1	1
696	что они более	1	1
697	глядя на собеседника	1	1
698	только земца [...]	1	1
699	в системе внешних	1	1
700	как к единичному	1	1
701	мы привыкли понимать	1	1
702	этот литературный термин?	1	1
703	и напротив чтобы	1	1
704	с социальным футляром	1	1
705	здесь не в	1	1
706	обоснованы но изнутри	1	1
707	и воображения читателя	1	1
708	здоровые гуманистические мотивы	1	1
709	открытыми для межличностных	1	1
710	всерьез к социально-ролевым	1	1
711	раз того или	1	1
712	выявляются в качестве	1	1
713	праздности который так	1	1
714	видит в нем	1	1
715	отказывается от классической	1	1
716	сестер волчаниновых упоенно	1	1
717	есть продукт ответственной	1	1
718	же мыслима только	1	1
719	громадные неуклюжие калоши	1	1
720	движется нежели у	1	1
721	личность же индивидуальная	1	1
722	этого как раз	1	1
723	ложное искаженное инобытие	1	1
724	того современной писателю	1	1
725	собеседника мисюсь не	1	1
726	об этом в	1	1
727	литературе представляют собой	1	1
728	не была счастлива	2	1
729	между тем не	1	1
730	социально-психологической характерностью но	1	1
731	отнюдь не внесоциально	1	1
732	не я сам	1	1
733	характер приходится к	1	1
734	прозрение которым он	1	1
735	что громадные неуклюжие	1	1
736	приходится к себе	1	1
737	содержание чувства любви	1	1
738	лишена этого внимания	1	1
739	упростил и тем	1	1
740	не означает что	1	1
741	усилия на то	1	1
742	что он вовсе	1	1
743	лицо собеседника преимущество	1	1
744	волчанинова натура активная	1	1
745	начале рассказа затем	1	1
746	простым следствием частых	1	1
747	с совершенно иной	1	1
748	критике он бы	1	1
749	праздности например когда	1	1
750	а чиновник бездарный	1	1
751	стороны характера персонажа	1	1
752	натура активная деятельная	1	1
753	мать и мисюсь	1	1
754	то томится недовольством	1	1
755	поэта избрать предпочтительнее	1	1
756	субъекта самоопределения пытаясь	1	1
757	около дома пахнет	1	1
758	самоактуализацию как возможность	1	1
759	героя внутренние жесты	1	1
760	представляют собой понятия	1	1
761	рассказчика-художника с лидой	1	1
762	как человека ее	1	1
763	характер здесь всего	1	1
764	ее манера разговаривать	1	1
765	класса а как	1	1
766	обнаруживается ущербность земской	1	1
767	тогда как характер	1	1
768	навсегда социальная адаптация	1	1
769	жизнь чеховского человека	1	1
770	жизни в целом	1	1
771	собственной жизни вместо	1	1
772	а между тем	1	1
773	личностную самоактуализацию как	1	1
774	сценки импрессионистов несомненно	1	1
775	священны для него	1	1
776	все же обоснованы	1	1
777	скрывать их за	1	1
778	вопреки этой своей	1	1
779	личности внешним конструированием	1	1
780	ананьев рассказывает историю	1	1
781	очерченный характер обособляя	1	1
782	собой то полон	1	1
783	не каждому характерное	1	1
784	в качестве функции	1	1
785	читатель относится к	1	1
786	человеческий способ существования	1	1
787	жизни иной личности	1	1
788	кривенко иной раз	1	1
789	то же самое	1	1
790	как показывает в	1	1
791	этот момент назойливой	1	1
792	персонажей иначе как	1	1
793	нежели у его	1	1
794	живописца достаточно вспомнить	1	1
795	облик сформировавшийся в	1	1
796	своею нервностью и	1	1
797	так а липовский	1	1
798	характерной дли данного	1	1
799	своих героев романтиками	1	1
800	сознательного самоопределения выбора	1	1
801	другое событие [...]	1	1
802	его внешним обликом	1	1
803	реалисты изображали своих	1	1
804	в xix в	1	1
805	и личного в	1	1
806	пытаясь постичь чужую	1	1
807	чужую личность необходимо	1	1
808	обладает определенной социально-психологической	1	1
809	как к представителю	1	1
810	к робости неловкости	1	1
811	в нем пейзажиста	1	1
812	как к себе	1	1
813	его неорганичности затаенной	1	1
814	своей противоречивой автономии	1	1
815	пахнет резедой и	1	1
816	может во многом	1	1
817	где конкретно-историческая проблематика	1	1
818	действительно так художник	1	1
819	том смысле как	1	1
820	стать земцем в	1	1
821	я напротив всякий	1	1
822	это открытие весьма	1	1
823	калоши [...] бывают	1	1
824	событие [...] только	1	1
825	крылова жестко очерченный	1	1
826	масштабы своего служения	1	1
827	инобытие личности для	1	1
828	чехов тем не	1	1
829	создает ощущение его	1	1
830	это действительно так	1	1
831	стороны этого характера	1	1
832	на первый взгляд	1	1
833	но лишены в	1	1
834	художник ценит скрытую	1	1
835	что у нее	1	1
836	правота в споре	1	1
837	чувствует и вопреки	1	1
838	деле не была	1	1
839	личность не относясь	1	1
840	в я линков	3	1
841	данного общества данного	1	1
842	жизни есть бескорыстная	1	1
843	в ее поступке	1	1
844	правильность лиды резко	1	1
845	ближним нельзя сидеть	1	1
846	в себе другого	1	1
847	чем лечить н	1	1
848	чтобы вся жизнь	1	1
849	можно было бы	4	1
850	земцем в рассказчике	1	1
851	так художник же	1	1
852	чеховского персонажа прочно	1	1
853	вообще обострен интерес	1	1
854	одновременно и всеобщность	1	1
855	в конце третьей	1	1
856	человек в футляре	1	1
857	другой личности внешним	1	1
858	в прошлом году	1	1
859	к окружающим ее	1	1
860	утопически во всемирно-историческом	1	1
861	затем к обретенной	1	1
862	обособленность человека его	1	1
863	ее характером личность	1	1
864	отыскал свою вешалку	1	1
865	это отдельные особи	1	1
866	что он творец	1	1
867	не растворяется в	1	1
868	хотелось того современной	1	1
869	такою в этом	1	1
870	самоопределения выбора жизненной	1	1
871	лида говорит о	1	1
872	реалистическим романом единство	1	1
873	считалось высшим достижением	1	1
874	людьми оставляя их	1	1
875	утопически-нигилистических убеждениях а	1	1
876	века в лице	1	1
877	реалистически добротно вписанные	1	1
878	историческом так и	1	1
879	встреча с другим	1	1
880	от калош превращается	1	1
881	лишены в глазах	1	1
882	калош превращается в	1	1
883	кристаллизуется в своей	1	1
884	соломоновой суетой сует	1	1
885	не читавший гамбургской	1	1
886	равного себе характера	1	1
887	к иной жизни	1	1
888	сумел увлечься и	1	1
889	силу детерминизма обстоятельств	1	1
890	эпохи просматривался историзм	1	1
891	несомненно на стороне	1	1
892	лиде художник ценит	1	1
893	и того и	1	1
894	того и другого	1	1
895	бывают на ногах	1	1
896	то хочется чтобы	1	1
897	характером но личностным	1	1
898	чувства любви испытываемого	1	1
899	присутствует в тексте	1	1
900	типажный психологический облик	1	1
901	повторений диктуемой ею	1	1
902	умения скрывать их	1	1
903	характера столь легко	1	1
904	лессингу не факты	1	1
905	лиды резко характерны	1	1
906	великое открытие классического	1	1
907	деятельная характер ее	1	1
908	ощущение его неорганичности	1	1
909	так центральное событие	1	1
910	ее личностная неполноценность	1	1
911	мысль иначе движется	1	1
912	систему персонажей иначе	1	1
913	в городе с	5	1
914	весь сияет от	1	1
915	отгороженная от другой	1	1
916	никогда не бывает	1	1
917	интересен не своим	1	1
918	уже говорилось о	1	1
919	себе перенесенным на	1	1
920	легко представить себе	1	1
921	привыкли понимать этот	1	1
922	в том смысле	1	1
923	ясно что покой	1	1
924	чехова по мнению	2	1
925	мы встречаемся в	1	1
926	а деловитость серьезность	1	1
927	в литературе представляют	1	1
928	положительных рассудительных и	1	1
929	делая окружающих зрителями	1	1
930	с кисочкой как	1	1
931	характера великое открытие	1	1
932	представителя молодежи и	1	1
933	неадекватности искусственности заемности	1	1
934	вполне заурядным характером	1	1
935	иначе вписанный в	1	1
936	общего культуры идеологии	1	1
937	до повторений диктуемой	1	1
938	окружающих зрителями собственного	1	1
939	вместо того чтобы	2	1
940	проблематика идейного спора	1	1
941	их открытыми для	1	1
942	героев воспитанных на	1	1
943	вследствие того что	1	1
944	в общении с	1	1
945	бедность несчастное детство	1	1
946	мы знакомимся с	1	1
947	ценит скрытую ее	1	1
948	в чем не	1	1
949	практический же итог	1	1
950	среди других характеров	1	1
951	личности увиденной как	1	1
952	приятной улыбкой и	1	1
953	том как он	1	1
954	у чехова как	1	1
955	не тождественные о	1	1
956	душевные переживания героя	1	1
957	идейного спора рассказчика-художника	1	1
958	так создавался литературный	1	1
959	человеческого я характер	1	1
960	характерное в равной	1	1
961	не со стороны	1	1
962	личность понятая объективно	1	1
963	девушки можно не	1	1
964	это диалогически-личностная встреча	1	1
965	качеств так и	1	1
966	личность необходимо отнестись	1	1
967	себя в другом	1	1
968	более или менее	1	1
