N	2gram	Vinokur_St_3	FransuaR
262	конечно не	1	2
263	с нею	1	2
264	и у	2	2
265	уже в	3	2
266	и они	1	2
267	в следующих	2	2
268	слова в	1	2
269	мы знаем	1	2
270	как его	1	2
271	в системе	3	2
272	в форме	2	2
273	даже и	1	2
274	рядом с	1	2
275	не были	1	2
276	или иной	2	2
277	влияние на	1	2
278	именно в	1	2
279	характерно для	1	2
280	еще и	1	2
281	и образов	1	2
282	что для	3	2
283	о чем	1	2
284	очень часто	1	2
285	с помощью	1	2
286	все то	1	2
287	находим и	1	2
288	с этим	7	2
289	к жизни	1	2
290	это есть	4	2
291	в состоянии	1	2
292	смысл в	1	2
293	есть и	1	2
294	этого слова	2	2
295	нас дошел	1	2
296	работа над	3	2
297	какой бы	1	2
298	в книге	1	2
299	же к	2	2
300	потому что	5	2
301	здесь только	2	2
302	гораздо больше	1	2
303	одной из	2	2
304	в последнем	2	2
305	одновременно и	1	2
306	ко всему	1	2
307	из этого	4	2
308	и другие	1	2
309	это в	4	2
310	все что	1	2
311	границы между	1	1
312	отношения к	1	1
313	и т	8	1
314	вряд ли	1	1
315	не хочет	1	1
316	из его	7	1
317	которые очень	1	1
318	собственном смысле	1	1
319	объясняется и	1	1
320	был и	1	1
321	но те	1	1
322	долгое время	1	1
323	элементы в	1	1
324	г в	6	1
325	есть не	1	1
326	им самим	1	1
327	мы имеем	5	1
328	не во	1	1
329	с западной	1	1
330	на такие	1	1
331	ни во	1	1
332	на эти	3	1
333	не была	2	1
334	почти все	1	1
335	мальчика и	1	1
336	требует от	1	1
337	меры и	1	1
338	не совсем	2	1
339	в числе	1	1
340	подчеркнуть что	3	1
341	и он	1	1
342	во мне	1	1
343	между собой	1	1
344	исторический анализ	1	1
345	тем как	2	1
346	это имеет	1	1
347	то он	2	1
348	к слову	2	1
349	в общем	4	1
350	нет и	2	1
351	речи всех	1	1
352	что они	2	1
353	относится к	4	1
354	анализ этого	1	1
355	мы снова	1	1
356	и я	1	1
357	в одной	2	1
358	смысле этого	1	1
359	когда он	1	1
360	говорит что	5	1
361	не являются	1	1
362	этому месту	1	1
363	от этого	1	1
364	отношения с	1	1
365	что это	16	1
366	представляет собой	1	1
367	за это	1	1
368	приобретает характер	1	1
369	в известном	1	1
370	почти одновременно	1	1
371	им в	2	1
372	он делает	2	1
373	по форме	5	1
374	и тот	2	1
375	он читал	1	1
376	имеем в	2	1
377	во многих	2	1
378	но на	1	1
379	все они	3	1
380	по словам	1	1
381	вернуться к	1	1
382	и легко	1	1
383	он должен	1	1
384	не как	2	1
385	том чтобы	2	1
386	в первом	1	1
387	в трех	1	1
388	свое время	1	1
389	что ни	1	1
390	и по	2	1
391	в образе	1	1
392	него было	1	1
393	годом и	1	1
394	как они	1	1
395	а затем	1	1
396	указывали на	1	1
397	самого автора	1	1
398	была в	1	1
399	а как	4	1
400	его в	1	1
401	это было	8	1
402	заключается в	2	1
403	моменты в	1	1
404	и тем	4	1
405	между отдельными	1	1
406	в контексте	1	1
407	этого не	1	1
408	с тем	4	1
409	несмотря на	3	1
410	чем в	1	1
411	в развитии	2	1
412	здесь все	1	1
413	должно быть	1	1
414	и прямо	1	1
415	такой же	2	1
416	представлением об	1	1
417	не употребляет	1	1
418	и при	1	1
419	и их	1	1
420	них все	1	1
421	интерес и	1	1
422	нас не	2	1
423	можно найти	2	1
424	в отношении	2	1
425	с точки	4	1
426	всей мировой	1	1
427	рядом других	1	1
428	то его	1	1
429	них есть	1	1
430	но эта	1	1
431	которые в	2	1
432	не в	6	1
433	друг другу	1	1
434	своего времени	2	1
435	и эти	1	1
436	и ликование	1	1
437	и более	3	1
438	не могли	1	1
439	что этот	3	1
440	следующих словах	1	1
441	слов о	1	1
442	в послании	1	1
443	важно лишь	1	1
444	по себе	1	1
445	это особенно	2	1
446	сам он	2	1
447	силу в	1	1
448	тому что	3	1
449	на историческую	2	1
450	но они	2	1
451	чтобы иметь	1	1
452	о значении	1	1
453	с теми	1	1
454	самого начала	2	1
455	и прочие	2	1
456	ничего не	4	1
457	ее с	1	1
458	на себе	2	1
459	было не	1	1
460	которого и	1	1
461	героев и	1	1
462	можно судить	1	1
463	он мог	1	1
464	только не	1	1
465	никогда не	2	1
466	судя по	1	1
467	на язык	3	1
468	выражения вроде	1	1
469	с одним	1	1
470	как она	1	1
471	все дело	1	1
472	по своей	1	1
473	было обычным	1	1
474	именно этой	1	1
475	своей статье	1	1
476	что русский	2	1
477	находит себе	1	1
478	каждый раз	2	1
479	в стиле	1	1
480	отличается от	4	1
481	всего в	4	1
482	смерти и	1	1
483	бы он	1	1
484	вероятно в	1	1
485	и свое	1	1
486	столь характерные	1	1
487	него как	1	1
488	всегда в	1	1
489	здесь еще	1	1
490	в применении	1	1
491	он ищет	1	1
492	вещей в	1	1
493	и образ	1	1
494	свою очередь	1	1
495	значительной мере	1	1
496	есть ее	1	1
497	в в	3	1
498	с каким	1	1
499	даже меньше	1	1
500	в собственном	1	1
501	как по	1	1
502	это с	1	1
503	в произведении	1	1
504	с самого	2	1
505	в пределах	1	1
506	для творчества	1	1
507	смысле но	1	1
508	на том	1	1
509	нельзя не	3	1
510	в нескольких	1	1
511	на нее	2	1
512	здесь как	1	1
513	в последующих	1	1
514	во многом	2	1
515	дней еще	1	1
516	она была	1	1
517	именно этот	1	1
518	том как	1	1
519	мы в	1	1
520	свободной и	1	1
521	на что	2	1
522	и вообще	1	1
523	с ним	1	1
524	форме в	1	1
525	находит для	1	1
526	произведения как	2	1
527	тех кто	1	1
528	но этого	1	1
529	себе печать	1	1
530	вот и	1	1
531	внимание на	2	1
532	который говорил	1	1
533	и что	3	1
534	все его	1	1
535	довольно долго	1	1
536	не выходит	1	1
537	второй половины	1	1
538	что эта	2	1
539	такими же	1	1
540	он берет	1	1
541	на отдельные	1	1
542	образ был	1	1
543	которых в	1	1
544	от них	2	1
545	во втором	2	1
546	отметить что	5	1
547	есть с	1	1
548	и только	2	1
549	ко второму	1	1
550	язык в	1	1
551	и где	1	1
552	вообще и	1	1
553	всего этого	1	1
554	все время	2	1
555	внутренних качеств	1	1
556	и она	1	1
557	вообще в	1	1
558	судить по	1	1
559	на те	1	1
560	на почве	5	1
561	того что	5	1
562	в заключительной	1	1
563	в поздней	1	1
564	что здесь	4	1
565	этого материала	1	1
566	такая же	1	1
567	центральный образ	1	1
568	стиль в	1	1
569	и две	1	1
570	не имеет	2	1
571	это очень	1	1
572	связанным с	2	1
573	ней был	1	1
574	несет на	1	1
575	во вкусе	1	1
576	между этими	1	1
577	вопрос об	1	1
578	с одной	2	1
579	в качестве	4	1
580	так что	11	1
581	для всех	1	1
582	литературы в	1	1
583	которому он	1	1
584	в виде	3	1
585	языка но	1	1
586	всяком случае	4	1
587	бы совершенно	3	1
588	это место	2	1
589	углом зрения	1	1
590	но что	1	1
591	услужение к	1	1
592	и историка	1	1
593	из приведенных	1	1
594	не укладывается	1	1
595	были свои	1	1
596	и из	1	1
597	вещи были	1	1
598	а именно	1	1
599	сказать несколько	1	1
600	близок к	2	1
601	такое же	2	1
602	теме и	1	1
603	показывает что	3	1
604	а они	1	1
605	что не	2	1
606	в живом	1	1
607	говорит о	1	1
608	к более	1	1
609	связано с	5	1
610	с эпохой	1	1
611	них и	1	1
612	здесь дело	1	1
613	не на	2	1
614	однако и	1	1
615	того специфического	1	1
616	литература в	1	1
617	эту эпоху	2	1
618	которого вообще	1	1
619	характеризуется в	1	1
620	и прямое	1	1
621	в творчестве	3	1
622	свое особое	1	1
623	так же	1	1
624	выдержан в	1	1
625	перед которой	1	1
626	те специальные	1	1
627	произведение на	1	1
628	не сразу	2	1
629	из которых	4	1
630	эпохи это	1	1
631	в сборнике	2	1
632	применении к	1	1
633	по содержанию	1	1
634	тому как	1	1
635	которые по	1	1
636	за рамки	2	1
637	это его	1	1
638	даже с	1	1
639	он чувствует	2	1
640	из отдельных	1	1
641	в это	2	1
642	в свое	1	1
643	вот что	3	1
644	от народа	1	1
645	несколько слов	2	1
646	в формах	1	1
647	но так	1	1
648	это выражение	2	1
649	характерные для	1	1
650	здесь есть	2	1
651	но для	1	1
652	в смысле	4	1
653	с элементами	2	1
654	нисколько не	1	1
655	это словоупотребление	1	1
656	это уже	1	1
657	стихотворную форму	1	1
658	очень интересный	1	1
659	становится понятным	1	1
660	чтобы создать	1	1
661	много но	1	1
662	потому не	1	1
663	очень существенный	1	1
664	или в	2	1
665	этих произведений	1	1
666	в результате	2	1
667	о котором	1	1
668	это как	1	1
669	работы над	2	1
670	но также	2	1
671	для его	2	1
672	у которого	3	1
673	на языке	1	1
674	места в	1	1
675	г и	12	1
676	как человек	1	1
677	в свою	2	1
678	не знает	1	1
679	другой стороны	5	1
680	они как	1	1
681	он находит	1	1
682	речи и	1	1
683	совершенно сознательно	1	1
684	этим образом	1	1
685	но этот	1	1
686	были и	2	1
687	занимает в	1	1
688	это была	1	1
689	заметить что	2	1
690	вполне понятно	1	1
691	также не	1	1
692	ее в	2	1
693	как на	6	1
694	во всяком	4	1
695	гораздо более	2	1
