N	2gram	Tiupa_Narr_1	Marksizm
300	не знает	1	2
301	культуры как	1	2
302	или иного	2	2
303	жизни и	3	2
304	что в	3	2
305	все основные	1	2
306	и эта	1	2
307	как известно	2	1
308	речь идет	4	1
309	также и	1	1
310	например в	2	1
311	сам по	1	1
312	становится в	1	1
313	в разные	1	1
314	слова эта	1	1
315	то в	6	1
316	между двумя	5	1
317	с фактической	1	1
318	уже по	1	1
319	не распадается	1	1
320	и за	1	1
321	и могут	1	1
322	без помощи	1	1
323	в гостиной	1	1
324	в единой	1	1
325	сведена к	1	1
326	ни единого	1	1
327	кругозор не	1	1
328	совпадает с	1	1
329	говорить о	2	1
330	что иное	2	1
331	не случаен	1	1
332	которое не	1	1
333	мы и	1	1
334	и со	1	1
335	которое в	1	1
336	что существует	1	1
337	быть осуществлено	1	1
338	и определяется	1	1
339	между собой	2	1
340	время в	2	1
341	которых может	1	1
342	там и	1	1
343	из этих	3	1
344	совсем не	1	1
345	понимания не	1	1
346	даже вовсе	2	1
347	точка зрения	6	1
348	не все	5	1
349	глава четвертая	1	1
350	друг от	1	1
351	или иное	2	1
352	форме и	1	1
353	диалога и	1	1
354	как в	7	1
355	что именно	2	1
356	данный момент	1	1
357	дает нам	1	1
358	в художественном	1	1
359	в различные	1	1
360	как нам	1	1
361	и где	1	1
362	включать в	2	1
363	такое слово	1	1
364	когда он	3	1
365	могли бы	1	1
366	и наконец	1	1
367	не являются	2	1
368	себе не	2	1
369	глава вторая	1	1
370	к конкретным	1	1
371	как это	6	1
372	формы в	1	1
373	так или	2	1
374	лишь одной	1	1
375	но без	2	1
376	ни одна	1	1
377	речи но	1	1
378	всем его	1	1
379	перемены в	1	1
380	не могла	1	1
381	с языком	1	1
382	но именно	1	1
383	в нашей	1	1
384	они в	2	1
385	в первую	1	1
386	нашему внутреннему	1	1
387	к одному	1	1
388	без чего	3	1
389	фактической стороны	1	1
390	художественного высказывания	2	1
391	в силу	4	1
392	слова которое	1	1
393	можно назвать	1	1
394	высказываний в	1	1
395	есть особая	1	1
396	выступлений и	1	1
397	но все	4	1
398	человека в	2	1
399	на мать	1	1
400	как они	1	1
401	же не	4	1
402	в совершенно	1	1
403	со всеми	1	1
404	входит в	1	1
405	сознания к	2	1
406	первую очередь	1	1
407	формы целого	1	1
408	ко второму	1	1
409	и иных	1	1
410	всю свою	1	1
411	претендуют на	1	1
412	конкретной ситуации	1	1
413	целостности и	1	1
414	здесь это	1	1
415	этом качестве	1	1
416	из нее	1	1
417	но уже	1	1
418	в них	1	1
419	восприятие и	1	1
420	в общей	2	1
421	дела и	1	1
422	несмотря на	2	1
423	может идти	1	1
424	и какая	1	1
425	и конец	1	1
426	отрыве от	1	1
427	с толпой	1	1
428	это ощущение	1	1
429	к предмету	1	1
430	не столько	4	1
431	себе а	1	1
432	собой не	2	1
433	от его	1	1
434	конечном счете	2	1
435	не менее	3	1
436	для изучения	1	1
437	не понимает	1	1
438	идти в	1	1
439	ситуацией высказывания	1	1
440	но он	1	1
441	но во	1	1
442	что было	1	1
443	тем не	3	1
444	не могли	1	1
445	произведения в	1	1
446	времени а	1	1
447	необходимо учитывать	1	1
448	приводят к	1	1
449	он как	1	1
450	цели и	1	1
451	при всех	2	1
452	человека есть	1	1
453	мы были	1	1
454	до известной	1	1
455	есть прежде	1	1
456	в русской	1	1
457	и сама	1	1
458	было не	1	1
459	т.п то	1	1
460	но она	1	1
461	для кого	1	1
462	в структуре	2	1
463	это еще	1	1
464	не могло	2	1
465	высказывания о	1	1
466	однако если	1	1
467	тому или	1	1
468	в самой	1	1
469	поскольку оно	2	1
470	на себя	3	1
471	людей так	1	1
472	и речевой	1	1
473	история не	1	1
474	а лишь	1	1
475	этом отношении	3	1
476	и делает	1	1
477	не нуждается	1	1
478	они лишены	1	1
479	с другом	1	1
480	в действительности	1	1
481	представляется нам	1	1
482	не могут	1	1
483	мы узнаем	1	1
484	когда мы	2	1
485	что все	1	1
486	и развития	1	1
487	приобщения к	1	1
488	числе и	4	1
489	как для	1	1
490	но также	1	1
491	они и	1	1
492	оно не	2	1
493	этого второго	1	1
494	время они	1	1
495	от друга	1	1
496	здесь не	4	1
497	то или	3	1
498	в себя	6	1
499	роль в	2	1
500	слова а	1	1
501	на том	3	1
502	и когда	2	1
503	иной форме	1	1
504	и сам	1	1
505	может ощущаться	1	1
506	в иной	2	1
507	не отражает	1	1
508	было в	2	1
509	в непосредственном	1	1
510	когда в	1	1
511	в глубинах	1	1
512	и вообще	1	1
513	имеет значения	1	1
514	к языку	1	1
515	с ним	1	1
516	до нас	1	1
517	но может	1	1
518	мысль о	1	1
519	при такой	1	1
520	возможна лишь	1	1
521	внимание на	1	1
522	разнообразных формах	1	1
523	его жизни	2	1
524	можно сказать	5	1
525	в вопросах	1	1
526	этих двух	1	1
527	в отрыве	1	1
528	русской литературе	1	1
529	речевого целого	1	1
530	своего исторического	1	1
531	в конечном	3	1
532	нуждается в	5	1
533	формы построения	1	1
534	во всей	2	1
535	существенную роль	1	1
536	утрачивает свою	1	1
537	и только	2	1
538	не сводится	2	1
539	которой в	1	1
540	в него	1	1
541	в современной	1	1
542	всегда в	1	1
543	оно и	1	1
544	тот же	1	1
545	дело с	2	1
546	и кажется	1	1
547	может оказаться	2	1
548	и передачи	1	1
549	особенности его	1	1
550	ключом к	1	1
551	идет об	1	1
552	и стилистической	1	1
553	чужому слову	1	1
554	тот или	1	1
555	с которыми	1	1
556	есть в	2	1
557	и др	2	1
558	природы высказывания	1	1
559	уже не	5	1
560	ни одного	1	1
561	в конкретной	1	1
562	же в	4	1
563	если в	3	1
564	не дает	1	1
565	или даже	2	1
566	глава первая	1	1
567	из них	3	1
568	лишь постольку	1	1
569	и небо	1	1
570	одно из	2	1
571	сами по	2	1
572	и должна	1	1
573	литературу в	1	1
574	у нее	2	1
575	не о	3	1
576	само по	1	1
577	и оценки	1	1
578	от того	1	1
579	лишь для	1	1
580	формах косвенной	1	1
581	вне ее	1	1
582	другого в	1	1
583	со стороны	9	1
584	в данный	1	1
585	между которыми	1	1
586	раньше у	1	1
587	или иначе	3	1
588	связаны с	1	1
589	а именно	3	1
590	ему не	1	1
591	к которому	2	1
592	соответствии с	1	1
593	характерно для	1	1
594	как же	1	1
595	себя и	2	1
596	говорит о	2	1
597	равной степени	1	1
598	в соответствии	1	1
599	для передачи	1	1
600	а на	1	1
601	другой стороны	4	1
602	его как	2	1
603	как ни	2	1
604	дело в	1	1
605	ориентация на	1	1
606	быть сведена	1	1
607	произведение в	1	1
608	они лишь	1	1
609	эта особенность	1	1
610	занятой им	1	1
611	если не	4	1
612	мышлении и	1	1
613	на фоне	1	1
614	нет ничего	1	1
615	слова от	1	1
616	исторического характера	1	1
617	ни на	1	1
618	от предмета	1	1
619	к себе	5	1
620	форма высказывания	2	1
621	к самому	2	1
622	неотделимо от	1	1
623	оно существует	1	1
624	к жизни	1	1
625	в художественных	1	1
626	для обозначения	1	1
627	если оно	1	1
628	и лежащее	1	1
629	когда же	1	1
630	направленного на	2	1
631	друг с	1	1
632	исходя из	2	1
633	и было	1	1
634	в состоянии	1	1
635	понимаем и	1	1
636	быть не	1	1
637	в это	1	1
638	в целом	1	1
639	но это	1	1
640	этом и	1	1
641	к двум	1	1
642	форме определенной	1	1
643	силу и	1	1
644	является ли	1	1
645	структуры в	2	1
646	известной степени	1	1
647	того кому	1	1
648	словарного слова	1	1
649	не подлежит	1	1
650	людьми и	1	1
651	о котором	1	1
652	хотя и	3	1
653	всего было	1	1
654	это часто	1	1
655	и существенно	1	1
656	с формой	1	1
657	потому что	1	1
658	различные эпохи	1	1
659	обстоит дело	1	1
660	в равной	1	1
661	к ее	1	1
662	жизни в	3	1
663	героя и	4	1
664	этой проблемы	1	1
665	говорящего но	1	1
666	не что	2	1
667	это и	3	1
668	а может	1	1
669	как таковое	1	1
670	по поводу	1	1
671	небо и	1	1
672	также не	1	1
673	том числе	6	1
