N	2gram	Vinokur_Ku_1	Analitik
292	тем как	1	1
293	иных случаях	2	1
294	совсем не	1	1
295	то он	1	1
296	в противовес	3	1
297	тех же	1	1
298	я так	1	1
299	не все	2	1
300	очевидно что	3	1
301	внимание не	1	1
302	а всего	1	1
303	не умещается	1	1
304	и должны	1	1
305	субъекта и	1	1
306	в акте	1	1
307	данный момент	1	1
308	так называемая	2	1
309	однако не	6	1
310	в противном	1	1
311	тех случаях	2	1
312	применении к	1	1
313	когда он	3	1
314	его к	3	1
315	более или	3	1
316	следующим образом	1	1
317	моментов в	1	1
318	при чтении	1	1
319	со своей	1	1
320	не приходится	1	1
321	в которой	6	1
322	бы и	2	1
323	мне не	1	1
324	черта в	1	1
325	так или	2	1
326	все эти	6	1
327	бы не	1	1
328	из этих	4	1
329	которые в	1	1
330	и действительное	1	1
331	еще один	2	1
332	в известном	1	1
333	последнего несколько	1	1
334	что даже	1	1
335	и те	1	1
336	но ведь	2	1
337	как он	1	1
338	после чего	2	1
339	в наших	1	1
340	полный и	1	1
341	но на	1	1
342	так сказать	5	1
343	быть только	1	1
344	по словам	1	1
345	в нем	4	1
346	внутренняя форма	2	1
347	всех этих	1	1
348	в первую	4	1
349	к одному	1	1
350	в силу	10	1
351	одном лице	1	1
352	не убита	1	1
353	у читателя	1	1
354	об отношении	1	1
355	из антиномии	1	1
356	i в	1	1
357	свое время	2	1
358	чтобы в	2	1
359	целого ряда	1	1
360	и по	1	1
361	конца и	1	1
362	о таком	1	1
363	я вам	1	1
364	в каждом	2	1
365	которые к	1	1
366	об этом	1	1
367	внутренней форме	1	1
368	а их	1	1
369	первый и	1	1
370	во-вторых не	1	1
371	не выходят	1	1
372	от степени	1	1
373	заключается в	2	1
374	первую очередь	2	1
375	это не	7	1
376	то все	1	1
377	слова без	1	1
378	в жизни	1	1
379	ни в	2	1
380	в них	7	1
381	все равно	2	1
382	к которым	1	1
383	далеко не	1	1
384	как об	2	1
385	этого не	2	1
386	нисколько не	3	1
387	со всей	1	1
388	но если	2	1
389	и при	2	1
390	взгляд на	1	1
391	в следующем	1	1
392	в такой	1	1
393	имеется в	1	1
394	от себя	2	1
395	что я	2	1
396	и эти	3	1
397	и более	2	1
398	мере в	6	1
399	однако в	1	1
400	том же	2	1
401	что этот	1	1
402	а вот	1	1
403	тому что	3	1
404	раз и	1	1
405	точно и	1	1
406	таких случаях	1	1
407	ничего нового	1	1
408	тогда когда	6	1
409	одна из	1	1
410	в центр	1	1
411	в стилистическом	1	1
412	но только	1	1
413	это еще	1	1
414	каждый из	1	1
415	в разных	2	1
416	только и	3	1
417	речи например	1	1
418	слова как	3	1
419	его речи	1	1
420	такова что	2	1
421	всего на	1	1
422	с одним	1	1
423	как она	1	1
424	все времена	2	1
425	и вышел	1	1
426	это слово	3	1
427	убедиться в	1	1
428	потому что	23	1
429	связи с	7	1
430	же до	2	1
431	конечно и	1	1
432	у нас	10	1
433	языка в	12	1
434	и далее	1	1
435	одно и	1	1
436	случайно и	1	1
437	выход из	1	1
438	во все	2	1
439	должны быть	2	1
440	этот переход	1	1
441	случае с	1	1
442	сопоставлении с	1	1
443	бы он	1	1
444	указывает на	1	1
445	части романа	1	1
446	же имеет	1	1
447	и своих	1	1
448	в применении	1	1
449	для себя	1	1
450	следует отнести	1	1
451	вот и	1	1
452	и тогда	4	1
453	значения и	1	1
454	то она	1	1
455	в виду	5	1
456	свою очередь	3	1
457	речи ее	1	1
458	о власти	2	1
459	в ее	1	1
460	или еще	1	1
461	ее полные	1	1
462	только то	1	1
463	далее к	1	1
464	том-то и	1	1
465	в совершенно	1	1
466	и исторически	1	1
467	если они	1	1
468	стилистическом отношении	1	1
469	связан с	1	1
470	речи как	1	1
471	она была	1	1
472	в последней	1	1
473	поэтому в	1	1
474	кроме одной	1	1
475	из одного	3	1
476	о нем	2	1
477	и здесь	3	1
478	и что	5	1
479	что его	2	1
480	языковых стилей	2	1
481	отличаются от	1	1
482	каждом из	2	1
483	в которую	1	1
484	с его	4	1
485	или иначе	2	1
486	и синтаксис	1	1
487	именно она	1	1
488	это лишь	1	1
489	даже для	2	1
490	не будучи	1	1
491	слов и	1	1
492	не тот	1	1
493	о событии	1	1
494	в литературе	1	1
495	некоторого внутреннего	1	1
496	и конкретном	2	1
497	что здесь	1	1
498	места действия	1	1
499	сразу же	1	1
500	явления как	1	1
501	тот же	2	1
502	в основном	1	1
503	дело с	1	1
504	нуждается в	3	1
505	лишь на	1	1
506	в какой	6	1
507	хотя бы	10	1
508	к их	1	1
509	и после	1	1
510	который в	1	1
511	не мешает	1	1
512	на следующем	1	1
513	же и	2	1
514	этот вопрос	1	1
515	уже в	3	1
516	вопроса о	1	1
517	то и	2	1
518	же явления	1	1
519	в начале	1	1
520	на этих	1	1
521	этого процесса	1	1
522	его и	1	1
523	этот раз	1	1
524	как справедливо	1	1
525	русской речи	5	1
526	в прозе	1	1
527	слова в	1	1
528	сами по	1	1
529	так как	9	1
530	к ответу	1	1
531	к ним	1	1
532	может служить	2	1
533	себе и	2	1
534	как его	1	1
535	в стихах	1	1
536	появление в	1	1
537	всех присутствующих	1	1
538	этих замечаний	1	1
539	образом не	1	1
540	другой и	1	1
541	даже не	1	1
542	в данный	1	1
543	нам не	3	1
544	на примере	2	1
545	особое внимание	1	1
546	зрения как	1	1
547	в свою	3	1
548	может показаться	1	1
549	еще и	5	1
550	себя и	1	1
551	исходит из	1	1
552	нового времени	1	1
553	только к	2	1
554	совмещается с	1	1
555	противном случае	1	1
556	автором в	1	1
557	а главное	1	1
558	более того	1	1
559	зависит от	1	1
560	понимать как	2	1
561	есть лишь	3	1
562	долгое время	1	1
563	в том-то	1	1
564	и своим	1	1
565	если не	3	1
566	в связи	3	1
567	было в	2	1
568	поскольку за	1	1
569	эти слова	1	1
570	еще очевиднее	1	1
571	и потому	4	1
572	и тех	1	1
573	так уж	1	1
574	в тех	4	1
575	самого себя	1	1
576	здесь совершенно	1	1
577	за рамки	1	1
578	или менее	3	1
579	для человека	1	1
580	да и	1	1
581	как нельзя	1	1
582	том смысле	1	1
583	и там	1	1
584	на смежные	1	1
585	что же	6	1
586	с этой	2	1
587	этот не	1	1
588	слова и	4	1
589	еще раз	1	1
590	только для	1	1
591	внимания на	1	1
592	слов которые	1	1
593	между прочим	2	1
594	естественно не	1	1
595	я от	1	1
596	так ли	1	1
597	научного мышления	1	1
598	перед нами	1	1
599	к другим	1	1
600	не является	2	1
601	крутой поворот	2	1
602	случаях когда	2	1
603	на улице	2	1
604	наоборот в	1	1
605	прежде чем	1	1
606	существу всякая	1	1
607	как на	3	1
608	его не	1	1
609	а все	1	1
610	другое дело	2	1
611	в отношения	1	1
612	например не	2	1
613	себя самого	2	1
614	для нас	2	1
615	или нет	1	1
616	понимании но	1	1
617	тем более	2	1
618	и как	2	1
619	ведь есть	1	1
620	будто бы	1	1
621	но это	1	1
622	только что	1	1
623	силы в	1	1
624	же в	4	1
625	это естественно	1	1
626	отношении к	1	1
627	в системе	3	1
628	к ее	1	1
629	может и	1	1
630	слово в	1	1
631	совершенно не	1	1
632	есть право	1	1
633	не что	1	1
634	перед нею	1	1
635	языка то	2	1
636	в свое	2	1
637	синтаксически и	1	1
638	без исключения	1	1
639	ее в	2	1
640	этой точки	2	1
641	значение в	1	1
642	точно так	1	1
643	смысле что	1	1
