N	2gram	Tiupa_Hudo_1	Formalny
556	аналогичным образом	4	1
557	лишь путем	1	1
558	не уничтожается	1	1
559	или напротив	1	1
560	в форме	4	1
561	новая форма	1	1
562	своим единственным	1	1
563	не сводится	5	1
564	его то	1	1
565	не тот	1	1
566	еще одним	1	1
567	языка мы	1	1
568	жизнь на	2	1
569	быть и	2	1
570	но с	1	1
571	мы видим	1	1
572	тот же	1	1
573	к внутреннему	2	1
574	языка на	1	1
575	завершение и	1	1
576	может оказаться	2	1
577	литература как	1	1
578	который в	2	1
579	впрочем и	1	1
580	же типа	1	1
581	конструкции но	1	1
582	этим словом	1	1
583	окружающей его	1	1
584	и жизни	1	1
585	с одной	2	1
586	в качестве	24	1
587	человека с	3	1
588	себя в	7	1
589	однако герой	1	1
590	так что	1	1
591	от одной	1	1
592	есть в	2	1
593	оказывается в	3	1
594	значения слов	1	1
595	же в	1	1
596	смысла в	1	1
597	знаком в	1	1
598	или даже	3	1
599	отчасти совпадает	1	1
600	за ним	1	1
601	чего бы	1	1
602	к каким	1	1
603	одно из	2	1
604	говорит о	1	1
605	себе в	1	1
606	ведь это	1	1
607	слова в	2	1
608	в одном	2	1
609	является именно	1	1
610	сама литература	1	1
611	для меня	2	1
612	без этого	1	1
613	отклонения от	1	1
614	случае не	2	1
615	в систему	1	1
616	должен был	1	1
617	и несет	1	1
618	в случаях	1	1
619	или ином	1	1
620	вне произведения	1	1
621	момент в	1	1
622	для построения	1	1
623	в данный	2	1
624	или иначе	4	1
625	однако это	1	1
626	именно в	2	1
627	как художественное	2	1
628	с той	1	1
629	такого понимания	1	1
630	еще и	1	1
631	художественного слова	1	1
632	художественной организации	1	1
633	только к	1	1
634	что для	1	1
635	не было	1	1
636	настоящего времени	1	1
637	одной стороны	2	1
638	зависит от	1	1
639	и составляет	3	1
640	жизнь в	1	1
641	как ни	1	1
642	здесь высказывание	1	1
643	о чем	2	1
644	быть определен	1	1
645	его конструктивные	1	1
646	произведения искусства	4	1
647	жизненной реальности	1	1
648	мира в	2	1
649	здесь именно	1	1
650	стороны в	1	1
651	люди но	3	1
652	в частности	13	1
653	им по	1	1
654	он тем	2	1
655	своей значимости	1	1
656	не входят	1	1
657	завершенность и	1	1
658	требует от	1	1
659	к своему	1	1
660	обладает каждое	1	1
661	этих случаях	1	1
662	для искусства	2	1
663	он говорит	1	1
664	в художественных	1	1
665	высказывания с	1	1
666	художественное целое	2	1
667	произведение оно	1	1
668	в точке	3	1
669	любое произведение	1	1
670	одновременно с	1	1
671	типа как	1	1
672	им с	1	1
673	происходит в	1	1
674	для понимания	2	1
675	дело здесь	1	1
676	в это	1	1
677	и способов	1	1
678	в контексте	3	1
679	к понятию	1	1
680	этом случае	1	1
681	высказывания жанр	1	1
682	герой не	3	1
683	и о	3	1
684	той мере	1	1
685	только для	1	1
686	пришлось бы	1	1
687	является как	1	1
688	один из	2	1
689	слова так	1	1
690	тех или	2	1
691	каждой из	1	1
692	за его	1	1
693	форм хотя	1	1
694	к пониманию	1	1
695	тем и	1	1
696	мира и	2	1
697	о котором	1	1
698	об искусстве	1	1
699	в настоящее	1	1
700	ними могут	1	1
701	мы конечно	1	1
702	у достоевского	1	1
703	ни к	2	1
704	от всего	1	1
705	система мотивов	1	1
706	все они	1	1
707	все то	1	1
708	как основная	1	1
709	а в	12	1
710	отношении к	2	1
711	его лишь	1	1
712	природа литературы	11	1
713	как ряд	1	1
714	не знает	3	1
715	и внутренне	1	1
716	о литературе	3	1
717	или иного	3	1
718	части как	1	1
719	можно назвать	1	1
720	частности в	1	1
721	как следствие	1	1
722	этой точки	1	1
723	том числе	2	1
