N	2gram	Trubetskoy_1	Komedia
288	и отчасти	1	1
289	чувствовать себя	1	1
290	первые шаги	1	1
291	самом деле	12	1
292	сил и	2	1
293	этого последнего	2	1
294	что эти	2	1
295	сам автор	1	1
296	имели никакого	1	1
297	по его	2	1
298	не происходит	1	1
299	то для	1	1
300	на первый	2	1
301	сравнению с	5	1
302	та же	3	1
303	в семье	1	1
304	на эти	1	1
305	такое положение	1	1
306	греческой культуры	3	1
307	в сущности	2	1
308	а для	2	1
309	вместо того	1	1
310	лиц здесь	1	1
311	же что	2	1
312	большей частью	1	1
313	и самого	1	1
314	чем больше	4	1
315	вывод что	1	1
316	между собой	4	1
317	в а	2	1
318	все эти	19	1
319	время в	1	1
320	в различных	1	1
321	только после	1	1
322	не без	2	1
323	в создании	1	1
324	а вместо	1	1
325	в общем	6	1
326	и будет	2	1
327	друг от	6	1
328	свои силы	2	1
329	из таких	2	1
330	и нам	1	1
331	первый взгляд	1	1
332	если она	1	1
333	общего с	2	1
334	как к	5	1
335	поставлена в	2	1
336	однако не	1	1
337	тех случаях	1	1
338	еще больше	3	1
339	он признает	1	1
340	на нас	3	1
341	не являются	1	1
342	тем же	2	1
343	более или	7	1
344	гораздо более	2	1
345	этой цели	1	1
346	с нею	1	1
347	жизни в	1	1
348	для ее	1	1
349	с на	1	1
350	которого она	1	1
351	себе как	1	1
352	не приходится	1	1
353	представлению о	1	1
354	если мы	4	1
355	в себе	5	1
356	о ее	1	1
357	не могла	1	1
358	лет тому	1	1
359	на его	1	1
360	больше всего	1	1
361	главным образом	1	1
362	у а	1	1
363	связей между	1	1
364	по согласованию	1	1
365	и более	2	1
366	европейской культуры	6	1
367	за другого	1	1
368	свою силу	1	1
369	ясен и	1	1
370	от нее	2	1
371	в другом	2	1
372	на все	5	1
373	знает что	1	1
374	входит в	1	1
375	они все-таки	1	1
376	окажется что	1	1
377	всю свою	1	1
378	общее число	1	1
379	в жизни	3	1
380	в тот	1	1
381	их взаимоотношения	1	1
382	со своими	2	1
383	и уже	2	1
384	которой он	1	1
385	он и	1	1
386	мы видели	2	1
387	им то	1	1
388	с такой	1	1
389	народа и	1	1
390	или менее	7	1
391	в эту	2	1
392	которую он	2	1
393	мы попытаемся	1	1
394	и при	6	1
395	таким же	3	1
396	нас не	1	1
397	и без	5	1
398	почти неизбежным	1	1
399	во времена	1	1
400	между людьми	2	1
401	же направлении	1	1
402	не считал	1	1
403	в памяти	1	1
404	из области	1	1
405	для многих	1	1
406	образом и	2	1
407	тем не	4	1
408	их в	2	1
409	как от	1	1
410	том же	4	1
411	освободиться от	2	1
412	то надо	1	1
413	всего нельзя	1	1
414	с точки	8	1
415	тем меньше	2	1
416	тем самым	3	1
417	что эта	4	1
418	с которой	1	1
419	из нас	1	1
420	для каждого	1	1
421	на два	1	1
422	на себе	2	1
423	как о	1	1
424	в основе	2	1
425	иметь в	1	1
426	та или	1	1
427	взаимоотношения в	1	1
428	вытекает из	1	1
429	никогда не	4	1
430	ничего не	1	1
431	благодаря тому	1	1
432	в разных	3	1
433	таким путем	1	1
434	же после	1	1
435	более что	1	1
436	представление об	4	1
437	и считают	2	1
438	с чертами	1	1
439	со своим	1	1
440	сводится к	2	1
441	из того	4	1
442	детей из	1	1
443	в области	4	1
444	открытие было	1	1
445	за отсутствием	1	1
446	и некоторые	2	1
447	обстоятельство что	1	1
448	и другой	1	1
449	и всех	1	1
450	отличается от	6	1
451	числе и	1	1
452	на известное	1	1
453	как для	3	1
454	бы он	1	1
455	частной жизни	1	1
456	они и	1	1
457	из себя	10	1
458	должен быть	1	1
459	для себя	2	1
460	же образом	2	1
461	приходит к	1	1
462	от друга	6	1
463	только при	2	1
464	которые все	1	1
465	были у	1	1
466	представим себе	1	1
467	мысль о	1	1
468	что впечатление	1	1
469	в себя	2	1
470	или для	1	1
471	приводит к	1	1
472	если они	1	1
473	том случае	4	1
474	каждого из	1	1
475	веры в	2	1
476	по сравнению	5	1
477	жизнь и	3	1
478	не имели	1	1
479	задний план	1	1
480	о котором	7	1
481	не будучи	1	1
482	с ним	6	1
483	помнить что	1	1
484	трудом в	1	1
485	можно найти	1	1
486	пришли к	1	1
487	зрения на	1	1
488	и та	1	1
489	за пределами	1	1
490	но мы	1	1
491	никак не	1	1
492	своей стороны	1	1
493	все его	2	1
494	что надо	1	1
495	этих двух	2	1
496	при встрече	1	1
497	от них	1	1
498	для той	1	1
499	когда дело	1	1
500	не хуже	1	1
501	во всей	1	1
502	что же	2	1
503	них в	2	1
504	и следовательно	1	1
505	если это	2	1
506	замечает что	1	1
507	людей с	1	1
508	к которому	1	1
509	по соседству	1	1
510	по своей	7	1
511	мы видим	1	1
512	более близкие	1	1
513	с каждым	1	1
514	пор не	2	1
515	и весьма	1	1
516	даже если	2	1
517	очень много	3	1
518	по мнению	1	1
519	они могут	2	1
520	по этому	2	1
521	ему надо	1	1
522	тот или	1	1
523	считает себя	2	1
524	внимание что	1	1
525	конечно не	3	1
526	ряде случаев	1	1
527	только на	1	1
528	то и	2	1
529	основанной на	1	1
530	или через	1	1
531	свидетельствует о	1	1
532	в сознании	6	1
533	целого ряда	1	1
534	этому вопросу	1	1
535	речь в	1	1
536	с оружием	1	1
537	к своим	1	1
538	к каким	1	1
539	не так	4	1
540	для него	2	1
541	и продолжает	1	1
542	идет в	1	1
543	при отсутствии	2	1
544	на долю	2	1
545	к той	2	1
546	ее на	1	1
547	само собой	1	1
548	о которых	6	1
549	на стороне	1	1
550	были бы	1	1
551	из двух	2	1
552	все от	1	1
553	и даже	1	1
554	на второй	1	1
555	не имеющей	1	1
556	или иной	1	1
557	и из	2	1
558	а с	4	1
559	на которые	1	1
560	то ее	1	1
561	и затем	1	1
562	в с	3	1
563	что таким	2	1
564	у нас	3	1
565	этого не	1	1
566	до конца	1	1
567	выше и	4	1
568	а не	1	1
569	другой стороны	5	1
570	одну из	1	1
571	своем поведении	1	1
572	самого начала	1	1
573	лишь только	4	1
574	среди других	1	1
575	несмотря на	6	1
576	французский ученый	1	1
577	свою очередь	2	1
578	считать не	1	1
579	голову не	1	1
580	него в	2	1
581	никому и	1	1
582	из трех	1	1
583	как человек	1	1
584	некий общий	1	1
585	то обстоятельство	1	1
586	к своему	1	1
587	целом ряде	3	1
588	однако эти	1	1
589	приобщиться к	2	1
590	и там	1	1
591	упадка и	1	1
592	именно в	5	1
593	по существу	6	1
594	того уже	2	1
595	из отдельных	1	1
596	в состоянии	4	1
597	в современной	1	1
598	быть не	1	1
599	нам приходится	1	1
600	но даже	3	1
601	показывают что	2	1
602	оба они	1	1
603	а то	1	1
604	форме к	1	1
605	времени к	1	1
606	оружием в	1	1
607	за ним	1	1
608	ближе к	3	1
609	в более	1	1
610	в одно	2	1
611	может служить	3	1
612	случаях когда	3	1
613	ли в	1	1
614	случае если	5	1
615	при таком	2	1
616	на задний	1	1
617	себя на	1	1
618	в результате	9	1
619	дальше так	1	1
620	ее и	3	1
621	как две	2	1
622	тем более	3	1
623	что народ	2	1
624	и как	1	1
625	основанное на	1	1
626	иначе обстоит	1	1
627	будто бы	1	1
628	том чтобы	2	1
629	находим в	1	1
630	впечатление которое	1	1
631	обстоит дело	1	1
632	все более	1	1
633	тому назад	1	1
634	этой области	4	1
635	признания в	1	1
636	и начало	1	1
637	нет ничего	1	1
638	в общих	1	1
639	между ними	2	1
640	не знает	2	1
641	сказать что	1	1
642	была бы	1	1
643	всякому ясно	1	1
644	лишь тогда	2	1
645	в свою	2	1
646	всех других	2	1
647	ко всему	2	1
648	же все	1	1
649	это была	1	1
650	а может	1	1
651	точно так	1	1
652	и эта	1	1
653	каким последствиям	1	1
654	гораздо ближе	1	1
655	так же	8	1
656	как на	4	1
657	все что	9	1
