N	2gram	Tiupa_Hudo_1	Komedia
200	в конце	4	2
201	однако в	2	2
202	вовсе не	1	2
203	даже в	3	2
204	на пути	1	2
205	одна из	2	2
206	в одном	1	2
207	что их	1	2
208	такая же	1	2
209	с другом	1	2
210	в духе	4	2
211	всего в	1	2
212	на это	1	2
213	и это	4	2
214	в театре	3	2
215	с самого	1	2
216	так в	2	2
217	и что	2	2
218	в мире	3	2
219	и все	4	2
220	нем не	1	2
221	в другой	1	2
222	вслед за	1	2
223	наконец в	1	2
224	в античной	1	2
225	также в	2	2
226	для сестры	1	2
227	в лице	3	2
228	в жизнь	1	2
229	тот же	1	2
230	речь о	1	2
231	с ними	2	2
232	в какой	1	2
233	впрочем и	2	2
234	одних и	1	2
235	и ее	1	2
236	с одной	1	2
237	и у	1	2
238	с женой	1	2
239	является не	1	2
240	одно из	1	2
241	т п	8	2
242	у нее	2	2
243	отношение к	1	2
244	следует признать	1	2
245	рядом с	1	2
246	нет и	1	2
247	со стороны	3	2
248	и к	4	2
249	до сих	2	2
250	с другой	1	2
251	и тех	1	2
252	одной стороны	1	2
253	так называемых	1	2
254	по своему	3	2
255	в изображении	2	2
256	в ответ	2	2
257	как бы	7	2
258	друг с	1	2
259	своего времени	3	2
260	реакции на	1	2
261	пути к	1	2
262	сих пор	2	2
263	бы в	1	2
264	хотя бы	1	2
265	в речах	1	2
266	к его	1	2
267	из этого	1	2
268	в голову	1	2
269	во всяком	1	2
270	нас более	1	1
271	говоря о	2	1
272	утра до	1	1
273	самом деле	5	1
274	в чьей	1	1
275	отношения между	1	1
276	существенное различие	1	1
277	под которым	1	1
278	внутренний мир	1	1
279	и этот	1	1
280	по его	1	1
281	на первый	1	1
282	для своего	2	1
283	та же	4	1
284	не слишком	1	1
285	в сущности	1	1
286	в решении	1	1
287	вместо того	2	1
288	ему в	1	1
289	же что	1	1
290	прибегает к	2	1
291	в каждой	1	1
292	теперь на	1	1
293	и быта	1	1
294	обстоятельств в	1	1
295	же мере	2	1
296	все эти	3	1
297	в существовании	1	1
298	время в	1	1
299	в чем	1	1
300	на рассвете	3	1
301	обстояло дело	1	1
302	все внимание	1	1
303	же она	1	1
304	свою жизнь	1	1
305	конечном счете	2	1
306	в общем	1	1
307	с совершенно	1	1
308	рассказывает как	1	1
309	друг от	1	1
310	в свои	1	1
311	чем же	1	1
312	первый взгляд	1	1
313	в рамках	2	1
314	общего с	1	1
315	в художественном	2	1
316	как к	3	1
317	это был	1	1
318	однако не	1	1
319	в полном	1	1
320	еще больше	1	1
321	в цитатах	1	1
322	как уже	1	1
323	не являются	1	1
324	цитатах из	1	1
325	более или	1	1
326	в герое	1	1
327	жизни в	6	1
328	которого она	1	1
329	из жизни	1	1
330	жизни еще	1	1
331	безразличие к	2	1
332	этом фрагменте	1	1
333	в себе	11	1
334	поражение в	1	1
335	имеет для	1	1
336	корнями в	1	1
337	не могла	1	1
338	на его	2	1
339	не имеют	3	1
340	главным образом	1	1
341	видеть в	1	1
342	и более	1	1
343	его от	1	1
344	пример из	1	1
345	н а	2	1
346	в характере	1	1
347	близкой к	1	1
348	от нее	1	1
349	в другом	2	1
350	его не	1	1
351	бы быть	1	1
352	входит в	1	1
353	не умеет	2	1
354	по истории	1	1
355	по себе	2	1
356	в жизни	1	1
357	поэтому когда	1	1
358	поведения и	1	1
359	но уже	1	1
360	автором из	1	1
361	он же	1	1
362	в тот	2	1
363	соответствии с	1	1
364	простотой и	1	1
365	которым было	1	1
366	со своими	1	1
367	и уже	1	1
368	которой он	1	1
369	он и	1	1
370	на две	1	1
371	ни с	1	1
372	с такой	1	1
373	элемента в	1	1
374	автора и	2	1
375	как таковой	1	1
376	не мог	1	1
377	является его	1	1
378	известие о	1	1
379	или менее	1	1
380	их самих	1	1
381	во второй	5	1
382	от своего	1	1
383	таким же	1	1
384	этой связи	4	1
385	ни у	1	1
386	и без	1	1
387	же это	1	1
388	во времена	1	1
389	между людьми	1	1
390	интересующих нас	1	1
391	не столько	2	1
392	было очень	1	1
393	они уже	1	1
394	из области	1	1
395	нельзя было	1	1
396	читателю в	1	1
397	только для	2	1
398	другом и	1	1
399	обращение к	1	1
400	тем не	4	1
401	их в	1	1
402	как от	2	1
403	ним в	1	1
404	базаре в	1	1
405	для нее	2	1
406	вместе со	1	1
407	и причина	1	1
408	с точки	3	1
409	с утра	1	1
410	на рубеже	1	1
411	не раз	2	1
412	но они	1	1
413	тем самым	1	1
414	что эта	1	1
415	из нас	3	1
416	легко представить	1	1
417	склонный к	1	1
418	на себе	2	1
419	у кого	1	1
420	как о	1	1
421	в основе	1	1
422	что ей	1	1
423	через год	1	1
424	даже как	1	1
425	из их	1	1
426	к жанру	1	1
427	та или	3	1
428	человека если	1	1
429	однако если	1	1
430	никогда не	6	1
431	ничего не	8	1
432	отнестись к	1	1
433	до вечера	1	1
434	со своим	2	1
435	сводится к	1	1
436	мы помним	1	1
437	тогда в	1	1
438	опирался на	1	1
439	настаивает на	1	1
440	в трагедии	1	1
441	представляется нам	2	1
442	к себе	5	1
443	об известной	1	1
444	и вполне	1	1
445	и другой	1	1
446	как для	1	1
447	для его	1	1
448	все еще	2	1
449	для себя	3	1
450	приходит к	1	1
451	от друга	1	1
452	и служит	1	1
453	на основе	2	1
454	первой из	2	1
455	в себя	2	1
456	в пределах	3	1
457	приводит к	3	1
458	встреча с	1	1
459	на свой	1	1
460	в рамки	1	1
461	есть человек	1	1
462	произведения и	1	1
463	угол зрения	2	1
464	на такого	1	1
465	времени и	1	1
466	том случае	1	1
467	в контексте	1	1
468	каждого из	2	1
469	в споре	1	1
470	в последующих	1	1
471	здесь нет	1	1
472	мог бы	1	1
473	о связи	1	1
474	других и	1	1
475	своему происхождению	1	1
476	случай на	1	1
477	но у	1	1
478	жизнь и	1	1
479	о котором	2	1
480	не будучи	1	1
481	остановимся на	2	1
482	на участие	1	1
483	с ним	4	1
484	а их	1	1
485	означает что	1	1
486	а также	3	1
487	тому и	1	1
488	и другому	1	1
489	внимание на	2	1
490	и та	1	1
491	второй половине	2	1
492	за пределами	1	1
493	но мы	1	1
494	никак не	2	1
495	его жизни	2	1
496	одного из	1	1
497	все его	1	1
498	молодой женщины	2	1
499	там же	2	1
500	нас в	1	1
501	этих двух	1	1
502	фрагмент из	1	1
503	в которую	1	1
504	при встрече	2	1
505	или читателю	1	1
506	говорить об	2	1
507	сцену из	1	1
508	что же	2	1
509	полагать что	1	1
510	выступает как	1	1
511	служит не	1	1
512	следовало бы	1	1
513	своему содержанию	1	1
514	в литературе	3	1
515	как например	1	1
516	по своей	4	1
517	по свидетельству	1	1
518	приходит в	2	1
519	по мнению	5	1
520	делах и	1	1
521	были две	1	1
522	уж не	1	1
523	человека с	1	1
524	в т	3	1
525	только на	2	1
526	и они	1	1
527	то и	3	1
528	самую суть	1	1
529	больше не	2	1
530	действующего лица	1	1
531	не все	1	1
532	не принимает	1	1
533	речь в	2	1
534	был прав	1	1
535	к своим	1	1
536	на столе	2	1
537	соединяется с	1	1
538	для него	10	1
539	могло бы	1	1
540	не о	2	1
541	как его	3	1
542	при отсутствии	1	1
543	этими словами	1	1
544	иначе не	1	1
545	как раз	4	1
546	той самой	1	1
547	к той	1	1
548	отставной солдат	1	1
549	ее на	1	1
550	на стороне	2	1
551	где в	1	1
552	не укладывается	1	1
553	никого не	1	1
554	из двух	1	1
555	и даже	3	1
556	не имеющей	1	1
557	да так	1	1
558	и из	1	1
559	на примере	1	1
560	за последние	1	1
561	не один	1	1
562	если говорить	3	1
563	человека его	2	1
564	выступает в	1	1
565	а с	2	1
566	сведения о	1	1
567	что не	2	1
568	говорит о	1	1
569	как можно	1	1
570	становится известным	1	1
571	противоречие между	1	1
572	к человеку	1	1
573	это касается	1	1
574	не делает	1	1
575	этого не	1	1
576	до конца	2	1
577	не на	1	1
578	не означает	2	1
579	характер человека	2	1
580	а не	12	1
581	однако и	3	1
582	из названных	1	1
583	речь всегда	1	1
584	там где	1	1
585	самого начала	1	1
586	о широкой	1	1
587	одна и	1	1
588	жизнь в	1	1
589	среди других	1	1
590	несмотря на	4	1
591	свою очередь	1	1
592	в творчестве	3	1
593	него в	1	1
594	него на	1	1
595	текста в	1	1
596	со словом	1	1
597	который видит	1	1
598	к своему	2	1
599	в столь	1	1
600	видя в	1	1
601	этих словах	2	1
602	такого рода	3	1
603	именно ему	1	1
604	себя то	1	1
605	и там	1	1
606	в положении	1	1
607	именно в	7	1
608	о месте	1	1
609	быть не	1	1
610	xix в	4	1
611	для подготовки	1	1
612	себя их	1	1
613	еще раз	2	1
614	а то	2	1
615	форме к	1	1
616	за ним	2	1
617	ближе к	2	1
618	г а	1	1
619	случае если	1	1
620	не пишет	1	1
621	было ясно	1	1
622	при таком	1	1
623	периода в	1	1
624	только теперь	1	1
625	его творчества	1	1
626	себя на	1	1
627	в результате	2	1
628	когда он	1	1
629	как особая	1	1
630	конечной целью	1	1
631	ее и	1	1
632	то о	2	1
633	тем более	1	1
634	своих героев	2	1
635	и как	1	1
636	жизнь он	1	1
637	будто бы	3	1
638	том чтобы	1	1
639	хотя в	1	1
640	человека не	2	1
641	с он	1	1
642	в системе	2	1
643	к ее	1	1
644	на фоне	2	1
645	и безграничная	1	1
646	нет ничего	2	1
647	от первого	1	1
648	героя и	5	1
649	не знает	2	1
650	сказать что	1	1
651	где как	1	1
652	в свою	1	1
653	о себе	1	1
654	забывать что	1	1
655	в последнем	1	1
656	или иного	2	1
657	первом случае	1	1
658	т е	4	1
659	его творчестве	1	1
660	того или	2	1
661	и эта	1	1
662	xviii в	2	1
663	все что	1	1
