N	2gram	Voloshinov_1	DiskursI
465	быть и	3	1
466	аналогии с	1	1
467	сих пор	3	1
468	в основном	2	1
469	конкретное высказывание	1	1
470	природу и	1	1
471	в чем	2	1
472	в смысле	1	1
473	тех или	1	1
474	это уже	1	1
475	каким бы	1	1
476	при таком	1	1
477	не существует	1	1
478	лицо и	1	1
479	из жизненного	1	1
480	в результате	1	1
481	это как	3	1
482	высказывания по	1	1
483	а к	2	1
484	других участников	1	1
485	или иным	1	1
486	от того	4	1
487	тем более	1	1
488	мы должны	1	1
489	но это	2	1
490	или не	3	1
491	отношении к	3	1
492	не знает	1	1
493	как нечто	1	1
494	от целого	1	1
495	всех других	1	1
496	или иного	1	1
497	культуры в	1	1
498	читателя и	1	1
499	и другие	2	1
500	не совпадают	1	1
501	в таком	1	1
