N	2gram	Losev_Vlad_1	Problemy
222	столь же	1	2
223	во всех	1	2
224	в сторону	1	2
225	этот тон	1	2
226	за пределы	3	2
227	материалом для	1	2
228	в своем	4	2
229	и слова	1	2
230	когда он	5	2
231	из письма	1	2
232	не удалось	1	2
233	знаю что	1	2
234	в этот	4	2
235	уже с	1	2
236	за границей	2	2
237	в которой	4	2
238	мне не	1	2
239	раз в	1	2
240	тому же	2	2
241	так сказать	1	2
242	вас и	1	2
243	т д	2	2
244	и если	5	2
245	такого же	1	2
246	те же	1	2
247	было в	1	2
248	было бы	2	2
249	в жизни	3	2
250	кажется что	2	2
251	по всему	1	2
252	в них	2	2
253	если я	1	2
254	всю жизнь	3	2
255	и того	1	2
256	но я	3	2
257	я этого	1	2
258	что такое	2	2
259	она в	1	2
260	от времени	1	2
261	которые в	1	2
262	с такою	1	2
263	тем не	2	2
264	что сам	2	2
265	на всю	2	2
266	и почти	2	2
267	тому что	1	2
268	почти все	1	2
269	этими двумя	1	2
270	во время	3	2
271	о них	1	2
272	но только	3	2
273	чем не	2	2
274	и без	1	2
275	к ней	4	2
276	как на	2	2
277	и мысли	1	2
278	о нем	7	2
279	становится для	1	2
280	очень часто	1	2
281	нет ни	1	2
282	отнюдь не	3	2
283	этого и	1	2
284	всего этого	1	2
285	всей своей	1	2
286	так в	1	2
287	особенно в	1	2
288	жизнь и	3	2
289	и вообще	4	2
290	о том	11	2
291	или как	1	2
292	и только	1	2
293	не знаю	1	2
294	и мир	1	2
295	один из	4	2
296	но с	1	2
297	тот же	3	2
298	мы увидим	3	2
299	что даже	1	2
300	то в	1	2
301	со всеми	1	2
302	в эти	7	2
303	конечно не	2	2
304	уже не	3	2
305	слова не	1	2
306	чего бы	1	2
307	мы знаем	2	2
308	не для	1	2
309	друг друга	1	2
310	как его	1	2
311	обычном смысле	1	2
312	говорит о	1	2
313	не было	5	2
314	которых мы	1	2
315	о чем	1	2
316	когда она	1	2
317	я хочу	1	2
318	и потому	6	2
319	но этот	3	2
320	без труда	1	2
321	не знал	1	2
322	смысле этого	1	2
323	правда он	1	2
324	очень важно	1	2
325	самого себя	1	2
326	остается в	1	2
327	с этой	1	2
328	которой он	5	2
329	нисколько не	2	2
330	пока еще	2	2
331	в заключение	1	2
332	это уже	1	2
333	вопрос о	1	2
334	в другой	1	2
335	человек и	1	2
336	а к	22	2
337	не с	1	2
338	на одно	1	2
339	которых он	2	2
340	сказать что	7	2
341	на который	1	2
342	время не	1	2
343	к другим	1	2
344	вполне понятно	1	2
345	думать и	1	1
346	его мнения	1	1
347	ту же	1	1
348	можно говорить	1	1
349	одним из	2	1
350	также и	10	1
351	мы здесь	1	1
352	с кем	1	1
353	тех же	2	1
354	своей основной	1	1
355	и меня	1	1
356	нам кажется	1	1
357	ясно что	2	1
358	и больше	1	1
359	был и	1	1
360	в доме	7	1
361	отношения к	1	1
362	в их	1	1
363	по его	2	1
364	сильное впечатление	1	1
365	что уже	1	1
366	особенности человека	1	1
367	что никто	1	1
368	п а	2	1
369	приводят к	1	1
370	не находил	1	1
371	время как	1	1
372	но она	3	1
373	то новое	1	1
374	но даже	2	1
375	из которых	1	1
376	не способен	1	1
377	за этот	1	1
378	и был	6	1
379	свою очередь	1	1
380	и самого	1	1
381	дать ему	1	1
382	он был	14	1
383	нам представляется	3	1
384	не успел	1	1
385	он переживает	1	1
386	на своих	1	1
387	его уже	1	1
388	бы она	1	1
389	в изображении	1	1
390	видели что	1	1
391	то он	6	1
392	к которой	1	1
393	к богу	1	1
394	в позднейшем	1	1
395	а и	1	1
396	менее всего	1	1
397	него с	1	1
398	близости к	1	1
399	тут же	7	1
400	не просто	1	1
401	мы сейчас	7	1
402	он слушал	1	1
403	лицом к	1	1
404	убеждены что	1	1
405	встречи с	1	1
406	ней в	1	1
407	и пр	1	1
408	в одних	1	1
409	всей этой	2	1
410	вообще а	1	1
411	было несколько	1	1
412	говорит что	4	1
413	что по	1	1
414	носят деловой	1	1
415	ясно и	1	1
416	и хотя	1	1
417	кажется в	1	1
418	еще на	2	1
419	говорил он	1	1
420	ни один	1	1
421	я имею	1	1
422	сказать о	1	1
423	за это	2	1
424	того ни	1	1
425	в ответ	2	1
426	то я	1	1
427	тоже не	1	1
428	свои мысли	1	1
429	в этой	4	1
430	им в	1	1
431	да может	1	1
432	и тот	2	1
433	заключение мы	1	1
434	и до	2	1
435	роль в	1	1
436	говорят о	1	1
437	жизнь как	1	1
438	тут была	1	1
439	все человеческие	1	1
440	не могла	1	1
441	главным образом	4	1
442	после этого	1	1
443	раз навсегда	1	1
444	он делал	1	1
445	этого вопроса	1	1
446	на жизнь	1	1
447	чтобы в	1	1
448	из него	1	1
449	что может	1	1
450	концов он	1	1
451	всех своих	1	1
452	так например	2	1
453	на то	5	1
454	именно это	1	1
455	одно и	1	1
456	человека в	1	1
457	больше всего	2	1
458	здесь мы	3	1
459	по сердцу	1	1
460	об этом	7	1
461	и второй	1	1
462	говорил что	1	1
463	них не	1	1
464	слов о	1	1
465	то есть	3	1
466	его структуре	1	1
467	и мы	2	1
468	в свой	2	1
469	любовь к	1	1
470	в итоге	1	1
471	был очень	2	1
472	его ум	1	1
473	только одно	1	1
474	этом мы	1	1
475	но уже	1	1
476	ни одной	1	1
477	период его	1	1
478	все было	2	1
479	дела и	1	1
480	и вопреки	1	1
481	со своими	3	1
482	этим и	1	1
483	в москве	8	1
484	и ничего	1	1
485	она была	2	1
486	в других	1	1
487	ибо не	1	1
488	которую он	2	1
489	в этих	1	1
490	в г	1	1
491	бы на	1	1
492	можно сказать	6	1
493	дошли до	1	1
494	таким же	1	1
495	и навсегда	1	1
496	не столько	2	1
497	еще с	1	1
498	никого и	1	1
499	но эта	1	1
500	все мое	2	1
501	теми же	1	1
502	свое состояние	1	1
503	была не	2	1
504	и более	1	1
505	том и	1	1
506	том же	1	1
507	что этот	3	1
508	для нее	2	1
509	время был	1	1
510	любви и	1	1
511	пять лет	1	1
512	она не	1	1
513	есть нечто	1	1
514	правда в	1	1
515	одна из	1	1
516	на два	1	1
517	что их	1	1
518	всех без	1	1
519	к изучению	2	1
520	кажется это	1	1
521	после своего	2	1
522	образом в	2	1
523	все мои	2	1
524	это мы	2	1
525	найти в	1	1
526	нами раньше	1	1
527	именно с	2	1
528	и весь	2	1
529	наконец уже	1	1
530	этих двух	1	1
531	а во	1	1
532	и по	8	1
533	того в	2	1
534	них мы	1	1
535	за исключением	1	1
536	и теперь	4	1
537	связи с	1	1
538	кончается все	1	1
539	некоторое время	2	1
540	этом отношении	1	1
541	прямо говорит	1	1
542	не могут	1	1
543	сказать только	1	1
544	это конечно	3	1
545	для такого	1	1
546	только еще	1	1
547	ним что	1	1
548	за что	1	1
549	для того	2	1
550	время он	3	1
551	указал на	1	1
552	мы привели	1	1
553	в университете	9	1
554	больше ничего	1	1
555	и которая	1	1
556	и о	2	1
557	резкая перемена	1	1
558	того чтобы	2	1
559	на нем	1	1
560	здесь не	3	1
561	он мог	1	1
562	в особенности	4	1
563	только не	1	1
564	с сего	1	1
565	первого же	3	1
566	и видимо	1	1
567	в дальнейшем	8	1
568	рассудка и	1	1
569	как с	1	1
570	и совершенно	1	1
571	же касается	4	1
572	за то	1	1
573	того и	2	1
574	которого мы	1	1
575	что дело	2	1
576	но у	1	1
577	поэтому в	1	1
578	построена на	1	1
579	в разных	1	1
580	ними и	2	1
581	или прямо	1	1
582	и человека	1	1
583	на все	2	1
584	в произведении	1	1
585	тех кто	1	1
586	потом не	1	1
587	внимание на	1	1
588	и являются	1	1
589	никак не	4	1
590	в значительной	1	1
591	все в	1	1
592	в приведенных	1	1
593	связь между	1	1
594	письма где	1	1
595	тогда мы	1	1
596	отрывки из	2	1
597	вся эта	3	1
598	на месте	1	1
599	правда пока	1	1
600	во всей	1	1
601	не видел	1	1
602	где находилась	1	1
603	по разным	1	1
604	даже для	1	1
605	было тогда	1	1
606	о своих	1	1
607	у которого	1	1
608	для самого	1	1
609	навсегда и	1	1
610	что здесь	1	1
611	в формах	1	1
612	на которой	1	1
613	по своей	4	1
614	боролся с	1	1
615	в петербурге	8	1
616	сразу же	1	1
617	согласиться с	1	1
618	два года	1	1
619	и действительно	3	1
620	по мнению	1	1
621	между этими	1	1
622	вопрос об	1	1
623	слишком уж	1	1
624	теперь в	1	1
625	с одной	1	1
626	себя в	4	1
627	для всех	1	1
628	итак в	1	1
629	со своим	5	1
630	и искусно	1	1
631	всем его	1	1
632	что если	1	1
633	или не	1	1
634	чтобы он	2	1
635	этот момент	2	1
636	еще одной	1	1
637	приводит в	1	1
638	а то	1	1
639	и других	2	1
640	этот раз	4	1
641	тоже в	3	1
642	ответ на	2	1
643	далее но	1	1
644	в письме	8	1
645	до того	1	1
646	говорил не	1	1
647	для меня	4	1
648	власти над	1	1
649	мы можем	1	1
650	но что	3	1
651	случае не	1	1
652	не хотел	1	1
653	и вместе	1	1
654	ее на	1	1
655	он почти	1	1
656	в очень	2	1
657	всем он	1	1
658	же деле	1	1
659	что на	2	1
660	не были	2	1
661	меня и	1	1
662	и речи	3	1
663	что человек	1	1
664	слово но	1	1
665	еще и	7	1
666	мы еще	1	1
667	один и	2	1
668	или о	2	1
669	не говоря	1	1
670	самом же	1	1
671	мы скажем	1	1
672	на этот	6	1
673	а наоборот	1	1
674	у других	1	1
675	и считает	1	1
676	уже давно	1	1
677	жизнь в	2	1
678	долго и	1	1
679	было для	1	1
680	ему даже	1	1
681	него не	3	1
682	говорил но	1	1
683	в те	8	1
684	него в	2	1
685	время с	1	1
686	к его	3	1
687	как мысль	1	1
688	произвел на	1	1
689	не одно	1	1
690	человек но	1	1
691	понимает как	1	1
692	в данном	1	1
693	на себя	3	1
694	она есть	1	1
695	что весь	1	1
696	это его	1	1
697	в тот	2	1
698	на первом	2	1
699	я с	1	1
700	ко мне	1	1
701	быть не	1	1
702	первом плане	1	1
703	сейчас же	1	1
704	бога и	2	1
705	сам с	2	1
706	в основном	1	1
707	в который	1	1
708	что касается	3	1
709	самого и	1	1
710	под названием	2	1
711	сам же	1	1
712	и часто	1	1
713	еще одна	1	1
714	она знает	1	1
715	сейчас увидим	2	1
716	котором он	1	1
717	или в	1	1
718	и среди	1	1
719	между ними	1	1
720	которая в	1	1
721	мысль о	1	1
722	уже совсем	1	1
723	жить и	1	1
724	со второй	1	1
725	и ни	2	1
726	находил что	1	1
727	меня все	1	1
728	несмотря на	4	1
729	еще очень	1	1
730	хотя в	1	1
731	к лицу	1	1
732	он понимает	1	1
733	одной из	2	1
734	о своем	1	1
735	в свою	1	1
736	с ней	1	1
737	и свое	2	1
738	из тех	1	1
739	все исторические	1	1
740	ко всему	1	1
741	из этого	2	1
742	с каждым	1	1
743	себе не	1	1
744	ней с	1	1
745	об этих	3	1
746	уже есть	1	1
747	в своих	5	1
748	с первого	2	1
749	уже после	1	1
750	после окончания	2	1
