N	2gram	Vinokur_Vv_1	Narrotol
209	этих двух	1	2
210	как она	4	2
211	и является	1	2
212	связи с	3	2
213	же самое	2	2
214	оно не	1	2
215	как мы	9	2
216	значения и	1	2
217	свою очередь	1	2
218	здесь не	2	2
219	другой стороны	5	2
220	друг для	1	2
221	что может	3	2
222	она была	2	2
223	по мере	4	2
224	с ним	1	2
225	имеем дело	1	2
226	никак не	1	2
227	до сих	5	2
228	с другой	8	2
229	времени в	3	2
230	тем или	1	2
231	в форме	2	2
232	же в	1	2
233	большей или	2	2
234	известном смысле	3	2
235	с ними	1	2
236	дело с	6	2
237	всяком случае	3	2
238	для друга	1	2
239	себя в	2	2
240	только на	3	2
241	до конца	3	2
242	его и	1	2
243	xix столетия	1	2
244	в конце	3	2
245	к ним	1	2
246	мы можем	2	2
247	каждый из	2	2
248	в особенности	4	2
249	нами не	2	2
250	и даже	5	2
251	в области	4	2
252	в результате	3	2
253	после смерти	1	2
254	что не	5	2
255	слово но	1	2
256	и составляет	1	2
257	зависит от	3	2
258	что мы	2	2
259	если не	1	2
260	вместе с	6	2
261	по своему	5	2
262	да и	4	2
263	в первой	1	2
264	быть и	2	2
265	в связи	2	2
266	и от	1	2
267	которая в	1	2
268	или иным	1	2
269	но зато	2	2
270	хотя бы	5	2
271	только что	4	2
272	центре внимания	2	2
273	между ними	2	2
274	сказать что	5	2
275	в свою	1	2
276	чем иным	1	2
277	все что	1	2
278	во всяком	3	2
279	за ее	1	1
280	обращена к	1	1
281	и т	43	1
282	одним из	5	1
283	же как	3	1
284	чтобы не	1	1
285	в следующем	1	1
286	не остается	1	1
287	сам по	1	1
288	связи между	4	1
289	на самом	1	1
290	значении этого	1	1
291	только потому	1	1
292	в стороне	1	1
293	это и	1	1
294	он почувствовал	1	1
295	и есть	3	1
296	и до	2	1
297	выражается в	1	1
298	по его	2	1
299	мы уже	1	1
300	например в	2	1
301	ней есть	1	1
302	что между	1	1
303	что иное	4	1
304	из того	2	1
305	слова о	1	1
306	в некотором	1	1
307	этого термина	2	1
308	из которых	2	1
309	слово не	1	1
310	историю человечества	1	1
311	он был	1	1
312	этот текст	1	1
313	иное как	5	1
314	быть в	4	1
315	английский язык	2	1
316	бы то	1	1
317	в различных	2	1
318	природы и	1	1
319	различия между	1	1
320	своей работе	1	1
321	это бывает	1	1
322	при жизни	2	1
323	могло быть	1	1
324	жизни человечества	1	1
325	видит в	4	1
326	а только	8	1
327	не то	1	1
328	дело обстоит	1	1
329	в спальню	1	1
330	тех же	1	1
331	первой половины	1	1
332	значение и	2	1
333	ответ на	3	1
334	отношение к	3	1
335	важное для	1	1
336	свое существование	2	1
337	к автору	1	1
338	и я	1	1
339	и соответствующих	1	1
340	что именно	2	1
341	с этим	2	1
342	что когда-то	1	1
343	о жизни	1	1
344	исторической жизни	1	1
345	еще и	3	1
346	таков в	1	1
347	изложении в	1	1
348	общем значении	1	1
349	и к	1	1
350	в действительности	1	1
351	это то	1	1
352	за собой	3	1
353	впечатление что	1	1
354	для которого	1	1
355	еще на	1	1
356	в которой	1	1
357	что это	3	1
358	во многих	1	1
359	ни одна	2	1
360	что к	1	1
361	и тот	1	1
362	особенно важно	1	1
363	что даже	2	1
364	к тексту	2	1
365	но ведь	4	1
366	претендовать на	1	1
367	как он	6	1
368	направлено на	1	1
369	что она	3	1
370	задний план	1	1
371	главным образом	1	1
372	т д	37	1
373	в реальной	1	1
374	действительности о	1	1
375	не как	3	1
376	в силу	3	1
377	новое и	1	1
378	какой бы	2	1
379	его от	1	1
380	так например	6	1
381	именно это	1	1
382	таким образом	19	1
383	но все	3	1
384	значительной степени	1	1
385	жить в	1	1
386	то ни	1	1
387	значение в	2	1
388	уже знаем	1	1
389	фактов не	1	1
390	знания к	1	1
391	той же	4	1
392	историей и	1	1
393	особенности в	1	1
394	них не	1	1
395	его в	6	1
396	второй половины	3	1
397	восприятия в	1	1
398	с другими	1	1
399	доступна нам	1	1
400	он есть	1	1
401	что неизбежно	1	1
402	лишь на	1	1
403	в большей	7	1
404	и прочих	1	1
405	выходя из	1	1
406	из истории	2	1
407	выросло из	1	1
408	на свои	2	1
409	но уже	2	1
410	на основании	5	1
411	в ее	11	1
412	с тем	6	1
413	мы видели	2	1
414	автора и	1	1
415	нисколько не	3	1
416	его нельзя	1	1
417	другие с	2	1
418	во время	1	1
419	как когда-то	1	1
420	и всеми	1	1
421	в котором	4	1
422	с точки	2	1
423	в их	11	1
424	как произведение	1	1
425	в которых	6	1
426	от его	1	1
427	должны были	1	1
428	одного отдельного	2	1
429	нельзя было	1	1
430	втором случае	1	1
431	точку зрения	1	1
432	средствами языка	1	1
433	но во	1	1
434	тексте не	1	1
435	по крайней	4	1
436	на языке	2	1
437	ни было	1	1
438	к философскому	1	1
439	и наоборот	2	1
440	что этот	1	1
441	для нее	1	1
442	любовь к	4	1
443	тому что	2	1
444	любви и	1	1
445	состоящий в	1	1
446	как будет	2	1
447	на рубеже	2	1
448	так как	13	1
449	не раз	1	1
450	текста и	3	1
451	того как	3	1
452	при изложении	1	1
453	которые не	1	1
454	не говоря	2	1
455	было не	1	1
456	как следует	2	1
457	из их	1	1
458	это еще	2	1
459	и уже	3	1
460	судя по	1	1
461	преимущественно в	2	1
462	степени это	1	1
463	целая цепь	1	1
464	невозможно но	2	1
465	слова как	2	1
466	обратим внимание	1	1
467	с мнением	1	1
468	за исключением	1	1
469	свои вопросы	1	1
470	во всем	2	1
471	как не	1	1
472	не принадлежит	1	1
473	из существенных	1	1
474	только с	3	1
475	ему не	1	1
476	и со	1	1
477	именно оно	2	1
478	в момент	1	1
479	в специальном	1	1
480	встречается в	1	1
481	могут быть	4	1
482	однако для	1	1
483	отличается от	1	1
484	не любил	1	1
485	посредством которых	2	1
486	для такого	1	1
487	того о	1	1
488	собственных имен	1	1
489	понять что	1	1
490	не предполагает	1	1
491	еще при	2	1
492	объект и	1	1
493	если же	2	1
494	выше но	1	1
495	должен быть	4	1
496	принципе не	1	1
497	когда под	2	1
498	различными по	1	1
499	в виду	4	1
500	для читателя	1	1
501	реальной действительности	1	1
502	только то	1	1
503	в более	2	1
504	различие между	1	1
505	слова а	1	1
506	и совершенно	2	1
507	и сам	2	1
508	в другом	3	1
509	из двух	2	1
510	на нее	2	1
511	не ограничивается	1	1
512	не с	2	1
513	ясно что	9	1
514	так называемую	2	1
515	мог бы	2	1
516	осуществляется в	1	1
517	имеет дело	5	1
518	во второй	3	1
519	том как	1	1
520	какой она	1	1
521	не исчерпывается	2	1
522	и форме	1	1
523	и вообще	3	1
524	и условий	1	1
525	мере что	1	1
526	и та	1	1
527	разумеется в	1	1
528	имея в	1	1
529	теперь и	1	1
530	в значительной	2	1
531	к слову	1	1
532	во всех	2	1
533	нем не	1	1
534	возникает и	1	1
535	нечто иное	1	1
536	рассуждение о	1	1
537	а потому	3	1
538	нуждается в	2	1
539	что и	3	1
540	крайней мере	4	1
541	также в	1	1
542	все время	1	1
543	текста на	1	1
544	с той	1	1
545	в новой	1	1
546	тот же	1	1
547	одной из	3	1
548	по данному	1	1
549	до нас	3	1
550	сложности и	1	1
551	с одной	4	1
552	с которыми	1	1
553	достаточно одного	1	1
554	прямо не	1	1
555	того же	3	1
556	на всем	1	1
557	ряде случаев	1	1
558	и у	1	1
559	уже в	5	1
560	вопроса о	1	1
561	русского языка	1	1
562	языка как	2	1
563	от других	2	1
564	у них	1	1
565	они сообщают	1	1
566	но совершенно	1	1
567	участие в	1	1
568	автор как	1	1
569	или даже	1	1
570	представить себе	5	1
571	приходится в	1	1
572	произведения и	2	1
573	в цепи	1	1
574	выше чем	1	1
575	оно составляет	1	1
576	само по	3	1
577	в ряде	2	1
578	связи в	1	1
579	тем что	6	1
580	не просто	4	1
581	на том	3	1
582	указание на	1	1
583	случае с	1	1
584	момент в	1	1
585	народов и	2	1
586	не до	2	1
587	таков что	1	1
588	к нашему	1	1
589	которых мы	1	1
590	а именно	6	1
591	для этого	3	1
592	или меньшей	2	1
593	этому времени	2	1
594	наконец в	1	1
595	она прежде	1	1
596	течением времени	6	1
597	называет себя	1	1
598	говорит о	3	1
599	связано с	1	1
600	по тем	1	1
601	одной стороны	4	1
602	он только	1	1
603	на этот	4	1
604	иначе но	2	1
605	а главное	1	1
606	не на	1	1
607	одну из	1	1
608	а так	2	1
609	человеческой культуры	2	1
610	произведение в	1	1
611	ближе к	2	1
612	как именно	1	1
613	с помощью	1	1
614	проникновения в	1	1
615	так же	3	1
616	в строгом	3	1
617	надо было	2	1
618	этих случаях	2	1
619	исторического знания	3	1
620	она есть	5	1
621	наряду с	2	1
622	не смешивать	1	1
623	конечном итоге	1	1
624	в тех	2	1
625	слове но	1	1
626	о человеке	1	1
627	начале этой	1	1
628	в европейской	1	1
629	материал для	3	1
630	слова и	1	1
631	как один	1	1
632	но это	1	1
633	все это	6	1
634	текст и	3	1
635	в культуре	1	1
636	имеет возможность	1	1
637	и собственно	1	1
638	сам же	2	1
639	одного и	2	1
640	которых он	1	1
641	и восприятия	1	1
642	ранее не	1	1
643	о котором	8	1
644	слов с	1	1
645	но еще	1	1
646	интерес к	1	1
647	еще более	1	1
648	тем более	2	1
649	истории а	1	1
650	будто бы	2	1
651	отношении к	2	1
652	похожи на	1	1
653	письма и	1	1
654	впервые в	1	1
655	совершенно не	1	1
656	текст может	2	1
657	самой своей	2	1
658	взгляда на	4	1
659	только о	2	1
660	в свое	2	1
661	это очевидно	2	1
662	этим объясняется	1	1
663	истории история	1	1
664	частности в	1	1
665	собой лишь	1	1
666	вся эта	1	1
667	по поводу	1	1
668	к этому	3	1
669	русской литературы	1	1
670	точно так	2	1
671	они не	1	1
672	которая не	1	1
