N	2gram	Medvedev_F_1	Analitik
296	тех же	2	1
297	искусства все	1	1
298	самый предмет	2	1
299	и существеннее	1	1
300	явления и	1	1
301	по преимуществу	1	1
302	литературная критика	4	1
303	все те	1	1
304	должна быть	7	1
305	в зависимости	2	1
306	внутренний мир	1	1
307	в году	2	1
308	мы уже	1	1
309	закономерность которая	1	1
310	и значение	1	1
311	мы не	3	1
312	положения в	2	1
313	произведения то	1	1
314	и поступка	1	1
315	зависимости от	3	1
316	искусства есть	1	1
317	значения в	1	1
318	в ней	10	1
319	свою очередь	6	1
320	литературы и	2	1
321	оно ни	1	1
322	в различных	2	1
323	в чем	1	1
324	является таким	1	1
325	во всех	5	1
326	тем как	1	1
327	как если	2	1
328	в ее	8	1
329	и всего	1	1
330	чем это	1	1
331	а только	2	1
332	к которой	1	1
333	в сторону	1	1
334	не входит	1	1
335	или иное	1	1
336	связи и	1	1
337	к осуществлению	1	1
338	же деле	1	1
339	вследствие чего	1	1
340	независимо от	4	1
341	его на	1	1
342	как в	8	1
343	за этим	1	1
344	искусства нет	2	1
345	это единство	1	1
346	как нам	1	1
347	что касается	1	1
348	в противном	1	1
349	явлений не	1	1
350	и наконец	3	1
351	слишком легко	1	1
352	узнают себя	1	1
353	более или	6	1
354	искусство и	1	1
355	к конкретным	1	1
356	о самом	1	1
357	отдельных произведений	1	1
358	не приходится	2	1
359	та же	1	1
360	что самая	1	1
361	в литературном	2	1
362	он в	2	1
363	взаимодействие не	1	1
364	учение о	4	1
365	романа но	1	1
366	и событие	1	1
367	с художественной	2	1
368	и те	2	1
369	если он	3	1
370	мы наблюдаем	1	1
371	а вовсе	2	1
372	этот процесс	1	1
373	противном случае	1	1
374	изучении литературы	1	1
375	основные положения	1	1
376	к миру	2	1
377	всех этих	3	1
378	сам является	1	1
379	не значит	1	1
380	в виде	1	1
381	не как	4	1
382	сюжет как	1	1
383	а о	1	1
384	свою силу	1	1
385	литературы а	3	1
386	его от	1	1
387	всех своих	1	1
388	без исключения	1	1
389	но все	2	1
390	быть использован	1	1
391	от нее	2	1
392	наука об	2	1
393	мышления с	1	1
394	ей в	1	1
395	и может	4	1
396	конструктивный момент	1	1
397	ориентирована в	1	1
398	его в	3	1
399	заключается в	1	1
400	восприятия в	1	1
401	структуры ее	1	1
402	мы постараемся	1	1
403	и тем	1	1
404	моменты произведения	1	1
405	или хотя	1	1
406	участие в	1	1
407	произведения не	1	1
408	лишь несамостоятельным	1	1
409	для них	1	1
410	произведение как	3	1
411	для ученого	1	1
412	в них	3	1
413	героя или	1	1
414	как формулирует	1	1
415	исходили из	1	1
416	его частей	1	1
417	произведения или	1	1
418	с тем	2	1
419	и уже	1	1
420	он и	1	1
421	литературных произведений	3	1
422	действительно не	1	1
423	культуры с	2	1
424	в восприятии	1	1
425	или менее	6	1
426	в этих	1	1
427	все более	2	1
428	она сама	1	1
429	определяется и	3	1
430	и ее	10	1
431	в отношении	3	1
432	к истории	1	1
433	нами два	1	1
434	в такой	1	1
435	культуры а	1	1
436	не от	2	1
437	бы мы	1	1
438	произведение есть	1	1
439	времени не	1	1
440	но он	1	1
441	мире все	1	1
442	общего языка	1	1
443	и эти	1	1
444	возможно только	1	1
445	не должно	1	1
446	объективной данности	1	1
447	тому что	1	1
448	раз и	2	1
449	а от	1	1
450	не менее	11	1
451	существует независимо	1	1
452	человека но	1	1
453	в обоих	1	1
454	одна из	2	1
455	система в	1	1
456	к этим	1	1
457	на него	2	1
458	было не	1	1
459	из этой	2	1
460	на котором	1	1
461	ничего не	2	1
462	под этим	1	1
463	переживания в	1	1
464	что собственно	1	1
465	в структуру	2	1
466	на природу	1	1
467	во всем	2	1
468	литературного развития	2	1
469	к какому-нибудь	1	1
470	но это	3	1
471	эти три	1	1
472	в химическом	2	1
473	эту сторону	1	1
474	мы и	1	1
475	фактов и	2	1
476	непосредственно дан	1	1
477	уже о	1	1
478	знаковом материале	1	1
479	разрыв между	1	1
480	заключается что	1	1
481	вопросу об	1	1
482	в совокупности	1	1
483	числе и	1	1
484	нашей проблемы	1	1
485	всего в	3	1
486	того о	1	1
487	его с	2	1
488	как для	1	1
489	теоретической поэтики	3	1
490	оно не	4	1
491	но сама	1	1
492	в лингвистике	1	1
493	и сами	1	1
494	проявляется в	1	1
495	людей в	1	1
496	нашей работы	3	1
497	говоря уже	1	1
498	как специфическая	1	1
499	миром и	1	1
500	мира произведения	1	1
501	методологического значения	1	1
502	литературном произведении	3	1
503	языка и	1	1
504	культуры и	3	1
505	на произведение	1	1
506	сознания с	1	1
507	однако эта	1	1
508	как с	2	1
509	если они	1	1
510	по аналогии	3	1
511	в точке	1	1
512	в последующих	1	1
513	сознания и	1	1
514	к действительности	2	1
515	к тем	1	1
516	художественной идеологемой	1	1
517	в отдельных	1	1
518	воли и	1	1
519	плоскости или	1	1
520	своей практической	1	1
521	познания и	4	1
522	материала и	3	1
523	и должно	2	1
524	лучше чем	1	1
525	его художественной	3	1
526	в самой	2	1
527	на художественную	2	1
528	и что	2	1
529	его жизни	1	1
530	от реальности	1	1
531	может не	1	1
532	аналогии с	3	1
533	литературные произведения	2	1
534	и во	1	1
535	и научной	1	1
536	на всех	1	1
537	связь между	1	1
538	на отдельные	1	1
539	произведение является	2	1
540	изучаемого явления	1	1
541	творчества в	1	1
542	отдельный факт	1	1
543	эти два	1	1
544	мы ни	2	1
545	конечно может	1	1
546	во всей	2	1
547	соединении с	2	1
548	наконец в	3	1
549	во внутренней	1	1
550	чисто внешним	1	1
551	все время	2	1
552	своей природе	1	1
553	в него	2	1
554	в современной	1	1
555	тех пор	1	1
556	предмета и	1	1
557	быть и	4	1
558	в формах	4	1
559	на которой	1	1
560	от конкретного	1	1
561	мы увидим	4	1
562	зрения в	1	1
563	проникнуть в	1	1
564	друг друга	4	1
565	входит в	6	1
566	бытия в	3	1
567	живом и	1	1
568	разных авторов	1	1
569	так что	1	1
570	для всех	1	1
571	связи с	3	1
572	литературы не	1	1
573	не можем	2	1
574	в итоге	1	1
575	чтобы он	2	1
576	за свой	2	1
577	ведь если	1	1
578	от других	1	1
579	или даже	1	1
580	в данной	1	1
581	в душе	2	1
582	с единством	1	1
583	только одно	1	1
584	не так	2	1
585	и художественно	1	1
586	произведение действительно	1	1
587	всяком случае	4	1
588	могло бы	2	1
589	слова в	1	1
590	как их	2	1
591	в одном	2	1
592	от тех	1	1
593	конкретных проблем	2	1
594	сама в	1	1
595	у него	1	1
596	как раз	2	1
597	явлений в	1	1
598	в науке	2	1
599	вне произведения	1	1
600	науки в	1	1
601	только на	5	1
602	в особенности	3	1
603	в н	1	1
604	она и	1	1
605	и даже	3	1
606	выходит за	1	1
607	даже не	1	1
608	и сознание	1	1
609	до сих	6	1
610	влияние на	3	1
611	может и	2	1
612	согласно учению	1	1
613	одну из	1	1
614	или иначе	2	1
615	введенного в	1	1
616	здесь в	2	1
617	вслед за	1	1
618	несколько иная	1	1
619	строится в	1	1
620	может показаться	1	1
621	один и	1	1
622	и др	5	1
623	что для	1	1
624	его из	1	1
625	не было	3	1
626	полагал что	1	1
627	о художественном	1	1
628	однако и	1	1
629	сколько в	1	1
630	лишенная своей	1	1
631	его как	3	1
632	его собственной	1	1
633	что литературное	1	1
634	для человека	1	1
635	время оно	1	1
636	в связи	4	1
637	искусства то	1	1
638	чем глубже	1	1
639	исходить из	4	1
640	о себе	1	1
641	ни на	3	1
642	и особенно	2	1
643	ко всем	2	1
644	как это	6	1
645	путь от	1	1
646	существует как	1	1
647	в лице	2	1
648	требует от	1	1
649	к своему	1	1
650	для искусства	1	1
651	по своему	1	1
652	внехудожественной действительности	1	1
653	если оно	1	1
654	видя в	1	1
655	художественное целое	1	1
656	ей и	1	1
657	смысле этого	3	1
658	научной мысли	2	1
659	мир всегда	1	1
660	начало нового	1	1
661	химическом соединении	2	1
662	всего может	1	1
663	смысл в	1	1
664	историка литературы	4	1
665	в художественную	2	1
666	в бытии	1	1
667	с этой	4	1
668	столько в	1	1
669	самом же	1	1
670	является для	2	1
671	противоречия что	1	1
672	сих пор	6	1
673	смысла с	2	1
674	приобщаясь к	1	1
675	перед нами	1	1
676	к другим	2	1
677	о мире	2	1
678	вещь а	1	1
679	этом смысле	1	1
680	при всем	1	1
681	произведения а	2	1
682	она должна	3	1
683	только одна	1	1
684	и для	1	1
685	еще одна	2	1
686	же под	1	1
687	указать на	2	1
688	искусства как	2	1
689	элементы в	1	1
690	при таком	4	1
691	прежде чем	2	1
692	войти в	2	1
693	и от	7	1
694	не подлежит	1	1
695	или в	1	1
696	что оно	1	1
697	понять что	1	1
698	в результате	2	1
699	мира и	1	1
700	между ними	3	1
701	но отнюдь	1	1
702	хотя и	1	1
703	или другой	1	1
704	ее и	1	1
705	для нас	1	1
706	всего было	1	1
707	из себя	1	1
708	в литературной	1	1
709	значение лишь	1	1
710	только с	1	1
711	интереса и	1	1
712	у разных	1	1
713	же в	3	1
714	в пушкинском	1	1
715	в своих	2	1
716	в сюжете	1	1
717	бы оно	2	1
718	а н	3	1
719	до тех	1	1
720	жизни в	2	1
721	в свою	8	1
722	не знает	1	1
723	возможно лишь	1	1
724	отношением к	1	1
725	совершенно не	1	1
726	к его	1	1
727	литературы это	1	1
728	из этого	1	1
729	к физическому	1	1
730	науки как	1	1
731	таким же	2	1
732	в действительности	2	1
733	просто не	1	1
734	жизни и	7	1
735	поэтики в	1	1
736	также не	1	1
737	ее в	1	1
738	в ссср	1	1
739	по поводу	1	1
740	и эта	1	1
741	это понятие	1	1
742	они не	3	1
743	во всяком	4	1
744	этой точки	1	1
745	событий в	1	1
