N	2gram	Bakhtin_Fr_3	RusskieA
174	не менее	2	2
175	в то	6	2
176	дело не	3	2
177	с элементами	1	2
178	о них	1	2
179	никогда не	1	2
180	во всем	3	2
181	связи с	6	2
182	кроме того	3	2
183	что на	1	2
184	все то	2	2
185	начиная с	3	2
186	смехом и	1	2
187	говорит о	1	2
188	в виду	7	2
189	за пределами	1	2
190	смерти в	1	2
191	можно было	3	2
192	не с	1	2
193	еще в	3	2
194	жизнь и	1	2
195	образом в	2	2
196	своей книге	2	2
197	с другим	1	2
198	влияние на	2	2
199	с другой	2	2
200	связь между	3	2
201	ее от	1	2
202	что и	3	2
203	в форме	2	2
204	в него	1	2
205	один из	4	2
206	к праздникам	1	2
207	а смех	1	2
208	и ее	2	2
209	этого праздника	1	2
210	одно из	3	2
211	представлений о	1	2
212	связано с	1	2
213	каждый из	1	2
214	заметить что	1	2
215	ее на	1	2
216	в целях	1	2
217	смерти и	1	2
218	со смехом	1	2
219	чем в	1	2
220	здесь в	4	2
221	в церковь	1	2
222	прежде всего	16	2
223	по нескольку	1	2
224	там где	3	2
225	из которых	1	2
226	в течение	2	2
227	быть только	1	2
228	как средство	1	2
229	видно что	4	2
230	вокруг него	1	2
231	под названием	1	2
232	и для	5	2
233	ее и	1	2
234	у некоторых	1	2
235	за этим	4	2
236	и при	1	2
237	не что	1	2
238	из этого	2	2
239	в своих	5	2
240	это в	2	2
241	ли мы	1	1
242	отношение к	8	1
243	народный праздник	1	1
244	к этой	3	1
245	относятся к	1	1
246	в приведенном	3	1
247	и есть	3	1
248	здесь и	5	1
249	из самых	2	1
250	которую они	1	1
251	и до	8	1
252	в нашу	1	1
253	применении к	1	1
254	объясняется и	1	1
255	с таким	1	1
256	с вином	2	1
257	от старого	2	1
258	мы уже	13	1
259	например в	2	1
260	г в	1	1
261	очень широко	1	1
262	она в	1	1
263	под ними	1	1
264	не во	1	1
265	человеку когда	1	1
266	не была	1	1
267	их с	1	1
268	новому от	2	1
269	комплекс в	1	1
270	в ней	4	1
271	мнения придерживался	1	1
272	что через	1	1
273	этим не	1	1
274	тем как	1	1
275	он употребляет	1	1
276	не входит	1	1
277	к слову	1	1
278	представления были	1	1
279	нет и	1	1
280	что они	1	1
281	обряды и	1	1
282	относится к	1	1
283	во что	1	1
284	продуктов питания	1	1
285	отнюдь не	1	1
286	это самое	2	1
287	смех это	1	1
288	народа в	1	1
289	очень интересную	1	1
290	в своем	7	1
291	к новому	2	1
292	все остальные	1	1
293	перед нами	1	1
294	и где	1	1
295	явно имеет	1	1
296	когда он	1	1
297	и кончается	1	1
298	и наконец	3	1
299	не являются	1	1
300	что этим	1	1
301	всего как	1	1
302	формах как	1	1
303	от этого	1	1
304	следует остановиться	1	1
305	в самом	6	1
306	и потопление	1	1
307	и малых	1	1
308	уже в	2	1
309	он в	2	1
310	или во	1	1
311	выражение в	2	1
312	соприкасались с	1	1
313	смеха в	4	1
314	на любом	1	1
315	как он	2	1
316	но на	1	1
317	не могла	1	1
318	чтобы установить	1	1
319	и если	2	1
320	в нем	5	1
321	так сказать	5	1
322	всех этих	3	1
323	он должен	1	1
324	только в	3	1
325	но все	3	1
326	это конечно	1	1
327	встречаются и	1	1
328	могла бы	1	1
329	в другом	3	1
330	связанных с	1	1
331	на все	1	1
332	начинается он	1	1
333	xvi в	1	1
334	а как	1	1
335	только там	1	1
336	смеха и	7	1
337	и отдельные	1	1
338	связанным с	1	1
339	более широком	1	1
340	по улицам	1	1
341	в новое	1	1
342	из первых	1	1
343	и находит	1	1
344	по всему	1	1
345	могилу и	1	1
346	землю как	1	1
347	случае на	1	1
348	было ни	3	1
349	в развитии	1	1
350	умирающем и	1	1
351	здесь все	1	1
352	такой же	1	1
353	остается в	1	1
354	можно найти	1	1
355	что между	1	1
356	при изучении	1	1
357	или точнее	1	1
358	таким же	1	1
359	этой связи	1	1
360	праздничные дни	2	1
361	уже к	2	1
362	бы к	1	1
363	в старой	1	1
364	смех должен	1	1
365	своего рода	2	1
366	смех в	2	1
367	и этой	1	1
368	от зимы	1	1
369	мир и	1	1
370	но эта	1	1
371	только для	3	1
372	такую же	1	1
373	одновременно как	1	1
374	но они	1	1
375	чтобы это	1	1
376	что этот	1	1
377	в послании	1	1
378	возвращается к	1	1
379	случае мы	1	1
380	и очень	2	1
381	что эта	1	1
382	этот был	1	1
383	как о	2	1
384	считает что	2	1
385	эти формы	1	1
386	дело в	2	1
387	связан и	2	1
388	и притом	1	1
389	ее с	1	1
390	в основе	5	1
391	борьбы между	1	1
392	о таких	2	1
393	следовательно и	2	1
394	ничего не	1	1
395	именно с	1	1
396	с одним	1	1
397	в дни	1	1
398	в сложный	1	1
399	по своей	1	1
400	такая же	1	1
401	и его	17	1
402	так например	1	1
403	особое значение	2	1
404	изображается как	1	1
405	до того	2	1
406	как будто	1	1
407	этом отношении	2	1
408	и несколько	1	1
409	и веселья	1	1
410	и здесь	4	1
411	но смех	1	1
412	в духе	7	1
413	во все	3	1
414	и такие	2	1
415	сходство с	1	1
416	с полной	1	1
417	для его	1	1
418	имели и	1	1
419	здесь еще	1	1
420	в применении	1	1
421	и это	2	1
422	указывали на	1	1
423	свою очередь	1	1
424	всем этим	2	1
425	силе смеха	1	1
426	здесь не	3	1
427	об умирающем	1	1
428	на основе	2	1
429	в в	1	1
430	огонь и	2	1
431	в особенности	5	1
432	в пределах	1	1
433	обыкновенно в	1	1
434	время которого	1	1
435	поэтому мы	1	1
436	так и	3	1
437	здесь нет	2	1
438	весеннего или	1	1
439	к тем	2	1
440	том как	1	1
441	он был	3	1
442	без всякой	1	1
443	них есть	1	1
444	имеется довольно	1	1
445	если бы	3	1
446	и вообще	1	1
447	с ним	1	1
448	можно объяснить	1	1
449	он здесь	1	1
450	другом месте	1	1
451	настоящее время	1	1
452	с того	2	1
453	можно сказать	2	1
454	радость веселье	1	1
455	и во	4	1
456	нас в	2	1
457	места и	1	1
458	ему же	1	1
459	этот момент	1	1
460	в его	13	1
461	во всей	3	1
462	можно проследить	1	1
463	не надо	1	1
464	в ту	7	1
465	все время	1	1
466	веселье и	1	1
467	в литературе	5	1
468	быть и	1	1
469	с той	1	1
470	но так	1	1
471	год и	1	1
472	к различным	1	1
473	в основном	4	1
474	с ними	1	1
475	что он	2	1
476	мы увидим	2	1
477	огонь в	1	1
478	к их	1	1
479	те которые	1	1
480	и так	2	1
481	который в	2	1
482	ноги и	2	1
483	но ее	1	1
484	от них	1	1
485	эту связь	2	1
486	в эти	2	1
487	же и	3	1
488	с нею	2	1
489	только на	4	1
490	вернуться к	1	1
491	так называемый	1	1
492	входящие в	1	1
493	и обратно	1	1
494	превращаются в	1	1
495	ни с	1	1
496	не так	3	1
497	для него	5	1
498	своей книги	1	1
499	всяком случае	1	1
500	в одном	7	1
501	в конце	3	1
502	в состоянии	2	1
503	ее не	2	1
504	ту сторону	1	1
505	как его	2	1
506	как раз	5	1
507	в праздничные	2	1
508	встречаемся с	2	1
509	рядом с	2	1
510	которые как	1	1
511	тело умершего	1	1
512	в другой	1	1
513	в это	1	1
514	и даже	4	1
515	и др	7	1
516	привлекая огромный	1	1
517	притом не	1	1
518	превращается в	1	1
519	ей не	1	1
520	его смерти	1	1
521	на которых	1	1
522	которого носили	1	1
523	не на	1	1
524	на весь	1	1
525	земли в	1	1
526	и следовательно	3	1
527	под влиянием	1	1
528	был он	1	1
529	имея в	1	1
530	по случаю	1	1
531	в одной	1	1
532	и потому	4	1
533	некоторые из	1	1
534	более широкого	1	1
535	книге о	1	1
536	и античности	1	1
537	не дают	1	1
538	нашу задачу	1	1
539	смысле этого	1	1
540	месте своей	1	1
541	всем разнообразии	1	1
542	ко всему	2	1
543	зимы к	1	1
544	в тех	1	1
545	в человеческом	1	1
546	довольно много	1	1
547	в современной	1	1
548	и более	1	1
549	и жизнь	1	1
550	состоянии с	1	1
551	этого слова	2	1
552	и не	13	1
553	не касается	4	1
554	силу смеха	1	1
555	но это	3	1
556	это выражение	1	1
557	освобождение от	2	1
558	же значение	1	1
559	в настоящее	1	1
560	из различных	2	1
561	трав и	2	1
562	был довольно	1	1
563	за него	2	1
564	климата и	1	1
565	же к	2	1
566	его жизнь	1	1
567	которые в	1	1
568	элементы входящие	1	1
569	лежит представление	1	1
570	имен и	1	1
571	его к	2	1
572	несмотря на	1	1
573	все еще	1	1
574	в свою	1	1
575	две стороны	1	1
576	сказать что	3	1
577	другой стороны	1	1
578	они как	1	1
579	в праздник	1	1
580	же они	1	1
581	одновременно и	2	1
582	религии и	1	1
583	есть и	2	1
584	к смеху	1	1
585	из своей	1	1
586	время не	1	1
587	в заключение	4	1
588	и состоит	1	1
589	во всяком	1	1
590	также не	1	1
591	как на	1	1
592	и особенно	1	1
593	все что	2	1
