N	2gram	Berdyaev_M_2	Narrotol
331	его отношение	4	1
332	признать что	1	1
333	своей не	1	1
334	мир и	2	1
335	другом и	1	1
336	что было	3	1
337	имеет смысл	1	1
338	их в	1	1
339	не могли	1	1
340	теперь я	1	1
341	личность в	1	1
342	чувствовала себя	1	1
343	связи с	2	1
344	жизни то	1	1
345	ему как	2	1
346	что есть	2	1
347	из нас	1	1
348	в отношении	5	1
349	можно ли	3	1
350	эта любовь	2	1
351	но они	1	1
352	как можно	1	1
353	человека но	1	1
354	она не	8	1
355	человечества и	1	1
356	иной раз	1	1
357	принадлежат к	3	1
358	у кого	1	1
359	было не	2	1
360	личности к	2	1
361	в основе	2	1
362	что иное	3	1
363	чем не	2	1
364	народной жизни	4	1
365	жизни не	2	1
366	мыслей и	1	1
367	а лишь	2	1
368	и теперь	1	1
369	не по	1	1
370	только с	3	1
371	как будто	2	1
372	этом направлении	1	1
373	не мыслится	1	1
374	не бывает	3	1
375	раскрывается в	1	1
376	принадлежит к	2	1
377	не могут	1	1
378	истории не	1	1
379	чтобы сделать	1	1
380	сомневаться в	1	1
381	уже было	1	1
382	не хотел	2	1
383	мысли о	1	1
384	оно раскрывается	1	1
385	что человек	2	1
386	конца истории	1	1
387	но по	1	1
388	что все	5	1
389	само понятие	1	1
390	приводит к	1	1
391	его любовь	2	1
392	в финале	1	1
393	сознания в	1	1
394	природе своей	1	1
395	например о	1	1
396	и человеческого	2	1
397	на нее	1	1
398	не с	1	1
399	было в	3	1
400	которая была	1	1
401	еще в	2	1
402	когда в	1	1
403	по сравнению	1	1
404	жизнь и	4	1
405	это обычно	1	1
406	он остается	1	1
407	при такой	1	1
408	в личности	1	1
409	в самой	1	1
410	говорит об	1	1
411	означает что	4	1
412	на что	1	1
413	теперь и	1	1
414	может не	1	1
415	это была	2	1
416	как теперь	1	1
417	к нему	2	1
418	и во	3	1
419	и пустая	1	1
420	а потому	1	1
421	наконец в	1	1
422	также в	1	1
423	ее как	1	1
424	все время	2	1
425	и она	3	1
426	происходит в	1	1
427	быть и	2	1
428	но с	2	1
429	человеку если	1	1
430	каждого человека	3	1
431	жизнь свою	1	1
432	которым он	1	1
433	ли он	1	1
434	не ведет	1	1
435	будет еще	1	1
436	это означает	2	1
437	они более	1	1
438	меня самого	1	1
439	так что	2	1
440	того же	1	1
441	ни одного	2	1
442	и чисто	1	1
443	него и	2	1
444	от своей	2	1
445	мир в	1	1
446	не будут	2	1
447	искать в	1	1
448	екатерина ивановна	1	1
449	в прошлом	1	1
450	никто не	1	1
451	не для	3	1
452	не о	2	1
453	но что	1	1
454	к человеку	12	1
455	возвышается над	1	1
456	отдельного человека	1	1
457	тем что	3	1
458	есть выражение	2	1
459	как литература	1	1
460	в любви	8	1
461	бы это	1	1
462	мне то	1	1
463	для того	5	1
464	лишь для	1	1
465	и оказываются	1	1
466	истины о	1	1
467	мир который	1	1
468	другого в	2	1
469	смысла жизни	1	1
470	до сих	3	1
471	а мы	1	1
472	хоть и	1	1
473	и быть	1	1
474	это все	2	1
475	же о	1	1
476	что не	2	1
477	и люди	2	1
478	связано с	3	1
479	от тех	1	1
480	и своего	2	1
481	не означает	2	1
482	у человека	1	1
483	человеческой жизни	2	1
484	с которым	3	1
485	для исследования	1	1
486	перед человеком	1	1
487	и с	3	1
488	его собственной	1	1
489	на эту	1	1
490	настоящее и	1	1
491	весть о	1	1
492	вместе с	2	1
493	исходит от	1	1
494	и потому	7	1
495	человек есть	1	1
496	жизнь есть	1	1
497	на человеческую	1	1
498	все свое	1	1
499	не сразу	1	1
500	в разговоре	1	1
501	в человеке	2	1
502	xix века	1	1
503	он свободен	1	1
504	сравнению с	1	1
505	это так	1	1
506	этот жизненный	1	1
507	это за	1	1
508	что же	2	1
509	него есть	1	1
510	многих других	1	1
511	для личности	1	1
512	может существовать	1	1
513	этот не	1	1
514	и от	3	1
515	сих пор	3	1
516	все это	1	1
517	для свободы	1	1
518	нем самом	1	1
519	которых он	1	1
520	в бога	4	1
521	не существует	3	1
522	в пределе	2	1
523	сознания и	2	1
524	а все	1	1
525	в другое	1	1
526	когда он	1	1
527	человеку а	1	1
528	но эти	1	1
529	в этих	2	1
530	еще более	2	1
531	мы должны	1	1
532	ведь есть	1	1
533	лишь под	1	1
534	соединяется с	2	1
535	человека не	4	1
536	который имел	1	1
537	два явления	1	1
538	бытия не	1	1
539	две стороны	1	1
540	не знает	9	1
541	отношением к	2	1
542	жизни а	2	1
543	с такой	1	1
544	по которой	1	1
545	не что	3	1
546	бы его	2	1
547	из этого	1	1
548	с анной	1	1
549	в действительности	2	1
550	ее в	2	1
551	к этому	1	1
552	тайны и	1	1
