N	2gram	Vinokur_Ku_3	slovoVRo
342	к его	2	2
343	только о	2	2
344	речи как	3	2
345	быть до	1	2
346	все что	1	2
347	они не	3	2
348	смысле слова	2	1
349	речь идет	3	1
350	в движение	1	1
351	наших дней	1	1
352	того же	4	1
353	пусть не	1	1
354	науки о	1	1
355	и должны	1	1
356	идет о	1	1
357	и есть	5	1
358	стиля не	1	1
359	между двумя	1	1
360	за собой	1	1
361	мы говорим	4	1
362	из самых	1	1
363	по преимуществу	3	1
364	можно лишь	1	1
365	все те	2	1
366	речь здесь	1	1
367	и литературы	1	1
368	есть не	3	1
369	на тех	1	1
370	книги а	1	1
371	он знает	1	1
372	и о	4	1
373	литературным языком	3	1
374	нам в	1	1
375	само слово	1	1
376	и такой	2	1
377	в составе	1	1
378	для наших	1	1
379	как не	1	1
380	так называемые	1	1
381	этот как	1	1
382	к общему	1	1
383	и говорить	2	1
384	литературы и	1	1
385	не нужно	1	1
386	между собой	1	1
387	он сам	1	1
388	быть в	2	1
389	утверждения что	1	1
390	способы передачи	1	1
391	то мы	3	1
392	чем это	2	1
393	то он	3	1
394	различных словесных	1	1
395	но язык	2	1
396	в сторону	1	1
397	абстрактно в	1	1
398	не просто	2	1
399	конечно совершенно	1	1
400	чем же	2	1
401	характер и	1	1
402	показано выше	1	1
403	в одной	1	1
404	словом для	1	1
405	и выражения	1	1
406	если на	1	1
407	этом его	1	1
408	что как	3	1
409	один только	1	1
410	процессе развития	1	1
411	стилем в	1	1
412	целый ряд	4	1
413	и всецело	1	1
414	двух разных	1	1
415	однако на	1	1
416	увидим что	2	1
417	этой цели	1	1
418	всегда дает	1	1
419	или иную	1	1
420	что слово	3	1
421	для которого	2	1
422	в самом	13	1
423	ряде случаев	1	1
424	в целом	4	1
425	языка свою	1	1
426	он в	2	1
427	почву для	1	1
428	превращают этот	1	1
429	и самый	2	1
430	нами в	1	1
431	формы не	1	1
432	его смысловая	1	1
433	и те	1	1
434	если он	1	1
435	свой материал	1	1
436	письменный язык	2	1
437	дело здесь	1	1
438	общения с	1	1
439	этот процесс	1	1
440	что она	5	1
441	поэзии является	1	1
442	однако при	1	1
443	и только	3	1
444	отдельных слов	1	1
445	не значит	5	1
446	речи в	7	1
447	в корне	2	1
448	ни была	1	1
449	у пушкина	1	1
450	без исключения	1	1
451	русском языке	3	1
452	создает благоприятную	1	1
453	в каждом	1	1
454	мне в	1	1
455	смысле в	1	1
456	быть настолько	1	1
457	речь а	1	1
458	высказывания и	1	1
459	на этой	1	1
460	ни при	1	1
461	сказать в	1	1
462	от степени	1	1
463	те или	1	1
464	не умеет	1	1
465	для нее	1	1
466	моменты в	2	1
467	и тем	6	1
468	мог бы	2	1
469	конкретности и	1	1
470	истории языка	1	1
471	он является	1	1
472	о которых	1	1
473	все равно	1	1
474	языка создает	1	1
475	сосредоточивается на	1	1
476	письменной речи	4	1
477	для правильной	1	1
478	несмотря на	1	1
479	рода и	1	1
480	как сказано	1	1
481	ведет к	1	1
482	такой же	2	1
483	над языком	1	1
484	одного и	2	1
485	и становится	1	1
486	в эту	1	1
487	в своей	4	1
488	вместо человек	1	1
489	моменты которые	1	1
490	лежат в	1	1
491	в такой	1	1
492	их сознания	2	1
493	и без	2	1
494	эта может	1	1
495	и степени	1	1
496	в кавычки	1	1
497	она в	1	1
498	существуют такие	1	1
499	то его	1	1
500	мысли и	2	1
501	от его	1	1
502	мы теперь	1	1
503	и вторая	1	1
504	фоне этого	1	1
505	разговорному языку	1	1
506	тем не	9	1
507	важную роль	1	1
508	языка за	1	1
509	в таких	2	1
510	как проблема	3	1
511	например и	1	1
512	в двух	2	1
513	степень его	1	1
514	о значении	2	1
515	можно понимать	1	1
516	не о	2	1
517	к определенному	1	1
518	к новым	2	1
519	на себе	1	1
520	формами словесного	1	1
521	дело не	2	1
522	значение этого	1	1
523	для всего	1	1
524	и уже	1	1
525	здесь может	1	1
526	следовательно и	1	1
527	наиболее полно	1	1
528	ничего не	6	1
529	моментов которые	1	1
530	а во	1	1
531	те моменты	1	1
532	таким путем	1	1
533	в русском	2	1
534	ее с	1	1
535	по своей	1	1
536	лишь с	4	1
537	создается в	1	1
538	чистый и	1	1
539	всей жизни	1	1
540	это слово	1	1
541	нам важно	1	1
542	языка который	1	1
543	или иных	1	1
544	их от	1	1
545	еще резче	1	1
546	п то	1	1
547	от их	1	1
548	слова очень	1	1
549	и должно	5	1
550	языке и	1	1
551	лежит в	1	1
552	если же	2	1
553	указать на	2	1
554	мы смотрим	1	1
555	содержанием и	1	1
556	и литературный	1	1
557	всего что	1	1
558	совершенно иной	2	1
559	утверждать что	1	1
560	значение это	1	1
561	как они	2	1
562	в виду	8	1
563	всего этого	3	1
564	функцию и	2	1
565	нет никакой	1	1
566	культуры и	1	1
567	приводит к	1	1
568	дано в	2	1
569	слова а	1	1
570	на том	2	1
571	как между	1	1
572	как таковую	1	1
573	возможно в	1	1
574	разговорного языка	1	1
575	языковых форм	1	1
576	к языку	4	1
577	чтобы понять	2	1
578	нас и	1	1
579	этих границ	1	1
580	никак не	2	1
581	и что	7	1
582	не стоит	1	1
583	можно сказать	2	1
584	нас в	3	1
585	или иные	1	1
586	которой мы	1	1
587	тем или	1	1
588	затем в	1	1
589	смысле не	1	1
590	языка его	1	1
591	тем как	1	1
592	вообще и	3	1
593	и писать	1	1
594	о предмете	1	1
595	знания и	1	1
596	и об	2	1
597	в лучшем	1	1
598	на те	1	1
599	того что	11	1
600	как тема	1	1
601	себе еще	1	1
602	слов он	1	1
603	всякого рода	5	1
604	благоприятную почву	1	1
605	речи о	1	1
606	одной из	1	1
607	в поэтическом	1	1
608	проникнуть в	1	1
609	в какой	3	1
610	что различные	1	1
611	целом ряде	1	1
612	им слов	1	1
613	таких моментов	1	1
614	и действительно	3	1
615	до нас	1	1
616	и ее	1	1
617	вопрос об	2	1
618	самое содержание	2	1
619	в качестве	2	1
620	чаще всего	1	1
621	с какой	1	1
622	это остается	1	1
623	своей целью	1	1
624	не можем	1	1
625	говорить об	1	1
626	своим собственным	1	1
627	значение и	1	1
628	к слову	1	1
629	но самое	1	1
630	и обратно	1	1
631	постановка вопроса	1	1
632	за ним	1	1
633	конечно лишь	1	1
634	характерно что	1	1
635	на голое	1	1
636	этими формами	1	1
637	и разнообразную	1	1
638	представить себе	1	1
639	в известной	1	1
640	и со	1	1
641	не для	1	1
642	с этими	1	1
643	может служить	2	1
644	дело и	1	1
645	много и	1	1
646	литературном языке	2	1
647	речи к	1	1
648	речи является	1	1
649	как раз	4	1
650	тем что	5	1
651	перейти к	2	1
652	правды и	1	1
653	в письменной	2	1
654	себе представить	2	1
655	говорим о	2	1
656	всецело определяется	1	1
657	же языка	1	1
658	говорить и	3	1
659	речи а	2	1
660	об образе	3	1
661	могут иметь	1	1
662	что не	4	1
663	об особой	2	1
664	должно быть	7	1
665	языком без	1	1
666	превращается в	1	1
667	слов а	1	1
668	оно дано	1	1
669	борьбе и	1	1
670	о художественном	1	1
671	а на	1	1
672	этого не	1	1
673	а наоборот	1	1
674	стать на	3	1
675	поэтическом слове	1	1
676	зависит от	1	1
677	самое слово	1	1
678	другой стороны	3	1
679	именно так	2	1
680	все время	1	1
681	чужую мысль	1	1
682	отнюдь не	3	1
683	могут служить	1	1
684	или с	1	1
685	этот прием	2	1
686	для этой	1	1
687	мы находим	3	1
688	я говорю	1	1
689	в частности	2	1
690	слова то	1	1
691	в рамках	5	1
692	в иных	1	1
693	с общей	1	1
694	мы опять	1	1
695	который мы	1	1
696	языках в	1	1
697	какой мере	2	1
698	типах и	1	1
699	этого утверждения	1	1
700	или иного	3	1
701	языков так	1	1
702	поэтому когда	1	1
703	этого слова	4	1
704	в систему	1	1
705	в условиях	2	1
706	только для	2	1
707	того или	3	1
708	тех или	1	1
709	бы говорить	1	1
710	раз подчеркнуть	1	1
711	тем и	1	1
712	но на	3	1
713	и выражений	2	1
714	поэтический образ	1	1
715	или иным	2	1
716	речи с	1	1
717	решенным и	1	1
718	что делать	1	1
719	это так	2	1
720	или нет	1	1
721	интерес к	1	1
722	вообще в	1	1
723	идет об	1	1
724	же в	1	1
725	к самому	1	1
726	нами не	1	1
727	письма и	1	1
728	конечно далеко	1	1
729	возможно лишь	1	1
730	только как	4	1
731	также в	1	1
732	он дан	1	1
733	эта установка	1	1
734	в последнем	1	1
735	на различные	1	1
736	в кругу	2	1
737	что под	1	1
738	кстати сказать	1	1
739	что такое	4	1
740	только не	1	1
741	к этому	1	1
742	том числе	2	1
743	слова это	1	1
