N	2gram	Losev_Dial_4	Sovremen
108	и они	1	2
109	уже не	9	2
110	то и	2	2
111	в виде	3	2
112	тем не	2	2
113	и по	2	2
114	отличие от	2	2
115	но все	2	2
116	то ни	4	2
117	что все	4	2
118	конечно в	1	2
119	или иной	1	2
120	и пр	9	2
121	на этот	1	2
122	первые два	1	2
123	мы с	1	2
124	такой же	1	2
125	в один	3	2
126	свою собственную	1	2
127	что такое	5	2
128	он должен	1	2
129	из которых	3	2
130	в отличие	1	2
131	знаем что	1	2
132	возможность и	1	2
133	не менее	2	2
134	о значении	1	2
135	можно назвать	3	2
136	и именно	2	2
137	не знаем	1	2
138	она может	1	2
139	теперь же	1	2
140	мы видим	4	2
141	не дает	2	2
142	тот же	1	2
143	в свою	3	2
144	такие же	1	2
145	совершенно не	3	2
146	не могут	2	2
147	могут быть	3	2
148	что в	7	2
149	во всяком	2	2
150	и это	8	1
151	можно говорить	2	1
152	потом и	1	1
153	человека и	2	1
154	то она	1	1
155	с ее	10	1
156	через все	1	1
157	а из	1	1
158	на самом	1	1
159	это и	9	1
160	но тем	1	1
161	мы имели	3	1
162	для науки	1	1
163	за все	1	1
164	бы к	1	1
165	можно было	1	1
166	только тот	1	1
167	мы уже	3	1
168	те же	1	1
169	их и	1	1
170	есть не	5	1
171	осуществляется в	2	1
172	мы имеем	5	1
173	и само	2	1
174	же как	1	1
175	законов природы	5	1
176	это только	1	1
177	теперь мы	7	1
178	это что	1	1
179	мы в	1	1
180	что уже	2	1
181	если бы	6	1
182	и вообще	7	1
183	но такая	1	1
184	оно вообще	1	1
185	что иное	8	1
186	мы всегда	2	1
187	и ни	2	1
188	и должно	1	1
189	или как	1	1
190	кто же	1	1
191	мы ее	1	1
192	о том	5	1
193	явлений как	1	1
194	в ней	5	1
195	и та	3	1
196	определенным образом	1	1
197	и иначе	1	1
198	одного из	1	1
199	которую можно	1	1
200	она всегда	4	1
201	на них	1	1
202	он сам	1	1
203	именно эти	1	1
204	все его	1	1
205	иное как	8	1
206	быть в	5	1
207	же время	6	1
208	его в	1	1
209	с его	5	1
210	во всех	2	1
211	природы и	2	1
212	пр но	1	1
213	путь для	1	1
214	данном случае	1	1
215	к этому	3	1
216	одна наука	1	1
217	мы будем	2	1
218	но как	2	1
219	точка зрения	1	1
220	и все-таки	1	1
221	во втором	1	1
222	более как	1	1
223	и действительное	2	1
224	во всей	2	1
225	крайней мере	7	1
226	это или	2	1
227	все время	1	1
228	чем же	2	1
229	идет о	1	1
230	человека как	1	1
231	то чем	2	1
232	стороны и	1	1
233	значит что	9	1
234	к нему	1	1
235	один из	4	1
236	кроме того	2	1
237	одной из	2	1
238	в одинаковой	1	1
239	только в	7	1
240	в этот	2	1
241	не приходится	1	1
242	та же	3	1
243	к другому	1	1
244	я предпочел	1	1
245	но ведь	1	1
246	в известном	1	1
247	остановиться на	1	1
248	явлений и	1	1
249	и тот	1	1
250	этот вопрос	1	1
251	конечно не	2	1
252	да еще	2	1
253	и у	1	1
254	пусть это	1	1
255	и если	3	1
256	и чисто	5	1
257	а это	2	1
258	он не	1	1
259	его и	1	1
260	организма для	1	1
261	и еще	1	1
262	себе в	1	1
263	и их	2	1
264	эти три	1	1
265	только такой	1	1
266	по существу	1	1
267	допустим что	2	1
268	другую сторону	1	1
269	вовсе не	6	1
270	где это	2	1
271	с последней	1	1
272	значении а	1	1
273	механистическое объяснение	1	1
274	как его	1	1
275	но что	5	1
276	случае не	2	1
277	одной и	3	1
278	в основу	1	1
279	науки в	1	1
280	о каком	1	1
281	это значит	8	1
282	не из	1	1
283	и только	2	1
284	не будет	2	1
285	и может	2	1
286	том случае	1	1
287	и таких	1	1
288	можем поставить	1	1
289	всех моих	1	1
290	имеет с	1	1
291	мы это	1	1
292	с другой	1	1
293	обоих случаях	1	1
294	именно в	5	1
295	будет ли	3	1
296	этом смысле	4	1
297	и прежде	1	1
298	своя собственная	1	1
299	бы эти	1	1
300	равно будет	1	1
301	весь мир	2	1
302	такое же	1	1
303	на которые	1	1
304	в природе	3	1
305	цель и	2	1
306	на ней	1	1
307	только к	1	1
308	только одно	1	1
309	ни в	8	1
310	нужно сказать	1	1
311	не было	2	1
312	имеет только	1	1
313	она и	1	1
314	все равно	2	1
315	для своего	1	1
316	и вся	1	1
317	метафизическое построение	1	1
318	одна и	1	1
319	всегда и	3	1
320	для чего	1	1
321	должно быть	2	1
322	и ничего	2	1
323	и следовательно	3	1
324	в связи	1	1
325	и становится	1	1
326	том что	10	1
327	нет никаких	1	1
328	наука но	2	1
329	этом случае	1	1
330	но если	5	1
331	том как	2	1
332	и при	2	1
333	всех трех	1	1
334	нужно взять	1	1
335	сказать так	2	1
336	так же	4	1
337	почти не	1	1
338	мы говорим	2	1
339	она в	3	1
340	представление о	2	1
341	и значит	1	1
342	в область	1	1
343	в данном	3	1
344	в течение	4	1
345	поручиться за	1	1
346	и той	3	1
347	совершенно достаточно	1	1
348	которые в	1	1
349	такую же	1	1
350	как физическая	1	1
351	а потом	1	1
352	ни то	1	1
353	быть только	1	1
354	совершенно невозможно	2	1
355	в обратном	1	1
356	по крайней	7	1
357	на другую	4	1
358	и более	1	1
359	жизни в	1	1
360	общего и	1	1
361	если нет	1	1
362	общего не	2	1
363	следующий интересный	1	1
364	зрения и	1	1
365	вообще на	1	1
366	по себе	13	1
367	в своем	5	1
368	в древней	1	1
369	ценность и	1	1
370	только о	3	1
371	можем сказать	2	1
372	она по	1	1
373	происходит это	2	1
374	несколько слов	1	1
375	и нет	3	1
376	как будет	1	1
377	другой такой	1	1
378	всегда мы	1	1
379	при условии	2	1
380	но они	2	1
381	с ним	3	1
382	и развития	1	1
383	поэтому что	1	1
384	что эта	2	1
385	она не	4	1
386	что с	2	1
387	я мог	1	1
388	и тогда	2	1
389	но для	2	1
390	в обоих	1	1
391	не имеет	14	1
392	дело в	1	1
393	бы план	1	1
394	в процессе	1	1
395	является ли	1	1
396	мы помним	1	1
397	это уже	1	1
398	не является	1	1
399	с и	1	1
400	указать на	1	1
401	уже на	1	1
402	всегда будет	1	1
403	но только	5	1
404	и от	1	1
405	только не	3	1
406	этого явления	1	1
407	никогда не	2	1
408	или в	7	1
409	и всегда	1	1
410	этой системы	1	1
411	это как	2	1
412	человек и	1	1
413	хотя и	6	1
414	и философы	1	1
415	это то	1	1
416	или другой	3	1
417	себя самого	1	1
418	или нет	3	1
419	не более	1	1
420	зрения уже	1	1
421	видим что	4	1
422	ровно ничего	7	1
423	вполне достаточно	1	1
424	все они	1	1
425	древней греции	1	1
426	и его	7	1
427	связи с	1	1
428	ничто не	2	1
429	на такой	1	1
430	наконец все	1	1
431	но это	4	1
432	могли быть	1	1
433	на части	1	1
434	и из	2	1
435	ни другое	1	1
436	формы или	1	1
437	не знает	1	1
438	природы не	2	1
439	сказать что	6	1
440	функций и	2	1
441	не быть	1	1
442	ни о	3	1
443	но этим	1	1
444	не сказано	1	1
445	и для	5	1
446	но можно	1	1
447	очень часто	1	1
448	равно как	2	1
449	в духе	1	1
450	этот третий	1	1
451	не что	8	1
452	свободы и	3	1
453	же природы	1	1
454	человека в	1	1
455	в то	6	1
456	в свое	2	1
457	же необходимость	1	1
458	есть то	5	1
459	самое что	2	1
460	состояния в	1	1
461	в заключение	1	1
462	этого и	1	1
463	той или	4	1
464	в своих	1	1
465	которая не	2	1
466	все что	2	1
467	ничего общего	4	1
