N	2gram	Savitsky_E_1	Komedia
171	как будто	2	2
172	в области	11	2
173	ли это	3	2
174	уже о	1	2
175	для себя	1	2
176	с ее	1	2
177	всего этого	1	2
178	второй половине	2	2
179	как по	1	2
180	из всего	1	2
181	мог бы	2	2
182	для этого	1	2
183	именно потому	2	2
184	аналогии с	1	2
185	нас в	1	2
186	затем в	1	2
187	и во	2	2
188	и можно	2	2
189	от них	3	2
190	также в	2	2
191	раз на	1	2
192	который в	1	2
193	для всех	1	2
194	строя в	1	2
195	мы знаем	1	2
196	вовсе не	6	2
197	в других	2	2
198	со стороны	5	2
199	даже не	1	2
200	дает представление	1	2
201	вслед за	6	2
202	на которые	1	2
203	и притом	4	2
204	то и	1	2
205	которых мы	1	2
206	у других	1	2
207	не может	9	2
208	вместе с	2	2
209	за тем	2	2
210	или по	2	2
211	но не	5	2
212	это были	1	2
213	говоря уже	2	2
214	в состоянии	1	2
215	к нему	2	2
216	но это	1	2
217	и таким	2	2
218	между прочим	7	2
219	или в	2	2
220	а к	1	2
221	около г	1	2
222	ни было	4	2
223	в аттику	3	2
224	то что	6	2
225	не говоря	2	2
226	в свою	3	2
227	ее в	3	2
228	в своих	2	2
229	во всяком	3	2
230	все что	1	2
231	и наиболее	2	1
232	в применении	3	1
233	также и	7	1
234	чтобы не	1	1
235	в этот	1	1
236	или к	1	1
237	исходит из	1	1
238	от которых	1	1
239	той же	1	1
240	который вздумал	1	1
241	ответить на	1	1
242	для союзников	1	1
243	области идеологии	1	1
244	за несколько	1	1
245	из того	2	1
246	то это	1	1
247	мы здесь	1	1
248	в мире	2	1
249	в ней	4	1
250	вышла из	1	1
251	быть в	1	1
252	во всех	6	1
253	с до	1	1
254	к которой	1	1
255	силу этого	1	1
256	очевидно что	3	1
257	поскольку в	1	1
258	отнюдь не	9	1
259	и современную	1	1
260	что во	1	1
261	с этим	2	1
262	мира в	4	1
263	с собой	1	1
264	дает нам	1	1
265	стран и	1	1
266	поставлена в	1	1
267	в своем	14	1
268	потребность в	3	1
269	тех случаях	1	1
270	в полном	1	1
271	смысле этого	1	1
272	когда он	3	1
273	целый ряд	2	1
274	не являются	1	1
275	его к	1	1
276	и к	3	1
277	более или	1	1
278	то в	4	1
279	всего лишь	3	1
280	культуры и	2	1
281	что это	2	1
282	мы получаем	1	1
283	представляет собой	3	1
284	он в	1	1
285	что же	2	1
286	чуть ли	1	1
287	близости к	1	1
288	и тот	1	1
289	бы только	1	1
290	и те	1	1
291	что эти	2	1
292	к выводу	1	1
293	бы от	2	1
294	сожалению не	1	1
295	состоит в	1	1
296	европейской культуры	3	1
297	чтобы в	1	1
298	получает за	1	1
299	но все	1	1
300	значительной степени	1	1
301	тем с	1	1
302	что все	2	1
303	то чтобы	1	1
304	они должны	1	1
305	в совершенно	1	1
306	же касается	1	1
307	об этом	1	1
308	то есть	6	1
309	говорить не	1	1
310	не исключено	1	1
311	эту же	1	1
312	и служат	1	1
313	в жизни	1	1
314	соответствии с	1	1
315	к которым	5	1
316	с тем	3	1
317	всегда и	1	1
318	жизни но	1	1
319	с такой	1	1
320	и целые	1	1
321	слова и	1	1
322	в эту	2	1
323	в этих	2	1
324	но если	5	1
325	и поскольку	1	1
326	именно та	1	1
327	народ и	3	1
328	имел ли	1	1
329	обрывается на	1	1
330	жизни тех	1	1
331	в современности	6	1
332	в отличие	1	1
333	в которых	3	1
334	не представляется	1	1
335	которые в	1	1
336	друг другу	1	1
337	однако не	1	1
338	и более	2	1
339	с такими	1	1
340	том же	1	1
341	с так	1	1
342	по себе	4	1
343	тому что	1	1
344	если и	1	1
345	вплоть до	1	1
346	в идеологическом	2	1
347	но они	1	1
348	и другое	1	1
349	в обоих	1	1
350	для каждого	1	1
351	аналогий в	1	1
352	благодаря своей	1	1
353	если в	2	1
354	на себе	1	1
355	с и	10	1
356	также что	1	1
357	того чтобы	6	1
358	если ему	1	1
359	связанное с	1	1
360	впоследствии к	1	1
361	они являются	1	1
362	к концу	1	1
363	наряду со	1	1
364	во всем	1	1
365	можно рассматривать	1	1
366	не находим	1	1
367	мы бы	1	1
368	следует отметить	2	1
369	следует что	1	1
370	другу их	1	1
371	что на	2	1
372	и для	3	1
373	по своим	3	1
374	к сфере	1	1
375	не могут	2	1
376	поскольку же	1	1
377	для развития	1	1
378	с полной	1	1
379	отказаться от	1	1
380	и это	1	1
381	видимо не	1	1
382	света в	1	1
383	не делает	1	1
384	от друга	2	1
385	их будет	1	1
386	населения и	2	1
387	данном случае	2	1
388	говорить о	1	1
389	у народа	1	1
390	и когда	1	1
391	в собственных	1	1
392	этот период	1	1
393	можно было	3	1
394	те же	1	1
395	каждого из	1	1
396	когда в	1	1
397	стороне от	1	1
398	к первому	1	1
399	по ее	1	1
400	мира и	3	1
401	наше внимание	2	1
402	не кто	1	1
403	с ним	1	1
404	означает что	1	1
405	в каждой	1	1
406	в порядке	2	1
407	на вопрос	1	1
408	именно с	1	1
409	не означает	2	1
410	и что	2	1
411	из составных	1	1
412	в значительной	2	1
413	как было	3	1
414	связанной с	1	1
415	ее от	2	1
416	отметить что	3	1
417	первые в	1	1
418	и только	3	1
419	богатство и	1	1
420	но нельзя	1	1
421	до эпохи	1	1
422	и следовательно	1	1
423	различия между	1	1
424	которая как	1	1
425	того что	7	1
426	насколько можно	1	1
427	большей или	1	1
428	почти все	1	1
429	в двух	1	1
430	дело с	1	1
431	этого можно	1	1
432	его для	1	1
433	хотя бы	15	1
434	в стороне	3	1
435	которое мы	1	1
436	начало в	2	1
437	этот факт	3	1
438	бы ни	3	1
439	к природе	2	1
440	об их	1	1
441	аттику и	1	1
442	тот что	1	1
443	больше чем	1	1
444	отражение в	1	1
445	и насколько	1	1
446	в большинстве	2	1
447	это обстоятельство	1	1
448	viii и	1	1
449	по нынешним	1	1
450	не дает	3	1
451	в данной	3	1
452	как тот	1	1
453	связывается с	1	1
454	этот раз	1	1
455	мир в	1	1
456	себе в	3	1
457	представить себе	1	1
458	как продолжение	1	1
459	в современном	1	1
460	перед собой	1	1
461	составных частей	1	1
462	заметить что	2	1
463	от того	1	1
464	перед ними	1	1
465	для того	6	1
466	друг от	2	1
467	представление о	2	1
468	в исторической	1	1
469	на уровне	2	1
470	или иначе	1	1
471	на этот	2	1
472	эти две	1	1
473	далеко не	2	1
474	и прежде	3	1
475	в ряде	1	1
476	имело место	1	1
477	в год	2	1
478	на которых	1	1
479	защиты и	1	1
480	в соответствии	1	1
481	действительности как	1	1
482	долгое время	2	1
483	если даже	1	1
484	большинстве случаев	3	1
485	него не	1	1
486	что из	1	1
487	совершенно очевидно	2	1
488	ближе к	1	1
489	время для	1	1
490	та часть	1	1
491	призывы к	1	1
492	так называемых	1	1
493	стороны в	2	1
494	следовало бы	2	1
495	связь с	1	1
496	ко всем	1	1
497	и потому	5	1
498	для оценки	1	1
499	в данном	3	1
500	к жизни	1	1
501	приближающейся к	1	1
502	в той	5	1
503	применении к	3	1
504	одновременно с	1	1
505	как бы	6	1
506	перикла и	1	1
507	например через	1	1
508	или хотя	2	1
509	этого слова	1	1
510	с этой	6	1
511	что нет	1	1
512	рассматривать как	1	1
513	с большой	2	1
514	протеста против	1	1
515	культурной жизни	4	1
516	только одна	1	1
517	случаях когда	2	1
518	на такой	1	1
519	в третьем	1	1
520	бы в	2	1
521	еще более	2	1
522	свою пользу	1	1
523	находим в	1	1
524	именно поэтому	1	1
525	на такую	1	1
526	или меньшей	1	1
527	обстоит дело	3	1
528	бы на	1	1
529	отношении к	15	1
530	в общем	3	1
531	бы с	1	1
532	с ней	1	1
533	то наше	1	1
534	сказать что	4	1
535	понимать как	1	1
536	ко всему	2	1
537	именно к	2	1
538	культуры в	4	1
539	на юге	1	1
540	ли он	1	1
541	время не	1	1
542	в каком	4	1
543	жизни и	2	1
544	к этой	1	1
545	вполне понятно	1	1
546	и другие	1	1
547	и эта	2	1
548	это в	1	1
549	гораздо более	1	1
550	как на	3	1
551	в таком	3	1
552	этой точки	5	1
553	том числе	1	1
