N	2gram	Vygotskiy__6	NovoeSre
146	и до	1	1
147	мы уже	2	1
148	не с	2	1
149	еще в	2	1
150	же процесса	1	1
151	начинается в	2	1
152	к новой	2	1
153	с ним	2	1
154	можно сказать	6	1
155	это всегда	1	1
156	который есть	1	1
157	мы всегда	2	1
158	и человека	2	1
159	зависимости от	5	1
160	не способен	1	1
161	с большим	1	1
162	вопрос об	1	1
163	на их	1	1
164	в какие	1	1
165	что его	1	1
166	в чем	6	1
167	и во	1	1
168	частной собственности	1	1
169	на всех	1	1
170	не могут	5	1
171	он легко	1	1
172	к нему	1	1
173	скрывается в	1	1
174	в его	3	1
175	в эти	1	1
176	к общности	1	1
177	себе и	2	1
178	отличие от	1	1
179	и только	3	1
180	которые они	1	1
181	значение для	3	1
182	времени совершенно	1	1
183	уже во	1	1
184	в значительной	2	1
185	к которому	2	1
186	в своем	7	1
187	как например	1	1
188	человека в	1	1
189	время когда	1	1
190	связанный с	1	1
191	что он	18	1
192	только в	18	1
193	во всем	1	1
194	по своей	3	1
195	от этого	3	1
196	в этот	1	1
197	в самом	8	1
198	бы сказать	2	1
199	то время	6	1
200	он в	1	1
201	из этих	3	1
202	имеет более	1	1
203	в известном	1	1
204	этой системе	1	1
205	для всех	2	1
206	это показывает	1	1
207	и у	1	1
208	два пути	1	1
209	вообще не	6	1
210	раньше чем	2	1
211	своем развитии	4	1
212	освобождение от	2	1
213	из них	2	1
214	для того	8	1
215	и их	1	1
216	этого нельзя	1	1
217	и когда	1	1
218	нуждается в	3	1
219	к одному	2	1
220	своему строению	1	1
221	слова в	1	1
222	сами по	1	1
223	в конце	2	1
224	говорим что	2	1
225	не для	1	1
226	друг друга	4	1
227	и гибель	1	1
228	которые могут	1	1
229	всегда должны	1	1
230	показал что	4	1
231	могли не	1	1
232	тем что	8	1
233	к той	1	1
234	в нее	1	1
235	от того	10	1
236	но все	1	1
237	может остаться	1	1
238	значение в	1	1
239	чего он	4	1
240	а по	3	1
241	и из	1	1
242	знает что	1	1
243	с другими	2	1
244	нельзя сказать	1	1
245	было бы	9	1
246	а это	3	1
247	в отличие	1	1
248	обратиться к	1	1
249	связано с	3	1
250	процесс в	1	1
251	а на	1	1
252	они не	4	1
253	в этой	5	1
254	не на	2	1
255	и означает	1	1
256	во взаимной	1	1
257	что мы	11	1
258	и того	4	1
259	ближе к	1	1
260	он и	1	1
261	одного и	4	1
262	и еще	1	1
263	высшего и	2	1
264	моментом в	2	1
265	в этих	2	1
266	может иметь	1	1
267	во время	1	1
268	но до	1	1
269	возможности в	1	1
270	но если	4	1
271	нашей мысли	3	1
272	будет в	1	1
273	до этого	1	1
274	в такой	2	1
275	на это	1	1
276	в котором	2	1
277	возможны только	4	1
278	ничего нет	1	1
279	одну из	1	1
280	рода и	1	1
281	установить что	4	1
282	не столько	1	1
283	до которых	1	1
284	не должно	1	1
285	у нас	2	1
286	в зависимости	5	1
287	в силу	17	1
288	оно должно	1	1
289	в другие	1	1
290	но он	2	1
291	эту мысль	1	1
292	мы должны	3	1
293	и более	2	1
294	их в	1	1
295	в состоянии	4	1
296	от состояния	1	1
297	том смысле	2	1
298	по себе	3	1
299	в это	1	1
300	в той	4	1
301	совершенно так	1	1
302	нас к	4	1
303	и очень	1	1
304	оказывается совершенно	2	1
305	рода в	2	1
306	приблизиться к	1	1
307	сих пор	3	1
308	так как	10	1
309	что совершается	1	1
310	привела к	1	1
311	должны быть	1	1
312	все понятия	2	1
313	в сущности	7	1
314	в более	1	1
315	не по	3	1
316	до сих	3	1
317	совершается в	3	1
318	если взять	1	1
319	образования и	1	1
320	о природе	2	1
321	этой системы	1	1
322	особого рода	1	1
323	возникают не	1	1
324	бы он	1	1
325	мыслей и	2	1
326	своей природе	4	1
327	есть такой	1	1
328	привело к	1	1
329	мышления не	3	1
330	и его	3	1
331	все более	2	1
332	они будут	1	1
333	более элементарным	1	1
334	для другого	1	1
335	сам собой	1	1
336	гораздо больше	1	1
337	с окончанием	1	1
338	в области	6	1
339	в каком	1	1
340	в высшем	1	1
341	в свою	1	1
342	труда для	1	1
343	для решения	3	1
344	того же	7	1
345	прогресса в	1	1
346	есть только	1	1
347	их место	1	1
348	есть и	1	1
349	и всех	1	1
350	в которой	7	1
351	числе и	1	1
352	движение мысли	2	1
353	эти слова	1	1
354	формальной логики	2	1
355	того времени	1	1
356	оно не	4	1
357	что будущее	1	1
358	как на	3	1
359	все что	1	1
360	том числе	1	1
361	он часто	1	1
