N	2gram	Ircho_Kome_1	Dialekti
282	и опустошение	1	1
283	речь идет	3	1
284	в применении	1	1
285	зависимость от	1	1
286	чтобы не	1	1
287	во-вторых поскольку	1	1
288	этом отношении	3	1
289	на самом	1	1
290	он может	1	1
291	идет о	3	1
292	так уже	1	1
293	по которым	4	1
294	мировоззрения и	1	1
295	что эти	1	1
296	высшей степени	1	1
297	едва ли	7	1
298	и за	1	1
299	по его	1	1
300	а как	1	1
301	мира как	1	1
302	из всего	2	1
303	для своего	1	1
304	к весьма	1	1
305	превратилась в	1	1
306	что уже	1	1
307	ответить на	1	1
308	за несколько	1	1
309	слова о	2	1
310	думаю что	1	1
311	и самого	2	1
312	которую можно	2	1
313	во всех	1	1
314	сказать и	1	1
315	а только	1	1
316	друг на	1	1
317	не известно	1	1
318	есть по	1	1
319	в общем	1	1
320	это однако	2	1
321	в свои	3	1
322	чтобы потом	1	1
323	чем же	2	1
324	независимо от	2	1
325	огромной силой	1	1
326	с понятием	1	1
327	нового и	1	1
328	более или	1	1
329	них он	1	1
330	a что	1	1
331	в этот	1	1
332	нему с	1	1
333	со своей	2	1
334	не приходится	1	1
335	в которой	6	1
336	из жизни	1	1
337	вы думаете	1	1
338	право на	2	1
339	что к	2	1
340	только один	2	1
341	чем его	1	1
342	претендует на	1	1
343	после этого	1	1
344	мы можем	4	1
345	с огромной	1	1
346	не к	2	1
347	сказал что	1	1
348	кого бы	1	1
349	из него	1	1
350	его от	1	1
351	бы от	1	1
352	то ни	2	1
353	они должны	1	1
354	в совершенно	1	1
355	им как	1	1
356	в мире	1	1
357	в некоем	1	1
358	обе они	1	1
359	его в	3	1
360	это вовсе	1	1
361	природой и	1	1
362	общества в	1	1
363	платона и	1	1
364	известно что	4	1
365	в споре	2	1
366	нет в	1	1
367	далеко не	1	1
368	как об	1	1
369	которой он	1	1
370	всегда и	1	1
371	о чем	1	1
372	жизни но	1	1
373	с такой	1	1
374	такой же	2	1
375	лучше всего	1	1
376	или менее	2	1
377	во время	5	1
378	нас не	1	1
379	в отношении	6	1
380	почти не	2	1
381	в котором	4	1
382	место в	3	1
383	представление о	1	1
384	ни малейшего	2	1
385	всем том	1	1
386	всех вещей	2	1
387	по своей	2	1
388	одном из	4	1
389	и содержится	1	1
390	но он	2	1
391	друг другу	1	1
392	и более	1	1
393	абсолютная истина	1	1
394	у читателя	1	1
395	даже в	3	1
396	если и	1	1
397	принципов и	1	1
398	с гордостью	2	1
399	вплоть до	1	1
400	относительно которых	1	1
401	того как	3	1
402	на него	4	1
403	самого и	1	1
404	отдельные его	1	1
405	казалось бы	3	1
406	больше чем	1	1
407	в науке	1	1
408	они являются	1	1
409	природы в	1	1
410	одного или	1	1
411	не столь	1	1
412	что на	1	1
413	за ними	1	1
414	ли это	2	1
415	от их	1	1
416	эти же	1	1
417	но все	1	1
418	это конечно	1	1
419	же самое	2	1
420	всего в	3	1
421	понять что	1	1
422	как свой	1	1
423	в каждой	1	1
424	с ее	2	1
425	на нем	2	1
426	данном случае	1	1
427	только при	2	1
428	он с	1	1
429	в себя	2	1
430	же страсти	1	1
431	и сам	3	1
432	iii в	1	1
433	аристотель и	1	1
434	мог бы	2	1
435	ставит на	1	1
436	мира а	1	1
437	с ним	1	1
438	связанное с	1	1
439	то есть	1	1
440	на вопрос	1	1
441	с целью	1	1
442	жизни он	1	1
443	которая обычно	1	1
444	об исторических	1	1
445	наконец в	1	1
446	он был	2	1
447	у одного	1	1
448	и разная	1	1
449	если это	1	1
450	к ней	2	1
451	раз на	2	1
452	или может	2	1
453	в лице	1	1
454	и мир	2	1
455	что только	1	1
456	тот же	3	1
457	воплощается в	1	1
458	одной из	3	1
459	нет собственно	1	1
460	этот факт	1	1
461	об их	1	1
462	в качестве	4	1
463	в т	1	1
464	о взаимоотношении	1	1
465	каждый из	3	1
466	ни одного	1	1
467	только очень	1	1
468	каким образом	1	1
469	а то	2	1
470	возможности для	1	1
471	поставленные в	1	1
472	не так	1	1
473	представить себе	1	1
474	можно насчитать	2	1
475	содержания и	1	1
476	в одном	8	1
477	нападает на	1	1
478	заметить что	1	1
479	сложнее и	1	1
480	в других	2	1
481	само собой	1	1
482	до самого	2	1
483	точек зрения	2	1
484	до сих	2	1
485	к которому	3	1
486	обвинения в	4	1
487	близок к	1	1
488	такое же	1	1
489	с презрением	1	1
490	чтобы убедиться	1	1
491	а наоборот	1	1
492	самое слово	1	1
493	и достаточно	1	1
494	реальный мир	1	1
495	отвлеченных понятий	1	1
496	мира в	1	1
497	ближе к	1	1
498	людьми и	1	1
499	связь с	1	1
500	вместе с	2	1
501	или по	2	1
502	жизнь или	1	1
503	по своему	3	1
504	в течение	3	1
505	применении к	1	1
506	и целые	1	1
507	в явление	1	1
508	да и	3	1
509	из отдельных	1	1
510	в это	1	1
511	слова и	1	1
512	что из	1	1
513	сих пор	2	1
514	видно что	1	1
515	и таким	2	1
516	понятий и	1	1
517	не мог	3	1
518	здесь в	3	1
519	не получает	1	1
520	не знаем	1	1
521	об отношении	2	1
522	это указывает	1	1
523	его с	1	1
524	в результате	4	1
525	обмана и	2	1
526	от него	1	1
527	где для	1	1
528	в этих	1	1
529	но зато	1	1
530	на такой	1	1
531	ни было	2	1
532	и очень	1	1
533	вв в	2	1
534	тезис о	1	1
535	к ее	1	1
536	себе никакого	1	1
537	и определенная	1	1
538	нам не	1	1
539	е явление	1	1
540	или другими	1	1
541	что под	1	1
542	а может	1	1
543	то оно	1	1
544	и эта	1	1
