N	2gram	Tiupa_Lite_1	Vladivir
247	последнее время	1	2
248	со своей	1	2
249	о нем	1	2
250	нам представляется	1	2
251	второй половине	1	2
252	в чем	1	2
253	в сущности	2	2
254	и во	1	2
255	борьба с	1	2
256	к нему	1	2
257	и всякая	1	2
258	и жизни	1	2
259	себя в	6	2
260	он сам	1	2
261	а то	1	2
262	себе в	2	2
263	друг друга	4	2
264	у которого	1	2
265	для вас	2	2
266	тут же	1	2
267	и прежде	3	2
268	во второй	1	2
269	бытия в	1	2
270	что не	2	2
271	что для	2	2
272	стремится к	1	2
273	не на	2	2
274	на эту	1	2
275	в бытии	1	2
276	если не	1	2
277	в частности	15	2
278	в той	1	2
279	такого рода	10	2
280	в трех	1	2
281	не любил	2	2
282	можно было	2	2
283	годов в	1	2
284	в стихотворении	4	2
285	и от	1	2
286	собственно говоря	1	2
287	у достоевского	2	2
288	к этой	1	2
289	же в	5	2
290	жизни в	1	2
291	о своем	2	2
292	с ней	1	2
293	же и	3	2
294	можно назвать	1	2
295	в своих	4	2
296	гораздо более	1	2
297	в объективном	1	1
298	как известно	1	1
299	если б	1	1
300	одним из	5	1
301	например в	3	1
302	и др	3	1
303	времени от	1	1
304	тех же	3	1
305	между двумя	1	1
306	от самого	2	1
307	отношения между	2	1
308	по преимуществу	4	1
309	жизни к	1	1
310	жизни здесь	1	1
311	и за	1	1
312	поэзии и	2	1
313	чем он	1	1
314	есть не	1	1
315	до него	1	1
316	нуль в	1	1
317	этом не	1	1
318	говорить о	1	1
319	а для	2	1
320	в полной	1	1
321	жизни как	1	1
322	но даже	1	1
323	всю ночь	1	1
324	в целостности	1	1
325	ним и	1	1
326	и самого	2	1
327	освобождения от	2	1
328	в которых	1	1
329	огромное и	1	1
330	бы то	1	1
331	чуть ли	2	1
332	самом деле	2	1
333	из крупнейших	1	1
334	то он	2	1
335	но как	1	1
336	а только	2	1
337	не просто	1	1
338	теперь не	1	1
339	что они	1	1
340	но без	2	1
341	с жадностью	1	1
342	более чем	3	1
343	общего с	2	1
344	его сердце	1	1
345	а иной	1	1
346	о жизни	1	1
347	как нам	1	1
348	целом но	2	1
349	целый ряд	1	1
350	как уже	1	1
351	духа и	1	1
352	все существует	1	1
353	в противоположность	1	1
354	этой цели	2	1
355	что произведение	1	1
356	за собой	1	1
357	себе как	1	1
358	та же	2	1
359	говорил он	1	1
360	себя к	1	1
361	он в	1	1
362	в нашем	1	1
363	право на	1	1
364	тому же	2	1
365	так сказать	1	1
366	же именно	1	1
367	на том	2	1
368	xix века	6	1
369	свою собственную	1	1
370	к одному	1	1
371	этой книге	2	1
372	не к	2	1
373	ней не	1	1
374	так например	1	1
375	то ни	1	1
376	об этой	1	1
377	говорил что	1	1
378	а по	1	1
379	лишь в	4	1
380	а как	2	1
381	его личности	1	1
382	духовного общения	2	1
383	новой жизни	1	1
384	по мысли	2	1
385	в природу	1	1
386	другому а	1	1
387	в жизни	6	1
388	и находит	1	1
389	так называемого	2	1
390	для них	2	1
391	далеко не	3	1
392	для своего	2	1
393	на основании	1	1
394	но лишь	1	1
395	мы имеем	1	1
396	всю жизнь	1	1
397	между собою	1	1
398	уже у	1	1
399	этом в	3	1
400	такой же	1	1
401	и того	2	1
402	не так	1	1
403	в г	1	1
404	во время	1	1
405	ему во	1	1
406	от своего	2	1
407	это делает	1	1
408	со своего	1	1
409	году когда	1	1
410	то было	1	1
411	гения и	1	1
412	своего рода	11	1
413	люблю но	1	1
414	однако он	1	1
415	мир и	2	1
416	страданий жизни	1	1
417	нам в	1	1
418	если бы	1	1
419	для россии	1	1
420	могли быть	1	1
421	для нее	2	1
422	и достоевского	1	1
423	она по	1	1
424	романа с	1	1
425	произведения как	1	1
426	при всех	2	1
427	на рубеже	3	1
428	человечества и	1	1
429	самого начала	1	1
430	в русской	10	1
431	дело не	2	1
432	что такое	2	1
433	и сама	1	1
434	на него	1	1
435	как следует	1	1
436	как о	1	1
437	но только	1	1
438	не могло	2	1
439	к тебе	1	1
440	в день	1	1
441	и всегда	1	1
442	жизни не	2	1
443	и является	2	1
444	именно его	1	1
445	с категорией	1	1
446	в сознании	2	1
447	только с	1	1
448	яркий и	1	1
449	в каком	1	1
450	перед ним	1	1
451	свое собственное	3	1
452	и здесь	1	1
453	ли не	3	1
454	другие я	1	1
455	приводили к	1	1
456	так просто	1	1
457	отказаться от	1	1
458	ничего общего	1	1
459	году в	1	1
460	последовательное освоение	1	1
461	только при	1	1
462	исторической жизни	1	1
463	такие как	3	1
464	только то	2	1
465	в себя	2	1
466	в произведении	1	1
467	с самого	1	1
468	так в	1	1
469	как с	1	1
470	с собой	4	1
471	на нее	1	1
472	жизнь а	1	1
473	больше в	1	1
474	здесь как	2	1
475	с самим	1	1
476	столько же	1	1
477	еще не	4	1
478	быть может	1	1
479	собой и	1	1
480	для этого	4	1
481	однако нельзя	1	1
482	он говорил	1	1
483	пор пока	1	1
484	сводится к	3	1
485	уже было	1	1
486	в возрасте	1	1
487	на вопрос	1	1
488	разумеется в	1	1
489	есть бог	1	1
490	от материи	1	1
491	и который	1	1
492	в пользу	1	1
493	по терминологии	2	1
494	о классике	1	1
495	а напротив	1	1
496	к истине	1	1
497	во втором	2	1
498	в глазах	1	1
499	этот последний	1	1
500	единого и	1	1
501	сверх того	1	1
502	в литературе	1	1
503	нашел в	1	1
504	дней в	1	1
505	общения людей	2	1
506	что даже	1	1
507	в какой	1	1
508	не мешает	1	1
509	и тем	4	1
510	по этому	2	1
511	со всеми	1	1
512	в качестве	17	1
513	к которой	1	1
514	с какой	1	1
515	сколько в	1	1
516	этому поводу	1	1
517	для всех	1	1
518	оказывается в	1	1
519	если мы	1	1
520	только на	2	1
521	ему ты	1	1
522	человеческого духа	2	1
523	чем ее	1	1
524	который впрочем	1	1
525	и внешнее	1	1
526	в душе	3	1
527	и других	1	1
528	впрочем как	1	1
529	я люблю	2	1
530	из них	4	1
531	и этот	1	1
532	никто не	1	1
533	в человеческих	1	1
534	представлений о	1	1
535	в одном	1	1
536	как раз	4	1
537	тем что	2	1
538	этом отношении	2	1
539	до тех	1	1
540	значение только	1	1
541	от меня	1	1
542	быть названа	1	1
543	нужно было	1	1
544	до сих	1	1
545	мечтал о	1	1
546	тот кто	1	1
547	и говорил	1	1
548	было и	1	1
549	процесс в	1	1
550	то и	2	1
551	вот в	1	1
552	европы но	1	1
553	а на	1	1
554	ниже в	1	1
555	я из	1	1
556	понятие о	1	1
557	себе уже	1	1
558	и п	1	1
559	впечатлений в	1	1
560	все более	2	1
561	и м	2	1
562	я говорю	1	1
563	все то	1	1
564	ни на	1	1
565	свое одиночество	2	1
566	многих случаях	1	1
567	к своему	1	1
568	в столь	2	1
569	он говорит	1	1
570	но сам	1	1
571	однако эти	1	1
572	перед нами	1	1
573	одновременно с	1	1
574	впрочем это	1	1
575	в мир	1	1
576	в первой	1	1
577	для понимания	2	1
578	тех пор	1	1
579	этот не	1	1
580	как например	1	1
581	казалось что	1	1
582	сих пор	1	1
583	среди прочих	1	1
584	имел в	1	1
585	я от	2	1
586	но для	1	1
587	за ним	1	1
588	пока еще	1	1
589	при всем	3	1
590	словами то	1	1
591	и другим	1	1
592	потому не	1	1
593	не исключают	2	1
594	нельзя сказать	1	1
595	к жене	1	1
596	назревает новый	1	1
597	от него	1	1
598	у них	1	1
599	было на	1	1
600	от всего	1	1
601	бы на	2	1
602	утверждал что	2	1
603	отношении к	1	1
604	были для	1	1
605	между ними	1	1
606	только как	1	1
607	была бы	1	1
608	от всех	1	1
609	состояние человечества	1	1
610	пока не	1	1
611	время не	1	1
612	эти слова	1	1
613	в действительности	1	1
614	и духовных	1	1
615	но эти	1	1
616	том числе	1	1
617	они не	1	1
