N	2gram	Nazirov_Tv_2	Marksizm
376	говорить лишь	1	1
377	достоевский в	7	1
378	перерыв и	1	1
379	что впрочем	1	1
380	не столь	1	1
381	представляется нам	1	1
382	по нашему	4	1
383	не давая	1	1
384	в духе	4	1
385	в роде	1	1
386	не могут	1	1
387	мы узнаем	2	1
388	что все	1	1
389	и такие	1	1
390	среду и	1	1
391	ли не	2	1
392	числе и	1	1
393	другом месте	1	1
394	своего права	1	1
395	его с	1	1
396	среды в	1	1
397	того времени	1	1
398	то или	1	1
399	такие как	1	1
400	в себя	1	1
401	говорили что	1	1
402	так в	2	1
403	этом на	1	1
404	роль в	2	1
405	мы наблюдаем	1	1
406	и сам	5	1
407	только через	2	1
408	и давно	1	1
409	можно понять	1	1
410	еще в	1	1
411	когда в	1	1
412	в синтаксисе	1	1
413	приводит его	1	1
414	и вообще	2	1
415	с ним	3	1
416	мысль о	1	1
417	образом в	1	1
418	приближается к	1	1
419	и поэтому	2	1
420	в работе	1	1
421	чем их	2	1
422	и что	2	1
423	нет это	1	1
424	и авторской	1	1
425	мы понимаем	1	1
426	русской литературе	1	1
427	переходит в	1	1
428	в конечном	1	1
429	и нашли	1	1
430	нуждается в	1	1
431	находит свое	1	1
432	сильнее и	2	1
433	читателя и	1	1
434	и только	2	1
435	не сводится	1	1
436	нем и	1	1
437	в лице	4	1
438	и мир	1	1
439	ни к	2	1
440	в современной	1	1
441	на судьбу	1	1
442	всякого рода	2	1
443	мы видим	4	1
444	тот же	1	1
445	в свой	2	1
446	автора так	1	1
447	целым и	1	1
448	может оказаться	1	1
449	о значении	1	1
450	образа с	1	1
451	в литературу	1	1
452	в обществе	1	1
453	или его	1	1
454	в выражении	1	1
455	всегда с	2	1
456	так что	2	1
457	и др	3	1
458	уже не	3	1
459	он начинает	1	1
460	сознание как	1	1
461	если в	1	1
462	и везде	1	1
463	здесь же	1	1
464	не из	1	1
465	смысла в	1	1
466	не дает	1	1
467	в праве	1	1
468	или даже	2	1
469	автора в	1	1
470	и других	2	1
471	не стал	1	1
472	из них	2	1
473	был бы	1	1
474	и прямой	1	1
475	него с	1	1
476	в одном	2	1
477	сами по	1	1
478	в современном	3	1
479	у нее	3	1
480	с определенным	1	1
481	не о	1	1
482	она отнюдь	1	1
483	в изолированном	1	1
484	значение имеет	1	1
485	со стороны	1	1
486	и точно	1	1
487	ему не	1	1
488	к которому	2	1
489	соответствии с	4	1
490	уходит в	1	1
491	сам себя	1	1
492	нет эта	1	1
493	процессе не	1	1
494	и между	1	1
495	в середине	1	1
496	в соответствии	4	1
497	превращается в	3	1
498	другой стороны	2	1
499	как ни	1	1
500	дело в	1	1
501	делают некоторые	1	1
502	были внесены	1	1
503	если не	4	1
504	себя на	2	1
505	через нее	1	1
506	на фоне	1	1
507	нет ничего	3	1
508	него в	2	1
509	роль но	1	1
510	мы говорим	1	1
511	к себе	1	1
512	только его	1	1
513	важным этапом	1	1
514	к самому	2	1
515	он говорит	1	1
516	к жизни	2	1
517	в течение	1	1
518	что же	1	1
519	xix век	1	1
520	когда же	1	1
521	из этой	2	1
522	н а	1	1
523	восприятие в	1	1
524	жизни или	1	1
525	в целом	6	1
526	но это	5	1
527	общественной жизни	1	1
528	однако не	1	1
529	содержанием и	1	1
530	способным на	1	1
531	об отношении	1	1
532	их мышления	1	1
533	но отнюдь	1	1
534	хотя и	4	1
535	но когда	1	1
536	идеологично и	1	1
537	или нет	1	1
538	у достоевского	30	1
539	и ни	1	1
540	мы как	1	1
541	более всего	2	1
542	потому что	7	1
543	дневнике писателя	2	1
544	по самой	3	1
545	их жизни	1	1
546	и сила	1	1
547	жизни в	3	1
548	героя и	2	1
549	отрывается от	1	1
550	свободой и	1	1
551	но можно	1	1
552	самой своей	3	1
553	в последнем	1	1
554	это и	1	1
555	из этого	2	1
556	а может	1	1
557	наше чувство	1	1
558	и другие	1	1
559	по поводу	1	1
560	том числе	1	1
561	смысле что	1	1
